location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51081,2020-01-01,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,,30.64,5.911111,-0.733333,13.183333,0.0,,-1.2,60.485557
US_VA_51081,2020-01-02,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,36.79,45.09,6.0,-1.316667,16.155556,0.0,,-0.894444,61.521564
US_VA_51081,2020-01-03,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,,32.15,9.605556,3.027778,14.888889,4.15925,,7.061111,84.282274
US_VA_51081,2020-01-04,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,22.24,46.94,14.272222,8.305556,16.75,9.93775,,13.472222,94.998632
US_VA_51081,2020-01-05,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,21.85,30.59,7.211111,1.666667,15.188889,5.49275,,-0.05,60.201035
US_VA_51081,2020-01-06,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,24.01,34.29,4.961111,-1.161111,13.616667,0.3556,,-1.6,62.812394
US_VA_51081,2020-01-07,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,19.97,37.94,1.905556,-3.05,12.6,1.36525,,-0.305556,85.420494
US_VA_51081,2020-01-08,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,25.24,32.45,4.227778,-2.888889,12.227778,3.7338,,-2.572222,61.482941
US_VA_51081,2020-01-09,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,26.59,45.09,1.011111,-4.372222,10.938889,0.0,,-5.233333,63.572864
US_VA_51081,2020-01-10,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,25.87,28.46,6.505556,-3.383333,17.466667,0.0,,2.55,75.951337
US_VA_51081,2020-01-11,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,,33.41,16.044444,11.811111,21.688889,0.03175,,12.9,81.788232
US_VA_51081,2020-01-12,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,26.64,36.32,19.122222,12.183333,21.533333,4.2545,,15.0,77.380017
US_VA_51081,2020-01-13,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,27.81,30.34,14.972222,10.811111,20.35,4.572,,13.516667,91.15877
US_VA_51081,2020-01-14,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,29.15,34.22,13.861111,11.538889,17.488889,11.204222,,13.383333,96.962174
US_VA_51081,2020-01-15,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,35.79,25.57,13.0,9.961111,16.288889,3.175,,11.277778,89.39559
US_VA_51081,2020-01-16,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,,42.38,13.477778,9.555556,16.394444,0.0,,6.666667,63.613753
US_VA_51081,2020-01-17,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,,23.09,3.294444,-1.666667,14.066667,0.0254,,-8.683333,41.367277
US_VA_51081,2020-01-18,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,35.02,32.42,1.105556,-2.827778,6.511111,0.03175,,-4.9,64.615655
US_VA_51081,2020-01-19,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,26.41,36.75,8.116667,-0.133333,11.872222,2.342444,,3.022222,70.448416
US_VA_51081,2020-01-20,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,22.84,36.54,-0.372222,-3.755556,7.866667,0.0254,,-10.283333,47.470934
US_VA_51081,2020-01-21,ChIJ7eWTmGjnsYkRBG4FjExmVJo,Q340605,geoId/51081,US,United States of America,VA,Virginia,51081,Greensville County,US,USA,2,,,,,,,11569,7302,4267,1001,1100,1713,1795,1861,1672,1337,748,342,2534181,36.67,-77.56,769,72.25,,,36.59,42.69,-2.438889,-5.705556,2.261111,0.0,,-11.566667,49.836839
