location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47123,2020-06-07,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,75,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,26,20,,-10,,3.22,6.45,,17.95,5.29,5.99,5.99,,5.52,5.06,,4.14,3.91,7.37,5.06,3.22,,4.6,6.45,3.45,5.99,20.49,5.06,17.49,,5.06,6.21,41.43,4.6,15.19,9.21,4.37,5.99,25.161111,18.272222,33.044444,0.0,,19.016667,68.945707
US_TN_47123,2020-06-08,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,76,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,20,9,,-12,5,5.8,6.66,,13.54,4.94,6.88,5.8,4.08,4.51,,3.01,5.8,,10.32,5.16,3.44,3.44,3.22,4.3,3.01,9.03,24.29,3.44,15.26,,5.59,4.3,41.91,3.65,15.04,5.8,4.94,6.02,24.677778,18.644444,31.466667,0.0,,18.705556,69.990435
US_TN_47123,2020-06-09,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,-1,0,75,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,11,9,,-16,5,5.75,7.45,3.62,14.89,8.3,6.38,8.72,4.68,4.04,3.83,,3.19,4.47,12.13,4.47,5.53,4.68,8.51,3.4,6.81,9.36,23.62,6.38,11.7,5.32,7.23,5.32,49.79,4.89,10.0,5.75,5.53,5.11,25.427778,20.672222,30.272222,2.794,,20.583333,74.835761
US_TN_47123,2020-06-10,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,75,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,13,12,,-18,5,6.6,7.88,4.68,15.33,5.96,5.75,5.96,2.98,6.6,,,3.41,4.47,7.88,3.83,3.83,4.26,4.47,3.62,3.62,8.94,26.4,7.66,13.2,4.26,4.68,4.68,38.96,5.96,14.48,8.3,4.9,5.96,24.738889,21.766667,30.327778,9.3345,,21.472222,82.425532
US_TN_47123,2020-06-11,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,75,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,17,17,,-17,5,6.09,6.31,4.13,14.14,8.48,5.87,7.83,4.57,3.26,5.0,3.7,,4.13,12.62,3.26,5.44,5.87,5.44,6.53,,9.57,22.62,3.7,13.05,4.79,3.92,5.22,44.16,6.31,13.7,6.53,7.61,5.0,22.977778,17.311111,29.155556,4.85775,,16.411111,67.002007
US_TN_47123,2020-06-12,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,10,0,85,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,16,12,,-17,4,6.39,5.95,,11.68,9.25,5.51,3.97,3.08,6.17,4.85,3.08,4.41,3.97,9.91,,5.07,,5.51,,,9.25,23.57,3.97,13.0,3.75,3.75,5.51,43.18,5.51,12.34,5.51,4.63,3.52,21.527778,14.705556,28.588889,0.0,,12.622222,57.583738
US_TN_47123,2020-06-13,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,86,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,23,27,,5,,6.4,8.3,,15.41,6.4,6.4,5.69,4.03,6.16,,3.56,4.5,4.27,10.9,4.27,4.98,4.5,4.27,4.03,4.27,10.9,20.39,4.03,11.14,4.74,3.56,6.16,35.09,5.45,12.56,5.45,4.03,3.79,21.394444,13.705556,29.172222,0.0,,11.85,55.036056
US_TN_47123,2020-06-14,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,86,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,18,16,,-5,,5.13,7.14,4.02,10.93,6.03,5.13,4.69,4.02,3.79,4.46,,3.35,3.57,6.92,5.36,4.02,5.13,4.46,4.02,5.36,9.37,22.09,6.03,12.72,6.25,3.12,6.25,39.05,4.24,8.48,8.7,6.47,4.69,20.138889,13.872222,27.716667,0.73025,,13.838889,67.596838
US_TN_47123,2020-06-15,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,86,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,17,17,,-11,4,6.16,7.22,2.97,17.2,7.43,6.8,7.22,3.82,4.46,,,4.25,4.46,9.56,3.82,2.97,3.82,3.61,,,7.65,20.82,5.52,15.72,4.46,7.01,7.43,40.57,6.8,13.81,3.4,5.74,3.61,18.35,13.611111,25.755556,1.072444,,13.95,75.99841
US_TN_47123,2020-06-16,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,5,0,91,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,16,16,,-14,4,4.74,9.05,3.23,13.58,8.62,5.82,6.9,5.6,5.82,3.02,3.66,3.23,,9.7,,5.17,,3.66,3.02,4.09,7.76,24.14,4.74,12.93,3.02,5.17,4.31,40.09,5.82,12.71,6.03,7.54,6.03,17.811111,13.033333,23.905556,1.044222,,12.866667,73.243076
US_TN_47123,2020-06-17,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,2,0,93,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,14,18,,-17,4,5.66,6.53,3.26,15.67,4.57,3.7,9.79,3.26,6.53,5.88,3.92,5.66,4.57,13.06,3.7,,3.92,4.13,3.92,6.09,5.0,24.15,7.4,10.88,5.66,4.79,6.53,47.22,4.57,11.75,7.83,5.22,6.09,17.75,13.016667,22.933333,0.197556,,13.25,75.294157
US_TN_47123,2020-06-18,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,4,0,97,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,12,13,,-18,4,3.27,6.54,3.93,11.34,8.72,3.71,7.63,3.27,6.76,3.93,3.93,5.67,6.33,11.12,5.67,6.11,,5.24,,,9.38,23.56,4.58,15.05,3.71,4.36,6.33,43.41,8.29,10.47,6.54,7.63,7.42,19.366667,13.761111,25.994444,0.0254,,14.95,75.766057
US_TN_47123,2020-06-19,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,11,0,108,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,10,8,,-18,4,4.63,8.6,3.31,10.8,4.85,5.95,8.37,,6.83,4.85,,3.53,5.95,11.9,3.53,5.51,4.63,5.29,4.19,4.85,6.83,20.05,,7.71,3.31,4.41,7.27,41.43,5.51,8.15,9.04,5.51,3.75,20.638889,14.961111,27.127778,0.28575,,16.622222,78.092253
US_TN_47123,2020-06-20,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,-1,0,107,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,24,30,,0,,4.72,5.67,7.09,10.87,6.38,5.2,6.85,,5.91,4.02,,,4.25,8.03,5.91,5.2,4.49,3.78,6.62,5.67,7.32,21.03,4.02,12.99,,4.02,4.96,36.15,6.14,13.23,8.51,4.25,6.85,22.238889,15.766667,30.361111,0.4064,,17.005556,72.99712
US_TN_47123,2020-06-21,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,108,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,19,19,,-8,,5.76,4.61,,10.83,4.38,3.46,,,7.14,,3.69,5.53,4.15,8.76,4.84,5.53,4.84,4.84,3.46,5.07,5.76,23.51,4.38,11.29,3.92,5.07,6.22,37.8,5.76,12.21,4.84,5.3,3.92,22.977778,16.6,31.044444,2.685143,,18.172222,74.599547
US_TN_47123,2020-06-22,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,109,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,18,9,,-15,6,6.32,10.53,4.42,14.54,5.06,7.37,8.22,4.21,6.74,4.42,4.0,5.48,4.63,8.43,,7.58,5.06,5.48,,3.79,5.06,29.49,5.48,13.48,4.42,4.84,6.53,45.08,5.27,9.9,7.79,,5.9,22.622222,17.994444,30.005556,10.44575,,18.788889,79.423825
US_TN_47123,2020-06-23,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,110,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,7,15,,-20,7,6.02,8.3,4.15,11.62,7.68,3.94,5.6,6.22,4.15,2.9,4.36,,6.02,10.99,5.39,5.6,,6.22,2.9,3.11,11.2,24.69,5.39,9.34,,2.9,6.43,39.42,6.22,10.99,3.11,8.51,7.05,22.927778,19.322222,28.816667,9.49325,,19.833333,82.929331
US_TN_47123,2020-06-24,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,5,0,115,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,16,9,,-19,3,6.93,8.23,4.12,12.35,8.23,5.2,3.25,5.2,,3.03,3.03,4.12,8.88,11.7,5.42,4.12,,3.68,3.25,3.9,11.48,31.41,7.15,12.78,4.98,,8.01,41.16,6.07,9.53,7.8,5.63,9.96,22.366667,18.255556,27.783333,2.54,,17.827778,76.07527
US_TN_47123,2020-06-25,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,116,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,15,12,,-19,4,3.25,7.38,,19.53,6.94,4.77,4.99,4.12,6.29,,8.03,3.47,3.04,11.06,4.56,4.12,3.25,5.42,4.99,,6.94,22.78,4.56,13.02,4.12,4.99,8.03,39.92,4.77,13.45,8.68,4.34,5.86,23.3,19.227778,28.816667,0.92075,,17.927778,72.287176
US_TN_47123,2020-06-26,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,116,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,10,4,,-19,5,5.23,6.32,5.23,14.38,6.54,5.88,5.45,3.92,3.92,3.92,6.1,3.7,3.05,8.28,3.92,6.1,,4.14,4.14,4.14,10.67,23.53,5.45,11.11,5.45,5.66,6.32,34.64,3.27,13.72,5.23,5.88,4.79,22.344444,17.388889,28.805556,0.09525,,17.877778,76.286549
US_TN_47123,2020-06-27,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,2,0,118,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,14,18,,-4,,4.27,8.09,5.39,13.25,7.19,6.96,6.96,5.39,5.84,,11.46,,5.17,10.33,5.62,4.94,3.37,,4.94,4.04,8.09,26.28,4.94,13.48,4.72,3.59,8.99,43.36,5.39,8.31,6.74,6.07,5.84,22.411111,18.911111,27.822222,0.889,,18.811111,80.225203
US_TN_47123,2020-06-28,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,118,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,7,4,,-8,,6.24,10.02,4.23,14.92,5.79,5.12,6.01,4.68,,5.12,,4.45,5.12,8.02,5.79,4.68,3.34,7.13,3.79,6.9,6.68,23.83,5.79,19.37,,4.9,8.02,39.42,4.45,16.7,4.68,4.68,5.79,23.327778,19.35,29.183333,7.01675,,20.166667,82.613832
US_TN_47123,2020-06-29,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,118,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,18,8,,-18,6,4.43,9.07,3.58,14.76,8.44,5.48,4.85,4.85,4.64,3.38,,,6.12,11.6,5.27,5.27,4.01,4.85,4.64,4.01,11.39,21.09,4.85,13.29,5.91,4.64,6.12,43.02,4.22,13.08,6.33,4.01,5.27,24.2,19.85,31.577778,6.9215,,20.683333,80.897978
US_TN_47123,2020-06-30,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,14,0,132,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,16,11,,-24,5,5.09,6.58,,9.34,6.16,7.43,6.37,3.82,7.43,3.61,3.4,4.46,,12.31,5.52,5.73,3.4,4.88,3.82,3.4,8.28,30.14,4.88,12.73,5.09,3.61,4.67,41.18,6.16,7.64,5.73,6.37,4.67,22.644444,19.744444,29.716667,14.0335,,20.127778,85.766488
US_TN_47123,2020-07-01,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,3,0,135,4,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,24,17,,-25,5,2.97,8.07,4.46,16.36,7.65,5.74,5.31,7.22,6.58,4.46,4.25,,3.4,12.96,4.67,5.31,5.31,5.74,2.97,4.46,10.41,24.85,9.98,14.23,3.82,3.61,7.01,41.42,4.25,13.81,7.22,8.5,6.16,22.744444,19.644444,28.4,2.596444,,19.944444,84.349855
US_TN_47123,2020-07-02,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,1,136,5,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,32,31,,-29,5,5.19,7.57,5.62,12.54,6.7,,7.78,,6.27,4.54,3.03,3.03,,12.1,4.11,,4.32,5.62,3.46,4.32,10.59,28.96,6.7,11.02,4.11,3.24,5.62,37.61,4.97,11.67,6.48,8.21,6.7,24.316667,19.255556,31.355556,0.6096,,19.916667,76.593432
US_TN_47123,2020-07-03,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,1,137,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,29,27,,-50,10,4.31,7.71,4.99,11.79,6.8,8.61,4.76,,5.67,3.4,,,,7.03,5.44,8.16,5.21,3.85,,,9.52,22.67,8.61,10.43,3.63,,4.53,37.85,4.31,13.37,4.76,,4.99,24.85,18.661111,32.361111,0.0,,18.911111,69.950209
US_TN_47123,2020-07-04,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,138,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,3,27,,-23,,5.11,5.84,5.84,15.57,7.05,7.05,3.4,,6.32,,,,4.13,7.05,,7.54,4.38,5.35,,5.84,5.11,18.97,,12.16,4.62,7.3,,34.3,6.57,12.4,6.08,3.4,5.11,25.394444,19.45,32.511111,4.09575,,20.05,72.89325
US_TN_47123,2020-07-05,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,2,0,140,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,12,2,,-14,,5.72,8.58,5.94,13.42,8.14,6.16,7.26,5.5,5.94,,3.52,3.08,6.6,7.92,3.52,3.08,3.08,5.06,4.62,5.72,8.58,28.17,4.4,15.4,4.4,3.52,8.36,36.75,5.94,12.76,7.26,4.18,,25.505556,20.411111,32.494444,0.028222,,20.594444,74.701055
US_TN_47123,2020-07-06,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,141,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,20,15,,-22,6,5.47,3.58,,14.73,7.79,5.26,4.63,10.1,8.63,5.47,3.16,4.84,3.37,8.84,6.73,3.79,2.95,5.47,4.0,,8.0,24.62,6.1,13.26,2.95,4.42,3.79,36.83,3.58,11.36,5.26,3.37,7.58,24.866667,19.766667,31.166667,0.762,,19.933333,74.353532
US_TN_47123,2020-07-07,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,-1,0,140,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,16,16,,-22,5,3.08,5.29,,12.34,9.03,5.51,4.62,4.41,7.05,3.52,6.17,,4.41,11.23,3.52,4.85,,3.96,5.07,3.74,8.15,28.19,6.17,12.78,3.52,4.18,6.61,43.61,6.39,11.01,4.62,6.61,7.05,24.794444,20.511111,30.316667,4.98475,,20.438889,77.118065
US_TN_47123,2020-07-08,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,141,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,13,13,,-23,4,3.22,6.22,,15.44,9.01,6.65,5.15,4.72,8.58,4.29,4.07,4.93,4.93,9.01,4.93,6.0,4.07,3.0,3.43,,10.29,28.95,6.22,13.51,4.93,3.43,4.72,43.1,4.5,11.58,6.22,5.58,4.72,24.827778,20.522222,31.244444,3.65125,,20.694444,78.108145
US_TN_47123,2020-07-09,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,5,0,146,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,12,9,,-22,6,,5.79,3.21,12.21,4.5,5.57,6.64,3.64,5.79,3.64,,,3.64,12.21,4.07,5.57,4.29,3.64,3.43,6.64,10.71,30.0,6.86,13.93,,4.29,4.29,40.92,6.21,10.93,6.0,4.07,5.14,25.044444,20.066667,32.355556,4.826,,20.733333,77.305038
US_TN_47123,2020-07-10,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,6,0,152,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,10,6,,-20,6,4.08,5.15,3.0,13.31,6.65,6.01,5.58,3.86,5.58,3.0,3.0,3.65,4.72,8.37,4.29,3.43,,4.94,3.22,5.37,7.73,24.68,4.08,17.38,,4.08,5.58,38.63,7.3,13.31,6.87,3.86,7.73,25.85,20.611111,32.861111,3.019778,,21.155556,75.624103
US_TN_47123,2020-07-11,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,3,0,155,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,18,24,,1,,7.62,5.78,6.7,13.4,6.24,6.47,6.01,3.7,6.01,,4.39,3.46,6.47,8.32,4.85,4.62,,4.85,4.62,4.62,6.93,21.02,3.93,12.47,4.85,,7.85,43.89,5.54,10.39,6.93,3.46,,25.705556,19.166667,31.494444,1.0414,,17.794444,62.161256
US_TN_47123,2020-07-12,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,155,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,15,12,,-10,,5.76,10.4,,15.72,6.42,4.87,5.76,3.54,7.3,,3.1,4.21,5.53,7.75,4.65,5.31,3.98,3.76,5.31,,4.21,23.69,5.98,13.72,4.65,,4.21,37.41,3.76,10.63,6.2,4.43,3.32,22.894444,17.872222,29.855556,0.254,,17.438889,71.618836
US_TN_47123,2020-07-13,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,156,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,15,6,,-15,5,5.63,6.46,4.38,14.8,7.5,5.63,6.88,4.59,8.34,3.13,4.59,3.13,5.84,9.59,3.54,4.17,5.0,4.59,3.54,3.96,9.59,23.76,6.67,15.84,3.54,2.92,3.96,44.82,5.0,13.55,8.76,4.17,6.04,23.977778,17.544444,31.438889,0.635,,18.055556,69.813018
US_TN_47123,2020-07-14,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,156,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,12,15,,-21,5,4.87,8.26,,14.4,8.89,5.72,5.72,,7.2,,3.81,5.72,,11.43,4.66,5.08,4.24,4.02,4.24,3.81,9.11,28.37,6.14,12.92,5.08,4.24,6.78,36.21,4.87,12.07,7.83,6.35,4.02,24.622222,17.066667,32.566667,0.0,,17.044444,63.225711
US_TN_47123,2020-07-15,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,6,0,162,6,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,11,9,,-18,4,3.82,8.07,,12.96,6.8,5.52,7.43,5.1,7.43,2.97,5.31,,4.89,12.75,3.4,5.31,5.31,5.31,4.04,4.25,8.29,25.7,4.89,12.75,5.1,3.82,4.25,43.12,4.46,9.35,5.74,5.95,4.25,25.427778,17.855556,33.422222,0.0,,18.333333,65.347536
US_TN_47123,2020-07-16,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,3,1,165,7,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,9,15,,-21,6,3.41,3.63,,13.02,5.33,8.11,3.41,4.05,7.04,5.12,,4.69,3.2,8.32,4.91,4.91,5.97,,2.99,3.41,7.89,28.16,7.68,10.67,4.69,4.69,6.19,40.97,,10.03,7.47,4.27,2.99,27.461111,19.672222,33.861111,0.0,,20.455556,66.210421
US_TN_47123,2020-07-17,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,3,0,168,7,,,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,9,5,,-18,6,5.32,5.74,,12.97,9.14,7.44,5.74,3.4,8.51,,3.61,,,9.36,,5.53,5.1,4.25,5.1,4.25,9.57,25.94,5.53,11.48,4.25,2.98,4.46,38.7,5.53,9.14,5.95,5.53,5.1,27.211111,21.283333,34.405556,0.03175,,20.883333,68.965841
