location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47123,2021-05-29,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5920,97,29,12470,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,18,36,,-24,0,5.68,9.77,4.09,12.95,5.0,5.68,9.09,5.91,10.45,4.32,5.0,,3.86,12.04,4.32,6.14,,4.54,3.64,,6.59,22.73,4.54,10.68,,,4.77,40.45,6.14,9.77,4.77,6.82,5.68,17.838889,13.677778,24.166667,7.591778,,14.333333,80.364268
US_TN_47123,2021-05-30,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5920,97,48,12518,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,29,32,,-34,1,4.91,8.7,,16.28,6.69,4.46,5.58,,6.47,3.57,3.79,,5.35,8.47,5.13,3.12,5.8,,,5.8,8.03,22.3,7.58,8.47,4.01,4.91,3.79,42.37,5.58,10.71,4.68,3.12,6.24,14.105556,10.377778,20.122222,0.0762,,8.4,68.930438
US_TN_47123,2021-05-31,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5920,97,0,12518,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,22,26,,-68,16,6.09,4.74,,18.28,5.87,7.0,6.77,4.29,7.45,4.29,4.96,4.06,4.51,9.7,6.09,,,4.51,,5.64,5.19,23.02,6.54,15.35,3.38,3.61,4.74,43.11,,13.31,7.0,3.84,5.19,15.883333,7.833333,25.833333,0.0,,9.6,66.620214
US_TN_47123,2021-06-01,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,6,0,5926,97,30,12548,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,23,36,,-22,4,4.82,7.76,2.94,20.55,7.55,5.66,6.71,4.61,9.85,,10.9,4.19,3.15,10.06,4.82,4.61,7.55,4.82,5.87,4.82,7.97,27.47,4.4,14.89,4.19,5.03,5.45,42.14,6.08,15.93,7.97,7.13,4.4,19.555556,10.777778,26.594444,0.0,,12.694444,64.862154
US_TN_47123,2021-06-02,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5926,97,7,12555,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,18,28,,-21,4,8.11,9.98,3.33,16.84,9.36,7.28,9.56,,9.77,6.03,5.61,3.33,4.58,7.49,3.95,4.99,3.33,4.99,3.95,3.74,6.86,25.79,6.86,14.56,3.74,5.2,7.9,53.65,6.86,14.35,7.9,4.78,6.65,19.555556,14.577778,25.111111,0.072571,,15.111111,75.773973
US_TN_47123,2021-06-03,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,4,0,5930,97,30,12585,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,16,37,,-21,5,4.61,6.81,3.81,14.82,6.41,10.81,7.61,4.81,9.41,4.21,6.21,3.6,5.21,11.21,6.41,5.81,3.81,4.81,4.81,4.0,9.61,27.23,6.21,9.81,4.41,4.21,6.21,42.25,5.01,11.61,6.01,6.81,7.81,20.194444,17.05,24.744444,9.04875,,17.5,84.798192
US_TN_47123,2021-06-04,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,8,0,5938,97,42,12627,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,11,21,,-16,3,3.78,8.82,3.57,18.48,6.93,7.56,4.62,3.57,7.56,3.36,,3.99,5.04,10.29,6.72,,3.36,,,,9.66,25.62,5.04,12.39,3.78,3.78,6.3,44.31,4.41,11.76,5.88,5.88,6.51,21.55,16.094444,28.438889,10.31875,,16.727778,74.127204
US_TN_47123,2021-06-05,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5938,97,55,12682,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,15,31,,-9,-2,5.7,7.07,6.16,12.31,6.38,4.79,5.47,,10.71,4.56,6.38,5.24,3.19,8.89,5.7,,6.16,,3.42,,10.03,20.74,5.01,9.57,3.19,4.33,8.21,42.85,4.33,10.94,10.03,5.47,6.38,22.105556,15.072222,30.183333,0.0,,16.205556,69.361018
US_TN_47123,2021-06-06,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5938,97,0,12682,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,15,22,,-26,2,4.66,6.57,4.03,16.32,8.69,7.21,5.09,5.09,8.05,4.88,4.03,5.09,,10.38,5.09,3.18,3.18,6.78,3.6,3.81,7.21,27.55,7.63,14.2,3.18,3.39,8.9,41.54,5.93,13.35,8.05,5.09,5.72,22.955556,18.305556,28.133333,1.850571,,19.705556,82.052786
US_TN_47123,2021-06-07,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,4,0,5942,97,31,12713,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,17,26,,-15,6,7.14,6.74,4.56,16.26,6.94,7.14,4.76,5.55,9.91,3.57,6.74,,4.56,12.89,4.16,5.35,3.77,3.37,4.16,3.77,8.53,25.78,9.12,14.08,2.78,4.96,7.54,46.6,4.76,10.71,8.92,7.54,4.16,23.683333,20.922222,28.027778,3.429,,20.65,83.28989
US_TN_47123,2021-06-08,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,6,0,5948,97,14,12727,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,22,31,,-19,4,6.4,9.29,5.99,14.04,6.81,8.26,7.43,4.75,8.46,4.96,6.81,4.75,6.81,10.12,5.99,7.43,3.1,3.51,,3.92,7.02,27.25,6.4,12.39,5.57,7.84,7.22,48.1,4.96,15.69,8.05,7.64,5.57,23.838889,20.011111,29.372222,4.22275,,20.4,81.272282
US_TN_47123,2021-06-09,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,2,0,5950,97,33,12760,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,17,25,,-22,4,6.33,8.01,,14.55,7.59,8.86,6.96,4.01,7.17,4.22,5.69,3.58,5.69,8.22,,4.64,,7.17,5.06,3.79,8.43,23.61,8.43,13.91,4.43,5.06,9.7,43.64,5.9,12.65,9.28,4.43,4.43,22.983333,19.7,27.966667,3.556,,20.538889,86.239284
US_TN_47123,2021-06-10,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5950,97,45,12805,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,14,25,,-20,3,5.59,6.42,4.14,14.49,7.66,7.45,7.04,2.9,7.24,5.38,6.83,4.35,3.52,12.42,6.83,4.14,,4.14,4.55,,7.45,21.94,5.79,9.11,6.42,4.55,7.24,39.33,4.35,7.45,6.62,6.0,,23.077778,20.072222,27.388889,0.98425,,20.488889,85.445213
US_TN_47123,2021-06-11,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,65,0,6015,97,0,12805,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,8,16,,-19,4,6.57,7.8,,16.84,8.01,3.9,4.52,3.49,6.98,,4.52,3.08,4.11,10.89,,3.29,5.34,4.31,4.31,5.34,4.93,29.58,6.16,14.58,3.49,4.52,6.37,42.72,3.49,10.27,8.83,6.78,5.55,22.988889,20.872222,27.727778,6.35,,20.888889,88.078941
US_TN_47123,2021-06-12,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,6015,97,52,12857,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,13,32,,-12,-1,4.54,3.86,,16.57,7.04,6.58,8.4,3.86,7.94,4.08,6.13,4.99,3.86,10.21,5.67,3.63,,,3.4,5.22,6.36,24.97,7.49,11.35,4.31,4.54,,40.63,6.58,14.3,7.49,5.67,4.77,24.733333,20.1,31.0,8.255,,20.561111,77.795935
US_TN_47123,2021-06-13,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,6015,97,40,12897,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,19,31,,-25,0,5.43,8.59,3.62,16.28,6.33,6.33,8.59,3.62,5.88,3.39,5.2,4.3,,11.08,5.43,3.84,,5.65,3.84,5.2,7.69,23.75,6.56,14.25,,4.52,3.84,45.68,4.97,14.02,8.37,4.07,5.43,24.061111,17.577778,31.994444,1.213556,,18.888889,72.975169
US_TN_47123,2021-06-14,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,6015,97,228,13125,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,21,27,,-15,4,7.32,4.39,6.06,13.17,7.53,6.06,8.99,6.48,8.99,5.23,6.27,4.39,5.02,11.29,7.11,3.76,3.55,4.39,3.35,4.81,10.24,25.5,7.32,15.05,5.85,5.85,5.23,39.72,6.69,14.01,7.32,5.43,4.81,26.1,19.627778,32.772222,0.4064,,19.755556,68.268752
US_TN_47123,2021-06-15,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,-43,-1,5972,96,24,13149,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,18,30,,-19,3,5.92,5.5,3.81,16.07,6.77,5.71,6.34,3.6,10.57,4.02,5.29,4.65,3.81,9.52,7.19,6.34,3.6,4.23,,5.5,9.52,24.74,6.77,14.59,4.65,5.5,5.92,43.98,6.13,16.07,9.73,4.86,5.71,23.822222,18.422222,30.605556,0.0508,,14.45,56.075618
US_TN_47123,2021-06-16,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5972,96,49,13198,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,19,28,,-20,2,4.05,8.09,3.62,18.52,7.03,7.03,9.37,5.54,11.5,5.11,4.05,3.19,4.26,12.14,5.75,4.9,3.41,3.19,3.62,,10.86,20.65,4.9,14.9,4.9,4.9,7.24,51.53,6.81,13.41,6.81,6.81,7.24,21.233333,13.666667,28.338889,0.0,,12.444444,57.533802
US_TN_47123,2021-06-17,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5972,96,57,13255,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,14,33,,-21,3,4.38,5.43,3.55,12.73,4.59,3.34,5.43,4.17,9.81,4.17,5.43,5.01,3.76,13.15,4.59,,5.43,,3.76,4.38,10.64,28.39,7.72,12.52,5.43,5.43,7.72,40.91,4.59,11.27,7.51,7.51,7.1,21.127778,12.666667,29.233333,0.0,,12.977778,59.87215
US_TN_47123,2021-06-18,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,5973,96,54,13309,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,12,20,,-16,2,3.8,4.43,4.22,12.46,7.6,5.28,4.01,4.43,7.18,5.07,5.28,3.59,4.01,6.54,,5.07,2.96,5.28,3.8,5.49,8.66,28.93,6.12,13.3,4.43,4.22,5.07,44.13,4.86,13.51,7.6,4.43,5.49,22.611111,13.861111,31.011111,0.0,,15.066667,62.734309
US_TN_47123,2021-06-19,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5973,96,26,13335,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,17,41,,-7,-3,3.59,8.31,5.84,11.45,7.41,5.39,6.06,,10.55,3.82,5.16,3.59,,8.76,3.59,4.04,,3.14,,4.94,8.08,22.9,5.39,11.9,3.37,4.04,5.61,36.82,,9.88,7.18,4.27,,22.911111,16.3,29.822222,0.1905,,17.816667,73.360313
US_TN_47123,2021-06-20,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5973,96,61,13396,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,23,35,,-25,0,4.22,6.21,3.55,17.09,7.77,6.44,7.99,4.0,6.44,,,,3.11,6.88,7.33,3.33,3.33,5.99,,4.0,7.33,25.3,8.21,13.98,3.77,4.0,5.11,46.39,5.33,13.76,7.99,,3.77,23.544444,18.411111,30.733333,7.62,,18.888889,75.580495
US_TN_47123,2021-06-21,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,2,0,5975,96,22,13418,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,17,17,,-14,5,3.9,4.31,2.87,12.93,7.8,4.92,7.8,7.18,7.8,4.51,4.72,,9.23,10.06,3.69,4.31,3.9,4.51,3.08,4.92,9.64,24.22,7.59,13.34,5.34,5.13,7.8,39.81,4.31,12.72,6.98,4.72,4.1,25.216667,19.711111,31.8,1.975556,,20.2,73.93985
US_TN_47123,2021-06-22,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,5976,96,6,13424,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,15,34,,-18,4,4.75,7.02,3.92,17.15,10.12,5.37,8.06,4.13,6.2,3.51,5.37,3.51,4.96,12.4,5.17,4.13,3.1,3.51,5.17,4.13,8.47,27.68,7.02,10.12,4.96,3.92,6.4,44.62,4.96,13.63,6.2,5.37,5.37,21.427778,18.277778,27.244444,28.3845,,17.094444,76.651415
US_TN_47123,2021-06-23,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,2,0,5978,96,25,13449,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,15,28,,-20,2,5.4,6.48,5.83,14.48,10.16,4.32,8.21,4.54,8.86,3.67,4.54,3.89,,13.18,4.97,4.54,3.24,4.11,5.4,3.24,9.51,25.07,5.4,14.05,3.89,6.7,6.27,43.87,4.97,11.02,8.86,3.89,3.67,20.294444,13.627778,27.766667,2.2606,,13.461111,65.472798
US_TN_47123,2021-06-24,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5978,96,33,13482,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,15,26,,-20,3,4.65,7.82,4.86,16.27,8.03,7.82,6.55,3.59,8.03,,5.92,4.01,5.7,13.94,4.01,7.18,,4.01,4.44,7.39,8.45,24.09,6.34,10.35,3.8,4.86,7.82,46.69,,10.99,8.66,8.45,5.28,22.25,14.872222,28.644444,0.0,,16.05,68.273809
US_TN_47123,2021-06-25,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,5979,96,30,13512,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,10,19,,-16,2,6.48,5.83,3.02,13.39,8.21,6.91,7.56,6.48,8.21,3.02,3.89,3.46,6.26,9.29,4.54,4.54,,5.18,9.93,5.4,8.64,19.65,5.4,7.99,4.1,6.48,7.77,41.89,4.97,10.15,8.42,3.67,4.1,23.094444,17.072222,28.711111,0.0,,16.672222,67.439079
US_TN_47123,2021-06-26,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5979,96,20,13532,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,15,36,,-1,-2,3.42,6.16,3.88,13.24,5.71,6.16,3.42,5.93,6.85,6.62,,5.02,3.65,9.81,4.79,5.02,3.19,,3.88,,5.48,18.71,4.79,15.29,,,5.48,40.17,5.02,12.55,9.81,5.71,3.42,23.216667,16.488889,29.427778,0.0,,16.75,67.334164
US_TN_47123,2021-06-27,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5979,96,58,13590,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,22,30,,-24,0,7.31,6.42,5.31,14.17,9.96,6.42,5.98,,6.64,4.21,3.99,5.31,7.31,9.08,4.65,4.43,,4.43,4.87,3.54,8.41,25.91,6.42,14.17,4.65,3.54,4.87,40.08,5.09,10.85,9.96,5.76,3.76,24.555556,18.616667,30.605556,0.73025,,19.777778,75.033202
US_TN_47123,2021-06-28,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,5980,96,47,13637,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,21,21,,-17,3,7.17,8.19,3.28,16.59,7.37,8.19,5.33,,8.4,3.89,4.71,5.12,3.48,11.47,6.35,3.07,4.51,5.12,3.89,4.51,9.63,29.08,7.99,13.93,6.35,4.92,6.35,48.13,4.71,10.24,9.22,7.37,4.3,25.333333,19.4,32.027778,1.3335,,20.183333,73.483367
US_TN_47123,2021-06-29,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,5981,96,11,13648,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,8,19,,-26,4,5.95,8.08,4.68,12.75,7.87,3.61,5.95,3.83,4.46,3.4,2.98,3.4,7.87,11.69,5.95,4.46,,5.74,6.38,5.1,7.87,26.14,6.8,14.67,4.25,5.31,6.16,44.85,6.38,12.33,7.23,6.59,5.74,24.683333,20.105556,30.555556,0.85725,,20.627778,78.543018
US_TN_47123,2021-06-30,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,4,0,5985,96,20,13668,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,21,27,,-25,3,6.55,9.3,4.23,15.44,7.82,3.17,4.65,4.23,5.5,5.92,5.07,4.23,5.5,12.69,7.61,5.29,4.65,4.02,4.65,3.17,6.34,24.32,5.29,12.05,4.65,,5.71,41.44,5.71,11.42,6.55,4.44,6.77,24.422222,19.65,30.566667,0.3302,,20.072222,77.324906
US_TN_47123,2021-07-01,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,1,5986,97,33,13701,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,25,38,,-28,5,4.78,7.9,4.78,15.8,7.9,7.7,6.45,3.33,8.32,4.16,3.95,4.78,4.37,13.52,5.82,3.33,3.74,4.78,5.2,3.95,10.4,27.24,4.37,13.93,3.12,3.74,4.37,47.0,6.86,13.31,7.7,5.2,4.58,24.472222,20.027778,29.927778,1.128889,,20.316667,78.065727
US_TN_47123,2021-07-02,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,5987,97,22,13723,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,23,37,,-25,5,6.55,7.61,3.17,12.04,9.09,4.65,3.8,5.07,4.65,3.38,6.13,,5.07,13.74,5.49,4.65,,5.07,4.23,4.23,5.71,23.03,4.86,12.26,2.96,3.8,5.49,39.52,3.59,10.14,9.09,4.86,,23.638889,20.711111,28.855556,13.3985,,19.283333,76.69661
US_TN_47123,2021-07-03,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5987,97,569,14292,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,28,60,,-20,-3,,4.88,3.25,16.5,9.76,4.88,,3.95,7.67,,4.42,,5.58,7.21,,7.9,3.49,,5.35,3.72,5.58,20.92,6.04,12.32,5.11,3.95,4.65,36.73,3.25,10.69,8.37,4.65,,20.7,14.244444,27.222222,0.9906,,13.616667,64.24123
US_TN_47123,2021-07-04,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5987,97,22,14314,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,18,46,,-40,-1,3.51,4.22,3.98,19.44,5.15,7.26,5.86,3.75,7.96,4.22,4.45,,3.98,10.07,10.54,4.45,,3.98,,4.22,5.86,26.0,6.09,16.4,,3.75,3.51,42.4,3.98,14.05,8.2,3.51,5.62,20.416667,13.644444,28.355556,0.0,,14.605556,69.935272
US_TN_47123,2021-07-05,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5987,97,0,14314,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,33,36,,-64,15,4.86,7.19,5.08,17.76,8.46,5.92,4.23,4.44,8.25,4.02,6.34,4.02,,11.84,8.46,4.86,,3.38,,5.5,6.13,25.59,6.55,15.01,7.19,3.38,6.34,35.73,4.02,10.15,7.19,5.29,,24.227778,16.433333,31.166667,0.0,,17.611111,67.083058
US_TN_47123,2021-07-06,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,3,0,5990,97,29,14343,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,25,41,,-29,5,3.6,5.08,2.96,17.57,5.29,5.5,5.5,3.81,9.32,4.02,6.78,3.18,,10.38,6.56,4.45,4.87,4.24,,5.29,7.62,23.93,5.5,15.46,5.72,5.72,6.35,43.2,7.2,15.25,7.41,4.87,5.29,24.377778,17.405556,31.444444,0.0,,17.983333,67.80593
US_TN_47123,2021-07-07,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,0,0,5990,97,4,14347,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,20,27,,-29,5,5.78,6.2,4.34,16.93,6.82,4.13,7.85,4.13,7.85,3.92,,5.99,3.51,9.09,4.75,7.02,5.16,4.75,4.75,4.75,8.47,28.29,5.99,13.22,4.13,6.2,5.99,45.23,3.51,15.28,6.4,3.51,7.23,23.422222,19.033333,29.422222,1.74625,,19.427778,78.464598
US_TN_47123,2021-07-08,ChIJmZLtaGmrXogRgB2jqW2H3Vs,Q495006,geoId/47123,US,United States of America,TN,Tennessee,47123,Monroe County,US,USA,2,1,0,5991,97,30,14377,46035,22912,23123,5122,5713,5328,4884,5676,6493,6509,4450,1860,1848191,35.45,-84.25,1690,75.057143,16,32,,-28,6,6.28,10.47,3.35,15.7,6.07,6.49,5.86,,6.07,5.86,3.14,,3.77,11.1,7.54,5.65,3.98,6.49,3.98,3.14,11.31,23.24,6.49,11.31,4.4,4.61,6.28,38.95,3.98,9.21,6.91,6.07,3.35,23.272222,19.688889,29.661111,1.052286,,19.644444,80.309546
