location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ND_38093,2020-01-01,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,8.13,9.21,9.21,18.42,,8.67,25.47,,47.14,8.67,,-3.094444,-10.488889,2.366667,0.036286,200.66,-5.236111,85.802562
US_ND_38093,2020-01-02,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,,7.82,,19.55,7.33,8.31,27.87,,50.84,,7.33,-0.488889,-3.005556,2.294444,1.0795,180.34,-1.604167,92.134409
US_ND_38093,2020-01-03,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,9.72,9.72,7.78,20.41,,8.26,20.41,,41.31,,,-2.911111,-7.361111,0.016667,0.423333,149.86,-4.541667,89.034337
US_ND_38093,2020-01-04,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,10.78,11.32,,18.86,9.16,,23.17,8.08,49.58,8.08,8.62,-8.827778,-15.366667,-2.733333,0.197556,149.86,-10.395833,88.840582
US_ND_38093,2020-01-05,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,11.88,,8.27,12.4,,8.78,24.8,10.85,29.97,8.78,,-0.872222,-6.666667,4.911111,0.0,149.86,-4.736111,74.929097
US_ND_38093,2020-01-06,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,,11.38,,14.0,,,21.88,,52.5,,8.75,-5.877778,-12.005556,0.3,0.0,129.54,-8.902778,80.042948
US_ND_38093,2020-01-07,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,,5.95,11.04,11.04,8.07,,24.21,9.77,38.23,,6.37,-8.966667,-15.516667,-1.355556,0.0,129.54,-12.666667,75.565706
US_ND_38093,2020-01-08,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,9.76,6.91,6.1,9.35,6.91,9.76,27.24,,34.56,8.94,7.32,-17.805556,-23.211111,-13.238889,0.0,99.06,-20.993056,78.563534
US_ND_38093,2020-01-09,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,7.17,6.32,7.17,17.71,11.38,8.01,30.36,9.28,42.58,8.85,6.75,-11.227778,-15.566667,-6.855556,0.0,99.06,-13.333333,84.56739
US_ND_38093,2020-01-10,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,9.11,,,14.9,5.79,6.62,30.22,,36.01,6.62,7.87,-16.711111,-20.566667,-9.527778,0.0,99.06,-20.826389,70.822631
US_ND_38093,2020-01-11,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,11.25,8.18,10.22,14.82,,,19.42,,32.2,,,-22.3,-26.616667,-16.183333,0.0,78.74,-25.5,76.527996
US_ND_38093,2020-01-12,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,10.36,,9.37,9.86,15.29,,22.19,,47.83,,,-14.994444,-18.65,-11.022222,0.036286,78.74,-18.083333,76.94092
US_ND_38093,2020-01-13,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,6.53,6.53,8.07,8.45,8.07,6.15,21.9,8.07,33.05,,,-9.244444,-12.972222,-6.805556,0.0,78.74,-10.055556,93.337291
US_ND_38093,2020-01-14,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,8.04,6.51,8.42,17.61,6.89,9.57,24.51,9.57,40.97,7.66,,-15.966667,-22.2,-7.316667,0.0,50.8,-18.256944,81.952643
US_ND_38093,2020-01-15,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,9.63,12.04,10.03,12.04,,,23.28,,39.34,9.23,,-21.783333,-24.55,-19.466667,0.677333,78.74,-25.222222,73.31991
US_ND_38093,2020-01-16,ChIJxz5_OrJk0FIR1HkZLGWTerE,Q511498,geoId/38093,US,United States of America,ND,North Dakota,38093,Stutsman County,US,USA,2,,,,,,,21132,10870,10262,2353,2539,2975,2565,2271,2976,2820,1434,1199,1740313,46.98,-98.96,5952,78.616667,,,,,8.61,7.32,11.62,15.92,7.32,,28.4,6.46,34.43,12.05,,-26.5,-31.327778,-21.716667,0.649111,99.06,-30.673611,67.455296
