location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SC_45087,2020-01-01,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,6.46,6.46,,13.24,5.49,,12.59,9.69,24.54,,6.65,0.1,13.138889,0.0,,-1.911111,54.445412
US_SC_45087,2020-01-02,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,9.49,9.81,6.64,13.29,10.76,5.7,22.78,7.28,28.8,6.64,6.688889,2.788889,10.883333,0.381,,0.288889,63.829376
US_SC_45087,2020-01-03,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,8.3,6.07,5.43,15.01,6.39,5.43,27.78,6.07,28.42,5.11,8.872222,5.838889,14.022222,15.4305,,8.45,97.237516
US_SC_45087,2020-01-04,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,8.42,5.05,5.05,15.15,6.4,,20.88,7.75,31.66,5.39,13.216667,8.972222,17.538889,30.734,,10.361111,82.895394
US_SC_45087,2020-01-05,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,6.92,7.58,6.26,12.19,6.26,4.94,25.38,7.25,29.0,4.94,5.65,-0.455556,13.544444,1.298222,,-2.444444,56.148424
US_SC_45087,2020-01-06,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,7.39,4.93,,16.93,10.16,4.93,22.17,4.93,34.79,7.39,7.316667,0.177778,15.494444,0.0,,-1.461111,53.951686
US_SC_45087,2020-01-07,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,6.47,9.7,8.73,16.17,7.76,,21.34,,28.78,,7.616667,2.461111,14.744444,0.508,,2.294444,69.114517
US_SC_45087,2020-01-08,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,7.51,8.46,7.83,18.16,5.95,11.9,28.5,5.32,28.81,8.14,6.483333,-1.088889,15.766667,0.7112,,-3.461111,49.249227
US_SC_45087,2020-01-09,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,8.97,7.73,6.18,18.55,9.59,8.66,22.88,8.04,38.34,11.44,6.516667,-0.722222,15.083333,0.0,,-1.761111,55.657074
US_SC_45087,2020-01-10,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,8.67,7.22,7.51,19.07,7.8,,25.43,4.05,30.34,,10.55,7.322222,15.811111,0.0,,3.044444,59.898543
US_SC_45087,2020-01-11,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,7.7,,,17.32,6.09,,18.93,5.45,38.49,,15.755556,10.6,20.722222,0.6985,,14.533333,92.474932
US_SC_45087,2020-01-12,ChIJPcDIWK21V4gR9taebAb-elo,Q502447,geoId/45087,US,United States of America,SC,South Carolina,45087,Union County,US,USA,2,,,,,,,27400,13031,14369,3145,3264,3289,2784,3403,4098,3838,2385,1194,2532522,34.69,-81.62,1336,73.488889,,,,,7.25,6.26,6.92,25.03,5.93,,25.03,,32.27,7.57,17.6,12.877778,21.222222,15.748,,13.838889,78.891298
