location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19015,2020-05-01,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,4,0,16,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-34,,3.52,9.05,8.55,5.53,4.02,4.53,6.29,,7.79,,,,,19.36,,6.79,,27.65,5.53,4.78,16.755556,7.033333,27.394444,0.0,,1.820988,37.153392
US_IA_19015,2020-05-02,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,7,0,23,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-17,,4.14,9.39,10.77,7.18,,5.8,8.01,,4.42,,,,5.8,16.02,4.97,6.9,,30.1,5.25,,19.055556,10.916667,26.622222,0.0,,8.728395,51.264011
US_IA_19015,2020-05-03,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,23,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-17,,,6.46,9.96,3.77,4.85,4.85,3.77,,6.46,,,7.27,,19.65,4.04,12.11,,29.61,8.88,6.46,16.188889,8.288889,25.572222,0.108857,,4.833333,47.132396
US_IA_19015,2020-05-04,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,5,0,28,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-36,,4.25,6.13,12.03,5.66,4.25,6.13,11.09,,6.37,6.13,4.25,3.54,5.66,25.48,4.95,6.61,3.3,34.91,9.2,4.01,13.672222,8.722222,24.377778,0.028222,,1.91358,45.124984
US_IA_19015,2020-05-05,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,28,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-39,,,8.37,7.67,5.58,3.95,3.49,8.14,3.25,7.9,4.18,5.35,,5.81,20.69,5.11,6.97,3.49,28.59,4.88,4.65,8.555556,6.933333,12.55,5.799667,,6.876543,89.30247
US_IA_19015,2020-05-06,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,1,0,29,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-37,,,7.53,12.14,8.74,,4.37,7.77,6.8,5.34,6.8,4.37,,3.88,25.49,3.88,8.74,4.37,30.34,9.95,5.1,9.755556,5.644444,16.005556,4.233333,,5.932099,77.204655
US_IA_19015,2020-05-07,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,4,0,33,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-37,,,8.53,9.75,9.5,4.87,5.36,9.5,5.36,5.85,3.41,3.65,,7.55,18.76,4.63,5.12,4.14,29.49,7.55,,11.127778,4.405556,17.605556,0.181429,,4.358025,63.339887
US_IA_19015,2020-05-08,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,33,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-36,,,8.04,9.79,4.52,3.77,5.27,10.04,,3.52,4.02,,4.27,5.78,18.58,,4.02,4.77,35.41,4.52,5.27,8.816667,2.588889,14.594444,0.580571,,-0.839506,51.59762
US_IA_19015,2020-05-09,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,1,0,34,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-18,,,5.07,13.25,4.23,,,6.76,,6.2,,6.76,,,19.17,,9.02,5.92,27.62,10.71,,9.422222,-1.2,19.816667,0.0,,-3.814815,39.471719
US_IA_19015,2020-05-10,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,34,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-23,,,6.02,8.63,4.71,5.23,,7.85,,7.59,3.66,4.71,,,20.4,4.19,7.33,4.97,32.96,7.33,5.49,7.822222,3.75,12.644444,0.508,,1.438272,64.817242
US_IA_19015,2020-05-11,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,36,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-35,,3.69,8.84,13.27,5.16,,5.9,11.05,,5.9,3.69,6.63,6.39,,20.88,,11.05,4.42,33.41,9.58,,8.683333,4.883333,14.483333,0.0,,-3.666667,41.639054
US_IA_19015,2020-05-12,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,36,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-35,,,5.28,11.05,,5.78,,6.53,,8.79,4.27,5.53,4.02,,19.6,6.78,6.28,5.03,33.41,7.04,,9.072222,3.122222,16.144444,0.0,,-6.364198,33.372004
US_IA_19015,2020-05-13,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,5,0,41,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-35,,,5.04,10.08,3.36,4.8,5.52,6.48,3.6,7.44,,5.52,,5.52,20.16,,5.76,,28.55,5.76,3.6,10.544444,4.211111,15.6,1.741714,,2.753086,58.873358
US_IA_19015,2020-05-14,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,41,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-35,,,7.75,9.45,6.3,5.33,3.63,9.45,,4.6,5.09,5.33,,4.36,19.87,5.57,6.79,7.51,30.29,7.27,,14.394444,9.577778,19.788889,3.048,,13.17284,92.312682
US_IA_19015,2020-05-15,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,41,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,-1,,-33,,5.58,5.58,8.23,3.72,5.04,5.58,5.31,,4.25,3.72,7.17,,5.31,19.38,,10.88,5.58,31.59,12.48,6.37,16.533333,9.9,23.216667,6.1595,,9.308642,62.783321
US_IA_19015,2020-05-16,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,41,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,-10,,-15,,,7.64,12.16,5.38,5.94,4.81,3.96,,6.51,4.81,4.53,3.96,,19.8,5.38,13.58,5.09,31.4,9.62,5.94,17.005556,8.738889,23.916667,0.0,,8.018519,55.822315
US_IA_19015,2020-05-17,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,1,0,42,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-15,,,7.77,8.03,,5.96,,4.92,,8.81,,4.92,,4.67,18.66,6.22,4.41,6.48,31.88,6.22,5.44,15.366667,11.4,22.566667,21.463,,13.271605,88.015739
US_IA_19015,2020-05-18,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,42,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-33,12,4.65,7.59,9.31,6.37,8.57,5.88,5.88,,6.12,,3.67,6.37,6.37,17.63,6.12,5.63,5.63,30.61,5.63,4.65,12.427778,10.394444,15.75,5.757333,,10.58642,88.859568
US_IA_19015,2020-05-19,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,4,0,46,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-33,12,,5.51,11.78,3.51,10.77,6.51,5.26,,8.52,5.01,4.51,,5.01,19.04,4.26,6.01,7.01,35.08,5.26,,13.088889,10.705556,17.011111,0.056444,,10.993827,87.254754
US_IA_19015,2020-05-20,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,3,0,49,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-30,11,4.54,6.55,6.8,8.82,7.56,6.3,9.58,,5.8,5.54,3.53,,5.29,21.68,5.29,7.31,6.3,32.01,5.04,4.03,15.055556,12.583333,17.227778,0.0,,13.104938,88.166571
US_IA_19015,2020-05-21,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,1,0,50,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-35,,,5.46,9.88,,4.42,,4.42,,8.32,4.94,3.9,,3.64,18.98,5.72,7.8,3.64,31.2,8.84,4.68,14.8,13.155556,16.894444,0.056444,,12.493827,85.972675
US_IA_19015,2020-05-22,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,3,0,53,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,-5,,-33,,4.77,4.5,9.8,7.42,4.77,4.5,5.83,,8.74,5.83,,6.62,5.03,17.22,3.71,7.15,5.83,29.67,7.42,,16.377778,13.005556,22.055556,0.15875,,13.345679,82.487204
US_IA_19015,2020-05-23,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,53,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,8,,-11,,,4.58,9.17,5.45,4.58,6.02,6.88,,4.01,4.87,4.58,4.01,,18.63,,8.03,6.02,30.09,8.03,8.03,18.383333,14.961111,23.611111,7.450667,,15.783951,85.20684
US_IA_19015,2020-05-24,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,55,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-20,,,9.7,8.32,6.65,4.99,,9.15,,4.99,,,4.43,3.88,19.68,,6.93,3.88,28.27,10.26,6.38,19.661111,14.483333,27.288889,5.376333,,16.54321,82.74093
US_IA_19015,2020-05-25,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,55,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-76,,4.84,8.6,12.09,5.91,4.3,5.64,4.3,,9.41,5.11,,,,19.62,4.03,6.18,4.84,34.4,9.14,6.72,20.866667,16.966667,27.316667,12.954,,18.5,86.639956
US_IA_19015,2020-05-26,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,55,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-33,14,3.56,5.7,10.21,5.94,3.56,6.17,9.5,3.56,6.17,3.32,3.8,3.56,4.51,21.84,4.51,6.17,3.32,36.33,9.26,7.12,20.561111,17.222222,26.311111,25.992667,,19.148148,91.926166
US_IA_19015,2020-05-27,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,57,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-29,10,,7.55,13.34,4.03,5.28,3.77,6.29,,,4.03,5.03,,4.78,21.14,5.28,5.79,5.03,30.19,5.28,5.54,21.205556,18.083333,25.833333,4.66725,,18.666667,85.827553
US_IA_19015,2020-05-28,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,57,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-30,11,,8.15,10.95,5.09,4.33,6.37,3.82,,7.38,,,3.56,5.86,18.08,5.35,8.15,5.6,34.12,7.13,4.84,21.283333,18.194444,25.35,3.882571,,16.537037,74.37188
US_IA_19015,2020-05-29,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,59,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,-3,,-27,9,,7.35,11.98,4.09,,6.81,5.72,,10.89,4.9,5.17,,3.81,18.79,4.09,6.81,4.9,25.6,5.17,,17.55,11.394444,24.138889,5.969,,8.271605,54.602187
US_IA_19015,2020-05-30,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,61,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,11,,3,,4.7,4.4,9.98,6.46,,5.28,6.16,,6.46,,,4.4,,15.84,,11.15,,27.58,11.15,,17.022222,9.711111,22.983333,0.0,,8.580247,57.790862
US_IA_19015,2020-05-31,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,1,0,62,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-2,,,5.66,13.86,4.53,5.09,5.38,5.38,,4.53,6.79,,,4.53,16.13,4.81,10.47,,33.39,9.05,,17.911111,11.872222,23.466667,0.0,,10.123457,60.536721
US_IA_19015,2020-06-01,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,3,0,65,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-28,9,,6.22,11.92,5.96,5.18,5.18,7.0,3.89,4.66,,,,4.41,13.47,7.51,8.29,,30.84,9.85,5.44,22.633333,16.266667,31.394444,0.03175,,13.82716,57.210694
US_IA_19015,2020-06-02,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,67,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,4,,-30,10,,6.94,17.07,6.13,,5.6,4.27,,6.13,,4.27,5.33,,17.87,5.07,6.94,4.0,32.81,11.74,6.94,27.183333,19.983333,34.605556,0.0,,17.382716,54.652974
US_IA_19015,2020-06-03,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,67,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-29,8,5.54,7.64,11.33,,5.01,5.54,5.01,,5.27,,,,,14.5,,9.75,5.01,30.31,8.44,5.01,26.505556,19.855556,33.4,0.197556,,16.876543,55.596812
US_IA_19015,2020-06-04,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,3,0,70,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-30,10,,6.41,13.09,8.02,,4.01,,,6.41,,,,,16.3,,10.42,3.74,33.4,7.75,5.88,25.994444,19.344444,32.738889,0.112889,,15.524691,53.027812
US_IA_19015,2020-06-05,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,72,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,5,,-31,,7.62,5.08,9.59,7.62,5.36,6.77,3.95,,7.9,,,7.33,5.08,16.08,5.64,13.54,4.79,38.36,9.03,7.05,25.377778,18.577778,31.477778,6.2992,,18.790123,67.107354
US_IA_19015,2020-06-06,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,72,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,16,,-1,,,5.11,10.82,6.01,,4.51,,4.81,6.01,,,,9.31,16.82,4.21,8.41,5.11,29.44,9.61,7.21,24.322222,18.172222,30.283333,0.592667,,14.518519,54.449812
US_IA_19015,2020-06-07,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,5,0,77,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-10,,6.35,6.64,14.44,5.2,,,5.49,,5.78,8.38,4.04,,4.91,15.89,5.78,14.73,5.49,36.68,10.69,8.95,26.377778,20.133333,32.838889,0.0,,17.611111,58.357485
US_IA_19015,2020-06-08,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,1,0,78,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-29,7,4.49,7.4,9.77,7.13,5.02,5.55,5.55,,6.87,4.49,,3.96,3.7,18.23,7.66,13.21,,37.77,10.04,10.56,27.983333,22.055556,33.138889,0.0,,19.506173,59.755177
US_IA_19015,2020-06-09,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,78,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-30,12,5.74,6.24,9.49,6.24,5.49,4.99,3.99,,6.99,5.99,5.24,4.49,4.74,20.72,4.99,9.49,3.74,32.7,9.24,6.99,23.327778,20.022222,30.977778,1.342571,,16.54321,65.199025
US_IA_19015,2020-06-10,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,1,0,79,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-29,9,4.08,6.63,9.69,5.61,4.59,4.08,4.34,,9.18,4.85,,,6.12,20.91,4.59,11.22,4.34,33.92,6.63,5.1,19.233333,14.933333,24.383333,20.150667,,14.561728,74.367068
US_IA_19015,2020-06-11,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,4,0,83,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,11,,-31,9,4.68,6.88,15.69,4.68,7.43,6.88,6.05,,11.01,6.33,,,6.88,21.74,4.13,9.08,5.23,34.4,7.98,7.71,20.422222,12.944444,28.65,3.2258,,8.888889,47.369015
US_IA_19015,2020-06-12,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,11,0,94,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,11,,-29,5,5.9,4.78,12.36,7.59,4.21,4.78,6.74,,7.59,,,,4.5,21.36,5.06,11.24,5.9,31.47,7.03,4.78,22.322222,12.072222,30.344444,0.0,,8.962963,42.910467
US_IA_19015,2020-06-13,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,96,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,21,,3,,,,12.5,,,4.57,,,7.62,,,,5.79,20.42,5.49,10.06,,32.92,8.53,,21.561111,14.25,29.511111,0.0,,12.512346,56.410934
US_IA_19015,2020-06-14,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,4,0,100,0,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-3,,4.85,4.28,11.99,4.85,5.71,5.14,6.57,,6.0,6.85,,,,19.41,4.85,6.85,4.0,32.55,8.28,6.28,20.505556,14.261111,27.35,0.0,,11.320988,55.42297
US_IA_19015,2020-06-15,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,1,1,101,1,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-29,7,4.79,8.24,12.49,7.71,7.18,5.05,4.79,4.52,7.97,7.44,4.25,,,22.33,,10.9,5.58,29.51,9.3,6.38,23.472222,16.788889,30.733333,0.0,,14.234568,55.994783
US_IA_19015,2020-06-16,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,0,0,101,1,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,5,,-30,8,,10.15,12.29,8.01,4.27,4.01,6.14,,9.61,,,,5.34,24.84,4.54,11.48,4.01,33.65,10.95,8.01,24.522222,17.811111,30.305556,0.0,,16.17284,59.488558
US_IA_19015,2020-06-17,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,103,1,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,11,,-29,6,4.08,3.81,14.43,7.62,,,6.53,,6.26,7.35,7.35,,7.35,32.94,6.26,7.62,4.36,34.84,8.98,6.81,23.627778,16.0,30.266667,0.0,,14.141975,54.889597
US_IA_19015,2020-06-18,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,105,1,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-30,7,,6.68,12.83,6.95,4.01,5.61,5.08,4.01,5.61,5.35,,4.28,5.88,22.19,4.01,6.95,5.35,34.49,8.29,5.35,24.761111,18.45,30.788889,0.0,,17.518519,63.796355
US_IA_19015,2020-06-19,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,2,0,107,1,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,6,,-31,,5.12,5.12,12.13,4.85,4.85,7.01,7.01,,6.74,4.31,,,5.39,14.83,6.74,7.82,9.17,31.27,9.44,5.66,22.405556,19.5,28.6,3.471333,,19.450617,84.12402
US_IA_19015,2020-06-20,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,1,0,108,1,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,10,,-2,,4.12,5.0,7.36,,4.12,4.71,4.12,,10.3,4.12,,,5.3,25.01,4.12,10.3,,34.13,11.48,4.41,21.461111,18.188889,26.455556,3.2512,,18.203704,81.93611
US_IA_19015,2020-06-21,ChIJ66-6GOfT7YcRjVoobpqLYmk,Q111235,geoId/19015,US,United States of America,IA,Iowa,19015,Boone County,US,USA,2,10,0,118,1,,,26443,13366,13077,2993,3307,2990,3402,3157,3900,3591,1846,1257,1783157,42.036389,-93.932222,1485,80.457143,,,-4,,,7.14,13.42,,6.28,,5.71,,4.57,6.28,,4.28,,18.56,,12.57,4.28,31.13,11.42,,23.438889,17.033333,30.8,1.8288,,18.179012,72.758489
