location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51195,2020-01-01,ChIJp8OOmtyzWogRWRYFqvCdAKc,Q513982,geoId/51195,US,United States of America,VA,Virginia,51195,Wise County,US,USA,2,,,,,,,38574,20126,18448,4070,4490,5477,4724,5113,5105,5198,2893,1504,2532640,36.97,-82.62,405,74.027273,,,,,5.29,8.81,5.29,10.58,6.3,,,4.28,22.92,16.37,3.78,5.79,5.79,5.29,7.81,5.29,6.8,8.06,32.49,8.31,10.58,,5.54,7.81,35.77,6.3,7.05,,3.53,7.3,4.358025,1.771605,8.290123,0.0,,-2.685185,60.389072
US_VA_51195,2020-01-02,ChIJp8OOmtyzWogRWRYFqvCdAKc,Q513982,geoId/51195,US,United States of America,VA,Virginia,51195,Wise County,US,USA,2,,,,,,,38574,20126,18448,4070,4490,5477,4724,5113,5105,5198,2893,1504,2532640,36.97,-82.62,405,74.027273,,,,,5.64,12.93,,9.64,7.52,4.0,6.35,4.47,25.86,11.29,4.23,9.64,5.17,4.94,6.82,5.88,4.94,10.81,32.68,7.05,7.05,6.35,4.23,7.99,44.9,,7.52,8.46,6.11,5.17,4.253086,0.216049,8.790123,0.508,,-2.148148,64.009222
US_VA_51195,2020-01-03,ChIJp8OOmtyzWogRWRYFqvCdAKc,Q513982,geoId/51195,US,United States of America,VA,Virginia,51195,Wise County,US,USA,2,,,,,,,38574,20126,18448,4070,4490,5477,4724,5113,5105,5198,2893,1504,2532640,36.97,-82.62,405,74.027273,,,,,6.36,9.66,3.77,9.66,7.77,3.3,5.89,6.83,27.55,15.78,,8.71,4.47,,6.36,4.71,,7.77,29.44,6.12,7.3,,8.01,7.54,38.62,3.77,6.12,6.59,,7.3,9.87037,4.697531,12.17284,17.0815,,9.784722,98.121153
US_VA_51195,2020-01-04,ChIJp8OOmtyzWogRWRYFqvCdAKc,Q513982,geoId/51195,US,United States of America,VA,Virginia,51195,Wise County,US,USA,2,,,,,,,38574,20126,18448,4070,4490,5477,4724,5113,5105,5198,2893,1504,2532640,36.97,-82.62,405,74.027273,,,,,4.19,6.9,4.93,7.39,7.89,5.42,6.66,4.19,24.89,14.29,5.18,7.15,9.61,5.67,4.93,5.92,4.19,4.68,26.62,6.41,8.87,,6.41,4.93,41.16,5.18,7.89,3.94,4.93,5.42,8.981481,1.253086,12.512346,7.4295,,7.765432,92.188506
US_VA_51195,2020-01-05,ChIJp8OOmtyzWogRWRYFqvCdAKc,Q513982,geoId/51195,US,United States of America,VA,Virginia,51195,Wise County,US,USA,2,,,,,,,38574,20126,18448,4070,4490,5477,4724,5113,5105,5198,2893,1504,2532640,36.97,-82.62,405,74.027273,,,,,6.48,8.48,5.99,11.72,10.72,5.74,5.99,4.49,25.93,12.47,4.24,12.72,5.24,5.24,8.98,5.99,4.24,5.99,37.4,5.49,5.49,,5.74,6.23,43.64,4.74,5.49,7.23,6.23,5.49,1.592593,-0.166667,8.549383,2.6416,,-3.222222,70.511907
US_VA_51195,2020-01-06,ChIJp8OOmtyzWogRWRYFqvCdAKc,Q513982,geoId/51195,US,United States of America,VA,Virginia,51195,Wise County,US,USA,2,,,,,,,38574,20126,18448,4070,4490,5477,4724,5113,5105,5198,2893,1504,2532640,36.97,-82.62,405,74.027273,,,,,4.01,9.9,3.3,7.78,10.37,4.71,3.77,4.48,21.22,13.2,4.01,13.2,,7.54,3.3,4.95,4.24,7.78,31.35,8.72,4.24,4.71,4.48,5.19,38.66,4.24,4.01,5.89,4.01,4.48,3.0,-1.62963,8.666667,0.0,,-3.67284,61.838817
US_VA_51195,2020-01-07,ChIJp8OOmtyzWogRWRYFqvCdAKc,Q513982,geoId/51195,US,United States of America,VA,Virginia,51195,Wise County,US,USA,2,,,,,,,38574,20126,18448,4070,4490,5477,4724,5113,5105,5198,2893,1504,2532640,36.97,-82.62,405,74.027273,,,,,5.05,11.2,,8.79,7.69,5.49,6.59,4.39,22.19,13.62,,9.45,3.95,6.37,5.27,3.52,4.83,10.1,30.09,7.47,6.81,4.83,5.49,5.27,38.22,3.95,3.95,4.39,3.29,6.15,2.283951,-1.253086,7.592593,3.175,,-2.679012,70.026429
US_VA_51195,2020-01-08,ChIJp8OOmtyzWogRWRYFqvCdAKc,Q513982,geoId/51195,US,United States of America,VA,Virginia,51195,Wise County,US,USA,2,,,,,,,38574,20126,18448,4070,4490,5477,4724,5113,5105,5198,2893,1504,2532640,36.97,-82.62,405,74.027273,,,,,7.43,7.89,,13.7,10.45,5.11,4.18,5.8,21.36,14.4,,12.31,6.5,6.5,3.95,3.71,4.88,8.59,36.22,8.82,8.82,4.88,5.11,4.41,38.55,3.71,15.56,6.04,4.64,6.27,3.54321,-1.012346,8.919753,1.467556,,-4.919753,54.096953
US_VA_51195,2020-01-09,ChIJp8OOmtyzWogRWRYFqvCdAKc,Q513982,geoId/51195,US,United States of America,VA,Virginia,51195,Wise County,US,USA,2,,,,,,,38574,20126,18448,4070,4490,5477,4724,5113,5105,5198,2893,1504,2532640,36.97,-82.62,405,74.027273,,,,,3.66,8.92,4.34,8.0,12.58,5.03,5.72,5.72,19.21,8.92,4.8,10.29,5.26,,5.26,5.26,4.57,10.29,33.38,7.78,8.46,7.09,3.66,5.95,41.39,3.66,13.26,7.78,3.66,4.57,5.123457,-1.709877,14.932099,0.0,,-5.179012,48.144456
US_VA_51195,2020-01-10,ChIJp8OOmtyzWogRWRYFqvCdAKc,Q513982,geoId/51195,US,United States of America,VA,Virginia,51195,Wise County,US,USA,2,,,,,,,38574,20126,18448,4070,4490,5477,4724,5113,5105,5198,2893,1504,2532640,36.97,-82.62,405,74.027273,,,,,6.49,6.07,3.56,7.75,5.87,5.87,6.07,4.19,14.87,7.33,3.77,8.59,5.66,4.4,4.61,6.28,3.14,6.91,23.46,7.33,7.12,,4.19,5.45,38.54,,6.07,5.24,3.98,4.4,12.290123,8.345679,16.728395,0.0,,2.407407,51.039005
