location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13119,2020-11-17,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,13,0,1122,20,,,0,0,2,4,0,1,1,2,1,2,10,21,92,222,149,160,165,121,71,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,9,13,14,14,13,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,0,,-7,-15,4,9.34,7.41,9.66,10.3,7.08,,22.54,6.12,31.23,6.44,10.555556,3.685185,18.746914,0.0,,-4.145833,35.919139
US_GA_13119,2020-11-18,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,12,0,1134,20,,,0,0,1,1,2,1,1,4,1,1,10,21,93,223,151,161,166,125,72,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,9,13,14,14,13,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,1,,,-7,-12,4,5.04,8.51,7.57,7.88,9.77,6.62,24.59,6.93,38.14,5.04,8.697531,0.62963,17.82716,0.0,,-6.229167,34.316553
US_GA_13119,2020-11-19,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,18,0,1152,20,,,0,0,0,1,1,5,2,5,3,0,10,21,93,224,152,166,168,130,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,2,1,0,1,0,3,4,2,9,13,16,15,13,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,-1,,,-4,-11,4,7.23,10.84,8.21,8.21,6.57,6.24,23.0,,28.26,5.26,7.141975,0.018519,15.925926,0.0,,-1.979167,52.583055
US_GA_13119,2020-11-20,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,9,1,1161,21,,,0,0,1,2,0,1,2,0,0,0,10,21,94,226,152,167,170,130,75,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,9,13,16,15,13,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,6,1,,0,-9,4,,6.37,,8.04,,10.39,30.5,8.38,35.52,8.38,9.450617,1.203704,20.617284,0.0,,2.736111,63.371793
US_GA_13119,2020-11-21,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,11,0,1172,21,,,0,0,0,0,1,1,2,2,2,0,10,21,94,226,153,168,172,132,77,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,1,0,1,0,3,4,2,9,13,16,16,13,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,10,,-14,-4,-1,,5.94,7.13,11.09,10.7,6.74,6.34,17.43,7.92,37.24,6.34,12.679012,3.790123,22.351852,0.0,,7.993056,73.339781
US_GA_13119,2020-11-22,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,4,1,1176,22,,,0,1,0,1,0,0,1,1,0,0,10,22,94,227,153,168,173,133,77,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,9,13,16,16,13,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,,,-9,-4,,5.91,8.67,8.67,8.27,11.03,,26.4,,35.07,,12.919753,6.382716,21.283951,0.0,,9.152778,78.142377
US_GA_13119,2020-11-23,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,6,0,1182,22,,,0,0,0,1,2,0,1,1,0,0,10,22,94,228,155,168,174,134,77,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,3,4,2,9,13,16,16,13,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,3,3,,0,-23,5,,13.96,9.06,13.96,8.3,9.81,18.49,7.92,41.13,,13.481481,7.351852,19.598765,0.0,,5.840278,60.096423
US_GA_13119,2020-11-24,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,12,0,1194,22,,,0,0,2,0,2,1,2,1,0,2,10,22,96,228,157,169,176,135,77,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,1,0,0,0,0,0,0,0,1,0,4,4,2,9,13,16,16,13,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,,,-7,-25,4,5.29,8.69,,13.23,7.56,8.69,26.84,5.67,41.58,6.8,7.604938,1.802469,15.802469,0.0,,-0.152778,58.265194
US_GA_13119,2020-11-25,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,10,0,1204,22,,,0,0,0,-1,1,1,3,2,1,0,10,22,96,227,158,170,179,137,78,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,1,0,0,0,0,1,0,4,4,2,10,13,16,16,13,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,,,-20,-32,4,7.35,7.35,5.14,9.18,9.18,9.92,22.04,,44.82,8.08,11.222222,4.901235,18.697531,1.487714,,5.694444,69.547732
US_GA_13119,2020-11-26,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,19,1,1223,23,,,0,0,1,5,3,1,4,4,0,1,10,22,97,232,161,171,183,141,78,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,1,1,1,1,1,0,4,4,2,10,14,17,17,14,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,-61,,,-53,-78,,7.33,9.78,,8.15,6.11,10.19,24.04,8.97,38.31,6.93,16.58642,10.901235,22.592593,15.820571,,13.465278,82.822077
US_GA_13119,2020-11-27,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,12,0,1235,23,,,0,0,0,1,0,0,3,3,1,1,10,22,97,233,161,171,186,144,79,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,14,17,17,14,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,-21,,,-41,-56,,11.36,,6.27,7.44,9.4,,17.63,8.23,34.47,6.66,13.08642,5.148148,22.141975,6.321778,,5.861111,62.373631
US_GA_13119,2020-11-28,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,9,0,1244,23,,,0,0,1,4,0,1,-1,1,1,0,10,22,98,237,161,172,185,145,80,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,14,17,17,14,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,8,,,-30,-14,,10.15,10.54,8.2,12.49,9.37,8.2,20.69,6.25,38.65,6.64,14.265432,8.185185,20.716049,1.185333,,7.625,64.192156
US_GA_13119,2020-11-29,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,4,0,1248,23,,,0,0,1,0,1,0,0,1,0,2,10,22,99,237,162,172,185,146,80,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,14,17,17,14,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,,,-13,-9,,10.41,,6.94,11.56,8.09,,21.97,,36.23,6.17,11.074074,8.432099,16.962963,1.415143,,8.673611,85.952649
US_GA_13119,2020-11-30,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,4,0,1252,23,,,0,0,0,0,2,0,0,0,0,0,10,22,99,237,164,172,185,146,80,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,14,17,17,14,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,-13,-4,,-2,-14,4,6.84,8.4,7.15,8.09,8.09,5.6,21.15,4.35,43.23,6.53,9.376543,3.58642,13.203704,43.216286,,6.263889,81.10166
US_GA_13119,2020-12-01,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,11,0,1263,23,,,0,0,0,2,0,2,1,1,0,2,10,22,99,239,164,174,186,147,80,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,14,17,17,14,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,-4,,-5,-16,4,9.76,13.02,10.09,6.83,8.79,9.76,25.38,6.83,33.52,6.18,2.481481,-0.123457,8.283951,2.54,,-4.958333,58.130479
US_GA_13119,2020-12-02,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,22,0,1285,23,,,0,0,2,2,0,1,0,2,0,0,10,22,101,241,164,175,186,149,80,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,1,0,0,1,0,4,4,2,10,14,18,17,14,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,,,-6,-14,5,5.99,11.97,6.98,10.31,9.64,7.32,28.93,5.99,35.58,5.99,3.358025,-3.530864,13.728395,0.0,,-5.861111,50.864723
US_GA_13119,2020-12-03,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,10,0,1295,23,,,0,0,0,2,1,1,2,1,1,1,10,22,101,243,165,176,188,150,81,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,1,1,0,4,4,2,10,14,18,17,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,9,,,-6,-11,3,9.09,8.41,10.43,13.46,7.4,5.38,35.34,8.08,34.33,7.4,4.524691,-2.796296,13.679012,0.0,,-2.284722,61.319909
US_GA_13119,2020-12-04,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,25,0,1320,23,,,0,3,1,2,2,7,5,3,1,0,10,25,102,245,167,183,193,153,82,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,14,18,17,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,0,-10,,-9,-9,5,7.42,8.71,6.78,8.71,13.56,6.46,23.56,,31.96,9.04,8.753086,4.185185,13.432099,3.519714,,3.847222,72.063786
US_GA_13119,2020-12-05,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,8,0,1328,23,,,0,0,0,0,0,2,1,2,2,0,10,25,102,245,167,185,194,155,84,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,1,0,0,0,1,0,4,4,2,10,15,18,17,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,5,,-24,-12,4,,9.16,8.77,,13.55,5.98,,22.71,,32.67,,8.117284,2.438272,14.438272,6.773333,,2.381944,67.116851
US_GA_13119,2020-12-06,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,2,0,1330,23,,,0,0,0,1,1,1,0,0,0,0,10,25,102,246,168,186,194,155,84,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,15,18,17,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,,,-18,-2,,7.62,10.42,8.42,9.22,,,22.05,6.82,40.89,,6.216049,0.358025,13.339506,0.0,,1.680556,73.64173
US_GA_13119,2020-12-07,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,12,0,1342,23,,,0,0,0,1,1,2,1,1,0,1,10,25,102,247,169,188,195,156,84,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,1,1,0,4,4,2,10,15,18,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,-7,-4,,1,-15,5,12.69,10.09,7.16,12.04,8.13,9.76,27.01,9.76,35.47,5.21,8.117284,2.302469,12.580247,0.465667,,3.284722,71.757723
US_GA_13119,2020-12-08,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,11,0,1353,23,,,0,0,0,2,2,0,0,2,1,0,10,25,102,249,171,188,195,158,85,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,15,18,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,-6,,-8,-16,5,7.36,9.27,7.67,12.15,6.4,6.08,21.11,5.44,36.77,5.76,3.17284,-2.425926,11.549383,0.084667,,-4.388889,57.803548
US_GA_13119,2020-12-09,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,17,1,1370,24,,,0,0,1,5,1,1,0,3,0,0,10,25,103,254,172,189,195,161,85,48,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,9,0,0,0,0,0,0,0,1,0,0,1,0,4,4,2,10,15,19,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,3,,,-4,-15,5,,7.84,4.9,12.42,6.86,10.79,19.61,8.17,39.88,,5.308642,-1.82716,15.697531,0.0,,-1.791667,60.827064
US_GA_13119,2020-12-10,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,20,1,1390,25,,,1,1,1,2,3,5,3,1,1,1,11,26,104,256,175,194,198,162,86,49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,0,1,0,0,0,1,0,4,4,2,10,16,19,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,-5,,-40,-7,-11,4,7.84,11.44,8.5,9.8,8.17,11.11,33.01,6.21,40.2,7.84,10.425926,1.067901,18.91358,0.0,,1.8125,55.263128
US_GA_13119,2020-12-11,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,26,0,1416,25,,,0,1,2,4,3,3,2,3,0,1,11,27,106,260,178,197,200,165,86,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,0,0,1,0,0,1,0,4,4,2,10,16,20,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,4,-11,,-13,-8,3,8.4,12.09,11.08,10.41,5.37,6.72,20.49,4.7,35.26,7.72,9.808642,2.648148,18.635802,0.0,,3.597222,65.770764
US_GA_13119,2020-12-12,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,15,0,1431,25,,,0,4,3,3,3,3,1,1,0,0,11,31,109,263,181,200,201,166,86,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,16,20,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,10,,-25,-19,3,,13.32,6.46,7.27,14.54,8.48,,23.02,8.48,32.71,6.46,11.555556,4.604938,18.975309,0.0,,7.0625,74.479727
US_GA_13119,2020-12-13,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,6,0,1437,25,,,0,1,1,3,1,0,0,0,0,0,11,32,110,266,182,200,201,166,86,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,16,20,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,,,-9,-7,,6.34,7.53,13.07,13.07,7.53,,21.0,6.34,36.45,,14.648148,8.685185,20.166667,1.197429,,10.416667,76.2281
US_GA_13119,2020-12-14,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,18,0,1455,25,,,0,0,3,2,2,1,1,3,2,0,11,32,113,268,184,201,202,169,88,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,0,0,1,0,0,1,0,4,4,2,10,16,21,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,-13,0,,-11,-14,5,8.11,11.68,7.78,12.97,9.4,,32.11,9.08,31.13,7.78,13.351852,8.197531,18.135802,10.341429,,8.541667,73.394389
US_GA_13119,2020-12-15,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,11,0,1466,25,,,0,0,1,1,3,2,0,0,0,0,11,32,114,269,187,203,202,169,88,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,16,21,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,1,,-7,-18,5,7.33,11.65,7.99,11.32,8.99,8.99,21.64,6.66,36.29,6.66,4.91358,0.314815,10.851852,3.302,,-0.805556,66.63903
US_GA_13119,2020-12-16,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,19,0,1485,25,,,0,0,0,3,1,5,0,3,1,0,11,32,114,272,188,208,202,172,89,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,16,21,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,,,,-8,-17,8,8.43,10.37,5.83,13.61,9.07,9.07,23.66,5.18,36.3,,4.395062,1.783951,8.277778,3.592286,,1.375,80.969092
US_GA_13119,2020-12-17,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,33,0,1518,25,,,0,3,5,5,5,7,4,3,1,1,11,35,119,277,193,215,206,175,90,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,0,0,2,0,0,1,0,4,4,2,10,16,23,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,-2,,-30,-3,-17,5,10.89,7.38,6.67,6.32,7.73,6.32,18.62,,38.29,,4.240741,1.759259,7.45679,4.713111,,1.756944,83.955431
US_GA_13119,2020-12-18,ChIJaz3Oyh6ZWIgR_AMXOpTFehc,Q385931,geoId/13119,US,United States of America,GA,Georgia,13119,Franklin County,US,USA,2,26,0,1544,25,,,0,0,4,1,2,3,1,2,1,1,11,35,123,278,195,218,207,177,91,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,10,16,23,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,22864,11211,11653,2741,2951,3017,2483,2713,3096,2898,1947,1018,452082,34.37,-83.23,690,74.44,1,-2,,-7,-14,,5.69,5.69,8.54,11.74,8.54,7.83,21.35,,33.81,6.41,2.808642,-2.611111,9.790123,0.0,,-3.833333,62.023808
