location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WA_53017,2021-02-02,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,12,0,3110,19,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-24,-13,-49,-24,6,4.15,5.7,7.09,4.84,6.39,8.81,5.88,2.94,4.32,6.74,3.28,,7.61,3.98,2.59,3.46,6.39,10.03,4.49,2.77,5.01,2.94,2.77,4.67,5.88,3.28,7.95,22.82,7.78,5.7,5.88,2.77,4.49,5.19,10.2,38.03,6.05,7.43,,6.22,5.7,3.11,3.8,,4.67,2.42,5.067901,1.580247,8.851852,2.286,10.16,1.524691,78.549873
US_WA_53017,2021-02-03,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,11,0,3121,19,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-26,-6,-39,-21,7,,5.4,10.1,5.4,9.4,11.49,4.0,4.35,6.09,4.18,3.65,,6.09,7.14,2.61,4.18,5.4,9.92,6.79,2.96,6.27,2.96,2.96,5.57,5.4,2.61,9.05,18.1,6.27,3.48,4.53,,4.35,3.83,6.96,36.2,5.4,4.0,4.87,5.74,2.61,2.79,,2.44,3.65,,2.098765,-1.771605,8.524691,0.790222,,-2.074074,74.526502
US_WA_53017,2021-02-04,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,4,0,3125,19,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-29,-15,-35,-24,7,2.43,6.24,10.57,6.41,9.53,12.48,5.55,5.72,4.85,5.37,5.2,,5.55,4.16,2.43,2.77,7.8,6.41,3.81,2.43,9.36,3.99,3.47,2.95,7.28,3.29,7.8,21.49,6.93,4.85,5.03,3.12,4.85,6.41,7.8,46.8,5.72,5.03,2.95,6.76,3.81,5.89,,,4.33,,2.067901,-2.080247,8.314815,0.733778,,-2.685185,71.989029
US_WA_53017,2021-02-05,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,7,0,3132,19,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-29,-13,-48,-25,8,,5.87,7.46,4.8,9.78,8.89,5.51,5.33,6.22,3.73,3.2,3.02,7.46,2.84,2.84,3.73,6.93,8.89,4.27,3.73,5.15,4.98,3.38,6.93,5.69,2.67,6.58,19.73,6.4,3.02,8.89,5.15,4.09,4.44,8.53,44.08,2.49,5.33,,4.98,5.87,4.09,,3.73,3.38,,6.855556,-1.098765,11.333333,8.8392,10.16,-0.259259,67.82645
US_WA_53017,2021-02-06,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3132,19,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-30,-1,,-15,4,3.38,5.96,10.93,2.78,9.14,7.95,4.57,,7.75,,,,8.54,6.75,,3.38,4.37,8.94,4.57,,3.58,4.17,4.37,6.16,4.77,4.17,6.55,18.27,3.97,2.78,5.56,4.97,3.77,3.58,5.96,42.31,,4.97,,4.77,4.17,3.18,4.37,3.38,5.56,,6.2,0.018519,11.358025,3.4544,10.16,-1.197531,66.740585
US_WA_53017,2021-02-07,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3132,19,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-34,-8,,-15,,3.19,3.37,9.75,,8.81,8.43,5.06,3.37,5.06,5.62,4.31,2.81,6.0,6.18,4.68,4.5,4.5,15.37,6.75,,5.25,4.31,4.31,3.56,3.94,,5.06,18.55,6.18,4.87,5.25,3.37,3.0,4.12,4.68,44.04,4.87,4.87,,4.31,5.43,3.75,3.37,3.75,3.37,,4.644444,-0.574074,9.432099,7.9756,30.48,-3.104938,65.64159
US_WA_53017,2021-02-08,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,5,0,3137,19,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-32,-14,,-23,6,2.53,5.9,7.75,4.38,10.45,7.75,4.55,3.2,5.39,5.22,3.37,3.54,6.74,4.72,4.21,3.71,5.05,9.94,4.72,2.53,5.39,4.21,2.36,4.89,4.55,5.73,7.41,19.71,5.22,3.71,5.73,2.7,3.88,5.9,8.26,38.92,5.73,5.22,4.72,7.08,4.21,5.22,2.7,2.53,4.72,3.37,1.744444,-2.987654,5.604938,3.5052,,-6.185185,64.664097
US_WA_53017,2021-02-09,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,20,1,3157,20,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-29,-15,-38,-23,6,4.09,4.26,9.03,3.75,10.05,9.88,5.45,4.77,5.96,4.26,3.07,,6.81,5.28,3.92,,5.45,5.96,5.96,,5.79,3.92,4.6,4.26,4.77,3.58,6.47,24.7,4.26,3.41,5.45,2.9,3.75,5.79,5.96,39.69,6.3,6.47,3.24,4.77,5.28,5.45,,3.41,4.43,3.75,-2.088889,-5.8,3.688889,0.3048,,-13.067901,49.494348
US_WA_53017,2021-02-10,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,5,0,3162,20,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-27,-8,-49,-23,8,3.97,3.97,8.63,5.7,8.12,9.15,3.97,4.84,5.35,6.04,,,7.08,3.8,3.28,2.94,4.49,10.19,,2.42,7.43,3.28,3.63,3.63,3.45,,7.6,19.69,5.53,3.11,5.53,2.76,5.35,3.63,8.63,37.3,5.01,5.53,3.97,5.87,4.14,2.94,2.42,,3.8,3.11,-5.25,-8.933333,-0.633333,0.0,,-12.635802,58.32045
US_WA_53017,2021-02-11,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,6,0,3168,20,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-28,-10,-45,-23,8,,,7.25,2.87,8.27,8.94,4.89,4.39,8.1,5.23,3.54,2.87,5.9,5.9,3.88,2.36,5.4,8.94,3.88,,5.4,4.39,4.22,4.05,5.06,,6.92,17.55,4.55,3.54,7.25,2.53,6.07,3.71,5.57,29.86,3.71,6.24,3.21,4.89,4.89,,2.87,2.53,4.05,2.53,-6.104938,-8.617284,-2.302469,0.0,,-15.097222,51.937296
US_WA_53017,2021-02-12,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,6,0,3174,20,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-31,-10,-63,-27,11,,3.5,8.66,3.87,9.03,9.03,4.24,3.5,5.9,3.87,4.05,4.98,6.08,3.69,3.32,2.95,4.05,10.69,3.87,2.58,6.63,,3.87,3.13,3.69,,7.74,19.54,7.92,,5.16,2.77,3.13,4.05,5.34,31.89,,4.98,,3.87,6.08,4.05,3.87,,,,-8.32716,-9.555556,-6.604938,1.890889,,-16.770833,56.171095
US_WA_53017,2021-02-13,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3174,20,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-43,-8,,-27,9,3.21,5.22,6.03,4.42,9.45,7.64,3.82,3.62,4.62,5.22,,,8.64,4.22,,3.82,5.02,8.84,3.62,3.21,4.02,3.42,3.42,7.64,4.62,,6.23,19.89,5.22,4.02,8.04,3.62,,4.22,4.82,36.58,2.81,3.42,3.62,5.83,3.21,3.82,4.62,,3.42,,-7.738889,-8.866667,-5.15,3.8354,10.16,-13.018519,70.705448
US_WA_53017,2021-02-14,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3174,20,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-21,6,,-19,,4.19,2.99,5.78,5.98,9.57,8.57,4.79,3.59,5.78,6.58,5.58,,7.18,3.59,,,5.98,6.18,4.19,2.99,4.59,4.19,2.79,4.99,2.99,3.19,6.38,16.95,6.18,2.99,8.97,2.79,5.38,5.18,4.99,31.7,6.58,4.99,,5.38,,5.98,,,4.79,3.59,-6.222222,-8.972222,-3.405556,3.1496,10.16,-10.055556,78.844774
US_WA_53017,2021-02-15,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3174,20,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-26,-13,,-49,13,3.9,6.87,7.98,4.08,8.17,10.58,5.75,3.71,7.8,4.27,4.46,,6.68,4.83,2.97,7.24,6.5,10.95,4.64,3.16,7.8,2.6,3.9,5.57,3.16,2.78,8.17,19.12,7.98,,7.8,3.9,4.46,2.97,5.2,42.14,6.87,7.42,2.78,5.38,6.13,6.31,2.78,2.78,4.08,2.97,-5.327778,-8.077778,-2.244444,6.2992,78.74,-8.407407,82.843354
US_WA_53017,2021-02-16,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,2,0,3176,20,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-22,-9,-48,-24,7,3.57,5.95,11.04,,8.33,11.04,5.95,4.25,5.78,4.08,4.42,2.72,6.46,4.76,4.25,2.72,4.93,10.54,4.93,,5.27,5.27,7.14,5.78,4.25,3.06,8.5,21.07,5.1,3.57,7.31,4.42,5.1,3.74,6.12,40.61,5.78,4.76,,6.8,5.95,3.23,3.74,4.08,3.74,3.91,-5.2,-9.055556,0.222222,3.6322,49.53,-8.216049,83.468574
US_WA_53017,2021-02-17,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,24,2,3200,22,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-26,-5,-41,-23,8,2.88,5.25,9.32,3.05,10.34,9.32,4.75,2.88,3.9,2.71,6.1,,6.44,5.08,3.39,2.54,6.61,10.85,3.73,2.71,6.44,3.56,4.41,4.75,4.75,2.54,8.81,21.35,7.46,2.71,8.81,2.37,5.25,4.24,6.78,38.3,5.08,6.61,2.37,4.41,7.12,3.22,6.27,3.05,2.37,2.88,-2.733333,-9.083333,3.366667,3.4036,44.45,-6.135802,80.537715
US_WA_53017,2021-02-18,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,4,0,3204,22,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-27,-16,-36,-24,8,,5.74,7.76,3.71,11.14,9.45,6.75,3.21,5.91,4.73,4.22,2.36,8.1,2.36,3.71,4.05,6.25,9.96,4.56,2.36,6.08,4.22,4.73,5.06,5.23,,7.26,19.75,6.58,2.87,5.4,,5.06,5.74,6.41,39.49,3.38,5.23,4.39,6.92,4.05,4.73,3.38,4.56,3.71,2.53,-3.522222,-8.288889,2.894444,0.889,44.45,-7.179012,79.002262
US_WA_53017,2021-02-19,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,3,0,3207,22,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-30,-14,-46,-22,9,,5.42,9.97,3.5,9.27,10.67,3.85,4.02,7.17,4.2,,,8.39,4.9,2.45,2.8,6.64,8.92,3.85,4.2,5.59,4.02,4.37,4.72,5.59,,6.64,20.46,5.25,3.15,6.29,3.85,3.67,5.59,4.37,41.09,6.29,5.25,2.45,5.42,3.32,5.25,3.15,3.85,2.8,4.55,-2.033333,-5.488889,0.294444,2.4892,99.06,-4.104938,87.825661
US_WA_53017,2021-02-20,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3207,22,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-25,-6,,-13,4,,4.39,9.19,3.59,8.59,8.39,5.39,3.0,5.59,5.19,,,7.19,,4.99,3.0,3.0,10.18,5.39,3.79,5.99,3.79,4.59,5.19,5.19,3.4,8.39,22.57,5.59,2.8,7.19,3.79,3.79,4.59,6.39,37.14,3.99,3.4,4.79,5.39,3.99,3.99,,,2.8,3.0,-1.298611,-3.701389,2.263889,3.1115,,-4.190476,83.235135
US_WA_53017,2021-02-21,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3207,22,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-22,-11,,-13,,3.59,6.04,11.89,5.1,8.87,9.44,5.85,3.59,5.47,4.15,4.15,,7.93,5.47,3.59,3.02,6.04,10.95,5.85,3.78,6.42,3.59,,7.74,4.91,,9.82,17.56,3.78,2.83,6.42,3.21,3.78,4.53,6.04,40.78,3.21,6.23,3.96,5.66,3.02,3.96,3.78,3.78,4.53,4.34,2.888889,-0.777778,6.127778,1.6256,50.8,-1.191358,74.784381
US_WA_53017,2021-02-22,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,1,0,3208,22,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-23,-9,,-23,6,2.85,9.06,9.39,7.21,7.88,8.39,3.19,3.52,5.7,2.68,2.85,2.52,5.37,4.7,4.19,3.19,6.04,9.73,4.03,3.35,5.7,3.69,4.36,6.54,5.03,2.35,5.54,21.64,6.04,2.85,4.7,5.7,3.86,4.87,7.72,38.59,3.69,4.36,3.69,6.21,3.52,5.87,,4.19,3.69,,5.966667,0.811111,10.15,12.8778,30.48,1.660494,73.521661
US_WA_53017,2021-02-23,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,14,0,3222,22,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-17,-12,-39,-20,6,3.24,3.07,7.5,4.77,7.16,12.1,4.77,5.11,6.82,3.92,3.58,,7.33,5.79,3.92,3.24,5.45,8.69,5.45,,6.65,2.9,4.94,4.43,6.82,,4.26,20.28,6.99,5.79,7.33,4.43,5.11,4.43,6.65,42.94,4.77,3.75,2.39,8.18,4.26,3.92,2.73,,4.94,,4.011111,-0.361111,10.133333,21.7424,,-2.54321,63.877819
US_WA_53017,2021-02-24,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,7,1,3229,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-21,-10,-42,-22,6,5.33,5.85,10.84,,10.49,8.43,6.36,4.13,6.36,4.3,5.16,3.27,8.08,2.58,3.27,3.1,4.99,10.32,4.13,2.75,6.02,3.44,3.1,6.71,4.82,2.92,7.57,20.81,4.82,3.96,5.85,4.47,4.3,6.71,6.71,41.11,5.85,4.99,,4.64,5.5,6.19,,2.58,4.64,,1.822222,-2.388889,7.65,2.159,,-5.098765,61.598502
US_WA_53017,2021-02-25,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,7,0,3236,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-21,-12,-41,-23,6,2.9,4.94,10.05,3.41,9.37,10.74,6.13,5.62,4.77,3.75,3.58,2.56,6.65,3.92,4.43,,5.45,9.88,3.07,,4.43,3.07,4.09,5.11,4.6,4.94,6.99,20.45,5.11,2.9,6.3,2.9,3.07,3.58,5.96,39.36,4.26,5.28,2.9,7.84,3.75,4.26,3.41,3.58,,2.56,2.616667,-2.116667,7.994444,0.2794,,-3.740741,63.363762
US_WA_53017,2021-02-26,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,8,0,3244,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-20,-7,-38,-22,7,3.35,4.23,9.52,4.41,9.17,9.87,6.35,4.41,5.46,,,,5.11,4.94,2.47,2.82,4.76,11.81,2.82,,4.23,3.35,4.23,5.11,4.58,3.17,9.34,19.21,5.11,3.7,5.82,,,5.11,5.64,39.31,4.05,3.7,3.17,7.05,5.99,4.05,2.64,4.05,2.64,4.76,3.327778,-0.477778,8.227778,4.8514,10.16,-2.95679,63.781501
US_WA_53017,2021-02-27,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3244,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-18,-4,,-19,3,,4.96,10.12,4.17,9.32,6.94,5.95,2.78,5.55,3.17,3.37,,4.56,4.56,4.37,2.98,,6.35,4.56,,5.75,2.98,4.76,5.16,6.55,3.37,7.14,19.64,4.17,3.17,4.96,3.97,3.37,2.78,5.36,38.89,3.57,4.96,,6.94,3.97,4.37,,3.17,2.78,,2.969136,-1.95679,8.944444,2.144889,30.48,-5.75,52.884431
US_WA_53017,2021-02-28,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3244,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-11,0,,-15,,3.54,6.29,10.21,4.52,8.45,8.64,5.89,3.93,5.89,,4.12,2.75,5.5,5.3,,3.34,3.73,9.23,4.12,2.75,5.89,3.14,3.34,7.86,6.48,3.34,8.64,17.88,4.32,5.3,6.09,2.95,3.93,4.71,8.25,40.86,3.73,5.11,3.93,6.29,5.11,5.89,,5.5,6.09,,3.987654,-1.95679,11.567901,0.084667,,-3.826389,56.424571
US_WA_53017,2021-03-01,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,4,0,3248,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-15,-10,,-21,4,3.8,4.49,7.25,5.18,12.43,11.57,6.73,3.11,4.83,3.45,3.11,,4.66,3.63,2.59,3.28,5.7,9.32,6.56,2.76,7.6,,3.8,3.8,4.32,4.32,7.77,19.16,8.46,,8.98,2.59,3.11,6.39,8.12,39.54,4.49,7.94,,7.6,6.56,3.45,2.94,3.11,,,5.305556,-0.15,11.961111,0.508,10.16,-0.222222,66.822382
US_WA_53017,2021-03-02,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,13,0,3261,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-11,-11,-34,-20,5,3.86,5.79,6.85,3.86,9.83,9.83,4.04,3.16,6.5,4.74,,,6.5,3.86,4.74,2.63,4.39,9.66,7.02,3.51,6.15,4.74,4.57,5.62,3.51,2.98,7.73,19.49,4.04,,7.2,2.98,3.86,4.39,5.79,43.73,5.97,8.08,3.16,6.85,5.09,2.63,,,3.86,4.21,5.372222,-0.416667,12.572222,0.0,10.16,-0.401235,66.661158
US_WA_53017,2021-03-03,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,4,0,3265,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-14,0,-32,-21,5,,5.41,8.73,4.54,8.03,8.56,5.07,5.07,6.29,4.71,3.49,3.14,6.11,4.19,5.07,4.71,4.71,7.33,2.62,,6.29,2.79,3.32,3.84,3.32,2.62,7.86,21.83,6.99,3.67,4.19,2.97,3.32,4.71,4.71,39.12,3.67,7.51,4.19,5.41,4.02,3.32,2.79,3.14,4.37,,4.477778,-2.577778,13.444444,0.0,,-2.432099,61.175563
US_WA_53017,2021-03-04,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,7,0,3272,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-16,-13,-30,-22,5,3.5,5.43,7.18,5.25,10.69,13.14,5.08,2.8,2.98,3.15,4.38,3.33,5.78,2.98,4.38,3.85,10.51,9.63,4.38,,5.25,3.33,5.08,2.45,5.61,,6.83,18.04,4.2,3.85,6.13,,4.73,5.08,8.41,36.79,4.73,4.73,3.15,5.08,5.43,4.2,2.8,3.15,5.08,3.85,5.055556,-2.788889,13.716667,0.0,,-1.17284,63.696511
US_WA_53017,2021-03-05,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,2,0,3274,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-19,-4,-38,-24,6,,6.7,9.24,4.17,11.05,10.87,6.7,5.07,6.16,3.99,,,5.98,4.71,2.54,3.81,5.07,9.42,4.53,4.53,5.07,,2.54,5.98,3.81,,6.34,18.12,5.43,2.72,3.99,3.26,4.35,5.25,8.7,35.51,,6.16,3.26,4.17,4.17,,2.72,,4.17,,6.383333,-0.483333,13.727778,0.3302,,-0.283951,62.15467
US_WA_53017,2021-03-06,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3274,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-18,-2,,-18,2,3.7,4.52,9.45,4.11,8.01,11.09,5.54,4.31,3.9,4.11,,3.08,7.39,3.29,3.7,3.9,5.54,7.6,5.13,2.88,,,3.08,4.52,,,5.95,17.04,4.93,3.08,6.57,,2.88,3.7,6.57,38.81,8.42,8.21,3.08,4.52,3.08,,3.29,3.08,4.31,,6.466667,0.322222,13.766667,0.762,10.16,-0.648148,60.482143
US_WA_53017,2021-03-07,ChIJ_Q32EIaXm1QRh494YwBK8vg,Q156220,geoId/53017,US,United States of America,WA,Washington,53017,Douglas County,US,USA,2,0,0,3274,23,,,,,,,,,,,,,,,,42027,21221,20806,5975,5992,4987,5192,4885,5089,5038,3193,1676,1153555,47.74,-119.69,4788,81.1,-9,1,,-13,,3.69,5.44,8.35,3.88,6.99,7.96,4.66,4.47,5.44,4.66,,,5.05,4.66,3.69,2.72,5.05,7.96,,5.24,5.83,2.72,4.27,5.63,,4.66,7.38,20.39,5.44,3.88,7.96,3.88,5.63,4.66,5.83,37.1,3.3,5.24,,5.63,4.66,3.69,5.24,3.5,3.88,,4.294444,-0.555556,11.316667,0.2286,,-2.969136,60.149802
