location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_WI_55113,2020-06-19,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,9,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,36,-12,,11.59,,7.48,14.21,11.59,28.79,8.97,20.111111,16.438889,24.822222,1.580444,16.298611,78.49099
US_WI_55113,2020-06-20,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,9,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,64,,10,7.21,13.35,5.77,5.41,13.35,10.46,27.77,9.74,16.8,13.366667,21.877778,3.189111,12.951389,76.530722
US_WI_55113,2020-06-21,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,9,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,4,7.1,14.2,,7.1,17.19,16.44,34.0,14.94,16.516667,10.077778,26.144444,5.2705,13.569444,81.552465
US_WI_55113,2020-06-22,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,9,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,49,-11,,13.52,,9.39,22.53,13.52,28.54,15.02,18.027778,14.411111,21.705556,1.4224,12.763889,71.009778
US_WI_55113,2020-06-23,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,9,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-13,5.95,14.28,,8.73,14.28,14.28,31.33,9.12,16.638889,11.7,22.311111,0.0,10.75,68.396768
US_WI_55113,2020-06-24,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,9,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-10,7.02,17.15,,7.02,16.76,11.7,31.58,11.3,16.611111,10.388889,23.283333,0.98425,10.888889,70.476397
US_WI_55113,2020-06-25,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,1,0,10,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-10,8.95,14.4,7.78,7.78,18.29,11.68,20.24,14.79,17.988889,9.044444,26.833333,0.0508,10.3125,62.277249
US_WI_55113,2020-06-26,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,2,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,50,-14,,18.34,5.24,5.24,16.84,19.46,34.81,15.35,22.038889,16.038889,28.722222,0.0,15.1875,66.703946
US_WI_55113,2020-06-27,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,64,,0,,18.99,5.93,9.49,16.22,17.41,28.09,19.39,21.555556,13.205556,28.166667,0.0,13.652778,60.497494
US_WI_55113,2020-06-28,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-2,10.13,15.38,6.0,,24.76,21.01,31.89,21.76,21.011111,12.55,28.688889,0.0,14.277778,64.219379
US_WI_55113,2020-06-29,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,57,-12,,14.98,5.79,7.49,21.45,22.12,30.64,14.98,21.1,17.372222,27.005556,26.9875,18.118056,80.62797
US_WI_55113,2020-06-30,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-12,5.5,12.84,6.23,6.97,15.77,13.2,41.07,12.47,22.933333,18.827778,28.827778,6.12775,20.395833,79.734838
US_WI_55113,2020-07-01,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-10,,12.04,,9.21,19.12,14.16,32.22,18.77,23.592593,19.191358,29.253086,0.225778,20.619048,76.401251
US_WI_55113,2020-07-02,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-13,4.98,17.91,4.98,4.64,21.56,22.56,32.18,19.57,23.993827,17.993827,31.111111,0.790222,19.507937,73.73813
US_WI_55113,2020-07-03,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,68,-33,7.62,17.14,,,20.95,18.41,28.88,20.95,24.185185,16.82716,31.864198,0.0,18.190476,68.379848
US_WI_55113,2020-07-04,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,69,,-1,5.48,17.74,8.06,8.71,19.36,19.68,32.26,19.68,23.179012,15.944444,29.833333,0.0,17.968254,69.187453
US_WI_55113,2020-07-05,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-2,8.54,22.56,7.62,,25.61,32.62,33.23,30.79,23.790123,17.277778,30.074074,0.0,19.126984,73.145414
US_WI_55113,2020-07-06,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,12,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,59,-18,5.49,17.39,,,21.97,21.66,36.3,17.7,23.141975,18.314815,28.345679,5.479143,19.833333,81.539769
US_WI_55113,2020-07-07,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,1,0,13,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-17,4.82,15.14,,7.23,28.56,17.55,35.44,15.83,22.432099,15.802469,28.993827,4.459111,17.785714,74.091018
US_WI_55113,2020-07-08,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,1,0,14,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-9,5.13,15.05,6.84,10.94,23.6,12.65,34.54,15.73,22.814815,17.216049,30.32716,0.92075,19.0,79.248005
US_WI_55113,2020-07-09,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,1,0,15,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-10,6.12,17.69,4.76,,23.47,12.24,29.59,11.56,21.740741,17.641975,28.308642,29.43225,18.626984,82.763053
US_WI_55113,2020-07-10,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,15,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,38,-12,11.77,14.27,5.71,8.2,18.9,13.91,28.53,15.69,22.433333,17.155556,27.072222,2.286,16.75,71.197505
US_WI_55113,2020-07-11,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,15,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,55,,-2,9.18,16.07,,8.03,23.72,14.15,30.98,13.39,21.122222,14.383333,26.705556,0.0,15.1875,69.029488
US_WI_55113,2020-07-12,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,15,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,3,6.61,18.71,8.07,,18.35,13.58,38.16,9.54,19.616667,12.927778,25.588889,0.0,14.041667,70.693238
US_WI_55113,2020-07-13,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,15,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,53,-8,,17.35,6.02,6.02,19.12,18.41,28.33,11.69,19.705556,12.011111,27.155556,0.0,13.75,69.337551
US_WI_55113,2020-07-14,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,15,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-14,5.12,13.98,5.8,6.14,26.94,12.96,36.83,11.25,21.166667,17.783333,25.561111,8.692444,17.8125,81.81522
US_WI_55113,2020-07-15,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,15,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-9,5.07,14.84,,5.79,25.34,11.58,34.75,15.2,18.394444,10.594444,25.894444,13.5636,13.236111,74.258589
US_WI_55113,2020-07-16,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,15,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-12,,16.22,5.77,9.37,21.26,10.09,26.67,12.25,20.272222,13.322222,26.761111,0.0,14.208333,70.977929
US_WI_55113,2020-07-17,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,2,0,17,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,36,-9,,13.06,,4.94,16.6,10.95,28.25,11.65,22.5,14.65,29.772222,0.0,16.354167,68.498619
US_WI_55113,2020-07-18,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,2,0,19,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,70,,5,,16.23,8.3,,19.84,12.99,26.69,12.63,24.433333,19.172222,29.433333,12.47775,20.152778,76.591882
US_WI_55113,2020-07-19,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,19,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,5,,15.57,6.16,,19.2,13.04,25.72,14.49,22.755556,18.494444,27.105556,8.353778,18.152778,75.032005
US_WI_55113,2020-07-20,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,19,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,47,-6,10.04,16.85,,7.17,15.42,13.27,29.76,9.32,18.135802,10.95679,23.771605,0.028222,12.0,67.388055
US_WI_55113,2020-07-21,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,19,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-12,4.94,12.85,4.94,6.26,22.74,9.89,33.94,10.22,16.345679,12.666667,21.58642,6.69925,13.690476,84.762387
US_WI_55113,2020-07-22,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,19,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-8,9.26,10.63,5.83,4.8,20.92,8.92,22.98,7.55,16.006173,13.17284,19.555556,11.829143,14.642857,90.457887
US_WI_55113,2020-07-23,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,19,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-5,,11.24,4.92,9.48,14.75,10.18,33.71,13.34,16.672222,12.077778,22.461111,0.0254,13.625,80.619504
US_WI_55113,2020-07-24,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,2,0,21,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,35,-14,5.52,10.35,8.97,,20.02,5.52,26.92,9.66,20.194444,13.65,28.244444,0.15875,17.180556,80.651673
US_WI_55113,2020-07-25,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,21,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,67,,4,,15.72,6.22,4.58,24.56,16.38,30.13,13.76,25.305556,21.616667,29.972222,2.159,22.375,83.846934
US_WI_55113,2020-07-26,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,3,0,24,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-1,,17.09,4.69,,19.1,9.38,25.8,9.38,24.133333,20.711111,28.616667,14.562667,21.979167,88.502081
US_WI_55113,2020-07-27,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,1,0,25,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,47,-3,5.96,15.77,7.71,8.06,17.52,14.72,33.99,10.86,21.038889,14.272222,26.933333,4.064,14.916667,68.547654
US_WI_55113,2020-07-28,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,1,0,26,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-10,5.57,11.48,6.61,,18.79,12.18,33.75,10.09,20.244444,14.022222,26.466667,0.0,14.0,68.448589
US_WI_55113,2020-07-29,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,1,0,27,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-13,5.96,17.16,7.36,,19.27,8.06,29.77,8.06,19.472222,12.077778,25.55,0.0,13.840278,70.160946
US_WI_55113,2020-07-30,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,4,0,31,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-11,,16.82,7.89,5.84,19.22,10.64,27.12,7.89,18.655556,11.211111,25.433333,0.0,12.958333,69.795195
US_WI_55113,2020-07-31,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,3,0,34,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,40,-12,5.59,13.16,4.61,4.61,16.77,10.85,20.39,9.54,18.438889,10.427778,26.427778,0.0,12.298611,68.224686
US_WI_55113,2020-08-01,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,2,0,36,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,67,,7,7.28,14.88,7.94,13.23,16.54,13.56,29.43,9.92,19.544444,12.266667,27.472222,0.169333,14.861111,75.828748
US_WI_55113,2020-08-02,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,1,0,37,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,7,6.08,14.87,,17.91,18.59,13.18,34.81,8.79,17.277778,14.794444,21.172222,3.753556,14.263889,83.144277
US_WI_55113,2020-08-03,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,3,0,40,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-8,7.17,15.02,7.17,10.59,18.78,10.59,29.7,11.95,14.272222,8.816667,19.822222,0.1016,9.041667,71.352938
US_WI_55113,2020-08-04,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,3,0,43,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-13,7.33,10.47,,10.12,21.29,7.68,31.77,5.93,15.483333,9.844444,21.355556,0.056444,9.958333,69.911456
US_WI_55113,2020-08-05,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,7,0,50,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-8,,9.48,6.32,8.77,17.9,9.12,29.48,9.12,16.127778,8.35,24.844444,0.0,9.993056,68.382244
US_WI_55113,2020-08-06,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,2,0,52,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-14,7.68,15.7,4.88,8.37,17.45,9.07,32.8,10.12,17.711111,10.344444,24.972222,0.0,12.277778,72.955628
US_WI_55113,2020-08-07,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,0,0,52,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,32,-13,5.17,12.6,6.46,8.72,15.19,9.69,31.02,10.66,19.933333,14.65,26.555556,1.834444,15.513889,78.03934
US_WI_55113,2020-08-08,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,7,0,59,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,64,,-1,6.39,11.44,6.39,7.74,17.84,10.1,27.59,6.39,22.566667,18.216667,27.738889,14.647333,18.895833,80.832336
US_WI_55113,2020-08-09,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,8,0,67,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,3,,12.97,4.54,,14.27,8.76,31.13,11.35,22.638889,17.766667,27.65,6.293556,20.409722,88.724165
US_WI_55113,2020-08-10,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,2,0,69,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,46,-12,6.13,6.81,4.77,7.5,18.06,10.22,30.66,8.52,21.1,17.822222,25.405556,4.34975,16.388889,74.444641
US_WI_55113,2020-08-11,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,7,0,76,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-14,8.53,7.46,8.17,6.75,18.47,8.53,33.4,9.95,19.105556,10.805556,28.216667,0.1524,12.048611,66.255565
US_WI_55113,2020-08-12,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,6,0,82,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-13,8.76,13.66,8.4,5.6,24.16,5.95,35.72,9.46,20.616667,14.494444,26.511111,1.30175,15.340278,74.111699
US_WI_55113,2020-08-13,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,4,0,86,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,-9,6.41,12.81,5.34,6.05,23.13,12.1,26.69,9.61,20.411111,16.577778,27.466667,9.144,17.375,83.955904
US_WI_55113,2020-08-14,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,6,0,92,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,36,-15,4.99,8.32,5.66,6.66,15.64,9.32,28.96,5.66,23.166667,17.994444,27.855556,0.508,18.152778,74.898563
US_WI_55113,2020-08-15,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,9,0,101,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,77,,12,,6.72,,,12.03,12.03,25.47,9.2,19.488889,15.444444,25.338889,8.777111,14.618056,74.33777
US_WI_55113,2020-08-16,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,9,0,110,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,6,,13.68,7.92,,18.72,10.8,33.12,7.2,18.5,12.355556,25.527778,0.733778,13.527778,74.161836
US_WI_55113,2020-08-17,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,3,0,113,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,,,8.48,,4.95,19.08,10.24,25.43,7.77,17.966667,12.433333,23.161111,0.0,12.354167,70.738662
US_WI_55113,2020-08-18,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,3,0,116,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,,5.48,14.62,6.58,8.77,15.35,10.23,28.5,8.77,16.177778,8.533333,24.005556,0.0,10.520833,70.488186
US_WI_55113,2020-08-19,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,4,0,120,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,,5.92,9.99,,5.18,14.81,5.92,31.47,,18.738889,12.233333,26.316667,0.0,13.590278,74.335542
US_WI_55113,2020-08-20,ChIJc1DvtlXzq1IRSWSU1qjeZKE,Q500784,geoId/55113,US,United States of America,WI,Wisconsin,55113,Sawyer County,US,USA,2,7,0,127,0,,,16367,8344,8023,1774,1757,1447,1489,1662,2545,3011,1847,835,270801,45.9,-91.14,3497,,,,,14.89,6.17,6.9,15.62,8.72,33.05,8.72,21.155556,16.838889,26.094444,0.0,16.298611,74.010072
