location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17147,2020-09-21,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,0,0,129,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-26,14.06,7.44,8.27,23.15,6.62,39.28,8.27,14.927778,6.388889,25.272222,0.0,5.790123,53.924859
US_IL_17147,2020-09-22,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,2,0,131,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-25,15.78,,,22.01,9.97,34.06,9.55,16.161111,8.772222,24.972222,0.0,10.339506,68.02962
US_IL_17147,2020-09-23,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,1,0,132,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-22,9.92,7.44,10.34,17.78,7.44,33.49,,16.127778,8.838889,24.427778,0.0,11.074074,71.445597
US_IL_17147,2020-09-24,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,0,0,132,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-20,11.2,,7.47,17.42,9.13,34.02,7.47,17.738889,10.172222,25.866667,0.0,11.450617,66.125889
US_IL_17147,2020-09-25,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,5,0,137,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-25,13.18,10.54,6.59,18.45,,28.56,9.23,17.738889,10.177778,26.805556,0.0,12.481481,70.940971
US_IL_17147,2020-09-26,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,0,0,137,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-6,18.71,7.79,,26.5,10.91,46.77,7.79,19.933333,15.022222,28.4,0.0,15.685185,76.275985
US_IL_17147,2020-09-27,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,3,0,140,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,,8.35,14.85,9.74,36.19,7.42,20.816667,16.027778,27.344444,0.0,16.006173,73.808871
US_IL_17147,2020-09-28,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,-1,0,139,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-17,12.32,,8.21,16.01,9.03,33.67,6.16,14.766667,11.461111,21.794444,5.6896,10.62963,76.295292
US_IL_17147,2020-09-29,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,2,0,141,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-21,,,12.33,17.43,6.38,37.41,6.8,11.533333,6.527778,17.088889,1.778,7.666667,76.556098
US_IL_17147,2020-09-30,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,2,0,143,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-22,11.64,,10.8,17.45,9.14,36.57,,14.461111,9.688889,22.183333,0.0,7.179012,61.359033
US_IL_17147,2020-10-01,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,2,0,145,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-21,8.31,7.89,8.31,14.12,6.23,33.23,6.23,11.344444,6.361111,17.655556,0.108857,4.660494,63.345423
US_IL_17147,2020-10-02,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,3,0,148,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-20,10.02,8.77,8.35,10.86,,31.32,7.1,9.211111,3.0,15.583333,0.338667,4.666667,72.461873
US_IL_17147,2020-10-03,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,4,0,152,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-8,18.63,8.28,10.87,22.25,,40.37,,9.738889,4.705556,15.727778,0.108857,5.067901,72.595187
US_IL_17147,2020-10-04,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,5,0,157,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,11.16,8.37,10.23,18.13,8.37,30.68,,10.438889,7.577778,13.716667,3.2512,6.302469,75.564434
US_IL_17147,2020-10-05,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,1,0,158,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-23,14.87,9.5,9.5,23.96,10.33,33.46,7.02,7.255556,-1.183333,17.616667,1.4478,0.339506,60.902859
US_IL_17147,2020-10-06,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,0,0,158,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-24,9.08,10.32,7.84,19.4,9.49,33.03,9.08,14.855556,8.166667,25.255556,0.0,5.530864,53.38371
US_IL_17147,2020-10-07,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,2,0,160,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-23,14.25,7.96,8.8,19.7,9.64,34.79,7.54,19.316667,12.666667,28.95,0.0,10.783951,57.224769
US_IL_17147,2020-10-08,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,1,0,161,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-19,12.41,,14.06,20.27,6.2,28.54,7.03,17.222222,7.577778,27.027778,0.0,6.141975,47.712249
US_IL_17147,2020-10-09,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,5,0,166,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-27,7.71,,14.05,16.77,,39.43,8.61,18.411111,9.861111,28.805556,0.0,9.753086,56.795985
US_IL_17147,2020-10-10,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,0,0,166,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-11,12.17,,,11.66,7.61,34.99,,20.455556,14.85,26.916667,0.0,15.537037,73.106269
US_IL_17147,2020-10-11,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,6,0,172,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,14.87,,7.67,18.23,12.47,40.77,7.2,19.238889,12.311111,28.394444,0.0,14.91358,75.787143
US_IL_17147,2020-10-12,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,2,0,174,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-33,8.4,,14.7,15.12,7.98,32.76,,17.894444,12.494444,22.7,0.959556,14.32716,79.693653
US_IL_17147,2020-10-13,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,3,0,177,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-22,,7.18,10.14,16.9,,35.06,,12.377778,1.877778,23.9,0.2794,2.228395,49.672145
US_IL_17147,2020-10-14,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,6,0,183,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-23,9.2,11.29,7.53,10.87,8.36,28.02,,15.633333,5.522222,27.477778,0.0,3.524691,43.974166
US_IL_17147,2020-10-15,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,4,0,187,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-20,9.93,,,14.9,,31.87,,14.444444,7.605556,23.711111,0.3175,2.864198,45.890238
US_IL_17147,2020-10-16,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,8,0,195,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-27,8.11,8.54,8.54,18.35,,27.74,,6.488889,-2.288889,15.888889,0.127,-4.833333,43.689328
US_IL_17147,2020-10-17,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,3,0,198,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-8,15.79,11.2,9.68,14.26,,32.08,,8.938889,-0.583333,18.955556,0.0,-3.018519,42.608546
US_IL_17147,2020-10-18,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,7,0,205,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,8.91,,25.73,,37.11,,13.444444,7.194444,18.505556,0.296333,2.037037,46.222679
US_IL_17147,2020-10-19,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,2,0,207,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-26,10.74,9.09,7.85,26.86,,28.52,,7.05,4.533333,11.205556,6.519333,4.67284,84.719224
US_IL_17147,2020-10-20,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,11,0,218,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-27,,11.09,7.39,15.2,6.57,34.91,,9.177778,6.383333,14.688889,1.0922,6.141975,81.362171
US_IL_17147,2020-10-21,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,2,0,220,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-25,12.72,11.08,10.26,14.36,7.79,30.77,,11.422222,8.327778,14.133333,23.0632,10.185185,91.96702
US_IL_17147,2020-10-22,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,4,0,224,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-24,11.71,7.38,6.94,17.35,8.68,38.18,,17.844444,11.538889,27.794444,2.54,14.802469,82.153323
US_IL_17147,2020-10-23,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,10,0,234,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-26,8.93,10.21,6.38,11.91,,36.16,7.23,16.138889,6.766667,22.827778,0.381,13.796296,85.941412
US_IL_17147,2020-10-24,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,10,0,244,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-12,11.05,11.05,,21.63,,35.09,,5.866667,2.038889,9.561111,5.1562,1.691358,74.073381
US_IL_17147,2020-10-25,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,6,0,250,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,7.61,,7.13,21.87,8.08,37.56,,7.211111,5.644444,9.688889,0.0,2.654321,72.734518
US_IL_17147,2020-10-26,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,4,0,254,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-23,8.66,8.27,5.91,14.18,,22.84,,5.022222,2.672222,7.666667,0.9144,3.438272,89.39232
US_IL_17147,2020-10-27,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,3,0,257,0,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-25,7.91,6.72,9.49,20.16,5.93,32.02,,3.255556,2.077778,5.455556,1.552222,2.611111,95.302305
US_IL_17147,2020-10-28,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,8,1,265,1,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-20,7.95,7.53,7.95,13.38,,32.62,,6.066667,3.844444,10.077778,0.762,3.771605,85.011622
US_IL_17147,2020-10-29,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,8,0,273,1,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-26,6.89,8.51,9.32,15.4,,33.24,12.16,7.9,5.494444,11.305556,7.083778,4.740741,80.571606
US_IL_17147,2020-10-30,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,9,1,282,2,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-24,13.06,,,11.26,,34.22,,4.572222,-1.444444,9.872222,1.2954,-0.864198,67.395378
US_IL_17147,2020-10-31,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,0,0,282,2,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-17,,9.7,10.72,17.87,,27.06,,5.927778,-0.588889,16.033333,0.0,0.018519,65.288363
US_IL_17147,2020-11-01,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,8,0,290,2,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,7.3,8.67,7.3,13.69,7.3,36.97,,7.561111,2.711111,12.027778,0.0,-1.709877,51.876917
US_IL_17147,2020-11-02,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,4,1,294,3,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-31,6.99,8.3,11.8,17.48,,32.33,,1.611111,-6.166667,11.683333,0.0,-7.654321,49.90063
US_IL_17147,2020-11-03,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,8,0,302,3,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-34,8.33,6.66,7.08,17.07,,35.38,,8.522222,0.472222,20.861111,0.0,-1.388889,49.017308
US_IL_17147,2020-11-04,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,9,0,311,3,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-20,,5.49,6.59,10.25,,26.37,,14.044444,7.544444,23.544444,0.0,5.364198,55.272343
US_IL_17147,2020-11-05,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,18,0,329,3,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-20,6.55,7.71,,14.26,8.87,32.76,8.87,15.266667,10.405556,21.594444,0.0,6.493827,55.418289
US_IL_17147,2020-11-06,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,50,1,379,4,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-22,9.52,8.33,,21.81,6.34,34.5,,13.627778,6.316667,23.194444,0.0,7.580247,66.159593
US_IL_17147,2020-11-07,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,21,0,400,4,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-11,10.29,10.76,,15.91,7.02,31.82,,13.977778,5.561111,22.677778,0.0,7.777778,65.236809
US_IL_17147,2020-11-08,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,23,0,423,4,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,9.87,,20.18,,37.68,7.62,16.894444,10.722222,25.444444,0.0,11.611111,70.414422
US_IL_17147,2020-11-09,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,19,0,442,4,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-22,9.98,10.38,7.58,19.16,5.99,34.32,5.99,18.938889,14.155556,24.877778,0.0,13.851852,71.683001
US_IL_17147,2020-11-10,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,32,1,474,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-24,11.14,6.15,,29.21,,32.67,8.46,20.166667,15.994444,23.816667,1.143,16.037037,76.938704
US_IL_17147,2020-11-11,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,36,0,510,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-27,,8.69,10.27,26.47,,38.32,9.48,6.683333,1.005556,18.605556,4.6228,3.185185,78.374443
US_IL_17147,2020-11-12,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,29,0,539,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-21,,7.42,11.71,21.86,7.81,35.13,,3.866667,-2.361111,12.311111,0.0254,-0.012346,75.519038
US_IL_17147,2020-11-13,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,22,0,561,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-25,6.61,9.09,7.85,18.18,,31.81,,4.177778,-0.744444,7.938889,0.0,-1.753086,65.158724
US_IL_17147,2020-11-14,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,15,0,576,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-14,9.21,10.08,,14.47,7.89,31.13,8.33,1.055556,-5.033333,9.066667,1.8288,-1.635802,81.632094
US_IL_17147,2020-11-15,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,8,0,584,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,7.37,,,15.6,,38.14,,9.388889,5.888889,13.627778,13.7922,4.944444,74.192637
US_IL_17147,2020-11-16,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,13,0,597,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-26,,6.73,7.92,26.12,,37.2,,5.794444,-0.216667,14.027778,1.2954,-1.549383,59.019852
US_IL_17147,2020-11-17,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,24,0,621,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-24,10.34,9.94,,19.88,7.55,33.4,,4.411111,-0.911111,9.927778,0.0,-2.907407,58.819408
US_IL_17147,2020-11-18,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,13,0,634,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-27,10.52,7.28,10.93,23.07,,34.8,8.5,3.305556,-2.683333,10.894444,0.0762,-4.759259,55.179832
US_IL_17147,2020-11-19,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,20,0,654,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-28,6.12,9.8,9.8,20.42,,25.73,,11.3,6.311111,19.877778,0.1524,-1.895062,39.472149
US_IL_17147,2020-11-20,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,22,0,676,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-31,7.83,10.3,8.24,21.42,,28.42,,14.472222,10.688889,19.255556,0.0,4.358025,50.649976
US_IL_17147,2020-11-21,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,19,0,695,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-10,,6.99,,16.76,9.78,35.86,7.45,8.911111,6.533333,13.305556,2.850444,3.722222,69.997973
US_IL_17147,2020-11-22,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,4,0,699,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,10.72,6.43,10.72,16.72,,34.3,7.72,5.288889,3.261111,7.811111,13.716,3.234568,86.457591
US_IL_17147,2020-11-23,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,6,0,705,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-28,8.31,7.52,,23.34,7.12,34.41,,3.7,-0.911111,7.85,2.8702,1.419753,84.718399
US_IL_17147,2020-11-24,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,16,0,721,5,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,-29,7.58,10.24,9.1,18.95,5.69,26.16,,5.844444,3.522222,9.794444,2.850444,3.302469,83.634481
