location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17147,2020-01-01,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,7.57,16.15,11.61,22.21,,28.27,,1.616667,-3.544444,8.555556,0.0,-1.932099,77.05286
US_IL_17147,2020-01-02,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,14.22,12.19,,24.38,,42.67,,5.683333,2.472222,10.438889,0.0,0.759259,70.17598
US_IL_17147,2020-01-03,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,13.07,10.98,12.55,17.78,,42.88,,4.766667,1.933333,7.5,0.0,4.024691,94.288894
US_IL_17147,2020-01-04,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,12.35,18.02,7.72,29.86,,36.55,10.29,1.066667,-0.661111,2.927778,0.042333,-0.425926,89.748621
US_IL_17147,2020-01-05,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,13.6,11.51,11.51,22.5,10.99,39.24,11.51,0.761111,-4.911111,8.972222,0.1778,-2.882716,76.38428
US_IL_17147,2020-01-06,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,17.03,8.77,28.9,,35.09,,1.144444,-4.522222,6.394444,0.0,-3.617284,70.220377
US_IL_17147,2020-01-07,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,10.67,12.12,9.7,29.09,,39.27,,0.711111,-4.316667,6.65,0.0508,-3.432099,73.417172
US_IL_17147,2020-01-08,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.18,12.07,9.18,28.01,7.24,37.67,10.14,-1.461111,-5.322222,2.905556,0.0508,-7.45679,63.346168
US_IL_17147,2020-01-09,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.48,10.43,,29.88,7.11,37.46,8.06,3.366667,-3.183333,11.261111,0.072571,-2.944444,62.794999
US_IL_17147,2020-01-10,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,14.26,15.74,9.35,21.15,,30.0,,10.527778,7.977778,14.283333,13.0556,9.506173,93.04375
US_IL_17147,2020-01-11,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,8.71,14.35,13.32,14.86,,41.5,8.71,7.3,1.161111,14.488889,48.7426,6.716049,96.215318
US_IL_17147,2020-01-12,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.56,11.58,,20.13,8.05,35.74,,-1.805556,-3.938889,1.166667,11.049,-2.932099,92.01741
US_IL_17147,2020-01-13,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.0,12.79,9.95,22.27,8.53,30.8,,1.233333,-0.322222,3.622222,0.0508,-0.17284,90.177978
US_IL_17147,2020-01-14,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,7.42,9.9,,19.8,7.92,33.17,,2.883333,-0.194444,6.372222,0.479778,1.919753,92.943365
US_IL_17147,2020-01-15,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,8.42,8.42,,28.72,8.91,32.69,,4.161111,0.844444,8.227778,0.09525,3.82716,97.43676
US_IL_17147,2020-01-16,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,8.07,11.09,10.59,27.73,,38.83,8.07,-2.627778,-7.777778,5.644444,0.254,-5.969136,78.062251
US_IL_17147,2020-01-17,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,15.96,,21.45,,35.41,11.97,-4.661111,-7.344444,-1.1,0.0635,-8.191358,76.131416
US_IL_17147,2020-01-18,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,9.21,,17.39,12.28,35.81,,1.033333,-5.344444,5.705556,15.5448,-0.67284,88.250254
US_IL_17147,2020-01-19,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,8.36,7.84,22.46,9.93,48.58,,-11.372222,-14.772222,-5.1,3.1242,-15.623457,70.740408
US_IL_17147,2020-01-20,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,10.11,13.15,16.18,22.25,9.1,40.46,,-9.261111,-11.972222,-4.311111,0.0,-12.049383,80.135988
US_IL_17147,2020-01-21,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.14,16.25,12.19,19.29,,49.25,7.62,-5.677778,-10.411111,-0.461111,0.169333,-8.197531,82.032859
US_IL_17147,2020-01-22,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,19.76,10.87,26.68,,34.59,,-2.85,-5.038889,0.866667,0.0,-6.283951,77.014825
US_IL_17147,2020-01-23,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,16.31,14.87,12.47,28.3,12.95,44.61,,0.5,-0.55,2.5,1.27,-2.512346,80.46253
US_IL_17147,2020-01-24,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,7.31,18.51,9.74,26.31,,39.46,,1.961111,1.027778,2.838889,5.362222,1.339506,95.560678
US_IL_17147,2020-01-25,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,22.41,10.67,35.21,10.14,40.55,,0.444444,-0.083333,1.433333,0.3175,-0.444444,93.66246
US_IL_17147,2020-01-26,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,10.06,14.58,19.61,27.15,,35.7,,0.333333,-2.816667,4.088889,0.112889,-2.08642,83.796899
US_IL_17147,2020-01-27,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,7.15,23.84,7.63,28.61,,36.72,,-1.383333,-2.722222,0.766667,0.0,-2.487654,92.229094
US_IL_17147,2020-01-28,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,13.85,23.08,11.08,33.69,,39.23,8.31,-1.033333,-1.65,-0.172222,0.0,-2.358025,90.639154
US_IL_17147,2020-01-29,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,11.15,22.76,13.47,29.72,,31.12,9.29,-0.711111,-1.566667,0.511111,0.028222,-2.277778,89.084433
US_IL_17147,2020-01-30,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,8.99,19.98,13.49,41.46,,43.45,,0.177778,-1.122222,2.361111,0.0,-2.006173,85.283895
US_IL_17147,2020-01-31,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,10.88,30.15,10.38,30.65,,35.09,,1.061111,-0.783333,4.194444,0.181429,-0.660494,88.002981
US_IL_17147,2020-02-01,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.35,24.41,,31.16,,30.64,8.83,2.033333,0.938889,3.322222,0.931333,0.604938,90.000242
US_IL_17147,2020-02-02,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,14.33,22.51,9.72,28.14,8.7,41.44,,5.977778,0.638889,15.783333,0.0762,1.364198,71.970277
US_IL_17147,2020-02-03,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.79,21.54,8.32,27.91,10.28,42.1,7.83,7.372222,0.783333,18.233333,0.0,3.87037,78.103224
US_IL_17147,2020-02-04,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,25.09,7.58,35.98,,41.67,9.0,6.027778,1.172222,13.777778,0.036286,3.111111,81.32601
US_IL_17147,2020-02-05,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,,30.52,8.45,43.67,,30.99,,-0.222222,-2.005556,1.255556,0.762,-3.432099,78.87088
US_IL_17147,2020-02-06,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,9.59,30.12,6.85,36.06,6.85,44.73,6.85,-2.588889,-3.6,-1.183333,1.312333,-4.08642,89.180178
US_IL_17147,2020-02-07,ChIJ_Y8rRkOyDIgRyJEhal22DNI,Q487322,geoId/17147,US,United States of America,IL,Illinois,17147,Piatt County,US,USA,2,,,,,,,16422,8114,8308,1901,2127,1681,1942,1941,2475,2210,1350,795,1801534,40.01,-88.59,1140,79.575,,,11.82,25.61,,42.85,,33.49,,-2.161111,-4.672222,1.327778,0.508,-6.185185,74.175149
