location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13225,2020-10-16,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,3,0,798,24,,,0,0,0,0,0,2,1,0,1,-1,12,11,22,157,135,104,117,96,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,24,28,16,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,4,25,21,-30,4,5.55,8.02,10.18,7.4,,6.48,5.86,,4.93,7.71,,5.24,,,9.56,22.51,5.55,8.64,4.32,5.55,33.62,,4.32,5.86,6.48,19.844444,15.155556,26.166667,0.0,15.244444,74.893554
US_GA_13225,2020-10-17,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,4,0,802,24,,,0,0,0,2,1,0,1,0,0,0,12,11,22,159,136,104,118,96,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,24,28,16,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,7,19,14,-17,,,11.66,11.66,7.99,5.66,7.33,8.99,5.0,5.0,7.33,6.0,6.66,,,7.66,21.32,6.33,6.33,5.66,,33.64,,7.99,6.99,6.66,15.311111,9.055556,22.688889,0.0,7.538889,59.938955
US_GA_13225,2020-10-18,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,1,0,803,24,,,0,0,0,0,0,1,0,0,0,0,12,11,22,159,136,105,118,96,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,24,28,16,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,4,13,23,-17,,,5.54,10.42,5.86,4.88,7.17,11.4,4.56,,15.63,4.56,6.84,,,7.82,24.75,4.56,9.77,,,40.38,,7.82,8.14,7.17,16.677778,10.016667,25.461111,0.0,10.983333,69.194567
US_GA_13225,2020-10-19,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,3,0,806,24,,,0,0,0,0,0,0,0,0,0,0,12,11,22,159,136,105,118,96,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,24,28,16,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,6,18,6,-21,5,4.29,6.29,15.45,10.01,4.0,6.58,12.02,,5.72,6.87,,5.43,4.29,4.86,7.72,24.6,4.58,9.73,5.15,4.86,41.77,5.43,5.72,6.29,8.3,19.438889,12.061111,26.888889,0.0,14.022222,71.032214
US_GA_13225,2020-10-20,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,3,0,809,24,,,0,0,0,0,1,0,0,0,2,0,12,11,22,159,137,105,118,96,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,24,28,16,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,5,8,10,-20,5,3.85,7.42,7.97,7.42,4.4,3.85,10.44,5.22,6.32,12.92,5.22,7.15,6.6,5.77,9.07,31.06,,8.79,6.32,,38.48,,8.79,6.87,6.87,20.238889,13.988889,28.072222,0.0,15.638889,75.046346
US_GA_13225,2020-10-21,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,4,0,813,24,,,0,0,0,1,0,3,0,0,0,0,12,11,22,160,137,108,118,96,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,8,24,28,16,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,8,17,29,-20,5,4.05,5.67,12.69,5.94,5.13,7.02,9.72,4.32,5.13,8.1,,7.02,5.67,11.34,8.91,25.11,7.29,8.91,5.67,,35.65,7.02,5.4,5.4,4.59,21.555556,16.266667,28.461111,0.0,18.183333,81.360738
US_GA_13225,2020-10-22,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,5,0,818,24,,,0,0,1,2,1,0,1,4,0,0,12,11,23,162,138,108,119,100,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,7,4,8,0,0,0,0,1,1,0,1,0,0,0,0,1,7,9,9,24,29,16,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,3,10,24,-19,5,4.09,11.46,10.37,8.18,6.55,4.37,12.28,4.37,4.91,9.0,3.82,,6.28,4.37,6.0,24.83,5.73,8.73,3.82,,37.92,,4.91,7.91,3.82,21.983333,17.75,28.338889,0.0635,19.022222,83.416722
US_GA_13225,2020-10-23,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,9,1,827,25,,,0,1,0,5,2,1,0,0,0,0,12,12,23,167,140,109,119,100,43,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,7,4,8,0,0,0,0,0,0,0,0,1,0,0,0,1,7,9,9,24,29,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,-2,19,15,-24,3,6.99,6.99,7.27,10.34,5.59,6.99,6.71,,4.19,8.11,,4.75,,5.87,5.87,22.92,,6.99,6.43,,37.74,4.75,7.55,6.15,,22.394444,17.5,29.061111,0.0,18.816667,80.310375
US_GA_13225,2020-10-24,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,5,1,832,26,,,0,1,0,0,0,1,0,3,0,0,12,13,23,167,140,110,119,103,43,32,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,24,29,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,2,16,0,-9,,5.02,10.37,10.04,5.35,5.69,5.69,6.36,,5.02,7.03,7.36,7.69,,,8.03,25.76,,5.35,,7.36,31.11,6.36,8.03,8.7,4.68,21.3,16.583333,28.655556,0.47625,18.444444,83.930107
US_GA_13225,2020-10-25,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,3,0,835,26,,,0,0,0,0,1,1,0,1,0,0,12,13,23,167,141,111,119,104,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,24,29,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,-1,13,17,-20,,7.56,10.4,9.14,9.45,5.04,5.67,6.62,5.67,,11.66,4.73,6.3,,,5.67,30.88,,6.62,4.41,,39.39,,7.25,5.67,4.73,22.066667,19.016667,26.677778,11.514667,19.561111,85.797505
US_GA_13225,2020-10-26,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,10,0,845,26,,,0,0,0,0,1,2,0,0,0,0,12,13,23,167,142,113,119,104,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,24,29,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,7,18,17,-21,4,5.87,11.18,13.13,7.27,,10.34,10.34,,5.03,12.3,5.59,,,3.91,8.38,24.87,,7.83,,,39.41,5.31,7.27,6.15,8.11,21.022222,17.3,25.727778,0.931333,19.122222,89.065452
US_GA_13225,2020-10-27,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,3,0,848,26,,,0,0,0,1,2,0,0,0,0,0,12,13,23,168,144,113,119,104,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,1,0,0,0,0,1,7,9,9,24,30,17,16,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,6,13,3,-20,5,7.32,7.32,10.3,5.69,5.96,6.51,5.69,,4.07,9.76,3.8,4.61,,5.69,12.74,28.2,4.61,9.22,5.15,6.24,39.86,4.07,,6.24,5.42,21.8,18.644444,27.427778,0.0,19.361111,86.20418
US_GA_13225,2020-10-28,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,4,0,852,26,,,0,0,0,2,1,1,0,0,0,0,12,13,23,170,145,114,119,104,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,-1,0,-1,-1,0,0,1,7,9,9,23,30,16,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,6,20,14,-18,6,4.0,4.27,10.4,7.2,8.8,5.87,10.93,4.8,5.33,8.8,,4.27,5.6,5.6,10.67,30.13,7.2,9.6,8.0,4.8,43.2,,8.0,7.73,6.13,24.15,21.038889,29.35,4.4704,21.588889,85.82331
US_GA_13225,2020-10-29,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,10,0,862,26,,,0,0,0,0,3,1,1,4,1,0,12,13,23,170,148,115,120,108,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,1,-1,0,0,0,0,1,7,9,9,24,29,16,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,4,16,19,-19,7,4.86,7.01,10.79,6.47,5.93,8.63,8.9,5.66,4.58,9.98,,5.66,3.78,6.74,6.74,20.5,7.82,8.09,5.66,6.47,38.3,3.78,8.9,6.2,5.12,25.65,22.711111,28.944444,1.4605,21.722222,79.162639
US_GA_13225,2020-10-30,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,4,0,866,26,,,0,0,0,0,0,1,2,1,0,0,12,13,23,170,148,116,122,109,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,-1,0,-1,0,0,0,1,7,9,9,23,29,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,8,21,29,-22,4,4.85,5.71,10.84,7.13,,,11.13,6.28,,7.7,,9.13,3.99,4.85,10.27,26.53,3.99,9.41,5.71,4.28,26.53,,5.42,7.42,7.42,15.683333,9.461111,24.561111,0.0,7.344444,57.787482
US_GA_13225,2020-10-31,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,12,0,878,26,,,0,0,2,0,2,2,2,3,1,0,12,13,25,170,150,118,124,112,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,23,29,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,10,18,10,-11,,,8.81,12.33,11.63,6.69,5.64,8.81,,4.93,7.4,,5.99,,,8.46,19.73,,9.16,,,33.82,,6.69,8.46,,13.861111,9.4,20.405556,0.0,8.033333,68.015193
US_GA_13225,2020-11-01,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,3,0,881,26,,,0,1,1,0,0,0,0,1,0,0,12,14,26,170,150,118,124,113,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,23,29,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,3,18,18,-17,,,6.77,12.56,16.75,,4.83,12.89,5.48,12.24,10.63,4.83,4.51,,4.51,9.99,24.81,8.38,4.51,,5.48,37.05,4.51,9.99,7.09,6.12,16.727778,12.2,23.4,0.0,12.588889,76.80709
US_GA_13225,2020-11-02,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,9,0,890,26,,,0,0,0,2,2,0,1,0,0,0,12,14,26,172,152,118,125,113,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,23,29,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,12,,15,-20,5,4.3,6.3,13.75,10.88,4.3,4.3,13.75,5.73,6.59,13.18,5.73,,4.01,6.59,9.17,28.64,,8.88,7.45,6.88,40.39,,5.44,5.73,8.59,12.255556,4.972222,19.4,0.0,-1.311111,39.233924
US_GA_13225,2020-11-03,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,6,0,896,26,,,0,0,2,3,-1,0,0,2,0,0,12,14,28,175,151,118,125,115,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,23,29,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,17,21,8,-20,5,4.39,8.27,9.82,8.01,,5.17,11.37,6.46,5.95,5.69,5.17,5.69,,,5.43,22.23,4.65,8.27,3.88,4.65,39.55,,4.39,4.14,,9.305556,1.322222,20.133333,0.0,0.061111,52.901426
US_GA_13225,2020-11-04,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,2,0,898,26,,,0,0,0,0,0,0,0,0,0,0,12,14,28,175,151,118,125,115,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,23,29,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,17,17,7,-18,7,,6.18,8.66,11.13,4.45,,7.92,5.2,3.71,8.91,5.69,5.2,,3.46,11.13,24.99,4.45,6.68,3.71,5.44,40.33,4.7,4.7,3.71,4.95,11.518519,2.277778,22.617284,0.0,3.975309,60.003795
US_GA_13225,2020-11-05,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,10,0,908,26,,,0,0,0,0,2,0,0,2,0,0,12,14,28,175,153,118,125,117,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,23,29,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,2,13,0,-19,5,,6.85,10.8,6.59,5.79,5.79,8.43,4.21,4.21,11.06,,4.21,6.06,3.95,4.21,24.23,6.59,9.75,,4.21,36.88,6.59,6.32,9.22,6.85,14.155556,5.872222,24.511111,0.0,8.638889,69.626333
US_GA_13225,2020-11-06,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,1,0,909,26,,,0,0,0,0,0,0,0,1,0,0,12,14,28,175,153,118,125,118,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,-1,1,0,0,0,0,1,7,9,9,22,30,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,0,18,9,-21,4,3.8,5.97,12.77,8.15,4.34,4.62,7.06,,5.43,9.78,,4.07,,4.07,7.88,20.1,5.43,6.79,,,40.74,,7.33,8.42,7.06,18.505556,12.016667,25.783333,0.0,13.177778,71.328262
US_GA_13225,2020-11-07,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,14,0,923,26,,,0,0,1,1,2,0,0,1,2,0,12,14,29,176,155,118,125,119,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,22,30,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,7,8,-11,-16,,6.25,7.5,9.69,9.69,7.19,,7.5,6.57,4.69,12.19,,,5.0,,5.94,31.57,,7.19,4.38,,33.76,5.0,,7.5,8.75,20.377778,16.55,25.872222,0.6096,17.033333,81.329589
US_GA_13225,2020-11-08,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,2,0,925,26,,,0,0,0,1,1,1,0,0,0,0,12,14,29,177,156,119,125,119,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,22,30,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,-1,6,15,-18,,,12.36,10.81,8.34,6.49,5.25,12.66,5.56,,14.52,,8.34,4.63,,6.79,26.25,5.56,13.59,,4.32,39.53,,8.03,9.88,4.63,20.761111,18.105556,25.838889,1.1176,17.944444,84.055569
US_GA_13225,2020-11-09,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,3,0,928,26,,,0,0,0,0,0,2,0,0,1,0,12,14,29,177,156,121,125,119,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,22,30,15,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,5,19,10,-21,6,4.39,6.59,10.43,7.13,,6.59,10.7,6.31,5.76,9.05,,4.94,4.94,7.41,11.25,24.97,6.04,9.6,6.59,6.86,47.47,,7.41,4.94,4.94,22.083333,19.15,27.288889,0.804333,18.5,80.315429
US_GA_13225,2020-11-10,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,7,0,935,26,,,0,0,0,0,-1,0,-1,-1,2,0,12,14,29,177,155,121,124,118,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,-1,2,0,0,0,1,7,9,9,22,29,17,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,4,2,7,-18,7,6.75,10.13,11.69,8.83,6.49,5.46,10.13,10.65,3.64,10.91,5.46,5.2,4.16,6.23,9.87,27.8,7.27,5.46,4.94,6.23,37.67,,,5.46,6.49,22.016667,20.366667,25.3,0.1016,19.988889,88.430652
US_GA_13225,2020-11-11,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,9,0,944,26,,,0,0,1,2,1,0,1,1,-1,1,12,14,30,179,156,121,125,119,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,1,-1,0,0,0,1,7,9,9,22,30,16,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,11,7,23,-32,10,3.82,7.38,10.18,8.91,7.38,8.65,6.11,4.07,8.65,8.14,4.83,5.34,,6.11,8.91,33.08,8.14,7.38,6.36,,40.71,,5.34,,7.38,24.333333,21.772222,29.127778,4.7244,22.605556,90.240006
US_GA_13225,2020-11-12,ChIJd8hP9Sbq84gRmVgRE1FuGd4,Q491553,geoId/13225,US,United States of America,GA,Georgia,13225,Peach County,US,USA,2,5,0,949,26,,,0,0,0,0,0,0,3,2,0,0,12,14,30,179,156,121,128,121,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,7,9,9,22,30,16,15,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,26961,12980,13981,3044,3932,4182,3053,2952,3832,3193,1881,892,1074381,32.56,-83.83,392,75.54,6,7,15,-20,6,4.5,5.3,12.19,9.8,9.54,3.98,12.72,6.89,6.36,11.39,4.5,6.62,4.24,8.21,8.21,30.47,6.09,7.16,5.83,7.16,45.05,3.71,6.89,8.48,5.04,23.216667,20.555556,27.45,27.7876,21.116667,88.147871
