location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40041,2020-01-01,ChIJSySPkwjMyYcRg5Aw_xbBQpU,Q484752,geoId/40041,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2,,,,,,,42672,21015,21657,4539,5138,4488,4229,4618,5993,6535,4995,2137,1818409,36.41,-94.8,2052,75.722222,,,,,,,6.52,9.01,7.15,6.52,6.52,,16.78,17.09,4.66,10.87,5.28,4.66,4.35,,6.21,7.15,27.65,4.97,9.63,5.28,,8.39,43.19,,6.52,7.15,6.21,5.59,4.161111,-1.561111,12.311111,0.0762,,-5.555556,49.908311
US_OK_40041,2020-01-02,ChIJSySPkwjMyYcRg5Aw_xbBQpU,Q484752,geoId/40041,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2,,,,,,,42672,21015,21657,4539,5138,4488,4229,4618,5993,6535,4995,2137,1818409,36.41,-94.8,2052,75.722222,,,,,,9.43,6.39,11.56,8.21,8.21,9.43,,17.34,10.04,,9.13,,5.48,4.56,5.48,6.69,10.65,23.43,5.78,8.52,,6.08,4.87,43.81,4.26,9.13,5.78,7.61,6.39,9.122222,6.338889,12.9,0.0,,4.416667,72.556186
US_OK_40041,2020-01-03,ChIJSySPkwjMyYcRg5Aw_xbBQpU,Q484752,geoId/40041,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2,,,,,,,42672,21015,21657,4539,5138,4488,4229,4618,5993,6535,4995,2137,1818409,36.41,-94.8,2052,75.722222,,,,,,4.86,6.38,10.33,6.99,7.59,,,15.19,11.24,6.08,8.2,5.16,,,,,10.02,19.75,6.68,7.9,4.25,,,38.27,4.25,6.38,5.16,5.47,,7.361111,3.772222,10.444444,0.0,,4.766667,83.826746
US_OK_40041,2020-01-04,ChIJSySPkwjMyYcRg5Aw_xbBQpU,Q484752,geoId/40041,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2,,,,,,,42672,21015,21657,4539,5138,4488,4229,4618,5993,6535,4995,2137,1818409,36.41,-94.8,2052,75.722222,,,,,,5.05,10.42,10.73,6.63,7.89,10.1,,16.1,12.94,,8.21,,5.05,,8.84,,8.21,29.67,4.74,6.0,5.68,,6.31,40.72,,,6.95,,5.68,3.466667,-0.927778,7.988889,0.0,,-6.327778,49.22483
US_OK_40041,2020-01-05,ChIJSySPkwjMyYcRg5Aw_xbBQpU,Q484752,geoId/40041,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2,,,,,,,42672,21015,21657,4539,5138,4488,4229,4618,5993,6535,4995,2137,1818409,36.41,-94.8,2052,75.722222,,,,,,,8.26,8.57,6.99,5.08,6.35,,14.93,11.75,6.03,12.7,,7.62,,,4.76,11.12,24.45,4.45,6.99,,6.35,8.89,42.56,4.76,5.72,4.76,,5.08,5.727778,-0.75,14.355556,0.0,,-4.916667,46.747049
US_OK_40041,2020-01-06,ChIJSySPkwjMyYcRg5Aw_xbBQpU,Q484752,geoId/40041,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2,,,,,,,42672,21015,21657,4539,5138,4488,4229,4618,5993,6535,4995,2137,1818409,36.41,-94.8,2052,75.722222,,,,,,5.22,5.22,9.86,7.54,6.09,7.54,4.35,15.07,9.28,5.51,9.28,4.93,6.09,6.38,5.8,4.93,9.86,27.83,7.25,7.25,,6.38,,43.48,4.35,5.51,5.22,,,4.622222,-1.738889,13.094444,0.0,,-3.633333,55.81393
US_OK_40041,2020-01-07,ChIJSySPkwjMyYcRg5Aw_xbBQpU,Q484752,geoId/40041,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2,,,,,,,42672,21015,21657,4539,5138,4488,4229,4618,5993,6535,4995,2137,1818409,36.41,-94.8,2052,75.722222,,,,,,4.75,,10.33,7.26,8.1,5.03,4.19,9.77,9.77,5.31,9.49,,,6.42,4.19,5.58,15.36,25.97,4.75,4.75,,5.03,11.45,43.56,,5.03,7.82,3.91,3.91,4.766667,-2.416667,12.722222,0.0,,-4.994444,49.63474
US_OK_40041,2020-01-08,ChIJSySPkwjMyYcRg5Aw_xbBQpU,Q484752,geoId/40041,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2,,,,,,,42672,21015,21657,4539,5138,4488,4229,4618,5993,6535,4995,2137,1818409,36.41,-94.8,2052,75.722222,,,,,,,6.58,10.69,8.78,5.76,3.84,,17.0,9.6,5.21,8.78,4.94,,4.94,,,12.34,25.78,7.68,8.5,,3.84,7.4,37.84,4.11,11.79,4.94,,,7.5,1.166667,16.527778,0.0,,-6.1,38.431889
US_OK_40041,2020-01-09,ChIJSySPkwjMyYcRg5Aw_xbBQpU,Q484752,geoId/40041,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2,,,,,,,42672,21015,21657,4539,5138,4488,4229,4618,5993,6535,4995,2137,1818409,36.41,-94.8,2052,75.722222,,,,,,4.38,7.95,14.8,4.93,6.58,5.48,,16.45,9.59,6.85,9.32,4.66,5.76,6.3,7.67,,7.95,32.34,6.03,6.03,4.93,,8.22,39.47,4.11,8.77,7.13,6.3,5.76,12.561111,10.855556,14.616667,0.0,,4.327778,57.688055
US_OK_40041,2020-01-10,ChIJSySPkwjMyYcRg5Aw_xbBQpU,Q484752,geoId/40041,US,United States of America,OK,Oklahoma,40041,Delaware County,US,USA,2,,,,,,,42672,21015,21657,4539,5138,4488,4229,4618,5993,6535,4995,2137,1818409,36.41,-94.8,2052,75.722222,,,,,,3.85,5.39,10.27,4.88,4.88,6.68,4.88,14.89,9.76,,9.24,4.11,4.62,4.62,5.14,4.88,7.45,26.71,8.22,7.45,4.88,4.88,5.65,36.21,5.14,6.68,5.39,3.6,,15.261111,11.672222,18.45,6.985,,14.088889,92.797629
