location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MS_28111,2020-01-01,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,26.32,33.84,8.228395,2.666667,15.537037,0.0,2.333333,66.615594
US_MS_28111,2020-01-02,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,,38.48,17.660494,12.376543,22.975309,7.394222,14.993827,84.445904
US_MS_28111,2020-01-03,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,25.68,46.22,17.771605,14.901235,22.228395,25.5905,16.604938,92.966017
US_MS_28111,2020-01-04,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,25.88,24.58,14.339506,10.882716,17.512346,14.675556,8.969136,70.306806
US_MS_28111,2020-01-05,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,28.36,32.62,7.796296,0.604938,16.746914,0.028222,1.919753,66.736508
US_MS_28111,2020-01-06,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,,33.51,11.512346,3.320988,20.802469,0.0,6.858025,73.158812
US_MS_28111,2020-01-07,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,,25.03,13.876543,9.12963,17.839506,0.0,4.975309,55.281847
US_MS_28111,2020-01-08,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,35.16,31.39,7.808642,-0.691358,17.95679,0.0,-0.135802,57.301204
US_MS_28111,2020-01-09,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,,27.29,11.037037,2.728395,21.17284,0.0,7.216049,77.32164
US_MS_28111,2020-01-10,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,,23.61,19.08642,17.54321,21.265432,1.8415,16.777778,86.587761
US_MS_28111,2020-01-11,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,,35.91,20.364198,16.549383,22.820988,13.6525,18.740741,90.508448
US_MS_28111,2020-01-12,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,,34.02,12.654321,9.006173,17.95679,15.804444,10.907407,89.203219
US_MS_28111,2020-01-13,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,,32.27,16.592593,14.401235,19.216049,0.4445,15.320988,92.258881
US_MS_28111,2020-01-14,ChIJbZInDAuOnIgRMsUJPIm_yas,Q490219,geoId/28111,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2,,,,,,,12014,5892,6122,1473,1548,1498,1386,1460,1727,1492,966,464,1832973,31.17,-88.99,1684,74.166667,,,,,27.46,20.805556,17.590278,24.875,5.23875,19.645833,93.165371
