location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47025,2020-01-01,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,10.53,6.39,8.65,7.9,6.02,27.45,16.17,6.39,,6.77,8.27,28.95,,10.15,,33.84,7.52,9.78,5.15,0.6,9.772222,0.0,,-3.094444,55.278601
US_TN_47025,2020-01-02,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,6.64,10.44,5.7,5.7,5.7,26.89,13.92,11.71,6.64,5.7,,31.32,6.33,5.06,7.91,40.81,8.86,8.54,4.605556,0.061111,8.222222,1.23825,,-0.216667,71.454549
US_TN_47025,2020-01-03,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,6.78,13.56,11.62,5.17,7.1,27.12,16.14,12.91,5.81,8.07,5.49,32.28,6.13,7.75,8.39,41.65,8.07,,8.944444,5.127778,11.75,22.76475,,8.641975,97.524442
US_TN_47025,2020-01-04,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,9.05,10.44,,6.26,6.26,24.36,9.4,8.7,6.96,5.92,6.26,25.06,8.35,9.05,6.26,37.59,6.61,6.26,9.255556,2.05,12.994444,5.715,,7.216667,87.193924
US_TN_47025,2020-01-05,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,11.2,10.15,7.35,,5.95,21.7,11.2,8.75,,6.3,7.7,29.39,,6.3,,38.14,10.15,5.25,3.377778,0.611111,9.755556,0.762,,-2.233333,66.866297
US_TN_47025,2020-01-06,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,8.08,9.52,6.92,6.35,6.92,23.66,14.13,12.4,5.48,6.92,12.4,35.77,9.23,6.63,,41.25,4.9,4.04,3.811111,-2.45,11.305556,0.0,,-2.605556,63.275687
US_TN_47025,2020-01-07,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,5.57,11.71,11.98,4.74,,17.0,8.64,14.21,7.53,7.8,10.31,34.28,9.76,7.53,6.69,39.02,8.92,6.69,4.666667,-0.161111,10.088889,3.90525,,-0.994444,67.253687
US_TN_47025,2020-01-08,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,10.41,15.19,8.72,6.47,4.5,15.47,10.13,11.81,4.22,6.47,9.85,37.41,12.94,12.66,7.03,39.95,17.16,8.72,5.038889,-0.588889,11.716667,0.4318,,-3.905556,52.588142
US_TN_47025,2020-01-09,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,7.31,10.12,11.53,7.59,4.22,21.66,11.25,12.09,5.62,6.75,7.59,35.72,9.28,7.31,6.19,45.28,11.53,7.03,4.333333,-2.761111,14.488889,0.0,,-2.038889,63.623475
US_TN_47025,2020-01-10,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,6.17,11.77,7.85,5.61,5.05,22.99,11.21,11.49,4.21,7.01,7.29,40.09,8.69,8.69,3.92,37.84,9.81,5.89,12.622222,8.594444,17.288889,0.0,,4.155556,56.693139
US_TN_47025,2020-01-11,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,9.91,8.63,9.91,5.76,,13.43,7.36,9.91,,6.08,8.63,33.9,8.63,6.72,7.36,36.78,9.91,,17.911111,12.1,23.027778,2.286,,12.127778,69.159461
US_TN_47025,2020-01-12,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,7.5,17.73,11.93,,7.16,17.39,11.59,10.23,11.25,10.57,11.93,34.43,9.89,9.55,7.84,46.02,7.84,11.25,12.122222,6.911111,19.433333,10.795,,7.644444,74.298335
US_TN_47025,2020-01-13,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,9.17,12.68,7.55,3.77,4.85,19.42,11.06,13.48,,5.39,7.82,37.48,9.44,10.52,7.01,36.68,10.79,6.47,7.333333,3.033333,14.8,0.0,,5.483333,88.222604
US_TN_47025,2020-01-14,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,7.1,7.64,12.83,8.19,9.83,25.67,14.2,17.48,11.2,69.35,12.29,58.7,12.83,,12.01,38.5,9.56,6.55,12.794444,8.644444,15.411111,5.1435,,11.811111,93.864683
US_TN_47025,2020-01-15,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,8.56,10.16,6.42,7.76,5.62,22.73,9.9,9.63,5.62,27.01,13.37,44.13,8.83,9.09,7.76,48.41,15.51,4.01,14.018519,11.240741,17.395062,3.701143,,13.308642,95.585956
US_TN_47025,2020-01-16,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,8.76,16.02,8.16,5.14,5.14,24.18,9.67,11.79,5.44,9.97,13.6,39.59,8.16,5.74,9.37,43.82,7.86,10.88,11.290123,6.37037,16.925926,1.016,,4.981481,65.291249
US_TN_47025,2020-01-17,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,11.29,14.04,9.46,5.19,7.63,21.67,10.99,18.01,7.94,9.46,12.21,49.76,12.21,7.63,5.5,50.37,6.72,7.63,1.858025,-1.783951,6.351852,0.056444,,-7.364198,50.793277
US_TN_47025,2020-01-18,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,7.41,12.25,7.41,7.41,8.06,19.34,12.89,9.99,11.6,15.15,10.64,39.0,5.8,9.99,8.7,41.25,10.64,5.16,6.567901,2.17284,9.253086,0.798286,,-2.030864,54.48699
US_TN_47025,2020-01-19,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,12.3,10.4,8.2,4.41,7.25,22.39,9.77,10.09,,5.67,5.99,32.16,5.99,4.73,,42.56,11.98,6.31,2.729167,-2.652778,9.527778,5.715,,-3.194444,65.106324
US_TN_47025,2020-01-20,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,8.93,13.69,11.31,7.44,7.74,26.2,13.99,14.88,5.66,8.93,12.21,45.25,8.04,11.91,8.34,42.57,15.18,8.93,-5.152778,-6.784722,-2.715278,0.0,,-11.180556,62.81974
US_TN_47025,2020-01-21,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,7.51,9.46,10.29,8.35,5.84,20.59,9.18,14.47,6.96,7.51,11.68,41.73,12.52,6.96,6.12,46.46,9.74,4.17,-3.233333,-5.511111,0.405556,0.0,,-11.2,54.558379
US_TN_47025,2020-01-22,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,10.9,15.65,10.34,5.03,6.71,27.11,12.86,8.38,5.03,6.43,11.18,47.8,7.27,7.55,6.43,39.97,5.03,8.94,-3.294444,-9.138889,5.194444,0.0,,-9.294444,63.312479
US_TN_47025,2020-01-23,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,4.67,10.99,10.17,8.52,7.69,28.85,13.19,14.02,4.12,7.97,14.84,44.52,9.34,9.62,5.22,30.78,4.67,7.69,2.577778,-3.488889,9.094444,0.0,,-5.094444,57.544157
US_TN_47025,2020-01-24,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,5.87,10.89,9.22,6.14,5.58,28.76,9.22,12.01,,5.87,15.08,50.27,12.01,10.33,5.58,43.01,7.54,7.82,7.361111,2.955556,10.983333,7.65175,,5.088889,85.705564
US_TN_47025,2020-01-25,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,9.69,12.7,8.02,5.35,7.02,25.74,12.7,8.69,,5.35,8.02,43.45,12.7,11.7,7.69,48.47,5.35,6.35,4.166667,1.955556,8.094444,5.74675,,0.994444,80.095346
US_TN_47025,2020-01-26,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,6.24,13.1,4.37,8.42,5.61,32.74,11.23,8.73,5.92,5.61,9.04,55.2,11.54,7.8,4.99,40.23,10.29,4.99,2.894444,0.077778,5.755556,0.028222,,-2.211111,69.177584
US_TN_47025,2020-01-27,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,6.24,13.83,11.66,5.15,6.51,32.27,7.86,14.91,7.05,7.32,13.56,53.69,13.29,11.39,6.78,40.13,8.68,6.78,5.144444,1.888889,9.5,0.92075,,2.705556,84.470897
US_TN_47025,2020-01-28,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,8.24,13.74,9.89,4.4,6.32,31.04,17.31,12.91,7.42,10.99,12.09,53.85,10.16,5.22,7.14,39.01,13.19,7.69,3.322222,-1.294444,9.116667,1.0922,,-0.105556,78.433274
US_TN_47025,2020-01-29,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,12.08,11.8,7.03,4.5,7.03,34.56,13.21,11.24,7.03,7.03,8.15,46.37,10.96,7.87,5.06,37.66,15.17,5.06,3.872222,0.194444,8.327778,0.0,,0.05,76.277983
US_TN_47025,2020-01-30,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,6.62,10.76,13.24,8.28,5.79,40.27,15.72,12.14,9.93,8.28,12.41,51.3,11.59,8.0,8.0,44.13,5.79,11.31,5.088889,1.822222,9.727778,0.036286,,2.288889,82.42713
US_TN_47025,2020-01-31,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,8.85,12.82,14.04,7.94,7.63,36.94,12.21,14.65,11.6,7.63,14.04,53.12,9.77,7.33,7.63,40.61,10.38,6.11,7.138889,4.183333,10.972222,0.0,,3.577778,78.238785
US_TN_47025,2020-02-01,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,6.14,6.14,6.79,7.43,6.46,36.2,13.25,13.57,6.79,10.99,10.99,42.01,7.11,9.37,4.85,45.24,8.08,6.46,5.25,2.65,8.955556,0.1905,,3.561111,88.992254
US_TN_47025,2020-02-02,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,8.6,10.83,8.28,7.33,6.05,33.45,14.97,12.11,5.42,7.01,12.11,47.15,6.05,7.65,7.65,40.78,9.56,9.24,7.138889,0.322222,17.572222,0.41275,,0.661111,63.517525
US_TN_47025,2020-02-03,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,10.27,14.55,7.13,6.28,,31.95,15.12,16.26,9.41,10.55,14.26,55.34,10.84,10.27,10.27,46.21,8.84,5.71,10.316667,2.255556,20.511111,0.0,,1.672222,56.302629
US_TN_47025,2020-02-04,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,12.8,14.71,6.81,7.08,5.99,26.41,10.89,16.88,8.17,7.08,14.98,45.75,11.16,7.62,7.9,44.66,8.99,5.72,14.211111,8.777778,19.544444,1.8415,,8.316667,68.159853
US_TN_47025,2020-02-05,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,7.83,11.02,8.99,4.64,8.7,30.74,10.44,14.21,6.96,7.83,11.02,47.27,10.15,7.25,6.67,49.3,9.28,4.35,13.194444,9.922222,16.427778,12.28725,,12.3,94.514989
US_TN_47025,2020-02-06,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,9.21,10.11,,10.7,4.46,21.4,12.48,13.38,4.75,7.13,12.19,35.07,7.73,8.32,8.62,44.88,4.75,6.54,12.45,7.672222,15.15,42.8625,,11.888889,96.452546
US_TN_47025,2020-02-07,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,8.91,9.5,5.05,5.64,6.53,18.41,10.98,15.14,4.75,7.12,15.14,39.78,7.72,9.5,4.45,49.88,5.94,5.34,2.05,-1.088889,8.988889,9.87425,,-0.172222,85.576046
US_TN_47025,2020-02-08,ChIJ44Jp22iAXIgRMGzDj3sTOEI,Q495017,geoId/47025,US,United States of America,TN,Tennessee,47025,Claiborne County,US,USA,2,,,,,,,31661,15470,16191,3169,3714,4263,3522,4044,4484,4377,2821,1267,1847616,36.48,-83.66,1144,73.5625,,,,,8.24,12.68,,6.66,7.29,26.0,11.1,16.8,7.93,10.46,14.27,40.26,8.56,7.93,6.02,45.33,9.51,5.07,0.194444,-3.083333,4.994444,0.762,30.48,-2.938889,79.513034
