location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16081,2020-01-01,ChIJYQTMBgOiU1MRjYn2mcR_cmM,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2,,,,,,,11445,5993,5452,1644,1494,1266,1768,1822,1447,1277,518,209,1491029,43.75,-111.21,1167,85.4,,,,,10.7,12.84,,34.77,-5.061111,-9.288889,-1.255556,4.680857,,-7.111111,83.986511
US_ID_16081,2020-01-02,ChIJYQTMBgOiU1MRjYn2mcR_cmM,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2,,,,,,,11445,5993,5452,1644,1494,1266,1768,1822,1447,1277,518,209,1491029,43.75,-111.21,1167,85.4,,,,,10.91,19.09,,43.1,-3.844444,-8.338889,-1.194444,6.821714,,-6.358025,83.079109
US_ID_16081,2020-01-03,ChIJYQTMBgOiU1MRjYn2mcR_cmM,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2,,,,,,,11445,5993,5452,1644,1494,1266,1768,1822,1447,1277,518,209,1491029,43.75,-111.21,1167,85.4,,,,14.77,18.05,21.33,,25.7,-3.822222,-8.227778,-0.388889,0.0635,,-6.925926,80.465326
US_ID_16081,2020-01-04,ChIJYQTMBgOiU1MRjYn2mcR_cmM,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2,,,,,,,11445,5993,5452,1644,1494,1266,1768,1822,1447,1277,518,209,1491029,43.75,-111.21,1167,85.4,,,,9.65,17.03,15.33,,37.47,-5.988889,-13.45,1.583333,0.217714,,-8.623457,81.218109
US_ID_16081,2020-01-05,ChIJYQTMBgOiU1MRjYn2mcR_cmM,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2,,,,,,,11445,5993,5452,1644,1494,1266,1768,1822,1447,1277,518,209,1491029,43.75,-111.21,1167,85.4,,,,8.56,10.27,17.12,,39.37,-7.433333,-14.116667,0.5,0.689429,,-10.37037,80.380968
US_ID_16081,2020-01-06,ChIJYQTMBgOiU1MRjYn2mcR_cmM,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2,,,,,,,11445,5993,5452,1644,1494,1266,1768,1822,1447,1277,518,209,1491029,43.75,-111.21,1167,85.4,,,,,11.59,15.94,,36.22,-5.616667,-10.205556,-2.916667,1.17475,,-8.858025,77.951893
US_ID_16081,2020-01-07,ChIJYQTMBgOiU1MRjYn2mcR_cmM,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2,,,,,,,11445,5993,5452,1644,1494,1266,1768,1822,1447,1277,518,209,1491029,43.75,-111.21,1167,85.4,,,,10.64,12.67,19.26,,32.94,-1.944444,-7.094444,1.544444,0.73025,30.48,-5.598765,76.928575
US_ID_16081,2020-01-08,ChIJYQTMBgOiU1MRjYn2mcR_cmM,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2,,,,,,,11445,5993,5452,1644,1494,1266,1768,1822,1447,1277,518,209,1491029,43.75,-111.21,1167,85.4,,,,,8.7,17.91,,24.57,-2.616667,-5.916667,1.127778,0.616857,,-5.746914,80.464835
US_ID_16081,2020-01-09,ChIJYQTMBgOiU1MRjYn2mcR_cmM,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2,,,,,,,11445,5993,5452,1644,1494,1266,1768,1822,1447,1277,518,209,1491029,43.75,-111.21,1167,85.4,,,,,13.61,21.17,,31.75,-4.577778,-7.522222,-1.161111,1.705429,,-7.277778,81.4879
US_ID_16081,2020-01-10,ChIJYQTMBgOiU1MRjYn2mcR_cmM,Q491068,geoId/16081,US,United States of America,ID,Idaho,16081,Teton County,US,USA,2,,,,,,,11445,5993,5452,1644,1494,1266,1768,1822,1447,1277,518,209,1491029,43.75,-111.21,1167,85.4,,,,8.43,,25.82,,21.08,-11.483333,-21.672222,-3.5,1.923143,30.48,-15.154321,74.402108
