location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54091,2020-01-01,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,,17.02,23.25,43.67,1.104938,-0.919753,4.277778,0.03175,,-4.743056,63.222028
US_WV_54091,2020-01-02,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,9.45,18.9,29.53,45.48,3.197531,-2.382716,11.080247,0.0,,-4.284722,57.319078
US_WV_54091,2020-01-03,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,11.13,18.16,33.4,35.74,10.259259,6.555556,11.716049,5.225143,,8.9375,90.017063
US_WV_54091,2020-01-04,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,8.78,,23.98,38.61,8.753086,3.0,13.185185,10.196286,,7.534722,90.934831
US_WV_54091,2020-01-05,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,9.33,10.49,27.98,38.48,0.987654,-0.839506,5.54321,6.132286,,-1.354167,80.735549
US_WV_54091,2020-01-06,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,14.72,22.08,30.06,45.39,3.481481,-1.95679,6.425926,0.705556,,-2.590278,62.284348
US_WV_54091,2020-01-07,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,,10.67,21.94,46.84,-1.462963,-5.234568,3.814815,0.0,,-4.916667,76.428063
US_WV_54091,2020-01-08,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,9.51,14.86,39.24,41.02,0.08642,-5.092593,2.333333,2.54,,-6.826389,58.376445
US_WV_54091,2020-01-09,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,13.5,10.43,25.16,47.87,-2.012346,-9.098765,8.864198,0.056444,99.06,-9.916667,54.451228
US_WV_54091,2020-01-10,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,14.04,12.82,29.3,45.17,9.320988,3.462963,16.074074,0.0,78.74,0.263889,52.431526
US_WV_54091,2020-01-11,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,,10.4,25.69,40.98,16.228395,9.703704,21.475309,0.733778,50.8,9.354167,62.274024
US_WV_54091,2020-01-12,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,,17.85,22.46,39.16,11.0,4.611111,20.944444,11.901714,,6.763889,74.65867
US_WV_54091,2020-01-13,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,11.55,18.84,30.39,52.27,5.024691,0.12963,14.030864,0.762,,1.847222,81.140597
US_WV_54091,2020-01-14,ChIJNwrghrGOSogRM15NlEZb3MU,Q511095,geoId/54091,US,United States of America,WV,West Virginia,54091,Taylor County,US,USA,2,,,,,,,16914,8566,8348,1889,1833,1907,2037,2206,2494,2345,1402,801,1913127,39.34,-80.05,332,455,76.2,,,,12.7,12.7,26.61,44.74,6.253086,0.679012,12.203704,0.653143,,4.326389,87.958826
