location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_CA_06035,2020-01-01,ChIJy-T-M8DVzFQRDULlruqWmao,Q156340,geoId/06035,US,United States of America,CA,California,06035,Lassen County,US,USA,2,,,,,,,30920,19377,11543,3000,3010,5487,5028,4251,3957,3403,1839,945,396469,40.65,-120.58,12226,76.425,,,,,,3.11,2.0,,,3.88,2.22,2.0,5.77,2.22,,10.32,1.77,,5.961111,0.777778,12.727778,0.0,,1.160494,70.347766
US_CA_06035,2020-01-02,ChIJy-T-M8DVzFQRDULlruqWmao,Q156340,geoId/06035,US,United States of America,CA,California,06035,Lassen County,US,USA,2,,,,,,,30920,19377,11543,3000,3010,5487,5028,4251,3957,3403,1839,945,396469,40.65,-120.58,12226,76.425,,,,,1.72,,1.94,,2.58,5.27,3.12,1.72,7.53,,1.83,10.76,2.37,,4.261111,-0.95,12.116667,0.2032,,-0.796296,67.349821
US_CA_06035,2020-01-03,ChIJy-T-M8DVzFQRDULlruqWmao,Q156340,geoId/06035,US,United States of America,CA,California,06035,Lassen County,US,USA,2,,,,,,,30920,19377,11543,3000,3010,5487,5028,4251,3957,3403,1839,945,396469,40.65,-120.58,12226,76.425,,,,,1.94,3.23,1.73,1.83,,4.21,2.48,2.05,5.71,1.94,,9.7,,1.73,4.494444,-1.477778,13.955556,0.0,,-2.098765,63.267964
US_CA_06035,2020-01-04,ChIJy-T-M8DVzFQRDULlruqWmao,Q156340,geoId/06035,US,United States of America,CA,California,06035,Lassen County,US,USA,2,,,,,,,30920,19377,11543,3000,3010,5487,5028,4251,3957,3403,1839,945,396469,40.65,-120.58,12226,76.425,,,,,,2.51,2.18,,,3.81,2.18,1.85,5.23,,2.4,8.39,,,6.65,-1.1,12.777778,0.036286,,-0.166667,61.391851
US_CA_06035,2020-01-05,ChIJy-T-M8DVzFQRDULlruqWmao,Q156340,geoId/06035,US,United States of America,CA,California,06035,Lassen County,US,USA,2,,,,,,,30920,19377,11543,3000,3010,5487,5028,4251,3957,3403,1839,945,396469,40.65,-120.58,12226,76.425,,,,,1.8,1.91,,,,3.49,2.37,,6.53,,2.48,9.91,,,3.383333,-1.327778,9.188889,0.564444,,-0.907407,70.014779
US_CA_06035,2020-01-06,ChIJy-T-M8DVzFQRDULlruqWmao,Q156340,geoId/06035,US,United States of America,CA,California,06035,Lassen County,US,USA,2,,,,,,,30920,19377,11543,3000,3010,5487,5028,4251,3957,3403,1839,945,396469,40.65,-120.58,12226,76.425,,,,,2.02,2.7,2.02,,,4.05,1.74,1.45,6.85,1.83,1.74,8.87,2.22,1.64,1.822222,-4.138889,10.794444,0.0762,,-3.969136,63.569538
US_CA_06035,2020-01-07,ChIJy-T-M8DVzFQRDULlruqWmao,Q156340,geoId/06035,US,United States of America,CA,California,06035,Lassen County,US,USA,2,,,,,,,30920,19377,11543,3000,3010,5487,5028,4251,3957,3403,1839,945,396469,40.65,-120.58,12226,76.425,,,,,1.69,1.78,,,,2.62,2.25,2.25,5.53,,1.5,8.25,1.59,,2.561111,-3.538889,12.455556,0.0,,-3.240741,65.917943
US_CA_06035,2020-01-08,ChIJy-T-M8DVzFQRDULlruqWmao,Q156340,geoId/06035,US,United States of America,CA,California,06035,Lassen County,US,USA,2,,,,,,,30920,19377,11543,3000,3010,5487,5028,4251,3957,3403,1839,945,396469,40.65,-120.58,12226,76.425,,,,,1.45,2.0,2.27,,1.91,3.27,2.45,2.36,6.72,,,8.89,3.0,,2.966667,-2.872222,10.555556,0.41275,30.48,-1.333333,72.241231
US_CA_06035,2020-01-09,ChIJy-T-M8DVzFQRDULlruqWmao,Q156340,geoId/06035,US,United States of America,CA,California,06035,Lassen County,US,USA,2,,,,,,,30920,19377,11543,3000,3010,5487,5028,4251,3957,3403,1839,945,396469,40.65,-120.58,12226,76.425,,,,,1.94,,1.5,3.79,,1.94,2.12,1.59,5.91,,1.32,9.35,2.38,,2.638889,-0.405556,6.583333,3.302,,-0.641975,75.452338
US_CA_06035,2020-01-10,ChIJy-T-M8DVzFQRDULlruqWmao,Q156340,geoId/06035,US,United States of America,CA,California,06035,Lassen County,US,USA,2,,,,,,,30920,19377,11543,3000,3010,5487,5028,4251,3957,3403,1839,945,396469,40.65,-120.58,12226,76.425,,,,,1.97,1.41,,,1.6,2.54,2.16,,6.39,,1.5,7.89,1.6,,-0.95,-7.138889,8.3,2.3622,,-6.395062,64.788513
