location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01039,2020-01-11,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,7.06,9.75,12.1,,10.42,8.74,11.43,5.38,,9.41,,,6.05,,5.71,8.4,27.56,7.39,10.75,,7.73,46.71,4.71,9.41,6.38,4.71,5.38,21.580247,17.950617,24.339506,10.950222,18.083333,80.254652
US_AL_01039,2020-01-12,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,8.24,9.32,7.17,8.6,,6.09,11.82,9.67,5.73,11.47,,5.02,,5.73,8.24,12.9,24.36,11.47,6.09,,6.09,49.45,7.17,7.53,7.53,6.45,7.88,16.518519,12.216049,22.271605,19.783778,14.326389,85.931421
US_AL_01039,2020-01-13,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,5.83,8.45,12.82,6.41,,9.03,12.24,7.58,5.54,10.49,4.08,4.95,4.95,5.25,5.54,10.78,25.35,8.45,9.62,7.87,5.25,43.42,6.7,4.95,7.58,6.7,4.08,20.333333,16.901235,23.722222,15.042444,19.013889,90.833292
US_AL_01039,2020-01-14,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,4.72,10.04,13.58,8.86,5.32,5.91,11.81,7.38,9.45,14.47,,6.79,4.13,5.91,5.61,8.56,30.41,10.04,8.27,5.02,8.56,47.54,6.79,9.74,4.72,6.79,4.72,21.006173,17.814815,25.160494,26.331333,19.340278,90.20359
US_AL_01039,2020-01-15,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,4.18,8.35,10.74,10.14,5.67,9.25,10.44,7.16,5.67,11.93,,,5.97,4.18,7.46,10.44,34.9,9.25,10.74,9.54,5.37,49.22,6.86,8.35,,4.47,4.18,18.925926,14.635802,25.654321,19.416889,17.013889,87.984522
US_AL_01039,2020-01-16,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,7.08,,10.92,8.26,5.9,5.31,12.1,7.97,5.02,12.69,5.31,7.67,,7.08,5.02,9.15,23.02,4.43,7.38,7.38,6.79,44.26,5.61,8.56,7.08,7.08,4.72,20.660494,17.561728,24.104938,0.084667,18.1875,85.241726
US_AL_01039,2020-01-17,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,5.77,5.46,10.93,6.37,,5.77,12.75,8.8,6.68,6.98,,6.37,6.68,5.77,,7.59,24.58,5.16,6.68,5.16,6.37,43.09,,10.32,4.55,5.46,4.55,15.728395,9.796296,22.709877,0.028222,1.729167,38.812891
US_AL_01039,2020-01-18,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,5.67,8.51,9.93,10.99,6.03,7.45,8.51,7.09,9.22,9.57,5.32,6.74,6.38,4.96,,10.64,27.3,6.74,7.8,,8.86,46.09,,7.09,7.09,,,15.197531,11.203704,20.092593,1.354667,8.652778,65.304537
US_AL_01039,2020-01-19,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,7.32,10.62,8.05,11.71,7.32,6.22,13.54,6.22,5.49,8.79,6.22,7.32,,5.12,,6.59,30.02,5.86,10.98,5.86,,58.21,,10.25,5.86,5.49,8.05,13.888889,7.450617,19.024691,10.837333,7.534722,65.494283
US_AL_01039,2020-01-20,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,10.27,8.9,13.7,8.9,5.82,8.9,10.62,9.59,7.19,13.36,,6.85,,10.96,6.51,13.36,27.74,6.16,8.56,7.19,,51.02,6.16,10.96,9.25,8.22,8.22,4.407407,-0.018519,9.154321,4.261556,-6.277778,45.740622
US_AL_01039,2020-01-21,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,,11.47,8.47,7.1,7.38,5.74,18.85,8.2,7.38,7.65,7.65,4.1,,3.82,7.65,9.83,33.05,6.28,8.2,11.2,6.28,39.88,4.92,9.56,4.37,4.1,4.92,1.594444,-2.738889,7.261111,0.0,-7.154321,52.1918
US_AL_01039,2020-01-22,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,,6.24,10.85,5.97,6.51,7.33,17.91,7.05,5.16,9.5,,6.51,4.61,4.07,8.68,8.14,34.19,5.16,8.14,9.5,4.88,38.53,5.97,11.67,8.68,4.34,7.87,2.705556,-4.466667,11.655556,0.0,-6.271605,51.295619
US_AL_01039,2020-01-23,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,,6.31,11.83,7.1,3.94,7.36,18.14,15.51,,11.57,3.94,5.52,6.84,4.47,,8.68,28.4,5.0,9.99,5.79,5.0,37.34,5.26,9.2,6.57,5.52,6.31,8.577778,5.161111,12.555556,0.9398,2.296296,64.544488
US_AL_01039,2020-01-24,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,3.72,7.98,11.7,5.85,7.44,8.24,18.61,7.71,,9.84,,3.72,5.85,3.72,5.32,7.98,25.26,4.25,3.99,3.99,6.38,39.88,5.32,7.98,5.58,5.32,5.05,13.538889,9.116667,17.805556,8.6614,9.87037,78.103572
US_AL_01039,2020-01-25,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,6.28,6.64,15.13,6.28,5.54,10.34,18.46,11.81,5.17,13.29,,7.75,10.71,5.17,,13.29,39.87,5.54,12.92,,8.49,43.19,,12.92,,9.6,7.75,8.127778,1.155556,15.566667,0.4318,1.907407,64.619122
US_AL_01039,2020-01-26,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,8.45,7.77,11.82,5.74,9.12,6.08,33.45,6.76,,11.82,4.73,6.42,7.43,,,7.43,37.84,4.73,8.45,7.09,,47.97,5.07,8.11,7.43,6.42,,6.972222,1.661111,12.905556,0.0762,3.734568,79.562605
US_AL_01039,2020-01-27,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,4.99,5.52,17.09,7.62,4.21,4.47,35.48,13.93,4.47,8.94,4.99,5.78,4.99,4.47,4.73,6.83,36.8,9.73,6.05,,6.83,44.16,7.89,11.04,5.26,5.26,5.26,9.961111,6.605556,14.338889,2.5146,7.641975,85.200044
US_AL_01039,2020-01-28,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,,7.64,12.28,6.27,7.37,5.46,25.64,9.28,7.91,10.09,,,7.64,,4.09,11.73,37.65,7.09,9.55,6.0,6.82,44.46,6.27,13.64,5.73,6.0,6.27,8.933333,1.055556,18.822222,0.4826,3.222222,67.053358
US_AL_01039,2020-01-29,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,6.78,6.26,9.13,5.74,6.26,4.96,35.99,15.12,4.96,9.91,,5.21,6.0,4.43,,9.39,37.55,5.48,6.52,,7.3,46.68,,9.39,4.17,5.74,6.52,7.955556,4.872222,11.016667,3.2766,5.506173,84.484679
US_AL_01039,2020-01-30,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,6.24,7.59,9.49,,4.88,6.24,36.88,14.64,4.61,11.12,,6.51,,,5.15,9.49,37.16,7.87,7.05,5.97,5.97,38.78,,6.24,5.42,3.8,4.88,9.044444,2.572222,17.266667,8.0518,5.259259,76.874437
US_AL_01039,2020-01-31,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,,6.94,12.81,8.01,7.47,7.47,38.43,16.01,4.0,8.01,,6.67,,,,9.61,42.17,3.74,6.14,4.8,6.14,43.24,4.0,6.67,5.34,6.14,,10.622222,8.061111,12.572222,0.6858,8.166667,84.76242
US_AL_01039,2020-02-01,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,5.06,9.04,9.4,6.87,,8.31,34.7,16.27,,7.59,5.78,,6.14,5.42,,9.04,28.91,7.23,8.67,,9.04,45.18,,5.78,5.78,,5.42,9.622222,8.005556,13.455556,1.397,7.660494,88.136101
US_AL_01039,2020-02-02,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,7.02,,8.77,5.62,,6.32,35.45,9.12,,9.83,,5.26,8.42,,4.91,,32.29,5.26,7.72,6.32,,41.76,,8.42,7.37,,5.62,9.044444,0.761111,19.861111,0.0762,2.351852,62.315976
US_AL_01039,2020-02-03,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,,7.66,10.4,5.2,5.47,10.13,26.0,16.42,5.75,10.13,6.29,7.12,7.12,3.83,6.57,7.39,38.59,5.2,5.47,4.38,7.12,53.92,5.75,9.3,7.12,3.83,7.39,12.827778,3.111111,23.772222,0.0,6.5,65.225831
US_AL_01039,2020-02-04,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,4.87,9.16,10.31,10.31,6.87,11.17,26.63,12.03,,14.03,4.01,10.31,6.01,,,8.88,31.21,8.59,9.73,6.87,4.87,51.25,6.87,9.73,6.3,7.16,5.44,15.894444,9.088889,23.577778,0.1016,12.320988,79.230348
US_AL_01039,2020-02-05,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,4.01,5.62,11.51,8.56,5.62,6.69,23.55,8.83,4.28,8.29,6.15,3.75,6.96,5.89,,9.63,32.64,6.69,6.42,5.62,6.42,44.95,5.35,7.76,5.62,4.28,4.82,19.116667,15.866667,22.461111,13.1826,17.240741,88.897199
US_AL_01039,2020-02-06,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,7.12,8.55,9.4,9.4,5.7,4.56,22.8,12.54,4.56,8.26,4.84,,4.84,4.84,6.84,7.41,27.36,6.55,5.41,4.84,4.27,40.46,4.56,,4.56,9.97,3.99,20.355556,13.655556,24.011111,44.5008,18.623457,89.573652
US_AL_01039,2020-02-07,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,6.67,4.64,4.06,5.22,8.41,5.8,18.56,13.63,4.35,6.38,4.35,4.06,,,,8.99,26.1,6.09,8.12,5.8,,31.9,4.64,7.83,4.35,,,7.866667,1.494444,13.977778,19.2024,1.5,63.54782
US_AL_01039,2020-02-08,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,5.05,9.02,9.02,10.82,5.77,7.21,18.03,11.18,7.21,7.57,5.41,7.93,5.77,,,6.49,40.75,,9.74,,,38.95,,9.02,7.57,,8.65,7.422222,0.511111,16.972222,0.1778,3.888889,78.169625
US_AL_01039,2020-02-09,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,7.81,8.55,11.16,7.81,,,15.62,12.27,,11.16,6.32,,5.95,,7.81,6.32,28.63,8.18,9.3,5.95,,47.6,5.21,10.78,5.21,,,12.416667,5.744444,21.605556,0.4318,7.333333,70.961921
US_AL_01039,2020-02-10,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,,7.42,8.25,7.97,6.33,7.7,21.17,10.72,5.5,9.9,5.78,,4.4,,4.67,8.8,28.87,5.5,9.35,4.95,7.7,42.62,5.78,8.25,5.22,4.4,5.78,16.222222,10.15,22.688889,0.0254,11.617284,73.571759
US_AL_01039,2020-02-11,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,6.65,8.7,15.09,7.42,7.93,,14.58,11.25,3.84,10.74,6.65,8.44,6.91,5.88,,9.72,29.92,5.37,7.93,4.86,11.51,38.1,7.42,10.23,,8.7,,22.361111,20.183333,26.927778,0.9906,19.277778,82.959401
US_AL_01039,2020-02-12,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,7.13,8.97,10.29,6.86,5.81,9.77,17.68,10.56,7.39,10.03,6.07,7.13,5.81,4.22,4.49,8.45,25.07,,8.18,4.75,6.07,39.59,,7.92,5.28,6.6,5.01,20.961111,17.888889,26.127778,1.3462,17.770833,81.842377
US_AL_01039,2020-02-13,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,6.83,4.21,9.72,11.04,4.99,5.78,17.87,6.04,4.21,14.45,3.94,5.52,5.52,4.21,,9.2,24.18,6.31,5.26,4.21,6.57,41.0,,4.47,3.94,6.83,,19.516667,12.233333,23.777778,3.8354,16.802469,83.991073
US_AL_01039,2020-02-14,ChIJL6eZvYO9kYgR8JpPeJgyi8I,Q487725,geoId/01039,US,United States of America,AL,Alabama,01039,Covington County,US,USA,2,,,,,,,37062,17865,19197,4392,4405,4222,4090,4270,5298,4950,3372,2063,1848768,31.241944,-86.4525,2704,74.930769,,,,,6.58,4.78,8.67,7.18,,5.38,20.03,9.27,,5.68,7.47,,,,5.68,8.37,24.22,5.68,,,4.49,40.07,,6.28,5.38,,7.18,10.3,4.066667,17.733333,11.5824,1.302469,53.178963
