location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46081,2020-06-21,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,16,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,43,,,-12,,3.5,6.74,13.74,5.0,5.74,5.49,,4.75,,5.99,5.25,4.5,,,,,,16.73,6.49,9.24,,,4.75,27.22,,9.74,6.24,,4.75,17.851852,9.925926,25.240741,1.87325,,9.801587,57.132377
US_SD_46081,2020-06-22,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,16,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,34,,,-22,,3.75,9.62,13.14,7.28,6.34,3.29,,3.75,,3.52,6.34,,,,3.52,,,19.25,,10.8,3.75,,3.99,34.74,,9.15,3.29,,,16.814815,9.62963,24.5,1.354667,,9.801587,60.795225
US_SD_46081,2020-06-23,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,16,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,45,,,-22,,3.53,7.53,14.11,6.59,7.76,5.17,,6.35,4.71,4.0,7.76,4.47,3.53,3.76,,,4.47,17.88,6.35,10.82,,3.29,3.29,25.17,6.35,9.88,4.71,,,17.425926,7.493827,26.888889,0.141111,,8.0,51.579951
US_SD_46081,2020-06-24,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,1,0,17,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,42,,,-21,,,4.16,10.4,6.24,,4.39,,5.32,,3.24,6.71,,4.62,3.24,,,5.32,18.03,4.62,8.55,,,5.32,22.2,5.09,12.72,5.55,4.16,,21.82716,9.709877,31.271605,0.0,,8.777778,42.560778
US_SD_46081,2020-06-25,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,17,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,45,,,-22,,3.89,5.26,14.42,4.12,4.12,3.43,,5.49,3.21,,5.26,,3.21,,,5.49,4.58,16.48,,13.28,,,4.35,29.99,,11.9,5.49,,,22.222222,13.67284,31.061728,0.60325,,12.333333,53.189307
US_SD_46081,2020-06-26,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,1,0,18,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,34,40,,-22,,,4.89,9.56,6.76,,4.43,,5.36,3.73,,5.13,,3.26,,4.43,,4.66,15.62,,10.26,,,8.39,26.11,,6.06,3.5,,,20.265432,12.932099,28.685185,5.3975,,11.579365,56.320983
US_SD_46081,2020-06-27,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,1,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,32,,,-12,,4.42,6.13,13.25,4.42,,4.42,,4.17,,,4.66,5.15,3.93,,3.68,,3.44,19.63,4.17,9.57,,,5.4,30.67,,9.81,4.66,,4.66,23.419753,13.987654,32.598765,2.54,,10.984127,45.722399
US_SD_46081,2020-06-28,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,40,,,-11,,,4.22,10.77,,3.98,4.45,,5.15,3.98,3.98,6.56,4.68,3.28,3.28,4.22,,5.39,21.08,4.92,11.95,,3.28,,29.98,3.98,11.71,6.09,,3.51,22.888889,13.882716,32.154321,0.4445,,11.579365,48.234648
US_SD_46081,2020-06-29,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,49,,,-19,,,4.0,14.22,,,4.44,3.56,4.67,3.33,6.0,7.55,4.44,,,,4.89,5.11,17.33,5.78,10.44,,5.78,3.11,26.66,5.33,11.55,3.78,,,21.592593,13.907407,32.08642,2.455333,,14.222222,62.435124
US_SD_46081,2020-06-30,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,59,,,-22,,,5.96,9.93,4.19,3.31,5.07,3.53,4.63,3.31,3.09,4.41,,3.53,4.41,3.75,,4.19,14.56,4.63,10.81,,,4.19,27.57,3.09,8.82,3.75,3.53,3.75,18.635802,13.598765,31.148148,4.7625,,12.650794,66.208055
US_SD_46081,2020-07-01,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,59,,,-21,,3.66,4.81,13.27,4.12,4.58,,3.66,6.41,3.89,3.89,5.26,3.66,,,,3.43,6.41,16.48,5.04,8.47,,3.89,3.43,27.69,3.43,7.55,3.89,4.12,,17.91358,8.080247,28.561728,2.963333,,5.02381,41.38315
US_SD_46081,2020-07-02,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,81,,,-27,,3.38,5.17,7.87,4.5,4.72,5.4,,5.85,,3.38,8.32,3.38,4.05,4.28,3.38,3.15,4.95,14.17,4.05,7.87,3.6,4.5,,29.47,4.05,11.7,4.28,4.5,,23.672222,14.655556,32.144444,0.0762,,9.527778,40.302681
US_SD_46081,2020-07-03,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,55,50,,-42,,,3.17,13.37,,3.85,4.08,,6.34,3.63,,4.08,3.17,3.4,3.63,,,,13.6,3.63,8.16,,,,26.97,6.57,11.1,5.67,,,23.094444,14.027778,33.0,0.254,,12.520833,51.673615
US_SD_46081,2020-07-04,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,26,,,-21,,,,12.17,,6.2,5.25,3.82,6.92,,,3.82,4.29,,,,,,17.42,3.58,11.45,,4.29,,21.47,4.06,14.08,5.73,,,24.222222,15.244444,32.288889,0.2794,,13.826389,51.565378
US_SD_46081,2020-07-05,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,58,,,-8,,4.64,4.64,10.21,8.12,3.95,3.25,,4.18,,,5.34,,,,,,3.48,18.57,3.25,13.23,4.87,,4.87,29.01,,9.75,8.12,,3.25,22.733333,15.1,30.7,0.9525,,13.965278,56.768255
US_SD_46081,2020-07-06,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,56,,,-19,,,,13.49,6.96,6.53,3.48,4.57,5.22,,,6.96,5.0,5.0,3.7,,3.7,,15.88,,13.49,,,3.7,25.68,3.7,10.88,5.22,,3.7,21.072222,14.072222,29.583333,17.526,,14.201389,62.875566
US_SD_46081,2020-07-07,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,56,,,-24,,3.08,8.81,10.13,5.06,6.38,5.72,,6.17,,,4.62,3.74,5.06,3.74,,,6.38,22.24,,9.25,,3.08,,31.93,3.74,10.57,6.38,3.3,4.62,21.185185,14.037037,31.08642,5.2705,,14.912698,65.822643
US_SD_46081,2020-07-08,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,53,,,-22,,3.58,5.81,7.38,4.03,5.14,4.47,,5.37,,,6.71,4.25,5.59,3.13,,5.37,,20.35,5.14,7.6,,6.71,4.92,33.32,4.7,8.95,6.26,3.35,,21.666667,12.244444,30.9,0.127,,10.243056,46.967848
US_SD_46081,2020-07-09,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,58,,,-22,,3.17,6.34,13.82,5.44,5.44,,,7.93,,3.62,6.79,7.02,4.08,3.4,,,3.4,17.67,3.17,8.83,3.17,,,24.92,4.98,8.61,7.25,4.76,,20.238889,12.144444,28.472222,0.0,,10.576389,52.256155
US_SD_46081,2020-07-10,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,19,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,34,34,,-18,,3.89,5.03,8.46,8.91,3.89,,,8.23,,3.89,6.4,3.66,4.8,3.2,3.66,6.4,5.26,18.29,,11.89,3.2,6.17,4.57,28.12,,10.97,5.49,4.34,3.66,21.616667,13.683333,29.516667,2.286,,13.736111,60.004764
US_SD_46081,2020-07-11,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,1,0,20,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,35,,,-10,,,4.41,10.03,5.38,4.16,4.16,3.43,7.59,,3.43,4.89,,,,,5.14,3.92,15.91,,9.3,,4.41,4.65,21.78,,10.52,5.63,4.41,,20.37037,11.074074,28.907407,2.229556,,10.206349,49.943888
US_SD_46081,2020-07-12,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,20,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,59,,,-6,,3.72,3.49,13.03,4.89,4.42,3.72,,10.24,3.26,3.96,3.49,4.19,3.49,,,,3.72,19.32,4.89,9.54,,4.65,4.42,25.37,3.96,11.64,6.52,,,22.305556,12.194444,33.0,0.0,,11.354167,50.014271
US_SD_46081,2020-07-13,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,20,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,59,,,-21,,,5.58,9.66,5.8,5.15,3.65,,5.58,,3.87,7.73,3.22,6.87,,,3.65,3.87,18.47,4.94,9.23,,3.22,5.58,29.85,,5.8,6.44,3.01,,23.683333,13.461111,32.672222,0.0,,10.013889,41.501639
US_SD_46081,2020-07-14,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,1,0,21,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,62,,,-24,,4.03,6.57,9.75,6.15,4.66,5.72,3.18,7.21,,,5.51,2.97,5.09,4.66,2.97,,4.66,16.54,,7.21,,4.03,4.66,30.95,3.18,8.48,7.63,2.97,,16.755556,11.022222,26.983333,8.09625,,9.291667,59.469355
US_SD_46081,2020-07-15,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,21,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,62,,,-20,,3.68,6.28,11.27,5.85,4.12,3.25,3.25,7.8,,3.25,7.58,3.03,3.03,3.03,,,3.9,19.28,3.25,11.48,5.2,,3.68,26.0,4.77,7.8,5.2,,3.25,19.006173,10.475309,28.197531,2.850444,,8.396825,48.901299
US_SD_46081,2020-07-16,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,21,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,64,,,-23,,3.08,6.16,8.58,8.58,3.52,,4.4,7.04,3.3,,7.04,,4.18,,3.96,3.3,6.6,20.01,4.84,7.04,,,3.52,27.27,3.08,6.82,5.06,,3.96,21.728395,10.882716,29.555556,0.338667,,7.587302,38.665228
US_SD_46081,2020-07-17,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,21,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,43,44,,-21,,3.14,3.36,11.2,6.72,5.82,,,5.15,,4.26,6.27,4.03,5.15,3.14,,,3.81,15.9,,10.98,3.14,4.26,,30.46,3.14,10.08,4.48,,,25.67284,16.012346,34.734568,0.0,,11.150794,40.21933
US_SD_46081,2020-07-18,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,1,0,22,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,27,,,-13,,3.6,,12.96,6.72,3.84,5.76,,6.72,,,5.52,5.76,,,,5.04,4.32,16.32,,11.04,,,4.08,29.03,3.6,12.24,,4.08,,23.179012,15.666667,34.62963,0.0,,10.714286,44.953847
US_SD_46081,2020-07-19,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,22,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,51,,,-7,,,4.23,8.02,6.46,4.01,5.12,,7.35,,3.34,,4.01,,4.01,,,5.12,19.39,5.12,6.68,,3.34,3.79,25.85,3.34,8.02,4.46,,,19.494444,12.188889,27.483333,0.127,,10.361111,53.996355
US_SD_46081,2020-07-20,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,1,0,23,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,64,,,-19,,,7.74,14.18,3.87,3.44,6.02,,6.45,3.65,3.65,3.87,3.65,,4.51,3.65,6.45,3.22,20.41,4.94,10.96,5.37,4.08,4.08,32.44,3.65,9.45,4.08,,3.22,19.066667,12.538889,26.727778,2.822222,,13.506944,68.559974
US_SD_46081,2020-07-21,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,1,0,24,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,60,,,-22,,,7.2,12.87,7.2,3.49,3.71,,6.32,,4.14,5.67,,7.2,3.71,,5.45,5.02,13.52,4.36,9.38,4.14,,,29.0,3.49,6.98,4.58,,3.05,19.177778,10.688889,27.95,2.4638,,11.930556,61.221151
US_SD_46081,2020-07-22,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,24,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,61,,,-21,,,6.09,9.92,6.09,3.61,6.09,3.38,6.54,4.06,6.77,9.92,3.16,3.38,4.51,3.83,4.96,6.54,14.66,4.29,10.6,4.06,,4.74,28.87,3.16,6.99,5.19,,,23.777778,13.872222,33.616667,0.0254,,13.152778,51.368472
US_SD_46081,2020-07-23,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,2,0,26,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,72,,,-23,,,6.7,12.33,5.41,5.41,4.33,3.24,5.84,,,5.84,3.68,4.33,,,,4.76,13.84,3.24,7.14,4.54,4.11,4.11,26.38,,7.14,4.54,,,26.877778,17.938889,34.333333,0.0,,14.708333,47.607177
US_SD_46081,2020-07-24,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,-1,0,25,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,49,50,,-19,,,5.78,8.35,4.28,3.0,5.14,,4.5,3.0,3.85,6.85,3.42,,3.85,,4.5,3.42,15.41,,7.28,,,3.85,26.33,,5.99,5.78,4.07,,23.655556,16.677778,32.808642,1.651,,12.576389,48.201231
US_SD_46081,2020-07-25,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,25,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,43,,,-14,,5.03,6.86,13.26,6.86,8.0,,,6.17,3.89,4.57,5.71,,4.34,,,3.66,,14.17,4.57,8.23,,,4.11,27.66,,9.37,7.54,3.43,,24.083333,16.222222,32.494444,0.3556,,11.256944,43.966373
US_SD_46081,2020-07-26,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,25,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,58,,,-4,,3.41,4.77,10.22,4.54,6.13,5.22,,7.04,3.18,,5.22,3.41,,,,5.45,4.77,16.8,4.09,8.63,4.77,,4.09,29.98,,10.9,4.54,3.86,3.41,21.533333,13.977778,31.866667,0.028222,,10.930556,49.735174
US_SD_46081,2020-07-27,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,1,0,26,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,61,,,-20,,3.02,4.96,8.2,6.25,5.18,,3.23,6.69,,,5.18,3.45,5.18,,5.39,,,17.9,7.33,8.63,,3.02,,28.68,,6.25,5.61,,,22.527778,13.25,31.427778,1.3716,,10.659722,46.339468
US_SD_46081,2020-07-28,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,26,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,51,,,-22,,4.9,7.46,10.87,4.9,11.94,5.97,,4.69,,,5.12,4.48,3.41,,2.98,3.84,4.05,17.05,5.75,6.82,,4.26,,33.68,3.2,5.33,5.97,,3.2,22.655556,13.355556,31.411111,0.084667,,11.277778,48.176758
US_SD_46081,2020-07-29,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,26,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,66,,,-23,,3.86,7.29,12.21,6.64,7.5,4.71,,6.64,3.0,4.07,4.93,4.71,3.0,4.5,3.21,4.71,5.79,21.0,4.71,5.57,4.93,4.5,6.21,30.22,5.14,8.36,4.07,3.0,,19.944444,15.265432,25.777778,1.42875,,14.753968,71.538453
US_SD_46081,2020-07-30,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,26,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,74,,,-22,,4.05,10.35,11.25,4.95,6.98,,3.6,3.38,,,6.3,3.15,,,,4.05,4.05,16.88,,9.23,4.73,,3.38,30.61,3.15,7.88,3.83,4.5,3.38,20.030864,14.67284,28.179012,3.33375,,14.325397,69.499833
US_SD_46081,2020-07-31,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,26,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,45,52,,-20,,4.19,6.28,11.63,5.58,6.05,4.42,,5.12,,,4.42,4.89,3.49,,,,5.12,20.94,4.65,7.68,,,,23.73,,6.28,,,,22.138889,13.590278,31.395833,2.9845,,11.527778,48.837758
US_SD_46081,2020-08-01,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,1,0,27,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,37,,,-7,,,5.38,12.71,5.62,4.64,3.67,3.91,5.62,4.4,,10.27,4.4,3.91,,,,4.16,19.31,3.67,9.29,,,,27.86,4.16,7.58,,,,20.872222,14.483333,29.877778,2.1336,,12.784722,58.197527
US_SD_46081,2020-08-02,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,3,0,30,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,69,,,-3,,4.94,4.7,9.17,5.64,4.7,4.23,,4.47,,,17.4,3.76,,,4.0,4.94,4.7,16.46,,6.58,3.53,3.53,,30.57,4.94,8.94,,,,19.105556,10.438889,27.005556,0.889,,9.756944,53.99067
US_SD_46081,2020-08-03,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,2,0,32,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,87,,,-20,,4.8,4.58,11.13,4.37,6.11,4.15,3.06,6.33,3.27,,8.3,3.71,3.27,,,,5.89,23.8,3.06,6.55,,3.06,,30.13,,8.3,5.89,3.06,,20.222222,11.916667,28.738889,0.0,,9.944444,51.581624
US_SD_46081,2020-08-04,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,0,0,32,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,93,,,-22,,4.14,6.76,10.25,7.2,5.24,4.58,3.05,5.67,,,9.38,,,,,,3.05,17.67,5.89,7.2,3.93,,4.14,33.6,,6.98,5.67,4.14,4.58,21.061111,13.411111,28.15,1.241778,,12.444444,56.499848
US_SD_46081,2020-08-05,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,3,0,35,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,87,,,-23,,,9.04,10.58,5.51,3.75,,,7.5,,4.41,5.29,3.53,3.31,,3.09,6.61,4.41,16.31,4.41,9.26,,4.85,5.07,24.25,3.31,5.51,3.09,,4.41,20.855556,12.661111,28.483333,0.1524,,10.569444,50.551124
US_SD_46081,2020-08-06,ChIJgzdJ6vajMlMRs3gfVRaoiOw,Q489099,geoId/46081,US,United States of America,SD,South Dakota,46081,Lawrence County,US,USA,2,5,0,40,0,,,25677,12858,12819,2488,3133,3645,2976,2582,3441,4054,2074,1284,1739829,44.36,-103.79,2073,79.26,85,,,-24,,,4.86,12.15,4.42,,3.31,,5.74,,,4.42,3.09,3.98,,,3.75,6.18,16.57,5.08,5.3,,,4.64,28.49,3.09,5.96,4.86,,4.42,22.177778,12.733333,32.383333,0.028222,,11.708333,51.878872
