location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51035,2020-01-01,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,7.12,13.12,6.37,,10.49,15.74,8.24,8.24,29.23,6.0,7.12,44.6,5.25,9.37,4.022222,0.783333,8.355556,0.0,,-2.088889,64.863505
US_VA_51035,2020-01-02,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,11.53,14.61,8.84,6.92,,17.68,5.77,11.53,36.91,6.54,6.15,47.67,8.84,,3.188889,-1.133333,9.25,0.2032,,-1.338889,72.617174
US_VA_51035,2020-01-03,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,7.41,8.15,8.53,,5.93,16.68,8.15,,31.51,6.67,10.01,49.67,11.49,,8.005556,2.322222,11.211111,7.46125,,7.588889,97.231442
US_VA_51035,2020-01-04,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,9.5,11.02,9.12,8.36,6.08,21.65,11.39,8.74,33.42,6.08,8.36,45.58,11.78,9.12,10.116667,3.161111,13.605556,7.08025,,8.788889,91.519113
US_VA_51035,2020-01-05,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,12.41,12.02,8.92,6.2,8.14,20.16,10.08,7.75,27.53,7.75,13.57,40.72,8.14,7.75,2.133333,-0.45,8.838889,1.947333,,-3.938889,65.068954
US_VA_51035,2020-01-06,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,14.35,13.57,10.47,9.7,5.43,26.37,12.02,10.08,32.19,8.92,11.63,42.66,8.53,,4.105556,-1.333333,9.933333,0.0,,-4.516667,53.796918
US_VA_51035,2020-01-07,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,10.24,6.95,9.87,6.21,,18.64,12.06,7.31,28.15,10.24,5.85,40.21,5.85,8.41,1.3,-1.938889,8.083333,2.6035,,-3.833333,69.424005
US_VA_51035,2020-01-08,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,9.6,12.79,10.79,,,11.59,8.0,13.99,34.78,6.0,11.59,61.16,9.2,,3.661111,-1.311111,9.083333,0.9144,50.8,-4.983333,53.691967
US_VA_51035,2020-01-09,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,8.13,11.79,,6.51,,17.48,8.13,13.01,36.19,8.13,9.35,42.29,11.38,,3.35,-2.444444,10.105556,0.1016,30.48,-5.816667,51.339113
US_VA_51035,2020-01-10,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,10.6,6.12,8.97,10.19,7.34,15.49,13.86,7.75,33.43,6.93,10.19,46.07,12.64,6.52,6.666667,-0.938889,12.194444,0.0,,1.572222,70.163207
US_VA_51035,2020-01-11,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,8.87,13.12,12.35,,8.87,18.13,9.26,5.79,28.55,7.33,10.03,40.51,10.8,,13.338889,5.827778,18.944444,2.921,,11.85,90.997958
US_VA_51035,2020-01-12,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,6.9,9.34,8.93,,6.49,21.11,10.55,7.71,30.04,,9.34,45.05,10.15,,14.922222,8.355556,19.45,25.9715,,9.966667,72.326325
US_VA_51035,2020-01-13,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,11.11,19.05,13.1,7.14,6.75,14.69,8.34,6.35,30.16,5.56,7.54,44.45,8.34,8.34,10.144444,6.433333,16.605556,0.423333,,7.1,82.320581
US_VA_51035,2020-01-14,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,5.57,10.35,10.35,11.54,11.14,19.5,9.15,10.74,23.48,8.36,8.36,55.7,12.73,7.56,11.844444,7.911111,15.783333,3.664857,,10.883333,93.919312
US_VA_51035,2020-01-15,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,10.46,11.26,8.85,9.25,9.25,18.5,14.88,9.25,30.97,8.45,,47.46,5.63,8.04,11.677778,7.577778,15.877778,1.197429,,9.922222,89.218491
US_VA_51035,2020-01-16,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,10.68,22.59,11.5,7.8,,13.97,10.68,13.97,33.27,6.98,,45.6,8.63,7.39,11.216667,6.033333,15.888889,0.4572,,4.144444,61.909237
US_VA_51035,2020-01-17,ChIJ14psjPsCUogRPK9h0Aq10oY,Q488917,geoId/51035,US,United States of America,VA,Virginia,51035,Carroll County,US,USA,2,,,,,,,29812,14790,15022,2800,3275,2974,2915,3820,4583,4579,3181,1685,2532620,36.73,-80.73,1237,76.4,,,,,,11.82,15.9,6.52,9.79,7.75,19.57,13.46,11.01,44.45,,10.6,50.56,11.42,8.56,1.283333,-2.688889,7.216667,0.0,,-10.527778,41.73062
