location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22095,2021-04-04,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3615,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-29,12,,28,-23,,3.2,7.91,,9.22,4.33,3.39,,,,,2.63,7.72,,3.58,3.01,2.82,7.53,3.76,3.76,,,4.89,,2.82,6.59,14.68,6.4,2.82,7.53,,2.82,,3.95,27.67,,5.27,6.59,7.15,3.58,2.63,3.58,16.161111,9.216667,22.583333,0.0,8.597222,61.869409
US_LA_22095,2021-04-05,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,8,0,3623,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-11,4,-44,20,-31,6,2.51,8.48,,13.51,5.81,5.81,,3.3,3.61,2.2,3.93,7.54,2.67,4.4,3.93,3.77,10.37,,4.4,2.36,4.4,2.98,4.08,2.67,7.23,19.01,6.13,3.77,8.8,2.51,4.71,4.4,5.34,32.99,4.24,6.28,6.28,6.28,3.93,2.98,3.61,16.888889,9.916667,24.266667,0.0,10.368056,66.650971
US_LA_22095,2021-04-06,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3623,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-14,2,-54,18,-28,5,3.46,7.39,2.99,10.06,6.13,2.99,2.67,4.4,5.19,2.83,,7.23,3.46,4.24,4.09,5.34,9.43,4.56,3.62,2.67,2.2,3.77,3.3,2.99,8.02,18.08,3.77,,7.54,3.14,8.49,2.67,4.56,33.95,2.67,5.34,5.5,4.09,4.87,3.14,,20.338889,14.116667,26.738889,0.127,15.944444,76.625106
US_LA_22095,2021-04-07,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,3,0,3626,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-13,-1,-48,12,-25,4,5.03,6.24,2.74,10.35,7.16,3.5,2.13,3.5,2.44,,2.89,9.44,,2.44,3.04,5.03,8.07,3.35,2.74,4.42,3.5,4.57,4.87,,4.11,14.92,4.26,2.74,6.7,,3.35,3.35,6.24,34.11,2.89,5.33,4.87,6.24,4.42,3.35,3.2,22.255556,17.577778,26.933333,0.0254,18.166667,78.088088
US_LA_22095,2021-04-08,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,5,0,3631,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-14,7,-40,10,-23,5,5.42,7.89,2.79,10.37,4.8,4.64,3.4,6.5,2.63,,4.49,5.57,2.48,3.87,3.1,4.18,9.6,2.79,4.02,,2.79,5.73,4.18,2.32,5.73,18.11,3.25,2.79,6.34,,4.18,4.95,6.34,31.73,,4.33,4.95,4.95,3.71,,4.33,22.711111,17.205556,27.666667,30.790444,17.402778,71.533077
US_LA_22095,2021-04-09,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,-1,0,3630,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-16,-1,-41,14,-24,5,3.38,8.86,2.9,9.5,5.96,2.9,2.74,5.32,5.64,,,7.73,3.71,2.58,3.22,2.25,6.61,,3.22,2.9,2.74,4.03,5.64,,6.28,15.3,4.19,2.58,6.93,,5.64,5.32,4.35,31.25,2.9,4.51,5.8,4.99,4.83,4.51,2.58,24.65,20.777778,29.605556,4.8768,21.131944,81.010329
US_LA_22095,2021-04-10,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3630,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-19,-2,,3,-18,6,4.08,10.2,3.4,7.31,5.78,3.06,,,2.72,,3.57,5.1,,2.38,,3.74,5.61,4.25,3.74,,5.44,6.46,3.4,3.74,6.29,13.26,2.38,,5.27,2.38,2.89,4.76,3.4,34.33,2.89,5.27,4.76,2.89,4.59,3.06,,22.005556,16.577778,25.805556,32.624889,19.222222,84.335942
US_LA_22095,2021-04-11,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3630,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-4,8,,46,-15,,3.42,5.82,2.57,10.78,5.64,3.59,3.08,4.45,4.62,,3.42,6.5,2.57,2.91,3.25,3.76,9.07,3.25,3.76,3.59,,4.96,3.94,3.25,6.67,16.59,4.79,2.4,9.41,,3.59,3.25,5.47,34.22,2.4,4.45,6.33,4.45,5.13,,4.79,21.711111,17.066667,26.433333,2.7432,14.25,62.512294
US_LA_22095,2021-04-12,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,9,0,3639,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-14,-1,-45,13,-20,3,3.84,7.22,,10.29,8.76,4.45,2.15,3.23,2.46,2.61,3.53,8.6,3.84,4.3,5.38,2.3,7.37,3.69,2.77,2.3,4.3,4.61,4.61,3.07,7.53,18.12,5.53,3.69,7.83,3.07,3.69,3.53,5.22,32.87,3.23,5.53,7.83,2.61,3.38,2.15,3.23,20.366667,13.555556,27.8,0.0,12.659722,62.832986
US_LA_22095,2021-04-13,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,6,0,3645,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-32,-25,-65,21,-24,11,3.87,6.54,2.38,9.07,6.84,4.61,2.68,4.31,4.91,3.12,2.83,7.88,3.57,3.57,2.23,4.01,9.37,3.87,3.27,2.68,4.31,4.91,4.61,4.46,7.29,17.99,5.5,,7.43,3.72,4.31,4.61,4.61,35.84,6.1,3.87,6.84,4.46,3.42,2.97,3.12,19.45,15.15,24.694444,9.877778,16.305556,83.57937
US_LA_22095,2021-04-14,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,6,0,3651,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-22,-14,-69,9,-28,10,5.72,9.97,4.1,9.82,6.01,3.37,2.79,4.4,2.64,2.49,4.69,6.74,6.16,3.08,3.37,6.01,8.21,3.66,4.1,2.49,3.81,5.72,3.81,3.23,7.62,16.42,3.81,,8.21,2.93,5.72,2.64,5.72,30.63,2.79,4.25,3.37,3.52,5.57,2.79,3.08,18.588889,16.161111,21.338889,28.730222,15.680556,84.570633
US_LA_22095,2021-04-15,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,2,0,3653,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-17,7,-45,3,-24,7,3.18,8.48,,9.39,6.36,4.54,2.27,6.36,3.18,2.73,2.58,8.33,3.48,4.7,2.88,,10.15,2.88,4.39,2.12,3.94,3.33,4.24,2.73,4.54,19.84,5.15,3.48,6.51,,5.0,4.85,5.15,30.59,2.27,4.09,5.6,6.21,4.24,2.88,3.03,20.183333,17.805556,23.766667,31.693556,17.902778,86.685652
US_LA_22095,2021-04-16,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,3,0,3656,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-25,-2,-43,4,-24,9,3.93,7.08,2.83,7.08,4.09,3.93,2.99,3.15,3.15,,2.99,6.92,3.78,5.04,4.09,4.56,8.97,3.62,4.09,3.15,2.2,3.3,4.41,2.2,8.97,16.36,5.51,4.88,5.82,2.36,2.67,4.88,3.93,32.41,4.09,5.19,5.04,4.72,4.09,,3.3,19.394444,15.522222,21.740741,16.622889,16.1875,82.1564
US_LA_22095,2021-04-17,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3656,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-19,-3,,5,-20,8,5.47,7.62,3.65,8.28,4.8,4.31,,4.47,3.31,3.15,,5.3,4.14,5.47,3.48,4.64,5.96,3.65,3.65,3.15,4.64,3.31,2.32,,6.63,19.05,4.31,2.32,5.8,,5.3,,6.63,31.65,,4.47,6.46,4.14,,,2.98,18.316667,16.688889,19.616667,18.062222,16.583333,89.707407
US_LA_22095,2021-04-18,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3656,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-12,11,,37,-16,,3.06,7.47,,7.81,5.6,4.41,3.23,6.28,3.23,2.88,3.56,5.43,3.56,3.9,3.9,4.41,5.43,3.39,3.56,,5.26,3.39,3.39,2.55,4.75,16.97,,,7.81,3.56,3.56,3.06,2.88,30.55,,4.24,4.41,3.23,5.43,,2.55,17.194444,13.888889,21.327778,6.491111,12.465278,73.792991
US_LA_22095,2021-04-19,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,5,0,3661,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-16,2,-45,0,-20,3,4.54,7.99,3.92,8.77,7.83,5.48,4.07,4.38,3.44,2.82,2.19,7.99,,7.05,3.29,4.54,8.14,3.76,3.44,,4.54,3.6,4.86,2.35,6.58,17.7,6.11,2.19,5.48,,4.23,4.38,3.6,33.83,3.29,5.33,5.64,4.07,6.89,3.13,3.92,17.855556,12.572222,22.716667,0.084667,8.840278,55.825574
US_LA_22095,2021-04-20,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,7,0,3668,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-12,3,-40,25,-20,3,2.51,7.05,3.6,10.34,5.95,3.76,4.54,4.86,4.54,2.51,4.23,4.86,4.07,2.51,3.76,3.76,8.46,,2.98,,4.07,2.66,2.35,,10.81,16.91,4.7,2.66,7.36,2.82,4.38,5.33,4.7,33.52,3.44,5.64,4.38,5.01,3.76,2.82,3.44,19.716667,15.222222,25.344444,0.127,11.041667,57.793619
US_LA_22095,2021-04-21,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,1,0,3669,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-8,-6,-47,10,-25,4,3.23,6.32,,7.24,5.55,3.85,3.08,5.7,6.01,,2.77,7.55,3.39,3.08,,3.85,9.24,4.31,4.93,3.7,2.46,4.16,2.16,,8.16,18.95,6.62,2.46,5.7,2.16,4.16,2.77,5.24,36.66,2.77,5.24,3.7,3.08,5.08,4.47,2.31,16.916667,11.155556,23.511111,0.0,8.409722,57.743983
US_LA_22095,2021-04-22,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,-2,0,3667,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-16,6,,15,-22,4,2.57,8.19,,10.11,8.51,3.53,2.73,3.85,4.82,2.25,2.89,7.22,3.21,4.01,3.69,5.46,9.63,3.69,4.01,2.25,3.37,4.49,4.49,,8.83,16.53,4.49,2.89,6.26,,4.98,5.62,4.82,33.22,2.57,5.94,4.01,4.33,3.69,2.89,3.69,15.3,10.172222,21.166667,0.0,4.902778,50.899684
US_LA_22095,2021-04-23,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,13,0,3680,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-18,3,-40,7,-22,5,4.15,6.81,2.49,5.81,7.8,3.65,3.15,6.97,4.65,2.66,,8.8,3.49,4.98,2.49,3.99,9.96,2.99,3.99,,5.48,4.15,3.32,4.65,7.64,19.76,9.13,2.49,5.65,2.33,3.15,4.15,3.15,33.88,3.49,3.65,3.49,4.15,5.31,2.82,5.31,18.538889,12.905556,24.561111,0.282222,12.819444,70.063396
US_LA_22095,2021-04-24,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3680,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-11,4,,11,-20,3,3.75,8.56,3.03,5.53,5.71,4.46,3.21,2.5,,,3.75,7.31,,4.64,,3.03,7.49,4.1,3.39,2.85,4.28,4.99,,3.39,4.28,16.76,4.99,,6.06,,4.46,,4.46,29.25,2.5,5.17,5.88,5.88,4.64,2.5,,24.411111,19.627778,29.388889,10.272889,20.597222,79.567465
US_LA_22095,2021-04-25,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3680,137,,,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-2,15,,51,-12,,4.07,7.08,3.89,8.85,8.32,3.89,3.54,3.36,4.42,3.19,,8.85,2.65,4.6,4.07,5.66,7.26,,6.02,3.36,3.36,4.25,3.89,4.07,7.61,19.29,3.54,2.65,10.62,2.83,3.19,3.36,6.55,33.1,3.19,4.42,3.72,4.25,4.25,3.19,2.48,20.594444,14.844444,26.933333,3.5052,13.090278,62.187823
US_LA_22095,2021-04-26,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,8,0,3688,137,,11310,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-13,-1,-48,20,-22,3,3.77,8.32,3.77,8.48,6.75,4.24,4.24,2.98,4.55,,2.51,5.34,2.98,3.61,3.45,2.98,9.58,3.92,5.34,2.83,4.4,3.3,5.34,3.14,10.99,18.37,5.5,2.67,8.01,,,3.77,5.65,33.13,4.4,5.02,6.12,3.77,5.65,,2.98,20.177778,13.733333,26.811111,0.0,14.340278,70.196671
US_LA_22095,2021-04-27,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,1,0,3689,137,73,11383,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-15,3,-44,10,-22,4,3.28,7.81,3.75,10.31,7.03,3.28,3.12,5.94,2.97,,3.28,8.28,2.5,3.59,2.19,3.75,8.91,3.28,2.97,2.97,5.16,3.91,4.69,2.66,8.75,20.32,6.09,2.5,8.6,3.91,4.84,4.06,5.94,38.44,3.75,7.97,5.16,2.81,3.91,2.66,3.12,23.716667,19.177778,28.95,0.0,19.888889,79.438806
US_LA_22095,2021-04-28,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,-1,0,3688,137,293,11676,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-12,-6,-43,13,-26,4,5.07,6.45,,8.76,6.76,5.68,,7.22,2.77,3.84,3.53,6.45,4.61,2.77,,5.53,9.37,4.92,5.38,3.99,3.99,4.76,5.53,2.92,7.68,21.51,5.53,2.31,9.83,6.45,4.61,4.3,5.38,34.72,3.84,8.14,5.68,5.38,4.46,3.99,3.38,25.933333,23.316667,29.744444,0.0,21.534722,76.56004
US_LA_22095,2021-04-29,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,5,0,3693,137,128,11804,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-13,2,,16,-23,4,3.89,8.55,,10.11,4.36,4.36,3.11,4.67,3.73,2.96,4.2,7.15,4.2,3.27,3.11,3.11,9.64,2.49,5.44,4.51,3.89,4.51,5.91,3.11,9.02,18.2,6.84,2.8,6.22,2.8,2.8,4.36,5.91,36.08,3.42,7.0,5.29,5.75,4.82,5.13,,25.772222,22.877778,30.4,0.0,21.277778,75.888278
US_LA_22095,2021-04-30,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,3,0,3696,137,3,11807,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-15,-1,-41,18,-22,4,4.74,6.37,2.94,7.84,6.53,5.39,2.94,3.92,2.61,,,9.47,3.43,5.88,,4.57,8.65,4.08,3.92,3.43,3.43,3.27,2.61,2.45,5.06,18.94,3.76,4.74,8.33,2.94,4.08,3.92,4.08,34.29,2.78,7.67,3.92,3.92,5.22,2.29,2.94,25.205556,22.411111,28.422222,0.0508,22.138889,83.469702
US_LA_22095,2021-05-01,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3696,137,0,11807,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-7,0,,30,-19,0,4.29,5.01,,10.91,6.08,4.83,3.58,3.22,3.76,,4.11,7.87,4.65,3.04,4.47,3.76,6.26,3.04,,,2.5,5.37,4.83,,8.41,18.07,3.94,2.68,7.33,,4.29,3.94,6.44,32.73,4.65,7.51,4.11,,3.58,2.5,2.5,23.211111,19.75,26.877778,0.0,17.055556,68.830964
US_LA_22095,2021-05-02,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3696,137,0,11807,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-17,0,,35,-16,,3.12,6.56,3.77,10.33,6.23,5.25,2.95,3.77,4.43,,2.95,8.2,4.1,3.44,,3.28,8.36,3.61,4.43,,3.61,4.59,4.1,,5.57,20.98,4.43,,8.2,,2.79,5.25,4.59,31.97,4.26,5.9,5.57,4.43,4.26,,,22.977778,20.194444,26.7,4.995333,19.604167,81.797008
US_LA_22095,2021-05-03,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,9,0,3705,137,171,11978,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-12,5,-46,17,-20,3,4.27,8.08,2.74,11.59,7.17,2.9,,7.17,3.66,2.29,3.81,8.38,3.66,4.27,4.27,3.96,7.93,2.9,3.66,2.59,3.66,5.64,2.74,3.66,7.78,18.9,4.73,2.44,7.93,3.35,4.12,3.81,5.79,35.52,4.88,5.34,3.51,3.96,4.73,2.44,3.66,25.761111,21.611111,29.538889,11.881556,22.854167,83.645156
US_LA_22095,2021-05-04,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,10,1,3715,138,2,11980,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-16,3,-56,14,-21,5,2.73,6.37,,10.46,6.06,5.0,2.12,3.94,3.79,,3.33,9.55,2.58,4.55,3.64,2.88,8.04,2.27,6.67,,2.58,5.0,2.88,2.88,8.94,20.16,3.79,2.27,6.82,3.03,4.7,2.27,5.0,35.47,3.49,3.94,5.76,4.25,5.15,3.49,3.49,27.083333,24.594444,30.116667,0.282222,23.902778,82.559202
US_LA_22095,2021-05-05,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,1,0,3716,138,1,11981,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-11,0,-62,9,-26,7,4.03,8.05,2.68,10.29,5.22,3.88,2.68,4.92,2.68,,3.73,7.16,4.03,6.56,2.54,5.67,8.05,2.83,2.54,4.17,3.13,3.28,2.54,,6.86,16.55,5.67,2.68,6.71,3.13,4.03,3.13,6.11,31.76,2.83,2.83,5.96,3.58,4.62,,2.54,22.472222,20.488889,26.677778,30.099,20.583333,89.322552
US_LA_22095,2021-05-06,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3716,138,610,12591,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-14,8,,14,-21,2,4.22,7.8,2.27,10.89,6.66,4.55,,5.2,4.06,3.41,,6.99,4.06,3.58,3.25,3.41,7.96,4.39,3.41,3.58,3.58,5.69,4.55,3.09,8.12,18.85,5.2,3.58,6.5,2.27,4.22,3.41,4.22,32.33,3.25,6.01,6.01,5.36,4.06,3.9,4.88,22.144444,17.9,27.311111,10.8966,15.840278,67.733009
US_LA_22095,2021-05-07,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,5,0,3721,138,109,12700,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-15,8,-31,10,-22,3,3.39,7.29,,8.99,7.97,3.56,3.73,4.07,3.22,,3.56,8.65,3.9,4.58,4.07,3.39,5.6,2.88,2.71,2.71,3.73,4.75,3.9,4.24,7.63,17.13,4.41,,8.14,3.05,2.37,5.26,3.39,26.29,2.37,7.12,8.31,4.92,6.28,2.71,3.39,22.211111,15.266667,28.683333,0.0254,13.125,57.642039
US_LA_22095,2021-05-08,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3721,138,0,12700,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-8,16,,26,-18,-1,4.1,8.77,,7.65,4.85,3.54,2.98,2.61,3.92,,2.61,9.7,5.78,6.34,3.92,3.36,6.16,,4.48,2.98,4.29,3.54,5.41,3.92,6.9,15.85,4.85,,5.59,,3.36,3.92,4.85,28.91,3.54,,4.85,4.48,4.48,,2.61,22.883333,16.088889,29.033333,0.0,15.402778,64.711046
US_LA_22095,2021-05-09,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,0,0,3721,138,288,12988,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-11,22,,48,-20,-3,3.85,6.05,3.85,10.08,6.23,4.21,,4.21,3.3,,,8.79,2.56,4.76,5.13,,7.51,3.85,4.58,,2.93,3.85,2.93,,4.76,17.41,3.48,,7.33,,,2.56,3.48,31.7,5.31,5.68,5.13,2.75,4.58,2.56,2.56,24.527778,19.805556,28.888889,0.0,18.513889,69.133573
US_LA_22095,2021-05-10,ChIJwRWewMUsJ4YRUzcXlluoYiE,Q507629,geoId/22095,US,United States of America,LA,Louisiana,22095,St. John the Baptist Parish,US,USA,2,4,0,3725,138,55,13043,43328,21110,22218,5763,6072,5719,5567,5115,6306,5010,2615,1161,1836618,30.12,-90.5,901,74.990909,-27,-8,-66,13,-27,9,4.91,7.88,3.42,9.22,6.4,4.46,3.57,4.61,2.38,2.23,4.02,7.74,4.17,4.17,3.12,4.46,7.74,4.17,3.12,,6.25,6.84,3.42,4.61,8.18,23.51,6.25,2.38,9.07,2.23,4.02,3.27,6.25,35.71,4.31,6.84,5.8,4.76,3.12,3.72,,24.238889,20.788889,28.438889,38.1635,21.4375,84.377402
