location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_PA_42115,2020-01-11,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,5.54,4.22,,7.65,8.71,7.12,7.12,,15.3,,8.18,4.22,11.08,4.22,6.33,3.96,6.33,,,7.39,23.22,7.12,4.75,,5.01,,45.65,,8.18,4.75,,,10.211111,-0.127778,16.772222,0.479778,40.64,7.271605,81.674796
US_PA_42115,2020-01-12,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,4.0,6.13,4.26,7.46,6.39,7.73,7.19,,15.72,5.06,10.12,8.53,7.19,4.8,6.13,,6.93,,4.26,6.66,24.78,5.06,6.13,,5.86,5.33,41.03,,8.53,5.59,8.79,5.33,13.383333,2.033333,17.911111,6.223,,7.82716,68.477971
US_PA_42115,2020-01-13,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,,5.19,3.3,5.19,7.79,5.19,7.31,,14.15,,9.67,4.01,8.96,3.3,6.84,4.72,6.37,5.19,5.43,7.08,26.89,5.43,4.72,3.54,5.9,6.13,41.76,3.77,6.61,7.55,3.54,4.25,1.244444,-1.9,6.405556,3.5814,,-2.234568,77.631857
US_PA_42115,2020-01-14,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,6.46,7.9,,11.25,8.14,6.7,7.18,5.26,17.95,5.26,11.01,5.98,7.9,3.59,5.26,3.35,5.03,3.59,5.03,8.14,28.48,7.18,10.05,3.83,3.59,3.83,35.9,,4.55,6.22,5.5,3.83,1.533333,-2.705556,6.072222,0.0,,-0.617284,86.416872
US_PA_42115,2020-01-15,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,4.85,3.64,5.09,8.01,7.52,7.03,6.79,4.61,14.31,3.88,8.01,5.82,8.73,4.61,,,4.37,5.58,3.4,8.01,27.65,5.58,7.52,,3.4,4.37,33.23,,5.34,3.88,,4.61,3.972222,-2.25,7.5,0.127,,0.067901,75.601205
US_PA_42115,2020-01-16,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,6.84,6.84,5.19,7.55,6.84,8.5,5.66,3.78,14.87,,6.61,5.43,9.44,3.3,5.66,3.78,,,5.43,6.84,28.56,6.84,8.73,4.72,8.97,5.66,41.06,5.66,5.19,3.3,4.25,,1.916667,-2.166667,7.266667,2.0828,,-1.462963,77.562559
US_PA_42115,2020-01-17,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,6.07,,5.61,5.84,6.07,5.37,3.5,3.97,17.05,4.2,8.88,,8.18,5.37,4.67,4.44,5.61,,,8.18,28.96,4.2,7.94,4.2,,4.2,37.6,4.44,9.11,,3.5,,-6.9,-10.816667,4.855556,1.8542,,-13.851852,57.448768
US_PA_42115,2020-01-18,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,6.08,6.58,5.07,11.14,6.84,4.56,5.32,4.56,15.7,4.31,7.34,,8.36,4.56,,4.05,4.31,,4.81,6.58,23.81,7.85,9.12,5.32,,3.8,36.73,4.05,6.84,8.11,4.05,3.8,-8.916667,-12.105556,-3.394444,0.1016,30.48,-13.901235,66.08319
US_PA_42115,2020-01-19,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,4.34,11.99,3.57,8.93,4.34,6.12,4.59,4.08,15.82,5.87,7.4,3.57,6.63,4.08,6.63,4.08,4.08,6.63,6.63,8.16,21.94,8.42,,,6.38,5.61,38.01,4.34,4.08,8.93,5.36,,-1.194444,-10.338889,1.9,4.826,30.48,-4.753086,76.505566
US_PA_42115,2020-01-20,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,4.58,8.44,,9.89,7.72,3.62,9.17,3.86,17.13,4.83,13.03,6.03,7.48,4.1,5.55,4.83,6.03,9.41,,6.27,25.33,4.58,6.03,,3.38,4.1,39.09,3.86,9.89,5.79,,5.55,-7.483333,-10.533333,0.116667,0.5842,74.93,-14.117284,58.852378
US_PA_42115,2020-01-21,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,4.84,4.84,,9.43,7.98,6.77,6.29,3.87,18.62,3.63,10.88,5.32,11.37,9.43,6.05,6.05,,,7.25,11.37,30.96,8.22,6.29,4.35,8.95,7.01,40.15,4.59,5.8,3.87,,4.84,-8.2,-13.538889,-2.672222,0.1016,90.17,-13.864198,62.897008
US_PA_42115,2020-01-22,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,5.99,8.39,4.32,10.55,4.55,4.32,4.79,4.55,18.7,4.32,11.27,3.83,10.79,,,8.15,3.6,3.36,6.95,7.67,39.31,8.15,6.71,4.79,6.47,6.95,36.67,5.51,10.55,6.23,5.51,,-6.35,-14.038889,1.855556,0.0254,64.77,-11.123457,67.465806
US_PA_42115,2020-01-23,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,8.07,8.8,5.62,12.47,8.56,5.38,5.87,,20.54,,11.25,6.36,9.05,3.42,9.05,6.11,,,7.09,10.03,38.15,5.38,9.05,3.67,6.6,6.85,40.84,8.31,11.0,,6.6,3.42,-3.494444,-12.416667,4.288889,0.0,64.77,-9.82716,62.010446
US_PA_42115,2020-01-24,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,3.73,6.96,5.96,7.95,5.22,8.7,7.21,,20.38,,9.69,3.48,9.2,,5.72,8.7,4.97,3.98,4.22,7.21,30.81,8.2,9.69,7.21,4.97,8.7,33.05,3.48,9.44,3.48,7.7,5.72,1.6,-7.116667,9.627778,0.0,54.61,-6.555556,54.798185
US_PA_42115,2020-01-25,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,,7.29,3.65,11.46,9.9,3.65,4.17,,22.14,7.55,11.2,,10.68,,6.77,4.95,,4.17,5.73,7.03,29.43,14.06,7.29,,3.91,4.43,35.94,,8.07,4.95,4.95,4.17,2.788889,-3.411111,9.361111,1.6764,54.61,-2.17284,69.994095
US_PA_42115,2020-01-26,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,4.65,4.91,5.43,8.27,4.13,5.94,,4.39,27.91,3.62,11.63,,7.24,7.24,,6.98,4.91,3.62,7.75,9.3,39.53,6.72,7.49,3.62,6.46,6.98,39.27,5.17,4.13,5.94,4.13,4.13,1.533333,-0.727778,5.283333,25.5016,30.48,-0.87037,83.866282
US_PA_42115,2020-01-27,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,7.93,7.46,5.36,10.26,8.86,4.66,6.06,,27.05,,9.09,5.36,7.69,5.6,6.53,8.86,3.73,3.73,,9.33,43.37,7.69,6.29,3.26,6.53,4.9,41.74,7.69,11.66,4.2,3.73,,1.45,-0.988889,3.777778,0.4572,30.48,-2.228395,76.497409
US_PA_42115,2020-01-28,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,,6.29,3.38,9.43,6.77,4.59,5.08,,33.36,3.63,15.71,6.04,11.12,3.63,3.63,8.22,,5.08,,7.74,36.74,5.08,7.74,5.56,,7.74,32.88,,7.01,6.77,5.56,4.59,0.266667,-0.961111,2.794444,0.4572,50.8,-3.697531,74.592443
US_PA_42115,2020-01-29,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,6.61,5.39,4.9,9.55,6.12,5.39,4.41,4.16,29.38,4.9,11.02,3.92,10.04,,3.92,8.08,,,3.67,9.06,38.2,8.08,9.06,,5.39,5.88,40.4,4.65,9.06,6.86,4.16,6.86,-1.577778,-4.416667,1.422222,0.3556,78.74,-7.41358,64.137018
US_PA_42115,2020-01-30,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,4.91,10.56,,7.12,8.84,4.42,6.88,5.16,35.86,4.17,11.05,7.12,7.86,5.4,6.63,8.11,4.91,3.93,6.14,5.89,29.72,6.88,8.11,4.91,5.89,6.63,35.37,3.93,5.89,6.14,8.11,4.42,-5.816667,-11.322222,1.4,0.0,50.8,-10.907407,65.645496
US_PA_42115,2020-01-31,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,3.92,8.09,,9.8,6.13,,4.17,,35.54,,7.6,,10.54,3.92,,5.39,4.41,,3.68,7.6,35.05,5.39,5.39,4.17,,3.43,37.99,4.17,4.66,7.11,,3.92,-2.116667,-10.544444,2.711111,0.0,50.8,-7.388889,66.846283
US_PA_42115,2020-02-01,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,5.7,,,8.14,8.14,5.43,4.89,4.34,28.23,,9.77,,9.77,8.14,4.34,,,4.89,7.87,4.62,30.4,9.5,8.96,,6.51,3.8,39.91,,6.24,,4.89,5.43,0.733333,-3.427778,3.372222,0.1016,50.8,-1.518519,84.12103
US_PA_42115,2020-02-02,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,4.8,5.56,,6.31,8.08,4.8,6.31,4.8,23.23,3.79,8.08,4.8,4.8,5.05,6.06,8.33,4.29,6.06,4.8,7.83,32.58,4.8,6.06,,4.8,5.05,41.67,3.54,5.81,7.32,,4.55,-0.244444,-2.961111,3.127778,0.6096,50.8,-2.135802,85.682207
US_PA_42115,2020-02-03,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,5.24,7.86,,9.53,8.57,5.72,4.05,4.05,21.2,4.76,13.57,5.24,9.05,5.24,4.76,5.72,4.29,4.76,6.67,5.95,24.53,3.81,5.72,4.53,4.53,,39.53,4.76,8.57,5.24,,3.57,3.927778,-2.161111,10.794444,4.0386,50.8,-0.17284,74.035672
US_PA_42115,2020-02-04,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,6.13,7.35,3.68,9.56,6.13,6.13,4.9,,20.35,3.68,9.81,,13.73,4.9,3.68,5.64,,5.39,7.35,8.09,29.66,7.11,7.35,,3.43,5.39,34.32,5.64,8.09,4.9,3.68,4.41,3.972222,-0.816667,11.638889,0.0508,149.86,0.938272,78.703184
US_PA_42115,2020-02-05,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,,8.16,5.28,13.68,4.56,3.36,,6.48,26.4,3.36,10.8,,7.92,3.6,7.2,7.68,3.6,,3.84,7.2,31.68,5.76,5.52,,4.8,5.76,32.16,3.36,6.96,6.24,6.48,,0.772222,-1.922222,9.894444,0.9652,50.8,-4.382716,67.280778
US_PA_42115,2020-02-06,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,5.38,7.34,,9.78,9.78,7.58,6.6,3.67,23.73,,12.23,3.67,8.32,5.14,3.67,9.54,,,3.42,6.85,28.37,6.12,5.87,4.65,5.14,4.16,42.07,5.63,8.32,6.12,5.87,3.67,0.161111,-2.338889,3.305556,4.3434,30.48,-1.820988,85.514186
US_PA_42115,2020-02-07,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,5.15,6.96,4.12,8.5,7.73,8.24,5.41,4.64,17.0,,10.56,,6.44,,3.61,7.21,,3.86,5.92,4.38,25.25,4.12,7.73,,4.64,,40.19,5.15,6.44,8.24,,,0.394444,-3.444444,4.766667,6.8072,50.8,-0.833333,89.873277
US_PA_42115,2020-02-08,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,6.82,8.46,7.1,7.92,5.46,6.0,6.0,4.37,21.02,,10.1,4.37,8.46,5.46,5.46,4.09,,,4.91,6.0,25.38,6.82,,4.09,,,35.21,6.0,4.37,5.73,4.09,,-4.422222,-9.155556,2.555556,14.1732,50.8,-8.734568,71.198475
US_PA_42115,2020-02-09,ChIJYwlwWhzV2okRAiKwREhhcHc,Q495603,geoId/42115,US,United States of America,PA,Pennsylvania,42115,Susquehanna County,US,USA,2,,,,,,,40934,20632,20302,3971,4536,4146,4126,4599,6814,6384,4129,2229,417774,41.82133,-75.80068,397,2156,79.263636,,,,,,,4.77,7.95,5.57,7.95,9.81,4.77,5.83,5.83,19.88,5.83,12.99,4.24,7.16,,5.3,6.89,,3.98,4.51,4.77,26.78,6.1,5.57,,5.57,7.42,38.44,6.63,5.83,3.98,,3.98,-3.822222,-10.083333,1.983333,0.254,130.81,-6.234568,81.093834
