location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48297,2020-01-01,ChIJNexEgvn7Z4YRSLVkbRWG9lQ,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2,,,,,,,12146,6618,5528,1337,1355,1550,1636,1365,1662,1506,1100,635,1828421,28.35,-98.13,2794,78.65,,,,,18.92,38.95,13.791667,12.305556,15.756944,0.108857,8.301587,70.917931
US_TX_48297,2020-01-02,ChIJNexEgvn7Z4YRSLVkbRWG9lQ,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2,,,,,,,12146,6618,5528,1337,1355,1550,1636,1365,1662,1506,1100,635,1828421,28.35,-98.13,2794,78.65,,,,,24.34,34.26,15.090278,13.215278,17.944444,2.358571,13.912698,93.487532
US_TX_48297,2020-01-03,ChIJNexEgvn7Z4YRSLVkbRWG9lQ,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2,,,,,,,12146,6618,5528,1337,1355,1550,1636,1365,1662,1506,1100,635,1828421,28.35,-98.13,2794,78.65,,,,,20.5,28.3,15.631944,11.229167,21.888889,0.762,9.888889,69.514129
US_TX_48297,2020-01-04,ChIJNexEgvn7Z4YRSLVkbRWG9lQ,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2,,,,,,,12146,6618,5528,1337,1355,1550,1636,1365,1662,1506,1100,635,1828421,28.35,-98.13,2794,78.65,,,,,28.99,35.99,13.534722,5.347222,21.958333,0.0,2.84127,49.068752
US_TX_48297,2020-01-05,ChIJNexEgvn7Z4YRSLVkbRWG9lQ,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2,,,,,,,12146,6618,5528,1337,1355,1550,1636,1365,1662,1506,1100,635,1828421,28.35,-98.13,2794,78.65,,,,,30.59,39.2,13.506944,5.604167,23.798611,0.0,6.5,64.682692
US_TX_48297,2020-01-06,ChIJNexEgvn7Z4YRSLVkbRWG9lQ,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2,,,,,,,12146,6618,5528,1337,1355,1550,1636,1365,1662,1506,1100,635,1828421,28.35,-98.13,2794,78.65,,,,,31.41,35.9,15.819444,8.805556,24.395833,0.0,10.65873,73.156679
US_TX_48297,2020-01-07,ChIJNexEgvn7Z4YRSLVkbRWG9lQ,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2,,,,,,,12146,6618,5528,1337,1355,1550,1636,1365,1662,1506,1100,635,1828421,28.35,-98.13,2794,78.65,,,,,25.64,39.88,15.694444,10.930556,20.958333,0.1905,5.944444,53.550818
US_TX_48297,2020-01-08,ChIJNexEgvn7Z4YRSLVkbRWG9lQ,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2,,,,,,,12146,6618,5528,1337,1355,1550,1636,1365,1662,1506,1100,635,1828421,28.35,-98.13,2794,78.65,,,,,29.23,37.83,12.979167,5.708333,22.236111,0.0,6.349206,66.514855
US_TX_48297,2020-01-09,ChIJNexEgvn7Z4YRSLVkbRWG9lQ,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2,,,,,,,12146,6618,5528,1337,1355,1550,1636,1365,1662,1506,1100,635,1828421,28.35,-98.13,2794,78.65,,,,,36.91,27.68,20.875,18.166667,26.375,0.036286,17.142857,78.759436
US_TX_48297,2020-01-10,ChIJNexEgvn7Z4YRSLVkbRWG9lQ,Q114043,geoId/48297,US,United States of America,TX,Texas,48297,Live Oak County,US,USA,2,,,,,,,12146,6618,5528,1337,1355,1550,1636,1365,1662,1506,1100,635,1828421,28.35,-98.13,2794,78.65,,,,,22.02,22.81,21.916667,19.611111,25.625,0.0635,19.206349,84.250673
