location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MT_30041,2020-01-11,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,22.04,,22.04,,31.69,-8.3,-15.333333,-3.7,0.0508,10.16,-11.3,79.594912
US_MT_30041,2020-01-12,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,11.32,9.99,25.3,13.98,38.62,-16.622222,-21.716667,-11.377778,0.564444,115.993333,-19.3,79.871425
US_MT_30041,2020-01-13,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,14.62,13.16,32.17,,31.19,-24.266667,-25.738889,-18.094444,1.467556,113.792,-27.744444,72.902177
US_MT_30041,2020-01-14,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,25.31,9.55,26.74,,29.13,-25.1,-27.066667,-23.122222,0.366889,119.888,-28.8,71.233583
US_MT_30041,2020-01-15,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,8.31,23.47,12.71,27.87,,34.23,-27.655556,-32.544444,-23.188889,0.508,149.86,-31.011111,73.00116
US_MT_30041,2020-01-16,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,11.44,12.93,,29.84,,26.36,-24.633333,-29.355556,-20.505556,0.0,111.76,-27.861111,74.52179
US_MT_30041,2020-01-17,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,12.05,12.05,17.28,10.47,27.76,-23.372222,-26.744444,-19.683333,0.141111,109.728,-26.516667,75.371812
US_MT_30041,2020-01-18,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,17.15,,19.05,,39.37,-25.066667,-28.161111,-20.211111,0.1524,89.916,-28.916667,70.324248
US_MT_30041,2020-01-19,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,17.58,,18.93,,37.86,-18.283333,-23.344444,-9.933333,0.0,91.948,-21.95,72.945921
US_MT_30041,2020-01-20,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,11.56,19.46,10.34,30.41,,47.44,-10.216667,-15.405556,-2.755556,0.0,91.948,-13.594444,76.477326
US_MT_30041,2020-01-21,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,9.11,24.46,7.67,28.77,,36.44,-0.322222,-6.7,4.15,0.0,87.884,-5.372222,69.513265
US_MT_30041,2020-01-22,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,7.19,14.86,15.81,23.48,,29.23,-0.577778,-5.877778,4.816667,0.0,87.884,-4.683333,74.222447
US_MT_30041,2020-01-23,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,13.21,,17.13,,29.85,-3.688889,-9.05,3.838889,0.0,92.075,-7.6,74.8244
US_MT_30041,2020-01-24,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,9.87,29.1,15.07,34.29,,39.49,0.783333,-5.333333,6.25,0.0,112.606667,-2.65,78.287563
US_MT_30041,2020-01-25,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,20.9,,36.4,,45.17,2.711111,-2.727778,7.361111,0.4572,113.453333,-2.072222,71.48171
US_MT_30041,2020-01-26,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,24.16,10.27,32.01,,43.48,-2.105556,-6.966667,5.472222,0.0254,110.066667,-4.422222,84.61244
US_MT_30041,2020-01-27,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,9.75,27.29,7.8,38.49,,35.08,-1.222222,-5.061111,4.322222,0.0508,113.453333,-3.394444,85.528132
US_MT_30041,2020-01-28,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,7.12,25.18,10.93,33.73,9.03,38.95,-1.25,-6.788889,5.066667,0.0508,113.453333,-6.072222,70.589079
US_MT_30041,2020-01-29,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,9.65,42.95,12.06,40.05,7.72,41.5,-2.605556,-8.033333,4.138889,0.0254,113.453333,-6.288889,76.591005
US_MT_30041,2020-01-30,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,9.19,33.36,7.74,29.49,,24.18,1.027778,-5.344444,5.366667,1.27,119.38,-3.744444,71.443948
US_MT_30041,2020-01-31,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,12.12,30.81,9.09,33.34,,24.25,2.316667,-2.827778,8.1,0.0,119.38,-5.144444,58.947089
US_MT_30041,2020-02-01,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,25.67,,26.99,,34.23,7.55,3.011111,11.45,0.0,92.71,-0.855556,57.054246
US_MT_30041,2020-02-02,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,11.45,27.34,,31.16,,33.06,-0.894444,-5.277778,11.138889,1.213556,80.01,-4.761111,75.353758
US_MT_30041,2020-02-03,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,22.66,,30.86,,36.16,-7.844444,-11.733333,1.455556,0.2286,73.025,-11.727778,74.010992
US_MT_30041,2020-02-04,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,14.51,36.27,10.04,37.38,10.04,44.08,-9.694444,-14.066667,-2.644444,0.028222,90.593333,-12.638889,79.613144
US_MT_30041,2020-02-05,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,13.47,28.62,14.03,37.6,,46.02,-1.966667,-5.572222,3.488889,0.0,90.593333,-9.45,57.410211
US_MT_30041,2020-02-06,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,9.37,33.08,8.82,35.29,,41.35,-0.238889,-5.655556,3.933333,0.6858,93.98,-4.927778,71.180546
US_MT_30041,2020-02-07,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,29.53,8.05,37.58,,38.12,-2.744444,-5.761111,2.45,0.3302,104.14,-5.372222,82.19911
US_MT_30041,2020-02-08,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,15.69,10.23,36.16,,34.11,-3.194444,-6.394444,1.1,1.778,72.136,-5.605556,83.506858
US_MT_30041,2020-02-09,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,27.43,11.1,30.05,11.1,35.92,-7.122222,-13.716667,-0.277778,0.620889,104.775,-9.866667,80.872016
US_MT_30041,2020-02-10,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,8.45,25.84,10.44,38.76,8.94,32.8,-3.722222,-9.266667,-0.9,1.382889,96.52,-6.222222,82.898798
US_MT_30041,2020-02-11,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,13.52,29.94,,37.67,,32.36,-3.961111,-10.588889,2.561111,0.0762,96.52,-7.761111,75.388432
US_MT_30041,2020-02-12,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,9.51,28.02,,42.53,,37.03,-8.294444,-15.022222,2.616667,1.439333,127.635,-10.644444,83.240751
US_MT_30041,2020-02-13,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,17.17,11.62,30.3,,36.87,-13.338889,-17.527778,-3.522222,0.056444,106.68,-15.711111,82.371402
US_MT_30041,2020-02-14,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,,,,,21.76,,36.26,,24.55,-1.744444,-9.127778,2.177778,0.479778,125.095,-5.577778,75.579542
US_MT_30041,2020-02-15,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,-14,-15,3,18.07,32.52,,48.42,,37.58,-5.966667,-11.85,2.383333,0.959556,140.335,-8.388889,83.696453
US_MT_30041,2020-02-16,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,10,-6,2,14.29,32.67,,30.63,,49.01,-3.577778,-11.011111,1.738889,0.056444,160.02,-6.633333,79.77708
US_MT_30041,2020-02-17,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,5,-16,-32,9.78,32.38,,31.16,22.0,43.38,-7.711111,-13.561111,1.255556,0.1778,130.175,-9.683333,85.908954
US_MT_30041,2020-02-18,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,-8,-10,7,11.9,31.24,7.93,46.12,,40.17,-15.983333,-19.416667,-9.166667,0.9906,49.53,-18.633333,80.05627
US_MT_30041,2020-02-19,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,4,-1,5,,25.06,10.81,30.96,,35.87,-16.461111,-20.605556,-9.272222,0.1524,121.92,-19.211111,79.389141
US_MT_30041,2020-02-20,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,4,-8,0,,19.33,7.43,27.26,,32.21,-9.844444,-15.55,0.203704,0.0,121.92,-13.838889,73.035822
US_MT_30041,2020-02-21,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,0,-5,-3,10.03,22.71,,21.65,,39.08,-0.705556,-7.438889,6.355556,0.0,142.24,-10.3,49.281573
US_MT_30041,2020-02-22,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,-3,3,-5,10.78,20.88,,18.18,13.47,39.73,1.266667,-5.116667,7.35,0.0,234.95,-6.744444,56.062913
US_MT_30041,2020-02-23,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,23,-1,7,17.09,14.46,,21.7,,32.22,-2.194444,-6.672222,7.35,0.0,127.635,-5.188889,80.302263
US_MT_30041,2020-02-24,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,-5,-4,-2,10.61,20.26,10.13,35.22,,37.63,-2.344444,-6.738889,2.205556,1.890889,149.86,-4.555556,85.0147
US_MT_30041,2020-02-25,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,4,0,0,7.64,29.54,15.79,43.8,11.21,37.69,-6.466667,-12.188889,-0.122222,0.0,139.7,-8.894444,83.022085
US_MT_30041,2020-02-26,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,17,3,2,9.38,25.68,8.89,37.53,,39.02,-1.95,-8.072222,5.361111,0.0508,139.7,-6.172222,73.485881
US_MT_30041,2020-02-27,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,11,16,1,9.57,25.7,10.08,38.8,,27.72,0.655556,-4.55,7.027778,0.1524,130.175,-4.327778,69.771159
US_MT_30041,2020-02-28,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,5,9,-2,12.88,20.93,,39.72,,24.69,3.566667,-1.294444,10.588889,0.0,204.47,-2.65,64.593444
US_MT_30041,2020-02-29,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,7,1,0,,23.61,,30.77,,30.05,4.461111,-0.972222,11.433333,0.0,147.32,-3.922222,55.270827
US_MT_30041,2020-03-01,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,31,21,2,,23.74,10.85,31.2,,38.67,-2.566667,-7.25,6.311111,1.016,110.49,-6.288889,76.186422
US_MT_30041,2020-03-02,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,11,5,1,,30.3,11.62,54.03,,37.37,1.222222,-3.883333,5.411111,0.0,110.49,-6.494444,57.061429
US_MT_30041,2020-03-03,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,24,5,1,7.96,32.35,12.44,43.3,7.96,32.35,2.866667,-2.688889,7.7,0.0,143.933333,-4.638889,58.867122
US_MT_30041,2020-03-04,ChIJCYP8DL4cQFMR60Ud8oIGlrs,Q496589,geoId/30041,US,United States of America,MT,Montana,30041,Hill County,US,USA,2,,,,,,,16469,8327,8142,2730,2324,2320,2038,1652,1948,1862,952,643,1740629,48.63,-110.11,7553,77.933333,12,13,5,11.73,25.9,7.82,37.63,,36.66,2.611111,-2.838889,8.1,0.3302,137.16,-4.155556,61.686553
