location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39059,2020-01-01,ChIJrRasXTtLNogRKR-NK5vzbnA,Q490168,geoId/39059,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2,,,,,,,39066,19465,19601,4666,4849,4640,4333,4661,5651,5258,3196,1812,911270,40.05,-81.5,1368,76.29,,,,,,,6.86,5.15,7.08,6.43,3.86,4.93,3.22,12.01,,7.93,3.0,3.43,6.43,3.22,4.5,3.22,3.43,5.58,4.29,5.15,24.23,4.29,7.93,,5.36,6.22,32.81,4.72,7.5,4.5,,,0.790123,-1.049383,4.753086,1.411111,30.48,-3.916667,70.073599
US_OH_39059,2020-01-02,ChIJrRasXTtLNogRKR-NK5vzbnA,Q490168,geoId/39059,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2,,,,,,,39066,19465,19601,4666,4849,4640,4333,4661,5651,5258,3196,1812,911270,40.05,-81.5,1368,76.29,,,,,,6.49,5.68,,9.53,6.89,6.89,3.85,,14.6,2.84,8.72,,4.46,7.7,4.46,3.04,6.49,4.87,,4.46,6.69,22.91,5.88,6.49,5.07,5.47,6.08,39.94,4.87,6.08,3.65,4.87,2.84,3.388889,-1.91358,9.283951,0.0,30.48,-2.506944,65.309993
US_OH_39059,2020-01-03,ChIJrRasXTtLNogRKR-NK5vzbnA,Q490168,geoId/39059,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2,,,,,,,39066,19465,19601,4666,4849,4640,4333,4661,5651,5258,3196,1812,911270,40.05,-81.5,1368,76.29,,,,,,5.26,6.28,2.83,9.52,6.88,3.64,3.64,,12.96,2.83,13.36,,,8.91,3.44,4.66,,4.45,5.26,,7.49,21.05,4.66,5.26,,4.25,6.07,36.64,3.24,5.06,4.05,4.45,4.66,9.160494,6.092593,10.777778,8.692444,,8.305556,93.211057
US_OH_39059,2020-01-04,ChIJrRasXTtLNogRKR-NK5vzbnA,Q490168,geoId/39059,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2,,,,,,,39066,19465,19601,4666,4849,4640,4333,4661,5651,5258,3196,1812,911270,40.05,-81.5,1368,76.29,,,,,,5.91,5.28,,9.08,4.86,3.8,5.7,4.01,12.67,3.17,8.02,3.8,5.7,6.76,4.22,4.64,5.7,3.8,2.96,3.8,5.49,17.1,4.01,4.22,3.17,3.38,5.7,35.47,2.96,6.97,5.91,3.38,3.8,6.077778,1.111111,9.933333,10.555111,,5.098765,92.121857
US_OH_39059,2020-01-05,ChIJrRasXTtLNogRKR-NK5vzbnA,Q490168,geoId/39059,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2,,,,,,,39066,19465,19601,4666,4849,4640,4333,4661,5651,5258,3196,1812,911270,40.05,-81.5,1368,76.29,,,,,,,10.65,4.13,8.91,7.17,4.78,6.96,4.56,14.13,3.48,6.74,4.78,3.91,9.13,4.13,5.43,,5.65,4.13,4.13,4.78,21.52,4.78,5.0,5.22,,,33.91,,6.52,5.22,3.69,3.48,0.077778,-1.177778,6.783333,1.298222,,-3.45679,76.695759
US_OH_39059,2020-01-06,ChIJrRasXTtLNogRKR-NK5vzbnA,Q490168,geoId/39059,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2,,,,,,,39066,19465,19601,4666,4849,4640,4333,4661,5651,5258,3196,1812,911270,40.05,-81.5,1368,76.29,,,,,,8.26,5.71,4.52,8.06,8.06,5.71,6.29,,14.16,3.74,8.46,,4.33,7.47,6.1,,2.95,4.33,,5.31,8.65,23.8,4.92,7.08,4.92,6.1,6.88,36.2,,4.92,6.1,3.93,4.72,3.427778,-0.444444,5.866667,0.0,,-2.864198,63.223415
US_OH_39059,2020-01-07,ChIJrRasXTtLNogRKR-NK5vzbnA,Q490168,geoId/39059,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2,,,,,,,39066,19465,19601,4666,4849,4640,4333,4661,5651,5258,3196,1812,911270,40.05,-81.5,1368,76.29,,,,,,,5.88,2.85,10.63,5.32,5.5,5.69,4.55,12.72,3.8,6.07,3.04,,8.92,3.04,5.88,4.75,4.37,3.04,2.85,7.59,23.35,7.02,6.26,2.66,5.32,7.02,36.82,2.85,8.16,5.5,4.37,4.55,0.9,-3.777778,6.972222,0.0,,-5.524691,62.422235
US_OH_39059,2020-01-08,ChIJrRasXTtLNogRKR-NK5vzbnA,Q490168,geoId/39059,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2,,,,,,,39066,19465,19601,4666,4849,4640,4333,4661,5651,5258,3196,1812,911270,40.05,-81.5,1368,76.29,,,,,,5.63,8.34,3.88,8.73,6.98,6.01,5.63,5.43,12.61,4.66,8.34,4.07,4.66,7.95,4.27,4.07,4.85,5.04,,4.85,7.18,24.64,5.04,7.76,4.07,5.24,6.01,34.92,,8.92,5.24,3.3,3.49,0.561111,-4.655556,6.022222,0.0,30.48,-7.12963,56.184358
US_OH_39059,2020-01-09,ChIJrRasXTtLNogRKR-NK5vzbnA,Q490168,geoId/39059,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2,,,,,,,39066,19465,19601,4666,4849,4640,4333,4661,5651,5258,3196,1812,911270,40.05,-81.5,1368,76.29,,,,,,6.28,5.89,4.52,8.05,6.48,8.25,4.32,,8.64,3.14,7.85,,,6.48,4.32,4.91,4.52,3.14,3.53,3.53,8.44,26.9,5.89,7.07,4.91,4.71,6.48,42.41,3.14,10.6,5.5,3.73,3.14,-1.733333,-7.988889,9.272222,0.1778,30.48,-9.092593,56.79659
US_OH_39059,2020-01-10,ChIJrRasXTtLNogRKR-NK5vzbnA,Q490168,geoId/39059,US,United States of America,OH,Ohio,39059,Guernsey County,US,USA,2,,,,,,,39066,19465,19601,4666,4849,4640,4333,4661,5651,5258,3196,1812,911270,40.05,-81.5,1368,76.29,,,,,,4.86,7.48,,5.99,5.61,6.36,6.17,,11.04,2.81,10.1,4.3,3.37,8.79,3.74,5.05,3.74,4.12,,3.37,6.17,19.45,4.86,3.74,4.3,3.93,5.61,38.16,4.12,5.61,5.42,4.49,3.37,9.488889,6.811111,12.205556,1.044222,30.48,2.055556,59.741429
