location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48391,2020-01-01,ChIJ7xVvWivOaYYR4BEMLjQz-5I,Q26705,geoId/48391,US,United States of America,TX,Texas,48391,Refugio County,US,USA,2,,,,,,,7180,3518,3662,943,915,832,793,741,968,894,698,396,1828412,28.32,-97.17,2120,76.75,,,,,23.76,29.35,15.409722,13.479167,17.916667,0.834571,10.694444,71.073355
US_TX_48391,2020-01-02,ChIJ7xVvWivOaYYR4BEMLjQz-5I,Q26705,geoId/48391,US,United States of America,TX,Texas,48391,Refugio County,US,USA,2,,,,,,,7180,3518,3662,943,915,832,793,741,968,894,698,396,1828412,28.32,-97.17,2120,76.75,,,,,,44.72,16.388889,14.930556,17.8125,2.794,15.333333,92.401083
US_TX_48391,2020-01-03,ChIJ7xVvWivOaYYR4BEMLjQz-5I,Q26705,geoId/48391,US,United States of America,TX,Texas,48391,Refugio County,US,USA,2,,,,,,,7180,3518,3662,943,915,832,793,741,968,894,698,396,1828412,28.32,-97.17,2120,76.75,,,,,21.75,31.27,16.75,13.388889,21.576389,0.22225,12.111111,72.743621
US_TX_48391,2020-01-04,ChIJ7xVvWivOaYYR4BEMLjQz-5I,Q26705,geoId/48391,US,United States of America,TX,Texas,48391,Refugio County,US,USA,2,,,,,,,7180,3518,3662,943,915,832,793,741,968,894,698,396,1828412,28.32,-97.17,2120,76.75,,,,,,,13.659722,8.097222,19.881944,0.0,5.152778,54.478856
US_TX_48391,2020-01-05,ChIJ7xVvWivOaYYR4BEMLjQz-5I,Q26705,geoId/48391,US,United States of America,TX,Texas,48391,Refugio County,US,USA,2,,,,,,,7180,3518,3662,943,915,832,793,741,968,894,698,396,1828412,28.32,-97.17,2120,76.75,,,,,30.12,38.04,14.756944,8.909722,20.069444,0.0635,10.458333,71.682512
US_TX_48391,2020-01-06,ChIJ7xVvWivOaYYR4BEMLjQz-5I,Q26705,geoId/48391,US,United States of America,TX,Texas,48391,Refugio County,US,USA,2,,,,,,,7180,3518,3662,943,915,832,793,741,968,894,698,396,1828412,28.32,-97.17,2120,76.75,,,,,,51.64,17.305556,13.993056,21.118056,0.0635,14.111111,78.371627
US_TX_48391,2020-01-07,ChIJ7xVvWivOaYYR4BEMLjQz-5I,Q26705,geoId/48391,US,United States of America,TX,Texas,48391,Refugio County,US,USA,2,,,,,,,7180,3518,3662,943,915,832,793,741,968,894,698,396,1828412,28.32,-97.17,2120,76.75,,,,,,33.6,15.673611,11.930556,19.604167,0.09525,9.194444,63.333038
US_TX_48391,2020-01-08,ChIJ7xVvWivOaYYR4BEMLjQz-5I,Q26705,geoId/48391,US,United States of America,TX,Texas,48391,Refugio County,US,USA,2,,,,,,,7180,3518,3662,943,915,832,793,741,968,894,698,396,1828412,28.32,-97.17,2120,76.75,,,,,33.84,35.25,14.631944,9.402778,20.6875,0.0,9.375,67.197552
US_TX_48391,2020-01-09,ChIJ7xVvWivOaYYR4BEMLjQz-5I,Q26705,geoId/48391,US,United States of America,TX,Texas,48391,Refugio County,US,USA,2,,,,,,,7180,3518,3662,943,915,832,793,741,968,894,698,396,1828412,28.32,-97.17,2120,76.75,,,,,,32.41,20.013889,18.326389,22.458333,0.254,17.944444,86.636179
US_TX_48391,2020-01-10,ChIJ7xVvWivOaYYR4BEMLjQz-5I,Q26705,geoId/48391,US,United States of America,TX,Texas,48391,Refugio County,US,USA,2,,,,,,,7180,3518,3662,943,915,832,793,741,968,894,698,396,1828412,28.32,-97.17,2120,76.75,,,,,26.71,25.37,20.770833,19.743056,22.173611,0.0635,19.541667,92.253201
