location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28011,2020-01-01,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,6.14,,8.3,6.86,5.41,8.66,14.44,10.83,7.58,,,6.86,19.85,,7.22,,29.6,,6.5,5.833333,1.574074,11.549383,0.0,,-0.561728,63.734448
US_MS_28011,2020-01-02,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,12.34,10.44,5.06,,5.06,18.99,5.38,6.64,5.06,,6.96,27.53,4.75,10.44,4.43,32.91,7.28,6.33,10.472222,8.294444,13.438889,3.81,,7.616667,82.610114
US_MS_28011,2020-01-03,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,7.83,5.88,,5.22,5.55,13.38,6.2,6.53,4.9,,6.85,23.17,,9.46,,31.99,5.55,,14.111111,12.061111,16.455556,21.263429,,13.344444,95.251188
US_MS_28011,2020-01-04,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,9.65,6.79,,,,9.65,6.08,7.15,,,6.43,22.88,,9.29,5.36,33.96,8.22,,9.444444,4.311111,14.322222,1.3335,,4.022222,69.249938
US_MS_28011,2020-01-05,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,10.38,11.09,,,6.8,11.45,5.73,9.66,,,,28.63,,5.37,,35.79,5.37,,8.183333,1.855556,18.216667,0.0,,1.838889,65.606371
US_MS_28011,2020-01-06,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,5.02,6.9,7.21,7.84,,5.96,11.92,7.53,7.53,6.59,,8.47,20.07,,7.21,4.39,32.93,5.33,,9.988889,3.983333,17.266667,0.0,,6.166667,77.501695
US_MS_28011,2020-01-07,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,5.43,4.07,7.33,5.7,,,9.5,5.7,8.96,,,5.7,20.09,4.62,5.97,6.51,27.69,,,8.855556,3.077778,14.75,0.0,,1.511111,60.474474
US_MS_28011,2020-01-08,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,,10.58,5.03,4.76,,8.73,7.14,7.41,,,8.73,24.07,5.82,11.9,4.76,28.3,11.9,,7.155556,0.211111,17.1,0.0,,-0.733333,57.398209
US_MS_28011,2020-01-09,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,6.36,8.14,8.14,4.83,5.08,6.87,,7.88,,3.56,6.36,23.64,3.81,8.64,5.08,28.98,5.59,5.85,11.138889,5.366667,18.438889,0.0,,3.688889,60.304292
US_MS_28011,2020-01-10,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,5.19,6.17,6.91,4.69,4.45,,7.16,6.42,6.91,,,6.42,19.75,,6.42,,30.37,6.67,,17.344444,15.244444,20.255556,0.550333,,14.35,82.720456
US_MS_28011,2020-01-11,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,9.91,6.34,8.72,7.13,,,9.51,8.72,5.94,,,7.13,15.06,,8.72,,31.7,5.94,,16.533333,9.105556,22.477778,34.798,,15.127778,91.556396
US_MS_28011,2020-01-12,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,8.53,9.64,5.93,,,12.23,,,,,,19.65,,7.79,,24.1,8.16,,4.451389,2.569444,7.763889,9.525,,2.097222,84.753641
US_MS_28011,2020-01-13,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,4.8,7.83,3.79,5.56,4.29,8.84,5.81,6.82,,3.79,6.06,18.44,5.3,5.56,,31.07,8.34,,6.179012,2.024691,12.444444,0.03175,,4.450617,88.799269
US_MS_28011,2020-01-14,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,7.62,7.15,7.86,,4.76,13.58,5.96,5.72,,,6.67,19.78,6.43,5.0,4.76,25.73,5.72,4.29,13.372222,10.966667,16.488889,10.377714,,12.594444,95.079635
US_MS_28011,2020-01-15,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,4.38,6.92,5.54,7.38,6.0,4.61,10.38,9.46,8.07,6.46,3.69,6.46,21.22,4.38,8.77,5.77,31.83,7.61,6.69,17.744444,14.65,21.416667,6.640286,,17.027778,95.671228
US_MS_28011,2020-01-16,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,4.65,4.19,7.68,5.35,4.65,4.19,8.84,6.51,8.14,5.82,3.72,5.58,23.03,4.65,6.98,5.12,32.11,4.65,3.26,14.005556,7.555556,20.15,3.048,,11.538889,85.219914
US_MS_28011,2020-01-17,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,,7.35,6.16,,7.82,11.61,4.27,8.77,,5.45,6.4,24.17,7.11,5.45,,26.07,6.63,3.56,8.088889,5.75,11.955556,0.290286,,2.111111,66.57463
US_MS_28011,2020-01-18,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,10.76,9.37,8.33,5.2,,13.53,6.25,7.98,5.2,,,20.47,5.9,7.29,5.9,30.88,,,14.883333,10.438889,18.422222,5.334,,11.416667,79.991977
US_MS_28011,2020-01-19,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,6.0,5.67,9.34,6.67,6.0,5.34,11.01,8.0,7.34,,,,23.68,7.34,9.34,7.67,36.68,7.67,,5.983333,0.783333,13.533333,1.8796,,-4.622222,46.852393
US_MS_28011,2020-01-20,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,5.77,9.72,11.54,,,4.25,13.36,10.93,8.5,4.55,4.25,6.68,24.29,5.47,9.41,5.47,37.05,7.89,4.55,0.766667,-2.85,5.516667,0.0,,-6.294444,59.430329
US_MS_28011,2020-01-21,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,5.39,7.27,11.26,8.68,4.92,5.16,15.95,8.21,7.74,3.28,5.86,7.97,25.79,6.1,8.91,,28.84,8.68,,-0.9,-3.4,3.333333,0.0,,-5.85,69.250842
US_MS_28011,2020-01-22,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,3.44,3.21,7.79,3.9,4.81,4.12,18.34,9.63,8.48,4.12,3.44,4.58,26.36,6.65,11.23,5.04,30.02,6.65,5.27,0.7,-2.172222,5.188889,0.197556,,-4.083333,70.751586
US_MS_28011,2020-01-23,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,8.25,7.35,6.91,4.46,3.12,16.49,9.36,6.02,,,7.13,23.85,4.9,4.9,5.79,30.31,4.23,,4.333333,2.472222,6.861111,13.062857,,2.444444,87.969827
US_MS_28011,2020-01-24,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,5.67,9.06,7.48,3.63,,20.62,8.38,8.84,3.85,3.17,4.53,32.18,5.21,8.38,4.08,23.57,8.38,4.76,5.6,2.9,7.816667,12.446,,3.433333,86.058952
US_MS_28011,2020-01-25,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,8.45,12.17,6.76,,,17.57,6.08,10.48,6.08,,,32.1,5.07,9.12,5.41,23.32,5.41,,5.072222,0.505556,10.733333,0.0,,0.45,72.136452
US_MS_28011,2020-01-26,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,11.16,7.93,8.52,,,20.27,7.93,6.46,,,9.11,32.02,5.58,8.52,4.99,32.31,5.58,,8.055556,5.75,10.861111,1.197429,,6.088889,87.500242
US_MS_28011,2020-01-27,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,4.02,7.54,7.29,7.29,5.28,4.78,15.34,9.55,6.04,3.77,6.79,7.54,20.11,4.53,5.03,5.78,27.66,5.78,4.53,10.422222,8.438889,14.788889,1.87325,,8.194444,86.131053
US_MS_28011,2020-01-28,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,3.63,4.54,10.44,5.9,,4.31,13.61,6.58,8.39,,3.86,8.17,47.19,4.76,8.85,5.9,31.54,23.37,4.08,7.338889,2.183333,13.511111,0.0,,5.677778,89.399776
US_MS_28011,2020-01-29,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,4.14,6.54,7.63,6.76,,,24.63,10.46,8.94,4.58,4.14,9.15,50.13,4.36,5.01,6.76,28.77,16.57,7.19,9.183333,6.961111,12.355556,4.064,,7.183333,87.586365
US_MS_28011,2020-01-30,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,6.23,4.51,5.16,6.87,3.22,3.22,25.35,9.67,8.81,6.01,4.08,6.87,36.09,6.23,6.01,8.38,30.72,7.73,4.3,5.844444,4.477778,8.15,1.2192,,4.505556,91.257242
US_MS_28011,2020-01-31,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,3.99,7.76,3.77,,,23.07,9.54,8.21,4.66,4.88,4.66,25.29,3.77,6.43,5.54,27.5,4.44,4.21,6.761111,5.305556,9.088889,0.725714,,5.333333,90.802554
US_MS_28011,2020-02-01,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,9.08,11.43,6.39,,,15.47,8.41,,,,,27.91,,6.73,5.04,30.6,7.4,,7.883333,4.016667,12.927778,0.1524,,3.95,76.751515
US_MS_28011,2020-02-02,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,5.7,,12.36,4.44,,,17.74,9.19,8.87,,4.75,5.07,26.93,4.75,6.65,,37.07,7.92,5.39,11.705556,4.838889,22.205556,0.0,,2.7,54.572094
US_MS_28011,2020-02-03,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,3.88,4.8,11.19,4.8,,3.2,19.42,8.45,7.54,,5.48,7.08,26.73,3.88,4.57,6.62,30.15,5.03,,14.75,9.566667,20.233333,0.0,,7.783333,63.438658
US_MS_28011,2020-02-04,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,3.67,7.13,11.23,4.97,,3.24,18.58,8.64,5.4,3.89,4.75,8.21,28.09,,5.62,6.05,25.06,4.97,5.18,17.311111,15.483333,19.544444,0.326571,,14.716667,84.866773
US_MS_28011,2020-02-05,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,5.71,3.6,8.25,9.09,,3.38,16.7,9.52,6.77,,4.44,7.61,24.32,,5.71,4.02,32.99,9.3,3.6,11.038889,6.122222,17.961111,13.389429,,10.383333,95.799439
US_MS_28011,2020-02-06,ChIJzQl8yH2fK4YRB5Uc0kHdiyQ,Q115356,geoId/28011,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2,,,,,,,31718,14751,16967,4435,4386,4713,4012,3519,3875,3765,2076,937,1829138,33.79,-90.88,2346,74.7375,,,,,,6.92,12.98,7.14,,5.19,16.88,6.92,4.98,5.41,3.03,6.92,21.42,5.41,4.98,3.9,29.21,5.84,3.68,4.433333,2.616667,6.477778,11.502571,,3.244444,92.094583
