location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19133,2020-01-01,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,25.99,37.55,-1.583333,-6.005556,5.144444,0.0,30.48,-4.366667,81.628805
US_IA_19133,2020-01-02,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,33.53,55.89,1.788889,-2.655556,4.538889,0.042333,,0.155556,89.10556
US_IA_19133,2020-01-03,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,35.37,36.67,-0.788889,-4.488889,3.222222,0.0,,-2.04321,90.6017
US_IA_19133,2020-01-04,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,24.91,49.81,-2.372222,-8.338889,4.261111,0.084667,,-5.277778,81.187827
US_IA_19133,2020-01-05,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,29.62,35.55,3.616667,-0.266667,6.433333,0.0,,-1.9,67.656224
US_IA_19133,2020-01-06,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,24.75,27.36,-0.816667,-3.988889,3.855556,0.0,,-3.194444,84.367786
US_IA_19133,2020-01-07,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,24.21,40.36,-0.511111,-5.65,5.861111,0.056444,,-3.388889,81.450332
US_IA_19133,2020-01-08,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,24.4,32.94,-4.505556,-9.555556,1.85,0.0,,-10.022222,65.504192
US_IA_19133,2020-01-09,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,24.16,24.16,2.094444,-3.472222,6.622222,0.0,,-3.861111,65.017372
US_IA_19133,2020-01-10,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,32.6,41.59,-4.361111,-9.611111,0.694444,0.0,50.8,-6.633333,84.376468
US_IA_19133,2020-01-11,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,32.11,34.9,-11.816667,-16.038889,-5.316667,0.127,30.48,-16.805556,66.574184
US_IA_19133,2020-01-12,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,,48.89,-9.366667,-14.25,-3.955556,0.1905,30.48,-11.383333,85.557902
US_IA_19133,2020-01-13,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,18.15,39.71,-4.505556,-10.35,-0.127778,1.778,30.48,-4.894444,97.148763
US_IA_19133,2020-01-14,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,,29.21,-2.755556,-8.483333,0.738889,0.03175,40.64,-4.255556,89.519055
US_IA_19133,2020-01-15,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,37.63,23.95,-6.45,-13.861111,-3.405556,0.0,40.64,-8.166667,87.825235
US_IA_19133,2020-01-16,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,17.94,29.15,-17.033333,-20.983333,-12.088889,0.0,50.8,-21.038889,71.213379
US_IA_19133,2020-01-17,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,25.6,44.8,-7.466667,-12.955556,-1.833333,0.762,50.8,-9.4,86.179025
US_IA_19133,2020-01-18,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,32.55,36.46,-7.55,-14.155556,-0.322222,4.741333,50.8,-9.755556,84.434191
US_IA_19133,2020-01-19,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,41.26,39.97,-16.883333,-19.722222,-13.394444,0.254,115.57,-21.322222,68.585197
US_IA_19133,2020-01-20,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,21.37,45.26,-18.261111,-21.527778,-14.05,0.0,115.57,-21.261111,77.491059
US_IA_19133,2020-01-21,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,23.28,46.55,-16.111111,-21.45,-7.027778,0.0,115.57,-18.1,84.881821
US_IA_19133,2020-01-22,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,33.72,44.96,-0.820988,-6.401235,1.006173,3.7592,99.06,-1.716049,93.716215
US_IA_19133,2020-01-23,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,36.23,36.23,0.15,-0.772222,0.790123,2.116667,139.7,-0.055556,98.535871
US_IA_19133,2020-01-24,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,29.01,34.81,-1.083333,-1.827778,-0.327778,1.016,114.3,-1.655556,95.931272
US_IA_19133,2020-01-25,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,37.69,34.79,-2.638889,-5.461111,-0.877778,0.0,114.3,-3.838889,91.51724
US_IA_19133,2020-01-26,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,47.49,43.53,-1.62963,-5.45679,2.716049,0.0,50.8,-2.325397,94.469321
US_IA_19133,2020-01-27,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,31.59,39.78,-0.583333,-3.733333,1.572222,0.0,100.33,-1.462963,93.562728
US_IA_19133,2020-01-28,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,31.56,30.35,-3.533333,-5.277778,-1.0,0.0,90.17,-4.364198,93.893831
US_IA_19133,2020-01-29,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,34.97,43.41,-3.872222,-5.127778,-1.861111,1.27,104.14,-4.697531,93.527999
US_IA_19133,2020-01-30,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,28.14,34.26,-1.255556,-3.416667,1.777778,0.112889,90.17,-2.15,93.792966
US_IA_19133,2020-01-31,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,28.52,34.47,0.45,-0.566667,1.416667,0.169333,90.17,-0.049383,95.401907
US_IA_19133,2020-02-01,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,,,0.633333,-3.416667,5.35,0.1016,80.01,-0.994444,89.105275
US_IA_19133,2020-02-02,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,26.89,33.3,5.522222,0.944444,10.927778,0.0,64.77,1.411111,75.074806
US_IA_19133,2020-02-03,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,23.14,37.46,0.077778,-1.794444,6.183333,0.0,54.61,-2.222222,84.76514
US_IA_19133,2020-02-04,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,36.66,40.21,-4.977778,-7.638889,-1.277778,0.0,30.48,-9.766667,69.415051
US_IA_19133,2020-02-05,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,29.36,38.75,-5.794444,-8.244444,-0.516667,0.0254,30.48,-10.805556,68.218566
US_IA_19133,2020-02-06,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,34.56,33.33,-5.077778,-10.672222,1.638889,0.0,30.48,-8.266667,78.738616
US_IA_19133,2020-02-07,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,30.01,48.77,-3.561111,-7.494444,0.644444,0.254,30.48,-5.727778,85.264605
US_IA_19133,2020-02-08,ChIJCYNCLKFGkocRd6BoGHM97uQ,Q485478,geoId/19133,US,United States of America,IA,Iowa,19133,Monona County,US,USA,2,,,,,,,8724,4277,4447,951,1121,877,877,887,1220,1217,844,730,1425435,42.047222,-95.968611,386,1795,75.6,,,40.66,40.66,-7.694444,-13.205556,-0.066667,0.0,30.48,-10.35,81.572841
