location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13083,2020-12-11,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,13,0,632,8,,,0,0,0,4,1,4,3,0,0,0,9,14,51,112,71,92,90,63,48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,12,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-2,-15,,12.11,,22.11,10.0,31.07,,8.477778,1.011111,18.344444,0.0,,3.84127,70.983994
US_GA_13083,2020-12-12,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,3,0,635,8,,,0,0,0,1,0,-1,1,0,1,1,9,14,51,113,71,91,91,63,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,12,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-3,2,11.88,17.29,,19.99,10.8,36.2,,13.461111,9.222222,16.55,0.042333,,9.944444,78.637803
US_GA_13083,2020-12-13,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,2,0,637,8,,,0,0,0,1,0,1,0,0,0,0,9,14,51,114,71,92,91,63,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,12,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,16,-2,,14.07,8.44,21.38,,36.57,10.13,11.622222,6.911111,16.422222,4.826,,9.515873,87.565868
US_GA_13083,2020-12-14,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,9,0,646,8,,,0,0,0,1,1,1,2,0,1,0,9,14,51,115,72,93,93,63,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,12,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,6,-25,8.31,11.43,7.79,22.85,,39.99,,7.805556,5.072222,12.894444,21.547667,,5.428571,84.384781
US_GA_13083,2020-12-15,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,3,0,649,8,,,1,0,0,0,0,0,0,0,0,0,10,14,51,115,72,93,93,63,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,12,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,1,-22,9.99,13.88,,24.42,,36.08,8.33,3.994444,-1.088889,10.038889,11.4808,,-0.261905,73.002748
US_GA_13083,2020-12-16,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,17,0,666,8,,,0,0,1,1,0,5,3,0,0,1,10,14,52,116,72,98,96,63,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,12,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,6,-28,10.92,10.4,,17.67,,30.67,9.88,6.605556,3.561111,8.994444,0.719667,,3.5,79.728472
US_GA_13083,2020-12-17,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,11,0,677,8,,,0,0,1,0,1,1,3,0,2,0,10,14,53,116,73,99,99,63,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,-1,2,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-5,-26,10.05,10.05,14.51,23.44,9.49,44.09,,2.616667,0.25,5.772222,3.499556,,-1.619048,72.320042
US_GA_13083,2020-12-18,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,11,0,688,8,,,0,0,1,1,1,1,0,4,0,1,10,14,54,117,74,100,99,67,52,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,4,-23,,11.78,,25.23,8.97,31.4,11.22,0.305556,-5.15,8.838889,0.0,,-4.142857,70.420349
US_GA_13083,2020-12-19,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,13,0,701,8,,,0,0,2,1,3,4,1,0,2,0,10,14,56,118,77,104,100,67,54,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,19,-19,,,,26.87,,40.02,,2.544444,-3.444444,11.122222,0.0,,-2.18254,69.370552
US_GA_13083,2020-12-20,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,6,0,707,8,,,0,0,1,3,1,1,0,0,0,0,10,14,57,121,78,105,100,67,54,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,17,-13,14.64,9.01,,26.46,,39.42,,8.072222,5.644444,10.65,0.127,,3.634921,73.013624
US_GA_13083,2020-12-21,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,9,0,716,8,,,0,0,0,0,0,1,1,1,0,0,10,14,57,121,78,106,101,68,54,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,6,-32,13.74,12.15,7.93,25.89,8.46,40.69,,7.75,3.327778,13.822222,0.366889,,4.412698,79.225587
US_GA_13083,2020-12-22,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,18,0,734,8,,,0,0,0,2,0,0,1,3,2,0,10,14,57,123,78,106,102,71,56,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,5,-34,9.83,14.74,,27.3,,33.85,11.47,7.25,-0.305556,15.255556,0.0,,-0.730159,55.45136
US_GA_13083,2020-12-23,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,4,0,738,8,,,0,0,0,0,0,0,0,1,1,0,10,14,57,123,78,106,102,72,57,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,5,-39,,,12.98,23.14,10.72,38.94,,6.772222,-0.033333,15.161111,0.0,,-1.698413,54.55477
US_GA_13083,2020-12-24,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,12,0,750,8,,,0,0,0,3,1,1,1,0,0,1,10,14,57,126,79,107,103,72,57,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-22,-68,11.11,10.53,,17.54,,32.16,,8.094444,-0.0,13.755556,10.964333,,4.420635,76.299439
US_GA_13083,2020-12-25,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,7,0,757,8,,,0,0,0,1,0,1,2,0,1,0,10,14,57,127,79,108,105,72,58,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-31,-82,,,,24.97,,23.86,,-2.55,-6.111111,0.727778,22.025429,,-12.246032,46.489408
US_GA_13083,2020-12-26,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,2,0,759,8,,,0,0,0,0,1,0,0,0,1,0,10,14,57,127,80,108,105,72,59,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,9,-31,10.27,15.68,,19.47,9.73,24.87,,-2.544444,-8.494444,7.888889,0.0,,-10.603175,52.951029
US_GA_13083,2020-12-27,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,2,0,761,8,,,0,1,0,1,0,0,0,0,0,0,10,15,57,128,80,108,105,72,59,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,36,-24,8.17,8.17,10.89,20.69,,33.76,9.8,2.405556,-4.5,14.05,0.0,,-4.5,59.264465
US_GA_13083,2020-12-28,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,8,0,769,8,,,0,0,0,2,1,1,0,0,0,0,10,15,57,130,81,109,105,72,59,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,1,-36,9.87,14.02,,24.93,8.31,38.95,13.5,7.344444,1.3,13.394444,0.0,,1.65873,67.18654
US_GA_13083,2020-12-29,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,19,0,788,8,,,0,0,0,1,2,1,0,0,1,2,10,15,57,131,83,110,105,72,60,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,4,-37,12.78,,,21.3,,37.8,,5.544444,-1.077778,14.838889,0.0,,1.571429,74.777511
US_GA_13083,2020-12-30,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,20,0,808,8,,,1,0,3,0,2,3,3,2,1,1,11,15,60,131,85,113,108,74,61,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,8,-40,8.96,10.94,,16.91,7.96,33.33,10.94,9.883333,3.177778,16.633333,0.0,,5.02381,70.80069
US_GA_13083,2020-12-31,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,14,0,822,8,,,0,0,1,4,1,3,0,0,0,0,11,15,61,135,86,116,108,74,61,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-27,-50,8.51,11.7,15.42,13.82,,42.54,,11.938889,8.755556,15.622222,0.0,,9.47619,84.333054
US_GA_13083,2021-01-01,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,6,0,828,8,,,0,0,0,3,0,1,2,0,0,0,11,15,61,138,86,117,110,74,61,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,14,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-23,-73,,9.75,,20.01,10.26,36.95,11.8,16.972222,12.361111,21.011111,2.836333,,14.65873,85.902526
US_GA_13083,2021-01-02,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,5,0,833,8,,,0,0,1,0,0,0,0,0,1,0,11,15,62,138,86,117,110,74,62,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,6,2,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,8,-19,8.29,8.85,,21.02,9.4,37.6,,11.544444,4.316667,18.122222,6.35,,7.68254,74.949902
US_GA_13083,2021-01-03,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,3,0,836,8,,,0,0,1,0,0,2,0,0,0,0,11,15,63,138,86,119,110,74,62,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,35,-23,,12.54,,22.89,,39.24,,7.35,3.555556,13.872222,0.0,,1.746032,66.258491
US_GA_13083,2021-01-04,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,8,0,844,8,,,0,2,0,0,3,2,0,1,0,1,11,17,63,138,89,121,110,75,62,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,5,-29,12.13,11.08,,23.21,8.97,33.24,,3.355556,-2.766667,13.122222,0.0,,-0.198413,76.265137
US_GA_13083,2021-01-05,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,13,0,857,8,,,0,0,1,0,1,3,2,1,1,1,11,17,64,138,90,124,112,76,63,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,6,-25,9.13,11.67,7.61,22.32,,35.0,9.64,8.033333,1.738889,12.022222,0.0,,3.238095,70.359571
US_GA_13083,2021-01-06,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,31,0,888,8,,,0,0,0,0,0,0,0,0,0,0,11,17,64,138,90,124,112,76,63,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,2,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-6,-26,12.13,,11.64,16.5,10.19,33.48,,2.616667,-3.327778,11.55,0.0,,-1.992063,69.797768
US_GA_13083,2021-01-07,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,14,0,902,8,,,0,1,2,6,4,1,6,4,1,1,11,18,66,144,94,125,118,80,64,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5,6,3,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-4,-18,12.13,8.25,9.71,20.38,,27.18,7.28,4.088889,0.538889,7.622222,0.0,,-0.912698,69.413067
US_GA_13083,2021-01-08,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,14,0,916,8,,,0,1,2,2,0,3,-1,0,2,1,11,19,68,146,94,128,117,80,66,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-4,-20,8.37,,11.82,15.26,8.37,30.04,,2.994444,1.383333,5.127778,7.958667,,1.634921,89.842072
US_GA_13083,2021-01-09,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,16,0,932,8,,,0,0,0,4,7,2,0,2,0,1,11,19,68,150,101,130,117,82,66,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,12,-7,7.92,,7.92,16.36,,31.66,,1.266667,0.433333,2.627778,0.41275,,-2.02381,77.385624
US_GA_13083,2021-01-10,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,9,0,941,8,,,0,0,0,3,3,2,1,0,1,0,11,19,68,153,104,132,118,82,67,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,18,-14,7.8,9.36,,13.52,11.96,31.2,8.32,1.05,-2.45,6.961111,0.0,,-4.174603,66.907077
US_GA_13083,2021-01-11,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,18,0,959,8,,,0,1,0,3,1,3,0,1,0,0,11,20,68,156,105,135,118,83,67,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,6,3,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-3,-22,9.34,9.34,10.74,22.41,7.0,38.28,,2.7,-0.1,5.216667,0.042333,,0.619048,85.866659
US_GA_13083,2021-01-12,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,20,1,979,9,,,2,0,2,4,2,0,3,3,0,1,13,20,70,160,107,135,121,86,67,43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,5,7,4,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,1,-19,10.36,,9.87,19.25,,36.52,,3.166667,0.944444,5.988889,3.414889,,1.285714,86.34888
US_GA_13083,2021-01-13,ChIJt_S9dupHYIgREvBPHy0P5kU,Q486654,geoId/13083,US,United States of America,GA,Georgia,13083,Dade County,US,USA,2,7,0,986,9,,,1,1,1,1,0,1,0,2,0,0,14,21,71,161,107,136,121,88,67,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,4,15,8,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,16254,7934,8320,1666,2088,2292,1775,1989,2273,2158,1361,652,533031,34.85,-85.5,451,76.275,,,-2,-22,10.76,9.29,,22.99,8.8,44.51,,-0.572222,-5.155556,6.216667,0.0,,-2.674603,83.418695
