location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17159,2020-01-01,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,,16.69,19.25,41.72,3.422222,-1.988889,10.811111,0.0,-2.383333,66.525669
US_IL_17159,2020-01-02,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,,22.85,31.87,38.48,6.894444,3.25,11.466667,0.282222,0.65,65.444635
US_IL_17159,2020-01-03,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,,12.15,13.37,49.84,7.944444,4.816667,9.083333,5.715,7.25,95.601328
US_IL_17159,2020-01-04,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,,21.28,25.79,41.27,2.822222,0.822222,4.944444,0.846667,0.8,86.838272
US_IL_17159,2020-01-05,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,11.66,22.02,27.84,55.69,2.05,-3.427778,11.277778,0.4318,-2.377778,73.044211
US_IL_17159,2020-01-06,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,,15.39,27.81,35.26,3.244444,-3.333333,8.733333,0.1778,-3.388889,62.540047
US_IL_17159,2020-01-07,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,14.21,13.27,13.27,36.48,1.583333,-4.283333,8.272222,0.0254,-3.65,68.71667
US_IL_17159,2020-01-08,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,9.96,9.46,20.92,37.86,1.938889,-1.916667,6.05,0.0,-6.383333,54.532152
US_IL_17159,2020-01-09,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,,15.08,34.18,28.65,5.805556,0.133333,13.388889,0.042333,-3.266667,52.84576
US_IL_17159,2020-01-10,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,9.95,13.27,21.33,26.07,11.772222,8.45,14.15,20.936857,9.227778,84.56574
US_IL_17159,2020-01-11,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,,12.63,14.52,32.84,11.05,3.311111,16.905556,29.572857,9.833333,92.496139
US_IL_17159,2020-01-12,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,,14.97,25.39,27.34,1.027778,-0.633333,3.35,14.260286,-0.8,87.984363
US_IL_17159,2020-01-13,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,11.73,11.22,35.18,33.14,2.966667,0.072222,5.205556,0.0508,0.705556,85.557774
US_IL_17159,2020-01-14,ChIJgah15sErcogRzucAy5jFA8k,Q490966,geoId/17159,US,United States of America,IL,Illinois,17159,Richland County,US,USA,2,,,,,,,15837,7838,7999,2021,1896,1749,1870,1770,2228,2032,1269,1002,1801535,38.71,-88.09,938,77.84,,,,,12.36,43.79,42.24,4.0,-0.688889,11.55,0.0254,2.15,88.004089
