location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51105,2020-01-01,ChIJ3b2gmqMVW4gRcgY765yHvho,Q514008,geoId/51105,US,United States of America,VA,Virginia,51105,Lee County,US,USA,2,,,,,,,23900,12436,11464,2351,2523,2742,2901,3153,3414,3474,2255,1087,1913188,36.71,-83.13,1133,77.0,,,,,12.48,21.02,29.57,10.51,62.42,4.783951,1.345679,8.839506,0.0,,-2.962963,57.375336
US_VA_51105,2020-01-02,ChIJ3b2gmqMVW4gRcgY765yHvho,Q514008,geoId/51105,US,United States of America,VA,Virginia,51105,Lee County,US,USA,2,,,,,,,23900,12436,11464,2351,2523,2742,2901,3153,3414,3474,2255,1087,1913188,36.71,-83.13,1133,77.0,,,,,11.68,27.67,31.98,9.84,53.5,4.185185,-0.154321,8.12963,1.705429,,-1.438272,67.38658
US_VA_51105,2020-01-03,ChIJ3b2gmqMVW4gRcgY765yHvho,Q514008,geoId/51105,US,United States of America,VA,Virginia,51105,Lee County,US,USA,2,,,,,,,23900,12436,11464,2351,2523,2742,2901,3153,3414,3474,2255,1087,1913188,36.71,-83.13,1133,77.0,,,,,13.24,31.51,34.66,10.71,49.79,9.623457,5.240741,12.179012,17.997714,,9.458333,97.80657
US_VA_51105,2020-01-04,ChIJ3b2gmqMVW4gRcgY765yHvho,Q514008,geoId/51105,US,United States of America,VA,Virginia,51105,Lee County,US,USA,2,,,,,,,23900,12436,11464,2351,2523,2742,2901,3153,3414,3474,2255,1087,1913188,36.71,-83.13,1133,77.0,,,,,9.23,28.3,28.3,10.46,51.67,8.975309,1.388889,12.598765,7.438571,,7.469136,90.368164
US_VA_51105,2020-01-05,ChIJ3b2gmqMVW4gRcgY765yHvho,Q514008,geoId/51105,US,United States of America,VA,Virginia,51105,Lee County,US,USA,2,,,,,,,23900,12436,11464,2351,2523,2742,2901,3153,3414,3474,2255,1087,1913188,36.71,-83.13,1133,77.0,,,,,15.99,35.81,35.17,,56.91,2.228395,0.197531,8.728395,2.358571,,-2.790123,69.579993
US_VA_51105,2020-01-06,ChIJ3b2gmqMVW4gRcgY765yHvho,Q514008,geoId/51105,US,United States of America,VA,Virginia,51105,Lee County,US,USA,2,,,,,,,23900,12436,11464,2351,2523,2742,2901,3153,3414,3474,2255,1087,1913188,36.71,-83.13,1133,77.0,,,,,13.79,22.07,28.14,,49.11,2.87037,-2.506173,9.512346,0.0,,-3.32716,64.004368
US_VA_51105,2020-01-07,ChIJ3b2gmqMVW4gRcgY765yHvho,Q514008,geoId/51105,US,United States of America,VA,Virginia,51105,Lee County,US,USA,2,,,,,,,23900,12436,11464,2351,2523,2742,2901,3153,3414,3474,2255,1087,1913188,36.71,-83.13,1133,77.0,,,,,11.33,23.2,24.28,,49.64,3.067901,-1.216049,8.481481,3.084286,,-1.969136,69.764187
US_VA_51105,2020-01-08,ChIJ3b2gmqMVW4gRcgY765yHvho,Q514008,geoId/51105,US,United States of America,VA,Virginia,51105,Lee County,US,USA,2,,,,,,,23900,12436,11464,2351,2523,2742,2901,3153,3414,3474,2255,1087,1913188,36.71,-83.13,1133,77.0,,,,,,14.47,30.0,,49.29,3.925926,-1.067901,9.833333,1.580444,,-4.592593,53.914021
US_VA_51105,2020-01-09,ChIJ3b2gmqMVW4gRcgY765yHvho,Q514008,geoId/51105,US,United States of America,VA,Virginia,51105,Lee County,US,USA,2,,,,,,,23900,12436,11464,2351,2523,2742,2901,3153,3414,3474,2255,1087,1913188,36.71,-83.13,1133,77.0,,,,,13.46,17.08,27.43,,46.06,4.697531,-2.203704,14.598765,0.0,,-3.808642,54.882309
US_VA_51105,2020-01-10,ChIJ3b2gmqMVW4gRcgY765yHvho,Q514008,geoId/51105,US,United States of America,VA,Virginia,51105,Lee County,US,USA,2,,,,,,,23900,12436,11464,2351,2523,2742,2901,3153,3414,3474,2255,1087,1913188,36.71,-83.13,1133,77.0,,,,,9.37,18.74,33.83,,32.79,12.191358,8.055556,16.660494,0.0,,3.166667,54.221432
