location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20121,2020-01-01,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,4.37,7.77,6.8,6.8,7.77,4.13,6.07,,17.73,12.63,5.34,9.96,5.1,5.83,,4.86,,8.74,4.86,26.48,4.86,10.45,,4.37,4.62,41.54,4.62,7.77,5.83,5.34,7.04,3.166667,-3.9375,13.798611,0.0,,-3.868056,60.069629
US_KS_20121,2020-01-02,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,8.78,8.54,4.88,9.76,5.12,4.63,,,20.49,12.2,4.88,9.51,6.34,4.63,5.85,3.9,,3.42,9.27,24.39,5.85,8.05,,,5.61,39.51,7.32,5.85,5.37,6.1,4.15,6.881944,2.722222,11.368056,0.0,,2.069444,71.562209
US_KS_20121,2020-01-03,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,4.31,7.19,,8.86,6.95,5.27,5.75,,20.12,8.86,,9.58,4.31,4.55,4.79,,3.35,6.23,9.58,28.99,6.95,6.71,,5.75,5.51,33.54,3.83,4.79,6.23,,6.71,4.895833,-0.9375,10.125,0.0,,0.284722,72.147729
US_KS_20121,2020-01-04,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,4.66,7.37,5.89,10.56,5.16,5.4,8.35,,21.11,12.77,5.16,8.84,3.68,4.17,5.65,4.17,5.89,6.38,7.12,23.32,6.14,6.87,5.65,7.37,4.17,36.09,,5.89,6.38,4.17,3.68,1.513889,-3.944444,7.145833,0.0,,-7.125,52.738153
US_KS_20121,2020-01-05,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,,10.04,4.3,9.32,7.17,4.06,6.69,4.06,17.69,7.65,3.58,4.06,4.3,4.3,8.37,4.54,3.82,5.26,4.3,24.14,5.5,7.41,,5.02,6.93,35.85,,3.35,5.02,,,5.277778,-0.347222,12.333333,0.0,,-5.138889,47.051239
US_KS_20121,2020-01-06,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,5.82,8.95,3.13,8.5,5.59,4.92,6.49,3.36,17.67,10.07,5.37,8.72,5.59,5.37,5.59,,5.37,5.37,8.05,23.04,6.26,5.82,4.03,,4.25,36.47,4.7,4.25,6.94,4.7,,1.270833,-4.729167,8.236111,0.0,,-5.229167,62.135423
US_KS_20121,2020-01-07,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,5.24,6.15,3.42,8.88,10.02,5.46,6.15,,17.31,11.84,6.15,9.34,3.64,4.33,4.78,5.24,,5.46,8.43,20.04,5.92,3.64,,5.24,4.78,35.52,5.46,5.24,4.33,4.33,3.64,3.138889,-2.361111,11.854167,0.0,,-4.479167,57.522528
US_KS_20121,2020-01-08,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,3.65,7.76,3.19,7.99,8.22,3.19,6.39,,15.52,10.27,8.67,10.04,4.57,5.48,6.62,4.57,3.19,4.79,5.48,28.07,3.65,5.93,6.62,6.39,6.85,29.21,4.11,11.87,3.65,4.57,4.11,3.840278,-2.534722,12.715278,0.0,,-4.708333,53.759899
US_KS_20121,2020-01-09,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,4.14,5.06,4.83,8.51,5.98,5.29,,,16.32,8.96,4.37,6.9,6.44,5.75,5.06,3.22,,4.83,6.21,34.71,4.37,3.45,5.75,4.6,4.37,37.24,,10.34,3.68,5.75,,12.673611,6.333333,18.270833,0.0,,2.3125,49.359375
US_KS_20121,2020-01-10,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,4.43,,5.31,4.65,9.3,5.31,,,13.72,8.63,3.76,7.75,4.87,4.87,4.43,3.1,,3.32,6.42,20.59,4.87,4.21,,,5.53,33.87,3.1,6.64,7.97,3.98,,5.298611,0.0625,12.993056,0.0,,1.354167,75.883244
US_KS_20121,2020-01-11,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,6.33,9.38,5.39,12.19,7.5,4.69,4.22,5.16,13.6,10.32,3.99,8.68,,,3.52,5.63,,,7.27,22.51,6.33,,5.16,3.75,4.92,40.8,4.92,8.44,4.46,3.52,,-5.993056,-9.361111,1.152778,26.234571,78.74,-7.881944,86.604222
US_KS_20121,2020-01-12,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,3.42,6.84,,8.55,7.08,3.42,4.64,5.62,12.95,7.33,5.13,8.79,,5.62,4.15,3.91,6.11,5.86,7.08,20.03,7.08,7.57,,6.35,3.91,37.62,,8.31,3.91,5.38,3.67,-4.833333,-7.611111,-0.756944,2.104571,78.74,-6.604167,87.531883
US_KS_20121,2020-01-13,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,5.88,8.93,4.57,10.89,7.41,5.88,3.27,,15.9,10.45,3.48,11.32,3.7,,9.15,3.27,,4.57,6.1,21.78,5.23,4.79,6.32,4.79,7.19,33.54,5.01,6.1,4.36,6.1,5.88,-0.083333,-6.805556,8.076389,0.0,50.8,-1.604167,89.553673
US_KS_20121,2020-01-14,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,4.78,9.11,3.42,10.7,8.88,5.46,3.42,,15.94,8.88,5.24,9.79,3.64,4.33,4.78,3.87,,3.19,6.38,23.68,4.33,4.33,6.38,4.1,6.83,36.89,5.24,6.6,,4.55,,5.715278,0.798611,8.979167,0.0635,78.74,4.006944,88.864949
US_KS_20121,2020-01-15,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,4.49,10.55,,8.75,10.32,5.16,5.84,3.37,15.71,6.96,6.06,10.77,5.16,6.51,5.16,6.96,3.14,4.49,7.41,26.93,5.84,5.84,8.3,4.71,6.06,34.79,4.26,7.18,5.16,4.71,6.96,6.347222,-0.875,9.958333,0.03175,,4.791667,89.823955
US_KS_20121,2020-01-16,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,5.85,5.18,,8.1,5.4,6.3,5.63,3.38,11.03,8.1,4.5,7.43,4.5,3.83,3.15,,,3.38,6.3,24.53,3.6,4.05,3.15,3.6,3.38,34.89,6.98,5.85,5.4,4.5,3.15,-6.611111,-10.472222,-1.076389,0.0,,-11.916667,66.007387
US_KS_20121,2020-01-17,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,3.95,7.91,3.95,9.07,5.35,3.25,5.58,,13.48,9.3,3.95,8.84,5.58,4.42,3.49,,3.72,3.95,6.04,22.55,4.88,6.04,3.72,4.65,7.67,37.43,3.49,5.35,8.6,4.42,3.49,-1.888889,-5.652778,1.020833,0.108857,,-5.381944,77.083559
US_KS_20121,2020-01-18,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,8.03,8.55,4.92,11.66,5.18,,,,12.95,7.25,,10.1,,,4.66,,4.92,4.92,7.0,24.35,6.22,5.44,4.4,5.96,4.92,36.53,3.63,6.74,,5.96,,0.847222,-3.979167,6.548611,8.001,,-3.222222,74.25877
US_KS_20121,2020-01-19,ChIJ3dA2yXCxwIcRuNQA9ORSJfU,Q374358,geoId/20121,US,United States of America,KS,Kansas,20121,Miami County,US,USA,2,,,,,,,33429,16621,16808,4237,4820,3333,3922,4196,5141,4042,2359,1379,1070396,38.5833,-94.85,1528,79.7,,,,,4.19,14.3,,7.4,8.88,5.92,3.95,,12.58,4.19,4.69,9.12,,,,,4.69,4.93,5.92,18.99,5.43,9.37,,,4.44,36.01,4.44,4.93,4.44,4.19,3.95,-6.305556,-10.611111,-0.666667,0.254,,-14.569444,52.036647
