location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29093,2020-01-01,ChIJ1ZIvCdjR2YcR__2qeQ2tOh0,Q490121,geoId/29093,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2,,,,,,,10181,5070,5111,1067,1270,1036,1121,1220,1531,1451,937,548,1180466,37.55,-90.76,1430,75.4,,,,,34.4,45.27,4.5,-2.605556,13.088889,0.0,,-4.074074,53.557765
US_MO_29093,2020-01-02,ChIJ1ZIvCdjR2YcR__2qeQ2tOh0,Q490121,geoId/29093,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2,,,,,,,10181,5070,5111,1067,1270,1036,1121,1220,1531,1451,937,548,1180466,37.55,-90.76,1430,75.4,,,,,,56.95,8.016667,4.322222,11.894444,0.0,,1.790123,64.691144
US_MO_29093,2020-01-03,ChIJ1ZIvCdjR2YcR__2qeQ2tOh0,Q490121,geoId/29093,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2,,,,,,,10181,5070,5111,1067,1270,1036,1121,1220,1531,1451,937,548,1180466,37.55,-90.76,1430,75.4,,,,,,58.56,6.961111,4.227778,10.2,2.116667,,5.722222,91.690596
US_MO_29093,2020-01-04,ChIJ1ZIvCdjR2YcR__2qeQ2tOh0,Q490121,geoId/29093,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2,,,,,,,10181,5070,5111,1067,1270,1036,1121,1220,1531,1451,937,548,1180466,37.55,-90.76,1430,75.4,,,,,,38.49,2.766667,0.011111,6.311111,0.2286,,-1.314815,74.098899
US_MO_29093,2020-01-05,ChIJ1ZIvCdjR2YcR__2qeQ2tOh0,Q490121,geoId/29093,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2,,,,,,,10181,5070,5111,1067,1270,1036,1121,1220,1531,1451,937,548,1180466,37.55,-90.76,1430,75.4,,,,,45.33,67.99,2.783333,-3.55,12.566667,0.0,,-3.265432,64.578328
US_MO_29093,2020-01-06,ChIJ1ZIvCdjR2YcR__2qeQ2tOh0,Q490121,geoId/29093,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2,,,,,,,10181,5070,5111,1067,1270,1036,1121,1220,1531,1451,937,548,1180466,37.55,-90.76,1430,75.4,,,,,33.78,50.67,3.316667,-3.916667,10.555556,0.0,,-4.444444,55.908368
US_MO_29093,2020-01-07,ChIJ1ZIvCdjR2YcR__2qeQ2tOh0,Q490121,geoId/29093,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2,,,,,,,10181,5070,5111,1067,1270,1036,1121,1220,1531,1451,937,548,1180466,37.55,-90.76,1430,75.4,,,,,36.97,41.9,3.683333,-1.588889,9.911111,0.0,,-4.154321,56.701774
US_MO_29093,2020-01-08,ChIJ1ZIvCdjR2YcR__2qeQ2tOh0,Q490121,geoId/29093,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2,,,,,,,10181,5070,5111,1067,1270,1036,1121,1220,1531,1451,937,548,1180466,37.55,-90.76,1430,75.4,,,,,25.42,43.22,4.172222,-2.477778,10.511111,0.0,,-5.660494,49.031078
US_MO_29093,2020-01-09,ChIJ1ZIvCdjR2YcR__2qeQ2tOh0,Q490121,geoId/29093,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2,,,,,,,10181,5070,5111,1067,1270,1036,1121,1220,1531,1451,937,548,1180466,37.55,-90.76,1430,75.4,,,,,33.48,27.04,9.327778,4.461111,13.311111,0.225778,,1.240741,57.312074
US_MO_29093,2020-01-10,ChIJ1ZIvCdjR2YcR__2qeQ2tOh0,Q490121,geoId/29093,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2,,,,,,,10181,5070,5111,1067,1270,1036,1121,1220,1531,1451,937,548,1180466,37.55,-90.76,1430,75.4,,,,,23.67,35.5,13.544444,10.044444,16.133333,20.489333,,12.320988,92.573266
