location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VT_50003,2021-02-24,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,12,0,1403,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-11,-3,,,-30,8,2.33,5.83,9.5,5.17,9.66,9.5,6.83,2.33,5.33,8.33,2.5,8.16,2.5,5.66,4.83,2.83,,5.0,10.0,4.5,,5.83,3.0,4.5,3.83,4.5,3.67,7.33,19.49,5.66,2.5,7.16,2.5,6.16,7.0,8.83,41.32,4.17,7.83,3.33,5.5,4.83,3.67,,3.0,3.5,3.33,4.177778,-0.983333,8.061111,0.1778,78.74,-2.566667,61.665154
US_VT_50003,2021-02-25,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,6,0,1409,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-14,-4,,,-25,8,3.68,4.0,5.61,5.76,11.05,10.09,6.25,3.04,5.92,9.29,2.72,5.45,2.4,6.41,4.16,2.72,3.52,4.16,8.97,4.64,,7.21,3.04,4.0,2.72,6.08,2.88,9.77,19.86,6.73,4.32,6.08,4.96,6.73,6.89,9.13,40.52,4.16,8.49,,5.12,5.12,4.32,,4.48,4.48,,3.5,-0.905556,8.722222,0.0,30.48,-5.933333,50.240812
US_VT_50003,2021-02-26,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,24,0,1433,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-19,-12,,,-27,9,,3.4,6.81,4.86,7.62,8.43,3.89,2.59,4.86,6.16,3.4,4.38,2.43,5.51,4.38,3.24,4.54,4.05,8.11,4.86,,4.38,2.76,4.21,4.38,4.05,2.27,6.16,19.62,6.49,4.86,6.65,3.08,4.54,4.86,6.0,36.16,3.89,6.49,3.4,5.19,3.89,4.21,2.76,4.54,3.4,,-1.861111,-6.627778,7.55,0.0,30.48,-9.461111,56.253661
US_VT_50003,2021-02-27,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,4,0,1437,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-22,-12,-5,,-19,,3.12,2.43,7.11,5.2,8.15,8.15,6.07,2.6,5.37,6.24,3.12,4.85,,5.89,3.64,2.77,3.47,4.16,7.8,3.47,,6.59,,6.24,6.93,3.64,5.37,5.72,17.51,7.28,2.95,6.41,3.47,5.37,3.47,5.37,39.34,2.43,6.93,,7.63,3.12,3.81,,2.77,4.68,4.68,0.038889,-6.694444,5.738889,0.846667,,-2.855556,81.266073
US_VT_50003,2021-02-28,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,7,0,1444,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-13,-7,,,-20,,,2.81,7.04,6.68,10.91,8.8,5.63,,5.28,6.33,3.69,4.05,2.99,6.16,6.51,2.64,3.34,4.4,6.86,3.34,,3.69,3.34,4.4,5.63,3.69,,6.33,17.24,8.97,5.98,4.57,4.93,4.22,6.16,6.16,41.17,,4.05,,5.98,,3.69,,2.64,,2.64,1.994444,-5.094444,6.2,1.8542,,-2.077778,74.846614
US_VT_50003,2021-03-01,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,10,0,1454,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-11,-2,,,-26,8,4.29,,7.95,2.23,9.69,7.47,5.56,,2.86,6.2,3.65,5.08,,4.93,3.18,3.5,3.18,6.99,8.58,2.86,3.65,4.93,2.54,4.13,4.45,3.65,2.54,5.4,19.07,3.34,3.5,4.93,2.7,4.45,5.24,6.04,38.3,3.18,4.77,2.86,5.24,4.93,4.45,3.02,2.54,3.81,2.54,2.58642,-3.820988,6.012346,2.173111,,-1.018519,77.279801
US_VT_50003,2021-03-02,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,1,0,1455,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-17,-12,,,-27,9,2.69,5.69,6.95,4.74,8.06,6.64,6.64,3.16,4.42,5.37,6.32,6.01,,5.37,5.22,2.69,4.42,4.9,7.59,2.85,3.48,5.85,2.37,2.69,3.63,4.27,2.85,7.27,18.18,5.37,,4.27,3.48,5.06,,15.17,41.25,4.9,5.22,3.79,5.53,3.95,5.06,2.85,2.37,3.48,,-8.666667,-14.314815,4.648148,1.157111,30.48,-19.462963,41.653012
US_VT_50003,2021-03-03,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,6,0,1461,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-12,1,,,-29,9,2.81,3.46,7.09,3.96,10.06,11.22,4.95,3.63,5.28,5.94,5.12,3.79,2.64,5.28,3.96,2.97,,5.28,9.73,,3.13,4.95,3.3,5.28,5.12,5.28,3.13,6.27,18.64,6.6,5.28,9.57,4.46,6.43,6.43,14.02,42.73,4.62,6.76,2.64,6.93,5.78,2.48,,,3.79,,-2.455556,-12.711111,4.416667,0.0,30.48,-10.355556,54.730506
US_VT_50003,2021-03-04,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,12,0,1473,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-15,-5,,,-27,8,3.38,4.02,7.57,4.02,7.57,13.36,5.31,3.54,4.99,4.83,4.67,4.51,,5.96,3.54,,2.9,8.53,11.27,3.54,,6.28,3.54,3.86,3.7,4.67,3.22,10.95,17.7,8.05,4.67,2.74,,5.31,6.28,10.62,38.47,5.15,5.96,2.9,5.96,6.12,3.86,2.9,3.06,4.02,,-0.2,-7.45,4.116667,0.0508,,-8.277778,54.81203
US_VT_50003,2021-03-05,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,7,0,1480,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-18,-12,,-60,-27,10,2.75,5.18,7.12,6.31,9.22,7.12,5.34,2.75,3.4,5.01,,5.34,,6.96,3.07,,,5.66,8.09,3.4,2.27,4.69,3.88,3.56,2.43,5.5,,7.76,20.06,6.96,3.72,4.21,3.88,5.99,5.18,8.57,38.98,3.4,8.25,3.23,4.69,4.53,4.53,,,4.37,4.53,-6.105556,-9.838889,1.194444,0.0,,-18.266667,37.753748
US_VT_50003,2021-03-06,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,12,0,1492,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-15,-14,,,-22,,3.29,4.84,6.23,7.44,8.47,8.82,5.36,,,4.32,4.32,4.32,,6.05,4.5,,4.15,6.4,8.65,3.46,,5.88,3.63,5.19,3.46,3.81,3.11,9.17,14.53,4.5,,5.88,,3.29,3.11,7.96,35.8,,4.15,,7.61,3.11,3.98,,,2.59,2.77,-6.5,-11.561111,-2.205556,0.0,,-14.766667,52.100202
US_VT_50003,2021-03-07,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,5,0,1497,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-12,,,,-17,,,6.12,8.39,5.07,9.09,10.84,6.82,,4.37,3.67,4.54,5.07,,6.12,4.02,,,6.29,10.84,3.85,3.67,5.25,3.15,4.2,5.07,4.02,2.8,5.59,17.31,6.64,2.8,6.12,2.62,8.04,4.2,11.01,34.61,5.77,5.25,,6.47,4.54,3.15,2.45,3.32,4.54,3.5,-5.244444,-11.311111,-0.2,0.0,,-13.905556,50.806965
US_VT_50003,2021-03-08,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,9,0,1506,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-12,-8,,,-24,6,2.44,4.39,4.06,4.22,13.49,7.47,4.71,,4.88,4.22,3.74,6.17,,5.69,5.04,3.09,2.76,4.88,9.1,3.25,3.25,5.69,,3.41,3.9,4.55,3.09,8.61,23.07,5.69,4.39,6.5,3.25,5.2,4.55,15.11,40.13,2.6,6.82,2.6,7.47,5.53,4.06,,2.44,3.41,,-4.527778,-12.422222,1.983333,0.0,,-14.2,47.010169
US_VT_50003,2021-03-09,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,4,0,1510,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-12,-3,,,-27,8,,4.72,5.38,2.93,9.94,12.06,7.0,2.61,6.84,4.24,4.56,3.91,,5.05,3.42,2.77,2.77,6.19,9.45,,,4.24,3.1,2.77,4.89,4.56,,6.68,17.59,6.84,2.77,5.7,3.26,4.89,4.56,15.97,36.33,4.89,6.68,2.61,3.75,4.24,2.28,,,4.07,,3.161111,-5.0,9.516667,0.0,,-6.366667,49.732625
US_VT_50003,2021-03-10,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,12,0,1522,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-8,-2,,,-30,8,3.45,5.18,7.42,6.21,14.5,10.01,5.01,3.11,8.63,4.83,,5.35,2.42,5.87,,3.11,3.62,6.39,10.7,3.28,2.76,6.56,4.14,2.94,3.11,3.11,2.59,8.11,21.23,5.7,3.97,7.77,2.42,4.32,4.14,12.77,38.84,5.52,6.39,,7.08,5.87,3.62,,,,3.45,3.1,-5.955556,12.855556,0.0,,-4.183333,59.159294
US_VT_50003,2021-03-11,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,8,0,1530,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-5,1,,,-28,7,,5.34,4.51,,12.68,6.67,4.84,,3.5,5.84,5.17,2.67,3.17,5.67,2.34,3.5,,4.34,10.35,3.17,3.5,4.67,3.5,3.84,5.17,4.0,2.67,7.68,19.53,5.67,,4.67,3.0,6.84,5.51,14.69,33.71,4.34,4.84,2.34,5.51,5.51,5.17,4.17,,3.67,,9.005556,0.733333,18.85,0.0,,1.438889,59.560001
US_VT_50003,2021-03-12,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,6,0,1536,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-17,-9,,-60,-27,9,3.85,3.18,9.21,3.35,11.73,9.38,5.7,,5.36,6.03,2.68,3.69,,3.18,2.68,3.35,3.69,3.85,9.89,3.02,,5.19,2.51,4.52,4.02,5.36,4.52,7.21,18.26,8.21,3.02,6.37,2.85,7.04,4.02,10.39,39.37,2.85,4.86,,4.69,4.36,3.52,,2.85,3.52,,10.922222,2.205556,18.883333,0.0,,-1.783333,41.159273
US_VT_50003,2021-03-13,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,2,0,1538,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-10,-3,,,-22,,2.77,4.68,5.55,3.29,8.67,8.67,6.59,2.6,5.38,5.03,3.64,3.81,,6.24,4.16,3.99,2.43,5.2,7.98,4.16,3.99,5.2,3.47,2.95,5.2,5.03,3.47,5.38,20.29,3.47,3.99,5.38,3.47,3.64,4.16,8.32,37.98,3.29,6.07,,7.8,,4.51,2.43,,,3.47,0.783333,-4.344444,12.633333,0.0,,-11.822222,38.454991
US_VT_50003,2021-03-14,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,21,0,1559,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-15,-8,,,-19,,,5.11,6.7,5.11,10.93,7.41,5.29,,3.7,5.47,4.41,3.7,,6.17,4.58,3.88,,5.29,7.58,2.82,3.0,4.94,5.47,3.17,4.23,4.58,3.35,5.11,19.57,5.82,3.88,5.64,2.65,3.0,4.58,9.17,39.85,4.41,4.41,3.35,5.11,2.82,2.82,,3.7,4.41,,0.066667,-4.75,4.888889,0.0,,-9.933333,47.119451
US_VT_50003,2021-03-15,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,11,0,1570,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-13,-11,,,-24,8,2.2,5.66,5.19,4.4,10.54,9.12,5.82,2.36,5.98,4.56,2.83,5.66,,6.45,4.4,3.46,3.15,5.35,6.92,4.4,2.2,6.13,2.36,2.83,4.4,4.56,,7.71,19.5,4.4,3.77,5.98,3.3,6.76,3.15,9.91,36.33,5.66,3.77,2.52,4.88,4.72,3.46,2.52,2.2,3.15,,-7.322222,-11.622222,1.116667,0.0254,,-19.622222,37.05993
US_VT_50003,2021-03-16,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,3,0,1573,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-7,3,,,-26,8,2.91,4.68,6.62,6.29,5.49,9.52,6.46,2.58,3.87,4.68,3.87,9.36,,7.42,4.2,2.74,2.91,5.81,7.1,3.07,3.39,4.84,,3.87,4.2,6.94,3.87,5.33,21.15,7.26,3.87,6.78,2.91,5.81,3.87,6.94,37.13,4.36,7.26,2.58,6.62,3.55,6.13,,2.42,4.52,,-5.244444,-12.333333,2.383333,0.0,,-17.244444,38.668388
US_VT_50003,2021-03-17,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,5,0,1578,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,4,8,,,-28,6,,3.71,7.59,5.06,10.96,9.95,6.41,,2.87,5.06,2.53,3.37,,7.08,3.2,4.72,,5.56,8.09,4.05,,5.9,3.71,4.21,2.53,4.38,3.71,7.59,17.37,4.72,4.89,5.56,2.53,6.07,3.88,5.73,33.55,3.88,5.23,2.7,4.55,4.38,3.71,,3.71,3.04,,1.372222,-9.488889,9.083333,0.0,,-7.533333,51.757053
US_VT_50003,2021-03-18,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,10,0,1588,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-4,-4,,-62,-26,7,2.19,5.48,6.89,5.32,9.24,8.92,5.63,,4.54,4.54,4.54,3.29,3.76,5.63,2.66,3.6,3.29,8.14,10.18,3.6,3.13,6.73,2.82,3.76,4.07,3.44,2.19,6.42,20.51,6.26,3.76,7.04,2.97,4.07,4.38,7.51,38.82,3.76,5.48,,5.32,3.6,3.13,2.5,,3.76,,2.422222,-4.883333,8.933333,1.072444,,0.472222,87.031263
US_VT_50003,2021-03-19,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,10,0,1598,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-12,-5,,-68,-25,7,,6.61,3.87,5.48,9.99,10.63,5.16,,3.38,5.64,3.38,3.87,,4.67,3.38,2.42,2.42,5.32,8.7,3.22,,4.51,2.26,2.74,,3.87,,7.09,17.56,5.96,3.22,5.64,,2.74,3.06,7.25,39.48,3.06,5.8,,5.32,4.35,3.38,,,2.9,,-1.172222,-6.733333,4.838889,8.3312,,-12.388889,42.496296
US_VT_50003,2021-03-20,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,12,0,1610,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-4,-3,,,-17,,,4.06,7.93,5.9,9.96,8.67,6.09,,4.06,4.98,2.77,2.95,,6.09,4.98,2.58,,4.06,7.93,3.5,3.5,5.72,5.17,5.72,4.06,5.17,3.32,5.54,17.9,5.72,,5.54,3.5,4.24,4.24,6.27,37.82,2.95,4.61,2.77,5.54,4.06,3.5,,3.5,3.14,2.77,1.172222,-8.144444,12.166667,0.0,,-9.688889,44.634259
US_VT_50003,2021-03-21,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,4,0,1614,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,5,8,,,-21,,2.63,5.26,5.64,6.01,10.71,9.21,7.51,3.57,6.58,5.64,3.57,3.19,2.82,5.82,3.94,2.82,,5.82,7.51,3.57,,5.82,3.01,4.7,3.38,3.01,3.19,5.07,16.72,6.2,,5.64,3.94,4.7,3.38,7.51,35.7,6.95,6.58,3.57,7.7,3.38,3.38,,3.38,3.57,3.01,5.255556,-8.194444,17.633333,0.0,,-6.822222,42.010805
US_VT_50003,2021-03-22,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,5,0,1619,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,1,0,,,-23,5,3.36,5.72,6.39,5.72,8.75,9.42,6.39,,6.89,3.87,3.53,4.37,2.35,3.03,3.03,,,4.71,11.61,2.69,3.7,5.72,2.69,3.87,,5.04,4.37,6.22,18.84,5.38,3.7,4.88,,6.73,5.21,7.74,35.82,2.86,6.05,,4.37,3.36,,3.87,,3.7,3.19,6.566667,-5.377778,18.727778,0.0,,-6.327778,39.788592
US_VT_50003,2021-03-23,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,4,0,1623,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,2,0,,,-23,6,4.31,5.13,5.96,3.98,8.61,10.6,6.63,2.48,5.3,7.29,3.31,7.12,2.82,5.3,3.98,3.15,,4.64,9.77,2.98,2.48,5.96,3.64,4.8,5.63,6.13,3.98,5.47,21.86,4.64,2.82,7.12,4.14,5.13,3.31,8.78,42.24,4.97,8.95,3.98,6.79,4.47,3.48,2.32,3.64,6.29,,7.833333,-4.544444,19.494444,0.0,,-5.655556,38.319589
US_VT_50003,2021-03-24,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,4,0,1627,9,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,0,1,,,-30,8,3.85,5.03,8.38,4.69,9.88,11.89,5.36,3.35,6.03,6.03,3.69,3.18,,3.02,3.02,3.02,3.52,9.38,8.54,5.03,2.85,5.36,2.85,6.87,3.35,5.19,4.52,7.2,18.43,7.54,3.35,4.86,3.18,6.87,4.36,7.37,47.07,2.51,5.53,2.68,3.52,5.36,3.85,,,3.85,2.35,7.677778,-2.827778,18.894444,0.0,,0.438889,60.522385
US_VT_50003,2021-03-25,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,9,1,1636,10,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,1,9,,-57,-26,5,2.53,4.21,5.39,4.89,10.62,8.93,5.06,,3.71,5.9,3.2,4.72,2.36,3.88,,3.03,,5.22,7.92,4.38,,6.74,2.87,3.03,4.89,4.72,2.87,5.73,17.87,4.89,3.2,6.57,3.71,6.91,4.38,8.26,36.24,4.55,5.22,3.37,5.73,3.37,2.36,,,4.55,2.36,13.194444,4.938889,21.544444,3.443111,,9.616667,79.235407
US_VT_50003,2021-03-26,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,10,0,1646,10,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-16,-3,,-59,-24,8,2.77,4.39,6.02,5.05,9.61,11.07,6.35,3.42,4.88,7.81,4.39,3.58,3.26,4.07,3.91,2.77,3.09,7.16,6.35,3.26,,3.74,2.6,4.56,3.26,3.58,4.72,7.81,17.91,4.39,2.93,6.02,3.42,7.16,3.58,4.39,34.67,3.91,6.02,,4.56,3.74,4.72,,4.39,2.28,,15.377778,8.166667,22.888889,1.1938,,10.816667,74.678516
US_VT_50003,2021-03-27,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,5,0,1651,10,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-8,-1,,,-19,,,3.47,5.97,5.97,9.25,6.74,7.9,,2.7,5.01,3.85,3.66,2.7,6.16,4.04,,3.47,5.39,6.93,3.27,,4.62,2.7,4.62,5.2,2.89,4.04,3.47,16.37,5.2,,8.47,,7.32,3.47,5.97,37.37,5.39,7.51,2.7,5.39,5.2,3.27,,,3.08,3.27,8.405556,3.255556,16.15,1.397,,0.833333,59.173761
US_VT_50003,2021-03-28,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,14,0,1665,10,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-10,-2,-28,,-23,,,3.26,9.25,6.16,10.7,9.61,6.53,,3.44,6.34,3.26,4.35,,5.62,2.72,2.72,,3.26,8.7,2.72,,4.89,3.99,3.44,5.26,4.35,2.72,7.43,16.68,4.35,3.08,4.89,2.9,5.44,3.99,5.98,38.98,3.08,7.98,3.08,7.8,4.35,3.26,3.44,3.08,2.9,,6.572222,2.3,10.911111,1.608667,,3.9,83.203615
US_VT_50003,2021-03-29,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,2,0,1667,10,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,-1,6,,,-26,6,2.34,3.75,7.19,7.5,11.4,12.19,4.84,5.0,3.91,5.62,4.53,4.69,,5.94,4.69,3.59,,7.66,10.62,3.91,2.19,7.03,,5.0,3.28,4.22,2.66,7.97,20.94,6.87,2.66,7.66,2.34,6.56,3.28,8.28,33.44,5.0,6.41,,6.41,5.16,4.38,2.19,,4.22,,5.211111,1.444444,10.105556,18.175111,,-3.155556,55.047654
US_VT_50003,2021-03-30,ChIJO4v_ZCU_4IkRE2AzCGeYodw,Q511647,geoId/50003,US,United States of America,VT,Vermont,50003,Bennington County,US,USA,2,2,0,1669,10,,,35675,17362,18313,3539,4294,4028,3500,3875,5581,5447,3320,2091,60803,43.029419,-73.107956,1755,82.133333,8,9,,,-25,5,2.47,5.92,6.09,3.95,13.0,11.68,5.27,2.47,6.58,5.43,4.28,4.94,,5.92,4.44,3.95,3.13,8.06,8.89,2.63,,5.1,3.46,3.95,4.44,4.94,3.29,9.05,18.76,5.1,5.1,6.58,3.95,5.27,4.77,8.06,37.52,5.27,6.42,,4.94,3.95,3.13,2.63,2.47,2.63,,5.283333,-4.611111,16.166667,0.0762,,-5.677778,45.262767
