location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AZ_04023,2021-03-11,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,2,0,7666,171,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-28,,-1,-3,-35,8,3.75,9.99,2.91,5.62,9.16,5.0,4.58,3.54,6.24,,,,3.54,11.65,4.79,3.12,2.91,3.75,3.95,3.75,6.45,16.86,6.66,3.75,2.91,,3.75,4.16,35.59,,2.91,6.24,5.41,2.91,11.222222,1.305556,19.548611,0.0,-10.398148,20.510015
US_AZ_04023,2021-03-12,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,8,0,7674,171,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-30,-22,-5,-14,-34,10,3.95,6.87,,6.24,6.87,3.33,3.54,3.33,4.16,,2.91,,4.58,11.03,4.58,4.58,5.41,,6.24,4.79,6.03,13.53,6.66,3.12,5.62,,3.95,4.58,33.08,3.75,2.91,,6.45,4.99,11.402778,3.229167,19.076389,0.0,-3.018519,35.882162
US_AZ_04023,2021-03-13,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,7,1,7681,172,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-34,-32,-28,-20,-19,6,,8.62,5.83,10.49,8.62,3.73,6.99,,6.29,,3.96,3.26,4.66,6.99,4.89,3.26,5.83,4.43,,3.26,6.29,19.34,6.29,,5.59,,4.89,5.59,31.22,4.66,3.73,3.26,3.96,6.29,6.618056,1.270833,15.284722,1.17475,-0.898148,57.461807
US_AZ_04023,2021-03-14,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,6,0,7687,172,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-27,-34,-3,-2,-12,3,3.75,11.96,,10.78,5.63,4.45,4.22,3.75,6.56,5.63,4.22,,3.98,8.67,,7.27,4.45,,5.16,4.45,5.63,14.77,5.39,,6.8,,4.69,3.52,35.16,,,3.52,3.52,4.45,8.152778,1.097222,16.638889,3.2385,-3.046296,44.025828
US_AZ_04023,2021-03-15,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,8,0,7695,172,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-25,-18,-3,-5,-30,8,3.59,9.51,2.87,12.02,8.97,4.3,5.38,5.56,5.92,,3.77,,5.02,8.61,4.13,,3.23,2.69,2.51,2.87,8.79,19.19,6.1,3.95,4.13,3.77,4.13,5.38,34.08,3.23,5.38,5.56,4.48,2.87,11.0625,1.6875,20.548611,0.0,-6.12037,29.000284
US_AZ_04023,2021-03-16,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,-1,0,7694,172,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-22,,8,10,-30,8,4.5,5.22,3.42,8.28,8.82,6.3,4.68,3.96,5.04,3.96,4.14,,4.5,6.66,,3.24,3.06,3.06,5.58,2.52,7.56,17.81,5.04,,7.02,2.52,3.6,,33.65,2.88,2.7,4.68,,,10.840278,1.5,20.361111,0.127,-6.518519,28.998963
US_AZ_04023,2021-03-17,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,4,0,7698,172,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-16,-13,6,8,-27,5,4.36,7.81,,5.82,11.45,4.72,2.91,,6.18,4.18,,2.91,5.09,6.0,4.72,,5.82,3.45,4.91,4.91,6.72,15.81,5.27,3.27,4.91,3.27,4.54,3.82,25.8,,2.73,4.54,3.09,5.27,8.381944,-0.986111,20.777778,0.22225,-7.62963,30.2565
US_AZ_04023,2021-03-18,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,4,0,7702,172,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-16,,27,15,-30,5,6.41,7.84,4.28,8.91,9.44,5.88,5.17,3.56,4.81,4.1,2.85,4.1,6.24,10.69,3.38,4.28,5.34,3.56,3.74,3.21,4.99,19.07,3.92,3.03,5.34,2.67,2.67,4.99,37.77,2.49,6.06,5.34,4.45,4.63,13.979167,0.465278,25.694444,0.0,-8.296296,20.167443
US_AZ_04023,2021-03-19,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,6,0,7708,172,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-24,-19,29,4,-26,6,5.97,7.09,,8.96,8.77,5.22,2.8,3.54,5.41,,4.66,,5.22,5.6,4.11,2.98,2.8,2.61,4.85,2.98,9.14,14.18,3.17,,4.29,,,3.92,35.45,2.98,5.04,2.98,3.36,3.92,16.875,4.694444,27.222222,0.0,-8.287037,16.698963
US_AZ_04023,2021-03-20,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,31,1,7739,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-26,-25,5,5,-11,3,4.67,8.64,,8.87,6.3,5.6,6.77,,6.54,,,,3.27,7.94,5.14,,4.43,,6.77,4.2,7.24,15.87,5.6,,5.14,,,3.97,35.48,3.5,4.9,6.54,3.5,4.9,18.041667,6.701389,27.763889,0.0,-7.814815,16.119373
US_AZ_04023,2021-03-21,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,20,0,7759,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-27,-31,0,23,-7,3,6.02,8.03,,6.69,4.91,4.46,,4.24,8.03,4.01,3.12,3.57,4.68,11.82,7.14,4.46,3.12,3.57,6.02,4.46,6.24,15.39,4.91,,6.91,,3.79,4.01,34.56,4.91,4.24,6.24,4.24,3.57,19.298611,9.493056,27.506944,0.0,-3.194444,21.435796
US_AZ_04023,2021-03-22,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,2,0,7761,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-24,-18,-1,19,-25,7,3.19,6.38,3.19,8.73,10.41,2.86,4.54,4.2,4.7,3.19,,3.19,3.19,10.25,5.21,6.05,4.2,3.69,6.72,4.7,7.73,18.98,4.7,3.36,6.38,2.52,3.69,5.38,32.59,3.19,5.04,3.69,5.38,4.03,13.736111,6.777778,23.659722,0.0,-13.685185,13.552624
US_AZ_04023,2021-03-23,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,2,0,7763,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-22,,1,12,-27,7,4.06,9.81,,6.59,7.44,3.72,6.09,3.21,5.24,3.55,,2.37,4.9,8.96,3.72,4.9,2.71,4.23,5.58,4.4,6.76,20.29,7.27,3.89,4.57,,4.9,4.06,36.7,4.4,2.71,6.26,3.55,3.04,12.333333,4.326389,20.409722,0.0,-13.296296,15.083484
US_AZ_04023,2021-03-24,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,7,0,7770,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-25,-18,-14,1,-27,8,2.92,8.76,,8.24,8.07,3.78,4.81,3.6,5.32,,2.58,,5.67,8.58,4.12,4.81,4.29,3.09,4.63,3.09,7.21,17.34,6.01,,5.15,4.12,,7.9,29.7,,4.12,7.04,5.32,2.92,9.409722,5.118056,18.409722,2.7305,1.592593,57.677695
US_AZ_04023,2021-03-25,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,6,0,7776,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-22,,6,17,-28,7,5.16,8.94,2.75,8.94,8.77,5.68,5.68,2.41,6.88,,3.78,2.41,6.54,9.98,4.13,4.64,4.82,3.1,3.27,2.75,7.05,17.37,5.68,,3.96,3.61,,7.4,32.16,,3.27,5.16,3.96,4.82,10.444444,3.083333,18.111111,0.53975,-4.25,35.637532
US_AZ_04023,2021-03-26,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,4,0,7780,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-24,-19,5,7,-25,7,4.47,9.5,2.61,8.94,8.57,3.35,4.47,4.29,7.08,3.91,,,3.73,13.04,4.47,5.22,4.84,4.1,2.98,,5.78,15.46,4.84,2.61,3.35,2.79,4.29,5.03,29.8,,3.35,4.1,5.4,3.17,12.381944,4.340278,18.263889,0.0,-4.768519,29.359484
US_AZ_04023,2021-03-27,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,8,0,7788,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-26,-28,8,22,-14,3,5.29,9.61,,8.41,8.41,,4.08,5.05,5.05,4.8,5.05,3.84,,6.73,,,3.84,3.36,3.36,4.57,8.65,13.94,6.49,,6.01,,6.97,6.01,30.03,3.84,3.36,4.8,4.33,3.36,11.479167,3.270833,19.972222,0.0,-0.842593,41.259167
US_AZ_04023,2021-03-28,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,5,0,7793,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-25,-31,16,14,-6,2,6.17,10.51,3.66,8.23,8.68,5.26,4.57,5.94,6.17,,3.2,4.8,5.94,7.08,3.2,3.2,5.03,,5.94,5.03,7.08,15.08,5.26,3.66,7.54,,5.48,5.26,39.53,5.71,5.03,4.8,3.66,,15.652778,4.194444,25.5625,0.0,-5.62963,22.099447
US_AZ_04023,2021-03-29,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,15,0,7808,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-25,-18,3,19,-24,6,3.72,8.67,3.19,10.62,14.69,4.95,5.49,3.54,6.37,3.89,3.19,,9.55,9.38,,3.01,3.19,3.89,3.36,6.19,5.84,17.16,6.9,3.19,6.37,2.83,4.42,5.49,36.63,3.36,6.19,2.83,4.42,6.9,19.326389,5.923611,28.604167,0.0,-7.194444,15.796365
US_AZ_04023,2021-03-30,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,4,0,7812,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-19,,26,24,-25,5,7.82,8.71,,8.35,9.77,6.04,3.73,,7.82,3.55,3.55,3.91,6.4,5.69,3.55,3.55,5.33,3.2,4.44,4.09,6.22,18.48,5.33,,3.55,,3.73,4.98,35.9,3.91,4.26,5.51,4.44,2.84,20.534722,9.708333,28.173611,0.0,-11.916667,10.184432
US_AZ_04023,2021-03-31,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,6,0,7818,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-17,-13,12,16,-29,5,4.63,8.88,2.59,9.25,11.84,4.07,2.96,3.7,8.51,3.52,4.63,,7.03,10.18,4.81,4.26,7.22,3.33,4.07,4.26,5.0,17.39,2.78,2.96,2.78,,2.96,4.26,33.12,3.52,4.07,3.33,3.89,4.26,19.580247,8.925926,28.574074,0.0,-12.896825,9.883264
US_AZ_04023,2021-04-01,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,3,0,7821,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-17,,28,12,-31,4,3.06,6.65,2.88,8.63,8.81,4.85,4.49,3.23,9.35,2.7,4.67,,2.7,6.65,4.13,6.47,7.37,,4.49,3.95,5.57,17.43,6.47,,7.19,3.23,,4.67,32.35,2.52,3.42,6.11,4.67,,21.851852,11.45679,30.62963,0.0,-10.15873,10.708173
US_AZ_04023,2021-04-02,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,8,0,7829,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-30,-17,11,-5,-43,9,6.73,11.0,3.14,9.2,6.96,4.71,,3.14,6.06,,3.59,,6.73,8.53,5.39,,4.04,,,4.04,5.16,18.18,6.06,4.26,4.49,,5.83,5.39,32.32,,3.59,5.39,3.59,3.37,22.759259,12.604938,30.524691,0.0,-6.095238,13.798291
US_AZ_04023,2021-04-03,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,4,0,7833,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-32,-19,3,0,-25,3,5.01,8.02,,11.03,7.52,5.77,5.01,6.02,8.02,,4.01,,,7.52,,6.27,5.77,,,,6.27,16.04,5.26,,6.77,,4.26,4.51,30.84,3.51,5.01,4.76,5.51,,21.580247,10.901235,30.876543,0.0,-5.547619,15.473505
US_AZ_04023,2021-04-04,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,10,0,7843,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-47,-30,5,7,-22,-2,7.47,9.27,,7.99,11.08,3.86,5.41,,7.47,,,5.15,5.67,7.73,5.41,5.41,5.92,,,5.67,6.7,14.43,7.47,5.67,6.44,,,,32.97,4.64,4.89,8.24,4.89,,23.302469,11.641975,32.993827,0.0,-4.84127,14.633902
US_AZ_04023,2021-04-05,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,4,0,7847,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-24,-19,3,18,-34,7,6.21,8.82,3.81,13.43,11.42,6.81,5.61,4.41,6.81,3.61,4.01,,6.41,9.22,4.61,3.81,6.01,4.01,7.01,,8.02,19.44,7.01,3.01,4.61,3.81,6.21,6.41,34.07,3.21,7.62,8.22,4.41,4.01,23.734568,12.87037,32.67284,0.0,-9.722222,9.936853
US_AZ_04023,2021-04-06,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,4,0,7851,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-22,,18,15,-26,6,4.64,8.92,,10.7,6.42,3.92,5.88,6.78,8.2,,3.92,2.5,4.64,9.99,2.67,5.35,3.39,2.5,5.17,2.67,8.03,18.19,6.6,4.46,5.17,,2.85,4.46,34.06,2.5,2.85,6.96,3.39,,23.635802,15.074074,31.382716,0.0,-9.293651,10.358647
US_AZ_04023,2021-04-07,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,0,0,7851,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-16,-10,10,10,-27,4,4.28,7.26,,8.01,8.2,4.28,3.73,,6.33,,3.35,2.79,3.73,10.62,5.03,6.15,4.28,,4.84,4.66,7.26,16.58,4.66,2.98,4.84,,3.91,6.15,36.88,2.61,5.03,3.17,4.28,4.28,20.5,9.783951,29.376543,0.0,-13.587302,9.038751
US_AZ_04023,2021-04-08,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,5,0,7856,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-19,,18,12,-25,5,4.87,10.1,3.79,10.64,9.02,5.05,2.52,3.97,5.05,,3.61,,2.52,10.46,3.43,3.79,4.51,,5.23,2.52,9.2,21.1,6.31,,5.05,,,6.31,31.38,3.61,5.41,7.75,4.87,3.79,21.969136,11.240741,30.549383,0.0,-12.714286,8.646782
US_AZ_04023,2021-04-09,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,1,0,7857,173,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-25,-17,9,16,-24,6,6.77,5.83,,12.23,5.27,4.89,5.83,3.01,6.59,,3.76,3.39,3.95,6.21,3.95,4.89,3.76,,4.52,3.58,6.4,17.31,5.64,3.01,4.33,2.82,4.14,5.64,28.6,,,3.76,4.33,3.2,22.17284,11.759259,30.333333,0.0,-4.611111,16.056207
US_AZ_04023,2021-04-10,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,7,1,7864,174,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-28,-23,5,2,-9,2,6.81,9.49,3.89,13.38,6.57,3.65,3.65,4.62,6.08,3.89,4.14,,4.62,9.73,4.62,3.41,4.38,,3.41,,6.57,21.41,3.89,,8.27,,,5.6,34.55,3.65,4.62,3.89,3.65,5.6,21.685185,10.722222,30.907407,0.0,-12.396825,9.083276
US_AZ_04023,2021-04-11,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,7,0,7871,174,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-30,-35,4,-6,-9,2,3.79,10.19,3.56,14.46,6.88,3.79,4.03,4.5,3.56,,,,7.35,7.35,4.27,5.21,3.79,,3.32,4.98,8.3,15.65,6.16,4.27,6.64,,5.45,5.21,35.8,4.27,4.27,4.74,,5.45,22.259259,11.481481,30.734568,0.0,-9.769841,10.836059
US_AZ_04023,2021-04-12,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,4,0,7875,174,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-24,-13,-3,16,-23,6,5.26,6.32,4.39,10.35,11.23,5.44,5.97,2.63,5.09,2.81,2.46,3.16,4.56,7.02,3.69,5.97,3.33,4.39,3.69,4.21,9.48,13.16,6.67,3.16,4.39,2.98,4.39,5.97,37.03,2.98,2.81,5.97,4.21,5.44,23.432099,13.271605,30.265432,0.0,-2.277778,18.000851
US_AZ_04023,2021-04-13,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,4,0,7879,174,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-21,,11,9,-24,5,4.09,8.72,4.8,12.45,8.18,4.45,3.91,5.34,7.29,2.85,3.2,3.2,4.09,13.34,4.63,3.91,4.09,3.02,4.8,3.74,9.07,19.57,6.23,2.85,4.63,3.2,4.27,3.38,35.58,,5.16,5.69,7.47,4.45,22.12963,12.5,29.728395,0.0,-3.428571,17.798295
US_AZ_04023,2021-04-14,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,3,0,7882,174,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-22,-13,3,0,-26,5,4.8,8.13,,10.35,7.02,4.07,5.17,,8.13,3.14,4.8,4.43,4.25,9.98,4.43,2.96,3.69,3.33,3.33,,7.76,19.4,7.39,2.77,4.43,3.51,,3.69,34.55,2.59,4.8,6.65,2.59,3.14,21.777778,12.703704,28.839506,0.0,-5.015873,15.989179
US_AZ_04023,2021-04-15,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,7,0,7889,174,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-22,,19,20,-26,5,6.18,6.88,2.82,9.71,9.18,,3.53,5.47,5.47,,3.35,3.35,3.71,9.35,3.88,3.35,6.88,2.65,5.12,3.0,8.47,18.18,4.24,4.41,5.29,3.35,3.88,5.65,33.35,3.53,3.53,5.47,6.71,3.88,20.635802,12.425926,27.944444,0.0,-7.809524,13.903086
US_AZ_04023,2021-04-16,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,2,0,7891,174,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-25,-19,13,10,-23,5,4.8,6.72,5.0,7.68,6.92,4.23,4.03,3.84,7.3,5.96,4.03,,4.42,9.61,3.84,3.84,5.19,,5.0,3.46,7.3,18.06,6.92,3.46,6.72,,2.88,4.42,29.78,2.69,4.8,3.65,3.65,,18.561728,11.407407,25.833333,0.0,-10.420635,12.849638
US_AZ_04023,2021-04-17,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,3,0,7894,174,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-26,-26,18,14,-13,2,6.14,9.33,4.17,10.07,5.65,3.44,,4.67,3.68,3.44,4.42,,,9.09,3.68,4.67,5.16,,,,9.33,17.93,3.44,3.44,5.4,,,6.38,36.1,,3.44,5.65,,7.37,17.716049,7.611111,25.919753,0.0,-12.222222,11.678436
US_AZ_04023,2021-04-18,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,3,0,7897,174,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-27,-32,14,25,-8,2,5.27,7.66,,9.34,7.9,4.31,4.55,4.07,7.9,6.46,3.35,3.59,5.27,10.29,,4.31,,,7.18,4.31,10.53,18.67,6.22,,5.75,3.35,4.55,5.99,31.12,,6.94,4.55,5.27,,17.697531,8.123457,25.691358,0.0,-9.626984,14.364973
US_AZ_04023,2021-04-19,ChIJE5kN7zy91oYRStPdMS-VcFw,Q58689,geoId/04023,US,United States of America,AZ,Arizona,04023,Santa Cruz County,US,USA,2,1,0,7898,174,,,46566,22408,24158,6757,7386,5780,4952,5200,5591,5404,3706,1790,1832210,31.533333,-110.833333,3207,81.5,-25,-16,7,18,-21,5,6.55,9.28,,8.01,8.01,6.37,5.64,2.55,6.37,,2.55,3.09,5.46,9.1,4.73,5.46,6.73,3.64,5.82,3.82,8.01,16.2,6.37,3.09,6.92,2.91,5.46,5.28,35.12,4.18,3.09,5.64,5.28,4.91,18.481481,9.203704,26.185185,0.0,-1.436508,25.662162
