location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26079,2020-01-01,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,14.18,12.61,9.98,24.68,9.98,29.41,,-2.911111,-5.877778,0.555556,1.197429,124.46,-6.4375,76.642629
US_MI_26079,2020-01-02,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,11.82,17.19,,27.4,8.6,32.77,8.06,2.283333,-2.016667,5.494444,0.141111,90.17,-1.972222,73.388145
US_MI_26079,2020-01-03,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,19.7,,28.46,,32.84,,1.672222,-0.677778,4.916667,0.34925,129.54,-1.701389,78.613029
US_MI_26079,2020-01-04,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,14.39,,17.71,,36.53,,-1.544444,-2.583333,1.388889,0.0,129.54,-4.1875,82.515149
US_MI_26079,2020-01-05,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,8.67,9.75,8.67,22.76,11.38,36.3,9.21,-1.494444,-2.538889,-0.611111,0.465667,78.74,-4.194444,82.223802
US_MI_26079,2020-01-06,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,11.53,9.44,22.02,,39.84,,-1.1,-2.816667,0.133333,3.513667,78.74,-5.5625,71.891898
US_MI_26079,2020-01-07,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,15.05,9.34,17.65,7.79,29.07,,-0.95,-5.3,1.705556,0.423333,100.33,-5.152778,74.516553
US_MI_26079,2020-01-08,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,11.53,13.54,9.52,24.06,,38.1,10.03,-7.011111,-9.45,0.316667,0.381,100.33,-13.0,62.57934
US_MI_26079,2020-01-09,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,10.4,9.91,10.9,27.73,7.92,31.7,12.88,-6.433333,-10.211111,1.066667,0.677333,115.57,-11.520833,66.884954
US_MI_26079,2020-01-10,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,10.44,9.34,23.62,,42.3,,3.944444,-0.061111,6.972222,0.677333,180.34,1.368056,83.17273
US_MI_26079,2020-01-11,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,17.26,,30.63,,38.42,,-1.827778,-6.033333,4.238889,5.461,88.9,-4.097222,84.731522
US_MI_26079,2020-01-12,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,9.95,,21.66,9.37,33.37,,-9.477778,-14.144444,-2.722222,3.471333,99.06,-12.951389,76.26835
US_MI_26079,2020-01-13,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,10.6,10.6,10.1,26.25,,32.31,7.57,-5.305556,-9.561111,-1.266667,1.608667,90.17,-6.930556,87.361463
US_MI_26079,2020-01-14,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,8.24,11.85,8.76,18.03,,31.42,10.3,-0.672222,-3.605556,1.272222,0.465667,64.77,-2.131944,89.887431
US_MI_26079,2020-01-15,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,7.89,16.32,,21.05,8.95,40.53,,0.25,-1.338889,1.305556,0.423333,78.74,-2.5625,81.737676
US_MI_26079,2020-01-16,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,11.54,,16.56,,32.12,,-3.233333,-7.355556,0.094444,0.381,104.14,-5.736111,83.099934
US_MI_26079,2020-01-17,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,10.16,,19.31,10.16,29.99,8.13,-7.455556,-8.866667,-4.055556,1.27,88.9,-11.902778,70.683576
US_MI_26079,2020-01-18,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,18.47,10.63,17.91,,33.01,,-4.633333,-7.477778,-1.116667,0.762,149.86,-6.729167,84.909476
US_MI_26079,2020-01-19,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,13.79,,10.92,17.24,,28.74,,-5.394444,-9.9,-1.238889,7.408333,199.39,-8.736111,77.621747
US_MI_26079,2020-01-20,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,13.91,16.14,24.49,,42.86,,-8.383333,-14.488889,-3.527778,1.185333,274.32,-12.368056,75.703972
US_MI_26079,2020-01-21,ChIJz7sWS7vvH4gRzdzJ4ayV2Po,Q502719,geoId/26079,US,United States of America,MI,Michigan,26079,Kalkaska County,US,USA,2,,,,,,,17571,8995,8576,1967,2064,1904,1994,2110,2671,2574,1647,640,1907318,44.69,-85.08,1478,76.74,,,,,,12.41,,29.13,10.25,49.08,,-5.488889,-11.077778,-1.488889,0.0,265.43,-9.743056,73.740177
