location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48177,2020-01-01,ChIJMQhm6dM_Q4YRzyHYKlxNzAQ,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2,,,,,,,20742,10468,10274,3033,3116,2518,2414,2324,2615,2322,1533,867,1828445,29.45,-97.49,2771,78.183333,,,,,,11.15,19.02,,23.61,,47.23,,11.772222,9.327778,14.311111,0.0,,1.933333,51.088108
US_TX_48177,2020-01-02,ChIJMQhm6dM_Q4YRzyHYKlxNzAQ,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2,,,,,,,20742,10468,10274,3033,3116,2518,2414,2324,2615,2322,1533,867,1828445,29.45,-97.49,2771,78.183333,,,,,,13.06,17.22,10.69,20.78,,43.35,,12.727778,10.366667,16.55,0.4826,,10.644444,87.206792
US_TX_48177,2020-01-03,ChIJMQhm6dM_Q4YRzyHYKlxNzAQ,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2,,,,,,,20742,10468,10274,3033,3116,2518,2414,2324,2615,2322,1533,867,1828445,29.45,-97.49,2771,78.183333,,,,,,18.88,12.79,,28.02,9.14,38.38,,12.216667,6.372222,19.088889,0.4826,,7.627778,73.873208
US_TX_48177,2020-01-04,ChIJMQhm6dM_Q4YRzyHYKlxNzAQ,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2,,,,,,,20742,10468,10274,3033,3116,2518,2414,2324,2615,2322,1533,867,1828445,29.45,-97.49,2771,78.183333,,,,,,25.0,17.31,9.62,28.84,,42.95,9.62,11.8,1.888889,22.105556,0.0254,,0.372222,45.627711
US_TX_48177,2020-01-05,ChIJMQhm6dM_Q4YRzyHYKlxNzAQ,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2,,,,,,,20742,10468,10274,3033,3116,2518,2414,2324,2615,2322,1533,867,1828445,29.45,-97.49,2771,78.183333,,,,,,26.54,14.81,11.11,24.68,,39.5,,13.255556,3.827778,24.022222,0.0,,1.588889,45.336358
US_TX_48177,2020-01-06,ChIJMQhm6dM_Q4YRzyHYKlxNzAQ,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2,,,,,,,20742,10468,10274,3033,3116,2518,2414,2324,2615,2322,1533,867,1828445,29.45,-97.49,2771,78.183333,,,,,,15.5,,11.92,26.83,,42.33,,14.005556,3.872222,24.205556,0.0,,6.8,61.944658
US_TX_48177,2020-01-07,ChIJMQhm6dM_Q4YRzyHYKlxNzAQ,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2,,,,,,,20742,10468,10274,3033,3116,2518,2414,2324,2615,2322,1533,867,1828445,29.45,-97.49,2771,78.183333,,,,,,19.41,17.7,9.71,27.4,13.7,41.67,,13.977778,4.066667,21.688889,0.0,,-0.777778,36.740556
US_TX_48177,2020-01-08,ChIJMQhm6dM_Q4YRzyHYKlxNzAQ,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2,,,,,,,20742,10468,10274,3033,3116,2518,2414,2324,2615,2322,1533,867,1828445,29.45,-97.49,2771,78.183333,,,,,,19.06,18.52,11.44,33.22,,37.57,21.24,9.016667,-0.961111,22.005556,0.0,,0.072222,53.718907
US_TX_48177,2020-01-09,ChIJMQhm6dM_Q4YRzyHYKlxNzAQ,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2,,,,,,,20742,10468,10274,3033,3116,2518,2414,2324,2615,2322,1533,867,1828445,29.45,-97.49,2771,78.183333,,,,,,16.18,13.48,8.09,32.9,,36.13,11.86,19.544444,16.627778,25.533333,0.0254,,15.011111,75.175403
US_TX_48177,2020-01-10,ChIJMQhm6dM_Q4YRzyHYKlxNzAQ,Q26614,geoId/48177,US,United States of America,TX,Texas,48177,Gonzales County,US,USA,2,,,,,,,20742,10468,10274,3033,3116,2518,2414,2324,2615,2322,1533,867,1828445,29.45,-97.49,2771,78.183333,,,,,,8.38,15.29,8.88,21.21,,31.08,10.85,21.822222,19.044444,25.338889,0.127,,18.222222,80.127115
