location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19143,2020-01-01,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,69.1,-4.477778,-9.077778,1.222222,0.0,-6.744444,84.280942
US_IA_19143,2020-01-02,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,0.122222,-2.683333,1.8,0.0,-1.344444,89.934954
US_IA_19143,2020-01-03,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,58.81,-1.094444,-3.85,1.305556,0.0,-1.911111,94.25826
US_IA_19143,2020-01-04,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,77.28,-5.094444,-10.561111,-0.183333,0.6604,-6.866667,87.435968
US_IA_19143,2020-01-05,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,1.116667,-2.288889,3.783333,0.0,-2.538889,76.645536
US_IA_19143,2020-01-06,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-2.355556,-5.655556,1.461111,0.0,-4.638889,84.432693
US_IA_19143,2020-01-07,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,41.22,-3.283333,-8.111111,0.583333,0.0,-5.316667,85.933675
US_IA_19143,2020-01-08,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,50.26,-11.066667,-14.7,-5.983333,0.0,-15.461111,70.224416
US_IA_19143,2020-01-09,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-2.966667,-7.961111,2.25,0.0,-6.633333,76.045465
US_IA_19143,2020-01-10,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,46.79,-7.955556,-13.822222,-3.411111,0.0,-10.55,81.677124
US_IA_19143,2020-01-11,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,58.21,-16.827778,-20.15,-13.022222,0.0,-20.716667,72.073318
US_IA_19143,2020-01-12,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,72.1,-12.872222,-18.222222,-6.022222,0.1905,-14.655556,86.560647
US_IA_19143,2020-01-13,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,62.69,-6.255556,-10.55,-2.388889,1.143,-7.018519,93.984215
US_IA_19143,2020-01-14,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-4.355556,-10.1,-0.344444,0.0,-6.15,87.34768
US_IA_19143,2020-01-15,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,59.23,-10.438889,-17.183333,-7.35,0.0,-12.338889,85.997253
US_IA_19143,2020-01-16,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-20.794444,-24.883333,-16.283333,0.0254,-24.911111,69.580031
US_IA_19143,2020-01-17,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,45.5,-11.288889,-17.322222,-5.138889,0.0,-13.666667,82.659148
US_IA_19143,2020-01-18,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-10.5,-18.955556,-2.55,1.3335,-12.205556,87.345919
US_IA_19143,2020-01-19,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,44.74,-19.638889,-21.527778,-17.094444,0.127,-23.033333,74.550695
US_IA_19143,2020-01-20,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,49.72,-19.094444,-22.811111,-14.172222,0.0,-21.822222,79.060602
US_IA_19143,2020-01-21,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,40.42,-16.844444,-21.938889,-8.644444,0.0,-19.144444,82.405439
US_IA_19143,2020-01-22,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,52.53,-1.733333,-8.588889,1.144444,0.508,-2.933333,91.579419
US_IA_19143,2020-01-23,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,66.67,-0.455556,-1.927778,0.411111,1.4224,-0.75,97.926079
US_IA_19143,2020-01-24,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,39.52,-1.822222,-2.55,-1.344444,0.3175,-2.588889,94.607654
US_IA_19143,2020-01-25,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,51.77,-2.983333,-5.194444,-1.866667,0.0,-4.683333,88.178948
US_IA_19143,2020-01-26,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-3.572222,-8.522222,0.588889,0.0,-4.580247,92.950694
US_IA_19143,2020-01-27,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-2.977778,-6.022222,-0.394444,0.0,-3.738889,94.547971
US_IA_19143,2020-01-28,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,41.71,-7.705556,-9.588889,-5.361111,0.0,-8.728395,92.761984
US_IA_19143,2020-01-29,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,47.74,-7.888889,-10.344444,-5.511111,0.0,-9.111111,91.027043
US_IA_19143,2020-01-30,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,37.62,-5.072222,-8.744444,-0.205556,0.0,-6.049383,93.634015
US_IA_19143,2020-01-31,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-0.472222,-1.358025,0.635802,0.0,-0.772222,97.87354
US_IA_19143,2020-02-01,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,89.17,-0.627778,-4.811111,2.777778,0.0254,-2.022222,90.356104
US_IA_19143,2020-02-02,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,49.31,3.711111,1.183333,5.922222,0.0,0.022222,76.977005
US_IA_19143,2020-02-03,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,40.37,-1.972222,-5.483333,1.494444,0.0,-4.588889,82.411594
US_IA_19143,2020-02-04,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,45.37,-8.805556,-11.75,-5.188889,0.0,-12.505556,74.727227
US_IA_19143,2020-02-05,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,40.35,-8.233333,-12.172222,-2.272222,0.0,-11.961111,74.561862
US_IA_19143,2020-02-06,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,75.93,-7.138889,-11.655556,-0.95,0.0,-9.772222,81.563949
US_IA_19143,2020-02-07,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,50.63,-6.988889,-10.85,-1.6,0.423333,-8.711111,87.589298
US_IA_19143,2020-02-08,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,57.7,-12.755556,-19.261111,-4.655556,0.084667,-15.9,77.39905
US_IA_19143,2020-02-09,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,43.41,-5.427778,-8.855556,-2.7,0.254,-7.177778,87.59192
US_IA_19143,2020-02-10,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,60.88,-8.9,-15.305556,0.366667,0.0,-10.75,86.530418
US_IA_19143,2020-02-11,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-5.166667,-11.094444,-0.505556,0.0,-7.677778,82.619601
US_IA_19143,2020-02-12,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-5.183333,-19.083333,-0.166667,0.0,-8.261111,79.022507
US_IA_19143,2020-02-13,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,51.8,-22.916667,-26.688889,-17.488889,0.0,-27.327778,67.374143
US_IA_19143,2020-02-14,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,49.71,-15.905556,-23.461111,-4.822222,0.0,-19.983333,70.935274
US_IA_19143,2020-02-15,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,62.86,-3.316667,-7.4,1.911111,0.0,-7.044444,75.533276
US_IA_19143,2020-02-16,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,50.62,-2.977778,-6.666667,0.561111,0.0,-4.783333,87.508304
US_IA_19143,2020-02-17,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,-5,53.44,-1.927778,-4.711111,1.661111,0.0635,-2.644444,94.878128
US_IA_19143,2020-02-18,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,7,51.31,-5.655556,-9.572222,-2.933333,0.60325,-7.75,85.262377
US_IA_19143,2020-02-19,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,0,60.28,-12.533333,-15.111111,-8.494444,0.0,-16.344444,73.343802
US_IA_19143,2020-02-20,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,-7,48.96,-16.067901,-22.969136,-7.574074,0.0,-19.623457,74.225009
US_IA_19143,2020-02-21,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,-5,,-5.080247,-11.635802,3.777778,0.0,-8.265432,78.425735
US_IA_19143,2020-02-22,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,0.2,-4.377778,6.294444,0.0,-2.1,84.604556
US_IA_19143,2020-02-23,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,58.65,1.25,-3.094444,5.772222,0.0,-2.205556,77.951027
US_IA_19143,2020-02-24,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,7,69.13,-1.4,-5.444444,1.961111,0.0,-3.45,86.043565
US_IA_19143,2020-02-25,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,2,54.6,-1.472222,-3.311111,0.344444,0.0,-4.483333,80.103129
US_IA_19143,2020-02-26,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,2,48.66,-6.327778,-10.95,-1.55,0.0,-9.455556,78.595695
US_IA_19143,2020-02-27,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,5,43.06,-5.883333,-9.138889,-1.9,0.0,-8.405556,82.433521
US_IA_19143,2020-02-28,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,5,,-2.488889,-4.077778,-0.561111,0.0,-4.344444,87.173043
US_IA_19143,2020-02-29,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,51.09,-0.633333,-5.977778,8.644444,0.0,-3.155556,83.13933
US_IA_19143,2020-03-01,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,59.64,3.888889,-0.538889,7.694444,0.0,-0.094444,75.337872
US_IA_19143,2020-03-02,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,9,59.31,0.294444,-2.511111,4.266667,0.0,-3.211111,77.462557
US_IA_19143,2020-03-03,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,-2,79.59,2.8,-0.011111,7.6,0.0,-1.022222,76.047069
US_IA_19143,2020-03-04,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,2,,3.022222,-2.3,10.761111,0.108857,-0.011111,80.662702
US_IA_19143,2020-03-05,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,0,67.36,3.877778,1.077778,8.666667,0.0,-1.133333,70.027171
US_IA_19143,2020-03-06,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,-4,53.49,-0.233333,-5.983333,6.272222,0.0,-4.222222,74.584737
US_IA_19143,2020-03-07,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,5.944444,0.772222,17.422222,0.0,-2.322222,55.691192
US_IA_19143,2020-03-08,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,44.31,10.327778,4.877778,17.861111,0.0,1.411111,54.237897
US_IA_19143,2020-03-09,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,4,,0.955556,-3.383333,14.233333,0.084667,-1.011111,86.758271
US_IA_19143,2020-03-10,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,2,44.69,-2.988889,-7.083333,2.011111,0.6096,-4.604938,88.732235
US_IA_19143,2020-03-11,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,4,56.83,1.911111,-2.477778,11.522222,1.608667,0.561111,90.842329
US_IA_19143,2020-03-12,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,-2,,5.9,1.666667,9.216667,0.0,2.861111,80.995893
US_IA_19143,2020-03-13,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,-7,,0.644444,-3.405556,4.811111,0.0,-5.372222,64.177926
US_IA_19143,2020-03-14,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,54.54,-1.611111,-4.722222,2.05,0.3175,-5.133333,76.984038
US_IA_19143,2020-03-15,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,,,-2.027778,-6.022222,1.561111,0.0762,-4.583333,82.807861
US_IA_19143,2020-03-16,ChIJczuf_KT0jIcRYT_q5BO97Ao,Q485795,geoId/19143,US,United States of America,IA,Iowa,19143,Osceola County,US,USA,2,,,,,,,6021,3075,2946,736,786,588,629,643,876,817,532,414,1646302,43.377778,-95.627778,477,1035,82.1,0,,0.633333,-0.883333,4.188889,0.0,-0.983333,89.041557
