location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TN_47131,2020-07-18,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,9,0,164,3,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-7,15,-13,,7.29,12.96,11.74,6.07,5.67,10.53,,6.88,,,6.88,25.11,,14.17,,33.61,10.93,9.72,26.597222,22.097222,34.013889,0.042333,23.138889,81.525413
US_TN_47131,2020-07-19,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,4,0,168,3,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-8,,-15,,6.24,14.03,7.41,,6.24,10.92,,9.36,6.63,5.46,7.8,28.07,10.92,20.66,,37.81,5.85,9.75,29.326389,24.159722,34.361111,0.0,23.604167,71.517226
US_TN_47131,2020-07-20,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,7,0,175,3,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-4,10,-22,,8.5,15.58,5.67,7.79,8.14,8.5,4.96,12.39,,6.02,5.31,33.64,4.96,7.79,7.08,47.09,,6.02,29.37037,24.166667,34.864198,0.0,23.771605,72.433595
US_TN_47131,2020-07-21,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,16,0,191,3,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-2,8,-21,4,7.37,10.53,7.37,9.13,6.32,10.53,8.08,8.78,6.67,,10.53,30.55,8.43,10.18,,50.91,9.48,7.02,27.283333,22.533333,34.261111,0.653143,22.805556,77.175503
US_TN_47131,2020-07-22,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,0,0,191,3,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-3,10,-23,,12.71,18.0,5.29,6.0,5.65,12.71,7.76,10.59,,6.71,10.59,28.94,9.53,10.24,6.71,53.3,5.65,6.35,27.209877,23.407407,31.549383,0.254,23.506173,80.390818
US_TN_47131,2020-07-23,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,39,1,230,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-8,4,-23,,8.78,18.6,11.58,,9.48,11.58,5.62,11.23,,4.91,7.37,30.19,,10.18,,42.47,10.18,,26.347222,23.368056,32.277778,2.116667,23.5625,84.804394
US_TN_47131,2020-07-24,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,11,0,241,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-8,10,-23,,8.48,17.66,9.19,6.71,7.07,15.19,5.65,10.6,7.77,7.42,11.3,27.56,6.36,13.07,,45.57,10.95,9.54,27.243056,22.944444,33.694444,0.0,23.75,81.294523
US_TN_47131,2020-07-25,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,4,0,245,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-19,11,-13,,8.74,13.51,7.15,6.75,,6.36,,12.32,,6.36,9.93,26.62,,18.27,6.75,42.11,8.34,,26.979167,22.611111,32.868056,3.81,23.388889,80.84808
US_TN_47131,2020-07-26,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,31,0,276,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-10,,-17,,10.59,13.73,9.02,5.88,8.63,10.2,,8.63,7.06,7.45,5.88,30.2,,10.59,5.49,40.4,10.59,9.41,28.020833,23.319444,33.145833,0.0,23.854167,78.269134
US_TN_47131,2020-07-27,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,18,0,294,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-8,8,-22,,6.26,12.87,9.04,11.13,8.0,11.82,5.91,5.91,7.3,5.56,6.26,37.2,9.74,14.6,6.61,47.63,11.47,5.91,28.611111,24.716667,32.85,0.0,23.25,73.400248
US_TN_47131,2020-07-28,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,22,0,316,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-2,8,-22,,10.65,13.4,8.59,19.25,7.91,13.4,,10.65,5.5,4.81,12.03,29.56,6.53,13.06,,41.93,15.47,5.5,26.944444,22.876543,31.438272,0.423333,23.376543,81.008493
US_TN_47131,2020-07-29,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,14,0,330,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-4,9,-23,,6.63,14.31,8.03,14.31,7.68,9.07,,7.33,,,7.33,31.06,6.63,11.17,8.03,44.67,13.26,10.47,27.538889,23.377778,32.377778,0.0,23.8,80.615214
US_TN_47131,2020-07-30,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,22,0,352,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-9,2,-25,,7.17,13.32,6.15,9.91,7.86,10.25,,6.49,6.15,,8.54,29.72,5.81,9.91,4.78,40.31,9.56,5.46,27.138889,24.338889,31.333333,4.064,24.127778,83.841443
US_TN_47131,2020-07-31,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,25,0,377,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,0,12,-22,,9.32,10.04,10.39,9.32,6.81,11.47,6.45,10.04,,,6.09,32.62,,9.32,5.38,40.86,6.45,5.02,26.709877,23.166667,30.777778,1.30175,23.191358,81.405423
US_TN_47131,2020-08-01,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,42,0,419,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-5,17,-13,,5.62,16.49,11.62,6.37,,10.49,6.37,12.37,,5.25,8.25,22.11,7.87,8.62,6.75,41.23,10.87,8.99,23.098765,20.469136,26.944444,2.751667,21.123457,88.777312
US_TN_47131,2020-08-02,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,8,0,427,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-5,,-10,,8.13,14.32,6.19,8.13,,8.13,5.42,23.99,,6.19,8.9,23.6,7.35,8.51,,38.69,10.06,6.58,23.037037,17.962963,30.111111,1.975556,18.82716,77.346937
US_TN_47131,2020-08-03,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,8,0,435,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,2,14,-23,,8.29,15.2,6.22,7.95,6.56,11.05,,19.34,,6.91,13.47,31.44,5.87,10.36,,39.73,6.56,7.6,24.6,19.983333,30.388889,0.0,20.333333,77.532615
US_TN_47131,2020-08-04,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,18,0,453,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,1,21,-21,3,10.21,15.48,5.98,8.45,7.39,9.85,6.33,10.91,5.98,,7.74,29.56,6.33,18.3,8.8,41.17,13.02,,22.711111,19.061111,26.916667,0.0254,18.311111,76.456814
US_TN_47131,2020-08-05,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,11,0,464,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-2,17,-17,4,9.69,13.15,8.31,,,7.96,,10.38,7.61,5.88,8.31,27.0,,12.81,8.31,38.77,9.0,5.88,21.277778,15.538889,27.244444,0.0,15.727778,70.915205
US_TN_47131,2020-08-06,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,26,0,490,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-4,11,-20,3,9.0,12.81,7.27,7.62,6.58,14.2,,12.12,5.54,4.85,7.96,33.93,4.85,7.96,7.96,45.01,9.0,5.19,21.938889,16.072222,27.988889,0.0,15.905556,68.905059
US_TN_47131,2020-08-07,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,29,0,519,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-5,4,-22,,8.43,9.84,5.62,8.08,,12.3,,10.54,,8.43,7.73,23.54,9.49,10.89,6.32,44.62,7.03,,23.655556,17.511111,30.511111,0.0,17.394444,68.467309
US_TN_47131,2020-08-08,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,27,0,546,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-9,24,-16,,9.73,15.96,8.95,7.78,,12.45,,13.23,,,7.78,30.74,12.06,10.9,,38.53,8.95,6.23,25.240741,18.635802,32.765432,0.0,19.962963,72.755052
US_TN_47131,2020-08-09,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,19,0,565,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-12,,-15,,8.86,13.1,8.47,,11.94,10.78,,7.32,7.32,,8.09,28.89,5.78,15.02,6.16,39.28,6.93,10.01,27.388889,22.617284,33.098765,0.0,22.851852,76.551124
US_TN_47131,2020-08-10,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,14,0,579,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-4,7,-21,,8.03,12.04,10.7,7.02,,12.04,6.35,12.37,5.35,4.68,10.03,33.44,10.03,14.04,9.36,36.45,11.7,7.36,29.35,24.861111,34.461111,0.2032,23.738889,72.227006
US_TN_47131,2020-08-11,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,9,0,588,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-6,8,-20,4,9.52,16.09,8.86,,5.58,10.18,4.6,10.18,7.55,8.86,15.76,31.51,4.6,17.73,5.25,43.33,10.18,5.58,25.672222,21.661111,31.994444,0.0,22.172222,81.610966
US_TN_47131,2020-08-12,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,10,0,598,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-1,9,-19,4,8.46,13.53,8.79,5.41,6.76,9.13,6.76,7.44,8.12,5.07,11.5,30.44,,12.52,9.47,50.06,7.78,10.15,25.594444,23.083333,30.605556,0.0,23.216667,87.066885
US_TN_47131,2020-08-13,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,21,0,619,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-7,5,-19,4,9.48,14.05,10.54,8.78,9.83,10.19,7.73,12.64,5.97,6.67,6.32,25.64,8.43,11.94,7.73,47.42,12.64,7.03,25.006173,21.895062,30.567901,1.608667,22.82716,87.819061
US_TN_47131,2020-08-14,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,20,0,639,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-1,4,-22,,5.12,5.49,5.49,7.68,6.22,8.41,5.85,12.07,,,11.7,28.16,,5.49,6.22,48.64,6.58,6.22,25.283951,21.62963,30.740741,1.862667,22.654321,85.482268
US_TN_47131,2020-08-15,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,14,0,653,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-9,25,-15,,9.5,13.46,7.52,,7.52,9.89,,12.27,,,6.73,25.73,7.12,9.89,,45.12,,6.73,25.765432,20.623457,32.037037,0.0,21.790123,78.861707
US_TN_47131,2020-08-16,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,12,0,665,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,-2,,-14,,7.51,10.67,5.53,,,9.88,,16.99,6.32,,8.3,30.02,,9.09,5.93,35.95,9.48,8.69,25.765432,22.080247,29.969136,0.0,20.962963,75.078602
US_TN_47131,2020-08-17,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,16,0,681,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,9.36,7.69,9.03,8.69,4.68,9.03,7.35,12.03,6.68,9.03,12.7,28.41,7.35,11.37,5.01,31.42,11.37,5.35,24.016667,17.155556,31.177778,0.0,17.905556,68.963879
US_TN_47131,2020-08-18,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,6,0,687,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,1,7.34,10.01,12.34,5.67,7.34,10.01,,6.67,5.34,5.0,13.68,34.36,5.0,9.68,6.67,42.04,9.01,,24.672222,19.65,29.983333,0.0,19.722222,74.467662
US_TN_47131,2020-08-19,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,13,0,700,4,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,2,8.3,11.62,12.29,,4.65,7.3,,8.63,6.31,,10.62,32.21,6.31,11.29,6.97,45.82,14.61,6.31,22.872222,18.844444,27.544444,0.254,18.216667,75.356866
US_TN_47131,2020-08-20,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,16,1,716,5,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,2,8.29,12.92,9.61,,7.62,6.63,,9.61,6.3,,8.29,23.2,7.62,9.61,6.3,45.07,7.29,7.95,23.238889,17.638889,29.744444,0.0,17.794444,71.811212
US_TN_47131,2020-08-21,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,14,0,730,5,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,9.12,9.82,7.37,,5.26,14.39,,9.12,,,12.98,25.62,,6.32,,47.02,6.32,,23.388889,19.561111,28.911111,0.0,19.772222,80.54666
US_TN_47131,2020-08-22,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,5,0,735,5,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,9.95,12.73,6.37,6.76,,9.95,,13.13,7.56,,6.76,21.49,5.57,10.35,,44.57,8.76,,22.728395,17.975309,29.876543,0.818444,19.555556,82.460515
US_TN_47131,2020-08-23,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,19,0,754,5,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,6.94,18.51,6.55,5.78,6.94,10.41,8.1,8.87,6.94,,6.17,28.53,,12.72,,46.27,13.11,5.78,24.660494,18.061728,32.209877,0.0,19.969136,75.374544
US_TN_47131,2020-08-24,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,3,0,757,5,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,7.6,14.87,9.58,6.94,7.6,9.25,,11.24,5.95,,5.62,27.43,5.29,14.54,,43.95,11.24,9.58,26.027778,19.738889,32.938889,0.0,20.338889,71.352034
US_TN_47131,2020-08-25,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,2,1,759,6,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,2,7.99,10.87,5.11,6.71,7.35,8.95,,7.67,5.75,,7.35,35.48,5.11,10.87,4.47,41.23,8.31,9.59,26.727778,20.533333,33.627778,0.0,21.538889,73.634011
US_TN_47131,2020-08-26,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,11,0,770,6,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,3,9.05,14.86,10.02,,6.14,12.93,7.43,8.4,7.75,,8.72,31.99,4.85,5.82,5.17,40.07,9.05,10.99,25.972222,22.6,31.166667,0.181429,23.088889,84.435596
US_TN_47131,2020-08-27,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,12,1,782,7,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,3,8.84,11.78,7.2,8.51,6.87,9.49,5.56,5.56,8.51,4.58,9.49,30.11,6.22,7.2,7.53,46.15,8.84,5.56,26.438889,23.211111,29.927778,1.143,24.138889,87.363049
US_TN_47131,2020-08-28,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,14,0,796,7,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,9.59,11.19,10.55,4.8,,10.23,,8.63,8.31,4.48,4.48,36.46,6.72,12.79,,42.21,8.95,,24.555556,22.755556,27.3,3.302,22.816667,90.113676
US_TN_47131,2020-08-29,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,13,1,809,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,8.29,15.84,6.79,8.29,6.41,8.29,6.03,8.67,,,7.16,18.85,8.67,11.31,,38.46,8.29,,25.993827,22.296296,32.537037,3.725333,23.530864,86.406076
US_TN_47131,2020-08-30,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,11,0,820,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,8.57,18.2,5.35,6.42,,12.85,5.35,6.42,6.78,5.35,6.42,29.98,5.71,10.35,,42.83,9.28,6.07,23.82716,21.37037,27.049383,4.9784,22.444444,92.03262
US_TN_47131,2020-08-31,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,9,0,829,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,3,6.35,13.33,5.39,6.98,6.03,10.47,6.98,11.42,6.66,5.08,10.15,27.92,6.98,11.74,6.66,39.98,10.79,6.98,24.527778,22.055556,29.416667,1.1176,22.977778,91.229286
US_TN_47131,2020-09-01,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,1,0,830,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,2,5.24,12.64,6.47,,5.24,14.8,5.24,8.32,4.93,6.47,9.87,29.59,7.4,9.25,6.17,38.53,4.93,7.09,22.833333,20.283333,27.461111,2.032,21.855556,94.315171
US_TN_47131,2020-09-02,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,7,0,837,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,4,6.99,9.73,10.33,5.78,,8.81,4.56,6.38,6.38,,7.29,31.91,,10.94,4.25,36.77,8.21,5.78,25.161111,23.188889,28.777778,1.4732,23.633333,91.324947
US_TN_47131,2020-09-03,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,46,0,883,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,2,7.05,14.1,8.33,5.45,8.97,10.57,5.13,8.01,4.49,4.49,10.89,26.91,6.41,10.57,5.45,36.84,11.53,7.37,25.105556,22.677778,29.027778,3.048,23.088889,88.686773
US_TN_47131,2020-09-04,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,25,0,908,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,8.36,9.06,5.23,7.32,5.57,6.97,7.32,10.8,,4.88,10.1,34.49,12.19,8.36,5.23,37.97,10.1,8.01,24.383333,21.588889,27.177778,0.028222,19.177778,72.976226
US_TN_47131,2020-09-05,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,9,0,917,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,10.22,16.9,,7.47,,12.18,7.08,6.29,,5.5,7.86,22.01,10.22,10.22,,44.41,12.58,7.08,20.932099,14.969136,29.45679,0.0,15.314815,70.392921
US_TN_47131,2020-09-06,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,8,0,925,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,5.48,9.79,5.48,5.87,9.0,8.61,5.48,6.26,9.79,,17.23,26.23,,15.27,,46.2,10.18,6.66,22.555556,15.975309,30.537037,0.0,17.814815,74.791946
US_TN_47131,2020-09-07,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,9,0,934,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,,8.26,17.26,6.0,6.38,6.0,13.88,6.75,6.38,7.5,,9.38,30.02,,16.51,7.88,39.03,6.38,9.38,24.802469,18.876543,31.833333,0.0,19.234568,71.35879
US_TN_47131,2020-09-08,ChIJF4IE32tpeYgRRrAMNAGk7vg,Q501974,geoId/47131,US,United States of America,TN,Tennessee,47131,Obion County,US,USA,2,3,0,937,8,,,30375,14740,15635,3572,3718,3497,3405,3829,4131,4014,2796,1413,1847638,36.36,-89.15,1438,75.1,,,,1,7.68,14.4,12.48,4.8,5.76,8.96,6.4,6.72,7.36,,13.45,28.81,4.48,13.12,5.12,41.94,10.24,6.08,25.416667,19.788889,31.094444,0.0,19.85,71.614663
