location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MN_27021,2020-01-11,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,9.58,5.53,6.63,,,14.37,9.21,,,,5.16,,,5.16,5.9,21.01,,,,,34.27,,8.48,,,,-22.705556,-30.277778,-13.316667,0.0,381.0,-27.005556,68.016984
US_MN_27021,2020-01-12,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,,12.44,7.68,7.32,5.12,13.9,6.22,5.49,5.12,,,,,,12.07,21.59,,12.07,,5.49,34.39,,8.41,,,,-13.716667,-17.933333,-9.116667,0.0,381.0,-17.094444,75.730634
US_MN_27021,2020-01-13,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,7.77,8.09,7.12,10.36,5.5,7.12,15.54,7.77,7.12,9.71,,5.5,4.53,,6.15,8.09,28.17,7.45,5.18,,,33.99,,4.53,,,8.09,-8.338889,-11.088889,-5.461111,0.0,381.0,-10.944444,81.529945
US_MN_27021,2020-01-14,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,5.52,6.5,8.45,,6.17,,17.22,7.15,13.64,8.45,,,6.5,,7.47,6.82,36.71,6.82,6.5,7.15,,33.78,,10.72,,,,-6.25,-13.594444,-3.761111,1.7272,381.0,-7.994444,87.518006
US_MN_27021,2020-01-15,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,6.66,5.99,5.33,6.66,5.66,5.66,15.31,8.65,5.33,9.32,6.99,,6.66,,,7.32,24.63,4.66,4.66,,,33.62,,5.33,,,6.66,-15.266667,-18.911111,-12.272222,0.3048,408.94,-17.777778,81.148641
US_MN_27021,2020-01-16,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,7.66,11.16,7.02,,6.06,14.36,8.29,,8.61,,5.1,5.1,,,5.74,21.37,4.79,7.97,,4.47,29.03,,8.29,5.1,,,-24.033333,-30.072222,-18.027778,0.7874,408.94,-27.888889,70.491854
US_MN_27021,2020-01-17,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,5.42,6.7,7.34,6.06,6.06,,11.17,7.02,,7.02,,,5.74,6.06,,5.74,18.83,4.47,,,,26.8,,6.06,5.74,5.42,,-17.677778,-26.011111,-8.311111,1.1684,459.74,-21.755556,70.524887
US_MN_27021,2020-01-18,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,10.12,5.25,6.75,,,5.25,17.61,,,8.24,,,,5.25,,,23.98,,6.0,,,34.85,,6.37,5.62,,,-10.072222,-16.094444,-7.383333,3.6576,510.54,-12.344444,83.492311
US_MN_27021,2020-01-19,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,8.48,9.59,8.11,6.64,8.11,16.23,6.64,5.53,,8.48,6.27,,,,5.16,24.71,7.01,7.01,,,42.78,7.01,5.53,,,,-15.994444,-17.922222,-12.961111,1.4732,609.6,-19.211111,76.323899
US_MN_27021,2020-01-20,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,6.45,12.51,10.24,,,15.17,6.83,,5.69,,,7.96,,,5.69,18.2,5.69,,,,42.85,,6.07,,,,-17.2,-25.605556,-8.883333,0.3175,530.86,-19.822222,80.065229
US_MN_27021,2020-01-21,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,5.29,6.29,10.59,7.28,6.95,,13.23,6.95,,10.26,5.62,5.29,7.94,,6.29,6.62,34.07,5.62,6.29,6.95,,39.03,5.29,6.62,,,,-14.844444,-20.15,-6.511111,0.0,558.8,-17.872222,77.758431
US_MN_27021,2020-01-22,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,5.26,9.53,,,,18.73,8.87,,8.54,5.92,,8.21,,5.26,7.23,35.82,4.6,,,8.54,31.55,,6.57,5.92,,8.87,-6.405556,-10.772222,-0.511111,0.0,530.86,-8.95,82.175835
US_MN_27021,2020-01-23,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,5.15,,4.51,7.41,,4.83,19.97,11.59,,6.12,9.34,5.15,6.76,,,7.08,40.25,5.8,5.47,,,28.98,,5.8,5.8,,,-2.75,-5.016667,-1.55,0.0508,530.86,-4.072222,90.67771
US_MN_27021,2020-01-24,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,5.89,8.84,6.87,,,27.49,4.58,8.51,5.89,4.91,4.91,6.87,9.16,,5.89,39.27,5.24,6.22,4.91,,31.42,6.55,5.89,4.91,4.58,,-3.794444,-5.811111,-2.072222,0.127,530.86,-5.694444,86.751609
US_MN_27021,2020-01-25,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,,7.3,6.54,6.92,5.38,24.99,6.54,,11.53,,,8.07,,,,37.29,6.54,7.3,,,36.9,6.92,,8.07,,,-3.916667,-5.416667,-2.544444,0.0,530.86,-6.416667,82.865741
US_MN_27021,2020-01-26,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,7.96,7.96,,,8.32,22.8,10.5,,8.32,,,,,5.07,6.51,34.02,6.15,6.51,,6.15,34.74,,6.88,,,,-5.466667,-6.711111,-3.638889,0.0,530.86,-6.994444,89.073793
US_MN_27021,2020-01-27,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,5.89,4.91,11.45,5.89,7.2,7.85,22.89,5.89,,5.56,8.18,,7.2,,,,33.03,6.87,6.54,4.91,,30.75,,7.2,7.85,,,-7.322222,-8.85,-5.611111,0.0,530.86,-8.4,92.112805
US_MN_27021,2020-01-28,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,6.13,9.03,12.25,6.77,5.48,17.73,5.8,,6.45,4.51,4.51,7.09,,,6.13,38.05,,5.16,,6.77,38.37,,8.38,,,4.84,-10.844444,-12.527778,-8.427778,0.0,530.86,-12.672222,86.523916
US_MN_27021,2020-01-29,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,6.03,7.03,7.37,,8.37,22.1,7.03,,10.71,,5.69,5.02,,,,29.46,5.36,7.37,,5.02,29.46,4.69,8.04,5.02,6.03,,-12.016667,-17.888889,-6.333333,0.0,510.54,-14.511111,81.778535
US_MN_27021,2020-01-30,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,5.69,6.03,7.37,9.04,6.36,7.03,29.14,9.71,6.36,8.71,4.69,4.69,5.02,,,11.72,34.5,6.36,,,,31.48,4.69,,7.03,4.69,,-8.661111,-10.666667,-6.855556,0.0,510.54,-10.466667,86.860234
US_MN_27021,2020-01-31,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,8.84,7.48,,,5.78,28.55,8.16,,7.14,,,,,6.12,5.1,28.21,,5.44,,,26.17,5.78,9.86,,7.82,,-5.805556,-7.561111,-1.883333,0.127,510.54,-6.961111,91.64562
US_MN_27021,2020-02-01,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,7.71,,8.87,,,17.74,9.26,,6.94,,,,,,9.26,26.61,10.03,7.71,5.4,,36.25,,6.17,6.56,5.4,,-3.505556,-10.805556,1.055556,0.0,530.86,-5.983333,83.01338
US_MN_27021,2020-02-02,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,5.28,6.42,10.94,,,,23.4,9.43,,6.79,,,,5.28,,,22.64,,6.42,,5.28,31.32,,5.66,6.04,,,1.827778,-2.033333,4.838889,0.0,510.54,-2.355556,73.884035
US_MN_27021,2020-02-03,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,8.9,7.88,4.79,6.16,,22.25,9.24,,7.19,,,5.48,,,,31.16,6.85,,,,29.1,,,4.79,7.19,,-4.883333,-10.527778,-0.411111,0.0,510.54,-9.838889,68.3315
US_MN_27021,2020-02-04,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,5.28,7.39,7.39,,,23.58,10.91,8.8,,,,6.69,,,6.69,34.84,4.93,5.28,,8.8,34.49,,,6.33,,,-15.0,-22.05,-8.072222,0.0,480.06,-18.833333,72.672972
US_MN_27021,2020-02-05,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,,9.19,6.81,6.81,,16.68,8.17,,7.83,6.13,6.13,5.45,,5.11,9.53,30.3,4.77,7.15,,,30.64,6.47,7.15,5.45,,,-11.522222,-18.483333,-1.55,0.0,459.74,-16.011111,69.432647
US_MN_27021,2020-02-06,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,5.15,5.84,6.87,5.15,,25.06,11.33,,8.58,5.15,,5.15,,,10.64,36.39,8.58,5.49,,,32.61,,6.18,6.18,6.18,,-9.411111,-15.922222,-3.433333,0.0,459.74,-12.544444,78.032738
US_MN_27021,2020-02-07,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,4.71,8.08,4.71,5.05,,18.84,9.09,,7.07,,,,,,7.4,20.19,,,,6.06,31.63,,6.06,,,,-10.088889,-15.044444,-5.594444,0.1905,459.74,-13.405556,76.796914
US_MN_27021,2020-02-08,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,,10.32,,,5.73,17.58,8.02,,7.26,,5.35,7.26,,,,27.51,,5.35,,,31.71,6.11,6.88,,,,-18.677778,-28.138889,-7.955556,0.0,459.74,-22.733333,70.526673
US_MN_27021,2020-02-09,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,5.96,9.53,9.14,6.36,6.36,8.74,21.05,6.75,,5.96,,6.36,,5.96,,10.73,29.4,7.15,,,,44.89,,5.96,6.75,,,-8.922222,-11.233333,-5.983333,0.0,459.74,-12.95,72.773822
US_MN_27021,2020-02-10,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,5.87,5.87,6.56,4.84,7.25,21.07,10.71,5.53,8.64,7.6,,8.29,5.18,,10.02,30.05,,7.95,,,38.0,,,5.18,,,-8.377778,-16.216667,-2.561111,0.0,459.74,-10.794444,82.76721
US_MN_27021,2020-02-11,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,4.72,,,8.43,,5.4,15.52,7.76,,10.12,,,,,,10.46,28.0,5.73,6.41,,6.41,24.96,,5.4,4.72,,,-5.627778,-8.672222,-1.977778,0.0,459.74,-9.611111,73.609656
US_MN_27021,2020-02-12,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,7.96,7.96,9.29,6.3,6.3,15.93,6.3,5.31,10.95,,6.3,,,,,27.87,5.97,5.31,,5.97,33.18,5.64,6.97,,4.98,,-8.372222,-20.183333,-3.694444,0.0,429.26,-12.95,69.606806
US_MN_27021,2020-02-13,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,,6.88,8.25,,4.81,,21.32,7.91,6.19,6.88,,,7.22,6.53,,5.85,27.17,,8.25,,,29.57,,,10.66,,,-25.211111,-31.366667,-17.794444,0.0,429.26,-31.105556,58.035501
US_MN_27021,2020-02-14,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,,,,,,6.16,7.61,10.15,5.8,5.08,,13.78,5.08,,9.79,,,,,,7.25,22.12,9.43,5.08,,,29.73,,5.8,,5.08,6.16,-20.261111,-28.511111,-7.572222,0.0,429.26,-25.355556,63.858439
US_MN_27021,2020-02-15,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,25,7,,3,,7.84,,12.55,7.84,,5.49,21.18,9.81,,7.06,,,,,,,21.57,,8.24,6.28,,35.7,,,7.06,,,-7.766667,-11.633333,-1.8,0.0,429.26,-11.983333,71.852561
US_MN_27021,2020-02-16,ChIJ7SSeiyM-t1IRjkugTsuxmZ0,Q111421,geoId/27021,US,United States of America,MN,Minnesota,27021,Cass County,US,USA,2,,,,,,,29324,14954,14370,3417,3345,2597,2848,2873,4334,5011,3426,1473,1796044,46.95,-94.32,6253,79.76,14,5,,-1,,,9.28,8.12,7.74,5.42,,19.34,6.58,,13.92,,8.12,6.58,,,,28.23,5.8,7.74,5.42,,37.13,,10.44,7.35,7.35,,-13.888889,-22.1,-6.305556,0.0,429.26,-19.888889,60.758689
