location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_LA_22069,2020-01-11,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,3.97,6.7,3.72,4.96,6.95,3.97,5.71,3.72,14.88,8.43,4.96,9.92,4.46,4.96,6.7,,4.96,,6.45,23.57,3.47,5.95,,3.97,5.71,24.81,4.46,4.96,4.22,3.97,,16.461111,6.35,23.444444,32.088667,,14.044444,85.726962
US_LA_22069,2020-01-12,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,4.7,11.53,4.0,9.41,6.12,5.41,5.17,4.23,11.05,8.0,3.53,6.35,4.0,4.47,3.76,,4.94,3.53,7.06,20.46,4.0,7.53,,4.94,6.12,33.87,4.0,6.59,,4.47,4.0,5.538889,2.716667,12.861111,7.7216,,2.322222,79.872481
US_LA_22069,2020-01-13,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,4.16,5.74,2.77,7.91,5.74,4.95,5.14,,12.46,7.52,2.97,6.73,4.95,3.76,,4.35,3.36,4.35,7.12,23.54,5.34,7.32,3.56,4.95,5.54,36.4,3.36,5.93,5.14,2.77,4.95,9.622222,5.633333,15.538889,1.7272,,7.972222,89.464071
US_LA_22069,2020-01-14,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,4.37,6.46,3.99,10.27,9.89,5.51,6.85,4.75,13.88,8.75,3.8,9.51,2.85,4.37,2.85,,3.42,5.13,9.13,26.43,6.46,7.99,,3.8,6.85,41.45,4.75,7.42,4.56,5.51,4.37,17.477778,14.183333,20.744444,16.256,,16.9,96.415586
US_LA_22069,2020-01-15,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,5.42,8.14,2.89,8.5,7.77,5.61,6.15,5.24,11.03,6.15,4.7,9.4,2.71,5.42,3.07,3.25,2.71,3.8,9.4,24.41,4.34,5.97,5.24,4.7,7.41,35.26,5.61,6.15,3.62,5.79,4.16,20.25,18.388889,22.955556,23.593778,,19.376543,93.707464
US_LA_22069,2020-01-16,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,3.51,7.4,4.99,7.95,7.4,4.44,5.36,3.33,13.31,6.47,5.73,9.25,3.33,4.44,3.88,4.81,4.99,2.96,7.21,25.33,4.81,7.77,2.96,4.25,4.44,35.32,6.1,5.73,3.88,5.36,5.36,17.161111,12.827778,20.605556,0.225778,,16.472222,95.743762
US_LA_22069,2020-01-17,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,3.84,6.83,,6.4,4.06,5.98,3.63,,8.75,4.7,,7.26,4.27,5.76,4.91,4.06,7.26,4.7,9.82,27.75,4.91,5.34,4.48,3.42,4.48,37.35,3.42,5.55,6.4,4.7,3.63,12.716667,10.161111,18.127778,5.531556,,9.283333,79.634461
US_LA_22069,2020-01-18,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,5.24,10.0,5.24,11.9,6.43,,4.52,,11.66,5.71,3.81,6.43,,,,3.33,4.76,5.24,5.24,18.57,,5.95,3.33,6.66,3.81,35.46,3.33,5.95,4.52,,5.0,17.561111,14.488889,21.133333,3.584222,,15.927778,90.154751
US_LA_22069,2020-01-19,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,4.69,7.97,4.69,8.91,7.03,4.69,4.92,4.69,15.24,5.63,7.27,6.57,3.28,3.52,,5.16,6.1,3.28,5.39,23.45,4.92,7.74,7.03,3.28,4.22,37.51,,4.92,5.39,,,9.327778,2.788889,16.127778,4.261556,,-1.311111,47.444
US_LA_22069,2020-01-20,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,6.42,9.0,4.07,10.49,5.35,5.14,6.21,,14.78,6.42,4.5,9.85,6.0,6.0,3.43,3.64,,3.0,9.64,25.06,8.14,9.42,5.57,3.21,4.93,45.83,,7.92,7.28,5.78,5.57,5.127778,0.666667,11.627778,0.0,,-2.833333,56.623181
US_LA_22069,2020-01-21,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,6.0,10.87,3.38,9.94,9.56,,3.19,3.38,14.06,9.19,6.75,12.19,3.75,4.12,3.56,3.19,4.12,6.19,7.5,30.75,6.0,6.56,4.88,6.56,6.0,34.87,4.69,8.06,4.12,6.19,5.81,3.038889,-1.494444,9.772222,0.0,,-3.066667,64.348251
US_LA_22069,2020-01-22,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,3.91,9.3,5.02,10.97,10.23,4.28,4.84,4.28,13.02,5.95,5.58,10.97,3.72,4.84,3.16,4.46,3.91,5.21,7.25,28.64,4.84,6.14,4.09,6.14,6.51,31.43,3.16,5.39,6.7,4.65,6.14,2.544444,0.161111,5.805556,4.459111,,-1.038889,77.421458
US_LA_22069,2020-01-23,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,5.43,9.11,4.85,9.31,7.37,5.62,6.4,,13.57,4.26,5.24,11.05,5.24,5.24,3.68,5.62,6.01,5.04,6.98,27.53,5.24,7.95,4.07,5.24,8.53,38.97,2.71,8.14,4.85,6.59,3.1,9.233333,5.227778,12.988889,23.255111,,8.472222,95.041733
US_LA_22069,2020-01-24,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,3.66,8.83,3.02,10.12,6.25,,3.66,4.95,14.65,4.09,3.23,7.97,,4.09,,4.74,4.09,,5.82,27.36,5.17,8.19,,3.45,7.54,37.48,6.68,4.95,5.17,7.11,5.82,7.888889,1.755556,14.9,2.0574,,3.627778,74.742735
US_LA_22069,2020-01-25,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,7.52,10.19,4.85,7.03,7.52,5.82,6.06,,18.19,8.01,3.88,9.46,4.37,3.4,,4.37,,5.34,5.09,26.2,6.55,7.03,,,5.82,40.02,5.09,5.09,5.09,4.85,,6.877778,-0.2,17.366667,0.0,,1.744444,70.023934
US_LA_22069,2020-01-26,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,6.93,9.87,4.62,4.62,7.56,4.2,3.99,5.67,18.91,7.56,6.3,7.56,4.83,3.36,4.41,,5.04,5.46,6.09,32.77,4.62,6.51,2.94,7.35,5.67,35.71,3.57,7.35,4.2,4.2,6.51,10.694444,8.844444,12.988889,6.124222,,8.088889,83.988053
US_LA_22069,2020-01-27,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,4.4,9.18,6.97,10.46,10.46,3.85,5.87,5.87,21.84,9.36,4.77,9.18,4.22,4.59,3.85,5.14,3.85,4.4,7.89,27.52,3.49,8.07,5.32,4.96,,30.46,4.4,7.52,6.24,5.87,6.06,11.411111,10.011111,14.533333,4.9276,,9.733333,89.46009
US_LA_22069,2020-01-28,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,6.72,8.02,4.29,12.5,9.33,5.04,4.85,4.85,20.15,11.76,6.91,11.57,4.11,6.16,5.22,5.04,,4.85,7.46,41.05,4.67,11.38,4.11,4.85,4.48,40.31,4.48,10.82,5.6,4.67,6.34,8.138889,4.388889,12.122222,0.0,,7.305556,94.501568
US_LA_22069,2020-01-29,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,5.27,8.46,3.57,11.1,7.33,3.57,4.7,6.39,18.05,6.77,6.39,10.72,2.63,4.51,5.27,4.89,4.7,4.14,8.28,36.86,7.15,5.83,6.21,3.76,4.51,31.03,3.95,10.72,4.89,5.45,3.95,10.044444,7.966667,11.588889,6.858,,9.094444,93.872475
US_LA_22069,2020-01-30,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,4.31,7.5,8.63,11.07,11.25,5.82,3.0,6.19,21.76,6.75,3.56,7.32,5.82,5.06,5.44,5.44,3.19,4.13,9.0,36.39,7.32,8.44,2.81,3.75,5.44,31.89,5.82,7.69,3.38,4.13,2.81,9.294444,8.011111,11.033333,0.2286,,7.816667,90.528499
US_LA_22069,2020-01-31,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,4.74,4.93,5.72,9.87,9.08,4.14,4.14,2.96,24.08,6.91,4.93,10.26,4.93,4.93,3.35,4.74,3.35,3.35,4.74,25.06,5.13,6.12,,4.34,4.34,30.98,,7.11,5.33,4.74,5.72,8.505556,7.205556,10.183333,0.366889,,6.838889,89.291084
US_LA_22069,2020-02-01,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,6.33,10.72,,8.04,5.6,4.63,4.63,,23.14,9.26,4.14,4.63,,,3.41,5.6,5.6,4.14,5.36,31.91,6.09,6.58,,,,37.51,,4.87,7.79,,,8.905556,2.261111,16.788889,0.0,,3.466667,68.768422
US_LA_22069,2020-02-02,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,3.99,7.09,8.64,9.3,6.87,,3.32,3.32,17.06,6.42,4.43,5.32,,3.77,6.2,3.32,4.43,3.1,5.32,23.93,7.98,5.98,3.54,3.99,4.65,36.11,3.77,6.65,5.1,3.54,,11.155556,2.522222,25.122222,0.0,,2.655556,55.898222
US_LA_22069,2020-02-03,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,5.28,10.94,3.96,14.71,5.84,4.71,4.34,5.28,14.71,7.73,5.28,9.8,3.21,6.03,4.71,2.83,,3.96,7.92,27.72,2.83,5.84,3.96,5.84,8.11,37.34,2.64,5.28,3.39,7.92,6.03,15.177778,8.3,22.6,0.0,,9.327778,68.22911
US_LA_22069,2020-02-04,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,5.61,8.58,5.78,9.11,7.53,3.68,5.61,3.15,16.64,8.58,4.21,9.81,4.21,4.91,5.26,4.73,2.98,4.91,8.94,29.96,4.38,6.48,4.55,5.08,4.38,35.39,5.43,2.8,4.73,5.08,6.13,19.416667,17.438889,22.844444,0.931333,,16.566667,83.628779
US_LA_22069,2020-02-05,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,4.99,7.39,3.14,9.05,7.2,4.8,3.88,3.14,14.77,6.83,7.76,8.31,2.77,,3.32,5.17,3.69,2.96,11.45,35.64,6.83,6.83,5.54,4.25,6.09,35.64,5.54,5.17,5.17,4.25,5.72,15.638889,8.188889,21.094444,3.697111,,14.811111,94.875361
US_LA_22069,2020-02-06,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,3.97,6.32,3.25,11.2,6.86,3.61,7.59,4.51,17.7,7.59,3.97,8.31,6.14,2.89,,,3.25,3.79,7.95,28.72,3.79,5.78,4.88,4.88,5.42,34.32,4.88,3.61,5.96,6.14,5.06,5.311111,2.5,8.788889,8.748889,,3.666667,89.174091
US_LA_22069,2020-02-07,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,5.42,8.35,3.75,10.02,7.72,3.34,3.75,3.96,18.15,6.05,3.55,11.27,18.15,3.96,,3.96,5.01,5.42,8.35,46.11,6.26,9.18,,5.63,3.34,33.17,3.34,5.63,3.75,6.47,6.68,4.783333,-2.711111,18.122222,0.6096,,-1.411111,64.342754
US_LA_22069,2020-02-08,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,3.42,7.08,3.9,9.76,7.32,4.39,4.88,6.1,18.55,8.79,3.9,8.79,15.13,5.86,4.64,4.15,9.76,4.39,7.08,33.92,4.39,5.86,4.15,4.64,6.83,34.16,5.86,7.32,4.15,4.15,,10.45,3.927778,18.85,0.0,,2.466667,57.843586
US_LA_22069,2020-02-09,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,,9.35,4.79,10.03,8.66,4.1,3.88,6.38,15.96,9.57,5.47,8.66,,3.42,4.79,5.02,6.61,5.02,4.56,27.81,5.24,7.98,,,6.38,35.11,6.61,6.84,4.33,3.19,,14.772222,8.916667,22.394444,0.0254,,8.466667,66.098208
US_LA_22069,2020-02-10,ChIJyTwkpQVqMIYRGWf1oZyDK4Q,Q507047,geoId/22069,US,United States of America,LA,Louisiana,22069,Natchitoches Parish,US,USA,2,,,,,,,39042,18758,20284,5075,6060,6998,4139,3925,4399,4209,2759,1478,1838155,31.73,-93.1,3365,76.175,,,,,,6.61,6.61,3.39,10.36,8.39,5.18,3.75,3.75,18.22,8.93,5.0,8.04,5.89,3.57,4.46,4.29,2.68,3.75,7.32,29.65,4.82,8.75,7.14,3.39,2.5,36.26,3.57,5.0,2.86,5.89,,19.927778,16.805556,23.666667,11.655778,,17.816667,87.70487
