location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,cumulative_confirmed,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PR_72151,2020-01-01,ChIJV3LGCMJVA4wR1p2Nx5zPHAg,Q2361097,geoId/72151,US,United States of America,PR,Puerto Rico,72151,Yabucoa Municipio,US,USA,2,,,,,30426,4468245,18.050556,-65.879444,12,215,26.444444,23.87037,29.135802,3.7465,23.488889,84.267147
US_PR_72151,2020-01-02,ChIJV3LGCMJVA4wR1p2Nx5zPHAg,Q2361097,geoId/72151,US,United States of America,PR,Puerto Rico,72151,Yabucoa Municipio,US,USA,2,,,,,30426,4468245,18.050556,-65.879444,12,215,26.376543,24.555556,28.777778,0.677333,22.8,81.265592
US_PR_72151,2020-01-03,ChIJV3LGCMJVA4wR1p2Nx5zPHAg,Q2361097,geoId/72151,US,United States of America,PR,Puerto Rico,72151,Yabucoa Municipio,US,USA,2,,,,,30426,4468245,18.050556,-65.879444,12,215,25.876543,23.765432,28.345679,1.052286,22.655556,83.630201
US_PR_72151,2020-01-04,ChIJV3LGCMJVA4wR1p2Nx5zPHAg,Q2361097,geoId/72151,US,United States of America,PR,Puerto Rico,72151,Yabucoa Municipio,US,USA,2,,,,,30426,4468245,18.050556,-65.879444,12,215,26.450617,24.092593,28.67284,2.286,20.277778,69.371412
US_PR_72151,2020-01-05,ChIJV3LGCMJVA4wR1p2Nx5zPHAg,Q2361097,geoId/72151,US,United States of America,PR,Puerto Rico,72151,Yabucoa Municipio,US,USA,2,,,,,30426,4468245,18.050556,-65.879444,12,215,25.401235,22.864198,28.351852,0.036286,21.111111,78.210654
US_PR_72151,2020-01-06,ChIJV3LGCMJVA4wR1p2Nx5zPHAg,Q2361097,geoId/72151,US,United States of America,PR,Puerto Rico,72151,Yabucoa Municipio,US,USA,2,,,,,30426,4468245,18.050556,-65.879444,12,215,25.228395,23.141975,27.962963,1.524,22.088889,84.536285
US_PR_72151,2020-01-07,ChIJV3LGCMJVA4wR1p2Nx5zPHAg,Q2361097,geoId/72151,US,United States of America,PR,Puerto Rico,72151,Yabucoa Municipio,US,USA,2,,,,,30426,4468245,18.050556,-65.879444,12,215,26.197531,23.438272,28.82716,0.423333,20.977778,73.255992
US_PR_72151,2020-01-08,ChIJV3LGCMJVA4wR1p2Nx5zPHAg,Q2361097,geoId/72151,US,United States of America,PR,Puerto Rico,72151,Yabucoa Municipio,US,USA,2,,,,,30426,4468245,18.050556,-65.879444,12,215,26.376543,24.111111,29.006173,0.127,21.966667,77.806287
US_PR_72151,2020-01-09,ChIJV3LGCMJVA4wR1p2Nx5zPHAg,Q2361097,geoId/72151,US,United States of America,PR,Puerto Rico,72151,Yabucoa Municipio,US,USA,2,,,,,30426,4468245,18.050556,-65.879444,12,215,26.858025,24.407407,29.259259,0.8255,21.877778,74.645793
US_PR_72151,2020-01-10,ChIJV3LGCMJVA4wR1p2Nx5zPHAg,Q2361097,geoId/72151,US,United States of America,PR,Puerto Rico,72151,Yabucoa Municipio,US,USA,2,,,,,30426,4468245,18.050556,-65.879444,12,215,26.87037,24.092593,29.277778,2.4765,21.122222,71.690005
