location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26003,2020-01-01,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,27.23,57.17,-5.783951,-10.388889,-1.030864,0.5715,-8.472222,80.821262
US_MI_26003,2020-01-02,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,24.12,44.23,0.179012,-1.839506,2.660494,0.0,-1.768519,86.433812
US_MI_26003,2020-01-03,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,36.71,39.24,-0.95679,-2.987654,1.993827,0.366889,-4.361111,78.55733
US_MI_26003,2020-01-04,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,31.45,51.97,-2.240741,-3.160494,-0.685185,0.0,-5.277778,79.599823
US_MI_26003,2020-01-05,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,34.03,35.39,-2.166667,-4.08642,-0.641975,0.3175,-4.462963,84.108466
US_MI_26003,2020-01-06,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,,42.61,-2.024691,-4.530864,-0.074074,2.9845,-7.324074,67.842615
US_MI_26003,2020-01-07,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,21.57,28.76,-2.512346,-7.148148,0.290123,0.0635,-6.981481,70.306883
US_MI_26003,2020-01-08,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,25.35,34.57,-10.358025,-12.32716,-5.901235,0.5715,-14.148148,74.925973
US_MI_26003,2020-01-09,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,32.47,32.47,-6.432099,-12.216049,0.259259,1.23825,-9.018519,79.230022
US_MI_26003,2020-01-10,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,,38.31,-0.049383,-3.561728,2.185185,1.4605,-3.046296,80.819686
US_MI_26003,2020-01-11,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,26.17,43.18,-6.91358,-9.41358,-2.290123,0.0,-10.037037,80.262088
US_MI_26003,2020-01-12,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,,25.37,-8.481481,-9.808642,-6.407407,0.85725,-11.805556,77.615504
US_MI_26003,2020-01-13,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,,34.6,-6.759259,-9.203704,-2.574074,0.03175,-8.944444,79.947163
US_MI_26003,2020-01-14,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,29.53,34.25,-1.432099,-5.203704,0.895062,0.762,-3.555556,83.57122
US_MI_26003,2020-01-15,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,29.86,37.9,-1.697531,-3.160494,0.45679,0.3175,-5.925926,73.607419
US_MI_26003,2020-01-16,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,,24.14,-6.271605,-9.993827,-2.518519,1.143,-9.398148,79.869827
US_MI_26003,2020-01-17,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,,27.61,-8.82716,-12.41358,-4.364198,0.889,-12.481481,74.700046
US_MI_26003,2020-01-18,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,20.05,36.55,-4.135802,-7.024691,-2.691358,0.47625,-5.851852,85.523183
US_MI_26003,2020-01-19,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,24.98,27.36,-5.45679,-7.12963,-3.160494,5.5245,-8.222222,81.937988
US_MI_26003,2020-01-20,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,,41.58,-6.216049,-9.018519,-4.148148,0.47625,-10.5,71.985647
US_MI_26003,2020-01-21,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,21.42,32.7,-7.574074,-12.475309,-1.395062,0.0,-10.62037,72.627552
US_MI_26003,2020-01-22,ChIJIxabVRvaTk0R2REJ6yBBg0U,Q486210,geoId/26003,US,United States of America,MI,Michigan,26003,Alger County,US,USA,2,,,,,,,9144,5056,4088,692,851,1003,1049,993,1426,1618,980,532,1898716,47.16,-86.48,13077,81.2,,,,,23.61,43.84,-3.481481,-7.049383,-0.648148,0.0,-7.148148,74.43277
