location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13123,2021-08-23,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,87,0,3593,94,0,2904,2,1,20,16,4,9,4,9,4,6,51,49,239,423,374,406,450,427,311,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,0,2,0,1,0,0,1,2,2,0,2,15,18,19,33,52,65,44,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,2,13,-13,2,,5.76,4.03,19.29,7.2,8.35,4.89,,14.4,8.64,,9.5,,5.76,6.33,4.32,,8.06,26.78,7.77,8.35,,4.03,6.62,34.26,5.18,4.61,,6.05,,26.022222,20.883333,32.7,3.4036,,21.183333,74.848724
US_GA_13123,2021-08-24,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,44,1,3637,95,0,2904,0,0,4,4,3,3,4,4,3,0,51,49,243,427,377,409,454,431,314,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,0,0,0,0,0,0,1,0,2,0,2,15,18,19,33,52,66,44,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,7,12,-17,3,5.64,5.64,5.13,19.75,8.72,6.92,4.87,,13.08,6.67,3.85,11.03,6.16,6.16,6.92,8.21,4.36,8.21,29.75,11.54,12.82,5.13,6.67,,42.31,3.59,11.03,,6.67,4.87,26.222222,20.4,33.572222,0.0,,21.116667,73.731079
US_GA_13123,2021-08-25,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,46,0,3683,95,65,2969,0,1,3,4,0,4,3,1,5,2,51,50,246,431,377,413,457,432,319,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,0,0,0,0,0,0,0,0,2,0,2,15,18,19,33,52,66,44,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,11,15,-16,3,3.76,7.01,4.51,13.28,7.01,7.76,4.01,6.76,10.52,9.02,5.26,14.28,8.02,6.51,6.51,4.26,,10.52,29.81,9.27,12.27,6.26,4.76,,38.32,4.26,11.27,5.26,,8.77,26.583333,20.838889,33.988889,1.016,,21.838889,75.501397
US_GA_13123,2021-08-26,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,36,0,3719,95,1,2970,0,2,3,2,4,1,1,2,3,0,51,52,249,433,381,414,458,434,322,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,0,0,0,0,0,0,2,0,2,0,2,15,18,19,33,52,68,44,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,6,9,-14,4,5.53,5.53,4.52,18.33,6.53,,6.53,5.02,17.58,7.79,4.77,11.05,8.29,6.03,6.78,7.53,4.02,12.05,28.88,9.54,10.8,4.77,5.78,4.77,38.93,,10.05,5.53,7.28,6.78,25.294444,21.094444,32.766667,3.104444,,21.094444,77.923579
US_GA_13123,2021-08-27,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,44,0,3763,95,1,2971,0,1,0,1,4,3,3,2,1,0,51,53,249,434,385,417,461,436,323,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,0,0,0,0,0,0,1,0,2,0,2,15,18,19,33,52,69,44,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,0,4,-11,2,5.72,6.71,6.47,12.44,5.47,6.47,4.48,3.73,12.93,8.21,,7.71,6.47,6.47,4.72,6.96,3.98,9.7,22.88,11.19,7.21,4.97,3.98,5.97,40.79,3.48,4.97,6.47,4.23,5.22,25.877778,20.944444,32.177778,0.254,,21.1,75.143597
US_GA_13123,2021-08-28,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,3763,95,0,2971,0,0,0,0,0,0,0,0,0,0,51,53,249,434,385,417,461,436,323,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,0,0,0,0,0,0,0,0,2,0,2,15,18,19,33,52,69,44,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,5,20,-7,,5.54,6.37,,11.35,6.64,6.09,6.09,5.82,12.46,7.2,4.71,8.03,4.43,4.98,4.98,5.26,6.09,10.52,30.73,6.37,13.57,,5.26,,34.61,4.71,11.08,5.82,6.92,6.09,26.211111,21.622222,32.205556,0.0762,,21.2,74.149756
US_GA_13123,2021-08-29,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,3763,95,61,3032,0,0,0,0,0,0,0,0,0,0,51,53,249,434,385,417,461,436,323,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,0,0,0,0,0,0,0,0,2,0,2,15,18,19,33,52,69,44,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,6,,-23,,,4.34,,16.27,5.7,,5.97,5.15,17.09,10.85,4.07,9.49,5.7,7.59,7.59,7.87,4.88,6.24,27.94,7.87,13.83,,4.61,4.88,41.23,,10.31,6.51,,,26.283333,21.977778,31.838889,0.0,,21.144444,73.552404
US_GA_13123,2021-08-30,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,87,0,3850,95,0,3032,1,2,10,9,9,6,8,13,7,2,52,55,259,443,394,423,469,449,330,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,1,0,0,0,0,0,1,1,2,0,3,15,18,19,33,52,70,45,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-4,13,-14,4,,7.31,8.04,16.57,5.36,6.82,5.85,,9.99,6.09,,13.89,4.63,5.36,5.85,,,10.72,29.24,8.53,8.53,,6.58,4.14,39.72,4.87,13.89,4.39,6.58,3.9,25.138889,21.383333,31.4,3.3655,,21.238889,79.14949
US_GA_13123,2021-08-31,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,28,0,3878,95,0,3032,1,0,3,2,1,1,1,3,1,0,53,55,262,445,395,424,470,452,331,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,0,0,1,0,0,0,0,1,2,0,3,15,19,19,33,52,70,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,-9,-5,-19,9,6.71,3.6,4.08,13.67,7.43,8.87,,3.36,12.23,9.11,4.08,10.55,7.2,7.67,7.67,5.28,5.28,10.31,33.34,6.24,7.91,3.84,4.08,4.08,45.09,,8.39,5.76,3.6,4.32,22.738889,21.238889,28.0,24.66975,,21.477778,92.665059
US_GA_13123,2021-09-01,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,33,0,3911,95,97,3129,1,1,1,1,4,2,0,3,-1,0,54,56,263,446,399,426,470,455,330,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,-1,0,0,0,0,0,0,0,2,0,2,15,19,19,33,52,70,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,18,18,-20,4,7.06,7.06,5.75,15.43,3.66,4.97,,3.92,16.21,4.45,5.49,9.41,6.01,5.23,5.49,,5.49,13.08,27.72,8.89,7.06,,4.71,5.23,39.23,4.18,7.84,6.01,5.49,,23.722222,21.094444,28.688889,40.98925,,20.1,80.418914
US_GA_13123,2021-09-02,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,20,0,3931,95,0,3129,0,0,4,2,2,3,0,1,1,0,54,56,267,448,401,429,470,456,331,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,24,35,0,0,0,0,0,0,0,0,1,0,2,0,2,15,19,19,33,52,71,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,11,18,-12,2,7.15,7.65,,15.29,5.92,11.59,4.69,7.4,12.82,7.4,,8.39,4.69,6.66,6.17,4.93,,10.61,28.36,7.65,6.91,3.45,4.44,5.43,38.23,9.13,10.85,7.89,,3.95,23.222222,18.361111,29.072222,0.2032,,18.011111,72.775876
US_GA_13123,2021-09-03,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,26,3,3957,98,46,3175,0,0,4,2,4,3,4,2,3,0,54,56,271,450,405,432,474,458,334,159,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,11,11,26,35,0,0,0,0,0,0,0,1,0,0,2,0,2,15,19,19,33,53,71,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,15,18,-20,3,5.1,7.91,,16.84,9.7,,6.12,,11.74,8.93,4.34,8.42,3.83,7.14,6.89,,,11.23,26.54,8.68,5.36,4.59,,5.61,41.08,5.36,11.48,6.38,,4.85,21.85,16.777778,28.611111,0.0254,,15.583333,67.864063
US_GA_13123,2021-09-04,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,3957,98,1,3176,0,0,0,0,0,0,0,0,0,0,54,56,271,450,405,432,474,458,334,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,26,35,0,0,0,0,0,0,0,0,0,0,2,0,2,15,19,19,33,53,71,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,18,40,-14,,4.49,5.54,5.01,14.51,6.33,5.54,6.33,,13.72,5.28,,8.18,4.22,4.49,7.65,,5.01,6.86,25.33,7.12,13.46,4.49,5.28,7.39,34.57,4.75,13.46,7.12,,5.81,21.4,15.272222,28.383333,0.0,,15.622222,69.890552
US_GA_13123,2021-09-05,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,3957,98,0,3176,0,0,0,0,0,0,0,0,0,0,54,56,271,450,405,432,474,458,334,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,26,35,0,0,0,0,0,0,0,0,0,0,2,0,2,15,19,19,33,53,71,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,38,,-27,,3.55,7.35,4.06,13.69,7.86,6.59,7.61,5.58,14.71,6.85,5.83,8.87,4.06,9.63,4.56,6.85,6.59,9.63,26.37,5.32,10.65,4.56,5.07,4.82,40.06,3.8,12.68,6.08,3.55,,21.583333,14.794444,29.477778,0.0,,16.438889,72.792286
US_GA_13123,2021-09-06,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,3957,98,0,3176,0,0,0,0,0,0,0,0,0,0,54,56,271,450,405,432,474,458,334,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,26,35,0,0,0,0,0,0,0,0,0,0,2,0,2,15,19,19,33,53,71,46,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,18,15,-57,14,8.07,6.56,,18.92,10.6,7.06,5.3,3.53,12.36,7.82,,9.84,4.29,,5.55,3.53,,9.84,28.76,7.82,11.35,,3.53,5.8,44.9,5.3,10.34,11.35,6.05,7.06,24.122222,17.405556,29.322222,7.62,,20.288889,79.39309
US_GA_13123,2021-09-07,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,73,5,4030,103,0,3176,4,2,5,12,10,9,7,11,1,0,58,58,276,462,415,441,481,469,335,159,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,11,11,28,38,0,0,0,0,0,0,1,0,2,3,2,0,2,15,19,19,34,53,73,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,11,18,-18,3,,5.45,4.71,14.86,6.69,4.71,8.17,,13.62,7.43,4.71,11.89,8.42,,8.17,4.46,5.45,11.64,27.24,7.18,10.9,,5.94,,46.06,3.96,11.39,8.67,4.71,3.47,22.744444,18.483333,29.361111,4.54025,,19.6,82.631445
US_GA_13123,2021-09-08,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,43,0,4073,103,117,3293,0,0,0,1,2,2,7,4,3,1,58,58,276,463,417,443,488,473,338,160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,11,28,38,0,0,0,0,0,1,1,0,0,0,2,0,2,15,19,20,35,53,73,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,11,17,-13,2,4.27,7.04,4.53,14.08,6.79,9.55,6.29,3.77,13.32,8.3,7.79,13.57,5.53,5.53,3.77,5.53,,10.05,32.43,11.06,9.8,5.03,,7.04,37.71,4.27,7.54,7.04,7.54,5.53,24.016667,18.944444,29.655556,17.526,,20.972222,83.288861
US_GA_13123,2021-09-09,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,25,1,4098,104,0,3293,1,0,2,1,2,2,4,2,0,0,59,58,278,464,419,445,492,475,338,160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,11,29,38,0,0,0,0,0,0,0,1,1,0,2,0,2,15,19,20,35,54,74,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,10,17,-13,3,6.56,6.82,,14.64,7.83,7.07,8.08,4.54,12.12,7.32,3.53,10.1,7.32,9.34,4.04,5.05,,7.83,32.31,8.33,7.32,3.53,4.29,,43.67,6.06,6.56,8.83,4.29,5.3,23.194444,19.483333,28.594444,1.93675,,16.538889,66.545377
US_GA_13123,2021-09-10,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,20,0,4118,104,0,3293,0,0,1,2,2,1,3,2,0,0,59,58,279,466,421,446,495,477,338,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,29,38,0,0,0,0,0,0,0,0,0,0,2,0,2,15,19,20,35,54,74,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,5,9,-6,1,,6.33,,14.43,7.84,4.05,4.81,6.33,8.6,8.1,6.33,9.87,4.81,,,5.31,,9.11,30.62,7.59,7.59,5.57,,5.82,43.27,6.58,10.12,8.35,4.3,5.31,19.4,12.405556,27.077778,0.0254,,12.722222,65.567405
US_GA_13123,2021-09-11,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,4118,104,0,3293,0,0,0,0,0,0,0,0,0,0,59,58,279,466,421,446,495,477,338,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,29,38,0,0,0,0,0,0,0,0,0,0,2,0,2,15,19,20,35,54,74,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,5,23,-8,,4.6,4.6,,14.37,,8.62,5.75,4.6,11.21,4.88,6.61,9.77,6.32,5.75,6.9,5.46,5.17,7.18,22.99,8.05,12.64,4.31,5.75,,46.26,,10.35,9.77,5.17,,20.172222,13.116667,28.333333,0.0,,14.733333,71.079374
US_GA_13123,2021-09-12,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,0,0,4118,104,0,3293,0,0,0,0,0,0,0,0,0,0,59,58,279,466,421,446,495,477,338,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,29,38,0,0,0,0,0,0,0,0,0,0,2,0,2,15,19,20,35,54,74,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,11,,-19,,6.71,8.11,,17.61,5.31,9.79,7.55,,8.95,6.71,5.31,11.74,4.47,7.83,4.19,7.55,5.31,6.15,28.24,10.34,9.23,,,4.75,44.73,5.87,8.67,7.83,11.18,5.87,21.366667,14.722222,28.705556,0.0,,16.977778,76.24996
US_GA_13123,2021-09-13,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,39,1,4157,105,0,3293,1,0,3,5,7,5,4,3,0,1,60,58,282,471,428,451,499,480,338,161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,11,30,38,0,0,0,0,0,0,0,1,0,0,2,0,2,15,19,20,35,55,74,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,8,10,-12,2,7.24,7.98,4.24,16.72,11.48,6.24,7.98,,9.98,7.74,,8.73,5.99,5.49,,4.49,6.49,11.23,29.69,8.23,9.98,,6.24,4.49,46.41,4.99,6.49,5.99,,,22.738889,16.333333,30.522222,0.0254,,18.411111,76.792254
US_GA_13123,2021-09-14,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,17,1,4174,106,0,3293,0,1,2,1,1,0,2,0,3,0,60,59,284,472,429,451,501,480,341,161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,11,31,38,0,0,0,0,0,1,1,0,0,0,2,0,2,15,19,21,36,55,74,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,9,16,-17,3,4.81,6.84,8.36,14.18,7.6,10.63,7.09,4.56,11.39,5.82,,7.85,4.56,4.56,,9.37,3.54,9.12,26.59,7.09,5.06,,4.05,6.33,40.51,4.56,5.57,6.08,5.57,5.82,23.661111,17.222222,31.216667,0.3048,,18.7,73.927388
US_GA_13123,2021-09-15,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,13,1,4187,107,144,3437,1,0,1,0,0,4,1,0,0,0,61,59,285,472,429,455,502,480,341,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,11,31,39,0,0,0,0,0,1,0,0,0,0,2,0,2,15,19,22,36,55,74,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,13,14,-14,3,4.98,6.72,3.73,13.19,10.95,8.21,7.22,,10.7,7.47,8.21,8.96,4.73,4.73,4.98,5.48,4.98,10.21,23.15,8.21,6.72,8.21,3.48,5.97,41.57,5.48,7.22,8.21,4.73,5.23,22.333333,18.633333,29.005556,0.635,,19.683333,85.101217
US_GA_13123,2021-09-16,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,12,1,4199,108,1,3438,0,0,2,0,0,0,4,2,0,0,61,59,287,472,429,455,506,482,341,161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,11,32,39,0,0,0,0,0,0,0,0,0,0,2,0,2,15,19,22,36,55,74,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,10,10,-13,4,4.16,3.42,,17.36,9.05,9.29,3.67,,11.74,6.11,3.91,11.25,6.85,5.62,5.13,5.13,4.89,10.52,25.19,7.83,9.54,4.65,8.8,6.36,42.31,4.89,8.56,5.38,7.34,5.62,21.061111,18.85,25.583333,6.88975,,19.122222,88.867905
US_GA_13123,2021-09-17,ChIJATrjG5m9X4gRijSL3LQvjCM,Q493054,geoId/13123,US,United States of America,GA,Georgia,13123,Gilmer County,US,USA,2,24,0,4223,108,75,3513,0,0,1,1,4,2,4,1,1,0,61,59,288,473,433,457,510,483,342,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,32,39,0,0,0,0,0,0,0,0,0,0,2,0,2,15,19,22,36,55,74,49,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,30443,15266,15177,3174,3334,3015,3033,3614,4387,5065,3361,1460,1073864,34.69,-84.46,1118,79.2,1,9,-10,1,7.59,4.51,4.51,13.76,7.35,6.64,,,10.68,8.07,7.12,9.02,4.75,3.8,,4.27,3.56,8.07,24.67,7.35,7.12,5.93,3.32,5.22,36.53,3.56,,5.22,4.51,4.27,23.0,20.05,26.877778,2.104571,,20.183333,84.285326
