location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47057,2020-01-01,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,,16.76,25.43,8.67,37.0,,39.31,,5.211111,0.661111,9.7,0.0,,-3.027778,55.317925
US_TN_47057,2020-01-02,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,,,28.39,16.23,29.55,,52.73,,4.338889,-0.216667,8.25,1.100667,,-0.177778,72.947993
US_TN_47057,2020-01-03,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,14.01,16.34,23.35,12.84,41.44,8.76,46.11,10.51,8.933333,4.888889,11.772222,23.283333,,8.537037,96.917416
US_TN_47057,2020-01-04,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,9.2,,28.17,8.62,31.04,9.2,39.66,,9.516667,2.277778,13.016667,6.011333,,7.405556,86.78642
US_TN_47057,2020-01-05,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,8.43,9.56,26.99,8.43,30.36,11.24,36.55,,3.388889,0.722222,10.177778,1.016,,-2.216667,66.896314
US_TN_47057,2020-01-06,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,,14.37,22.75,11.97,25.75,,49.1,,3.594444,-2.688889,11.366667,0.0,,-2.711111,63.743046
US_TN_47057,2020-01-07,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,12.46,,16.25,8.12,24.91,9.21,54.16,,4.644444,-0.7,10.35,4.064,,-0.872222,67.96627
US_TN_47057,2020-01-08,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,,10.28,18.51,9.77,35.48,,37.02,13.88,5.077778,-0.8,11.827778,0.9906,,-3.716667,53.169109
US_TN_47057,2020-01-09,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,11.58,12.1,14.74,15.79,30.52,,40.52,13.68,4.416667,-2.788889,14.6,0.0,,-1.916667,63.809264
US_TN_47057,2020-01-10,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,8.32,9.36,18.73,14.04,28.09,,37.45,,12.588889,8.333333,17.366667,0.0,,4.244444,57.113963
US_TN_47057,2020-01-11,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,9.38,9.38,12.32,15.25,31.08,,56.3,,18.088889,11.727778,23.266667,2.032,,12.188889,68.708683
US_TN_47057,2020-01-12,ChIJybpboj6IW4gRJAtiBwCynhw,Q502373,geoId/47057,US,United States of America,TN,Tennessee,47057,Grainger County,US,USA,2,,,,,,,23106,11626,11480,2391,2824,2475,2431,3135,3511,3264,2222,853,1848177,36.28,-83.51,783,73.3,,,,,11.7,15.2,15.79,,33.33,9.94,42.69,,12.661111,7.338889,20.172222,11.204222,,7.988889,73.386871
