location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TN_47077,2020-01-01,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,,13.78,8.55,14.73,9.5,10.45,29.93,9.03,45.13,9.03,7.12,4.405556,-1.372222,12.055556,0.0,-2.938272,59.187757
US_TN_47077,2020-01-02,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,11.54,11.94,,20.7,13.14,8.36,28.66,8.36,45.38,6.77,8.36,9.561111,7.083333,12.122222,0.22225,4.234568,69.462471
US_TN_47077,2020-01-03,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,9.45,17.32,8.27,18.51,11.81,8.66,28.74,7.48,41.74,7.48,,12.75,11.261111,14.838889,10.287,12.524691,98.765816
US_TN_47077,2020-01-04,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,13.47,13.01,6.97,26.95,8.36,10.22,40.88,7.43,36.7,8.83,7.43,6.922222,2.883333,12.755556,2.286,3.845679,82.359437
US_TN_47077,2020-01-05,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,8.15,16.31,,15.83,9.11,16.31,24.46,7.67,41.24,,,4.194444,-1.783333,14.638889,0.3556,-0.222222,72.623457
US_TN_47077,2020-01-06,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,8.94,13.81,9.75,17.47,6.91,6.09,38.59,5.69,45.09,7.31,,6.527778,-0.1,13.316667,0.0,1.222222,69.089992
US_TN_47077,2020-01-07,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,10.92,12.48,5.85,26.52,13.65,,27.69,6.63,42.51,8.19,,7.416667,2.15,11.694444,0.0,-0.549383,58.040491
US_TN_47077,2020-01-08,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,6.06,13.32,11.71,16.15,13.32,12.92,26.65,10.5,37.15,7.27,,5.955556,-0.938889,15.211111,0.0,-2.432099,54.7694
US_TN_47077,2020-01-09,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,9.55,10.8,5.82,14.12,9.14,9.55,40.3,,36.56,14.96,12.05,9.355556,4.266667,15.922222,0.0,-0.395062,49.710312
US_TN_47077,2020-01-10,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,6.6,9.7,15.91,15.91,10.87,8.15,32.61,8.54,35.32,8.93,7.38,15.916667,14.038889,18.711111,0.0,10.345679,69.71387
US_TN_47077,2020-01-11,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,6.64,9.3,,20.36,8.85,8.85,27.0,9.74,52.23,6.64,7.08,14.555556,7.388889,18.922222,1.93675,13.283951,94.06013
US_TN_47077,2020-01-12,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,14.13,14.6,7.54,11.3,13.66,,32.97,16.02,37.21,8.48,,5.061111,2.472222,8.283333,16.256,2.969136,88.846604
US_TN_47077,2020-01-13,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,,11.13,10.75,16.13,12.29,8.83,27.26,5.38,41.08,,8.06,5.444444,1.783333,11.2,0.0,3.6875,90.887034
US_TN_47077,2020-01-14,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,9.67,11.21,11.99,15.85,12.76,7.73,33.64,7.73,40.99,,6.96,11.727778,8.811111,15.822222,1.23825,10.123457,92.709305
US_TN_47077,2020-01-15,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,9.61,11.53,10.38,21.91,9.61,10.38,31.13,,35.75,11.15,,15.6,12.016667,19.577778,5.207,15.012346,97.49314
US_TN_47077,2020-01-16,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,9.87,13.43,13.43,22.51,9.48,9.08,32.38,9.08,42.26,7.9,,10.183333,4.7,16.816667,1.975556,6.709877,81.406652
US_TN_47077,2020-01-17,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,6.76,7.55,12.32,17.49,9.54,9.14,29.41,8.74,41.33,9.14,6.36,3.95,1.355556,7.85,0.0,-3.425926,60.493136
US_TN_47077,2020-01-18,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,9.24,10.63,8.78,20.8,8.78,8.32,26.8,13.86,51.3,11.09,6.93,12.072222,7.122222,16.161111,0.0,5.524691,64.461344
US_TN_47077,2020-01-19,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,8.21,10.49,,25.09,7.75,8.67,25.09,7.3,41.97,10.04,8.67,2.838889,-1.466667,10.7,1.778,-7.530864,47.468471
US_TN_47077,2020-01-20,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,9.27,8.8,9.73,17.61,14.83,7.41,29.66,9.27,43.1,9.73,,-4.338889,-6.461111,-1.016667,0.0,-9.493827,68.224313
US_TN_47077,2020-01-21,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,9.29,10.45,10.07,24.0,12.78,,29.04,8.52,44.52,10.45,,-2.955556,-5.888889,1.988889,0.0,-8.635802,65.177732
US_TN_47077,2020-01-22,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,5.91,9.45,9.06,19.69,12.21,5.51,32.29,8.27,35.44,5.51,6.69,-1.877778,-6.161111,4.788889,0.0,-7.012346,69.19789
US_TN_47077,2020-01-23,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,11.59,14.58,5.61,23.55,10.46,12.33,35.51,9.34,35.88,7.85,5.61,3.544444,1.411111,6.372222,0.0,-1.567901,70.145371
US_TN_47077,2020-01-24,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,7.62,8.42,7.21,26.06,13.23,6.82,34.07,8.02,40.09,9.62,8.42,5.627778,4.227778,6.972222,3.937,4.524691,93.63663
US_TN_47077,2020-01-25,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,11.71,10.73,7.8,26.34,11.22,9.27,31.7,,42.43,7.8,10.24,3.622222,2.038889,5.911111,0.056444,0.333333,79.600681
US_TN_47077,2020-01-26,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,8.9,12.9,10.23,36.93,7.12,11.12,39.16,6.67,46.27,9.79,8.01,4.477778,-0.8,11.416667,0.028222,2.709877,87.526444
US_TN_47077,2020-01-27,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,8.63,10.14,8.63,24.03,5.26,7.51,36.04,8.26,43.17,13.14,,9.272222,5.544444,13.744444,0.03175,6.111111,80.739689
US_TN_47077,2020-01-28,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,,9.6,11.91,24.58,15.36,10.37,36.1,9.99,46.47,13.44,9.99,3.8,-0.711111,10.538889,0.03175,1.635802,87.636818
US_TN_47077,2020-01-29,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,5.38,7.3,10.76,23.05,11.14,13.06,46.1,9.6,33.42,18.05,,5.355556,3.666667,7.666667,0.0635,3.253086,89.262542
US_TN_47077,2020-01-30,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,,10.94,10.49,33.74,15.96,10.49,42.86,8.66,38.3,13.68,,5.305556,3.405556,8.288889,0.0,3.759259,91.673725
US_TN_47077,2020-01-31,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,,9.93,9.03,41.98,10.38,8.58,45.59,,50.1,9.93,6.77,6.261111,4.427778,8.572222,0.22225,5.104938,93.784126
US_TN_47077,2020-02-01,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,9.36,7.95,8.89,30.41,12.16,9.36,27.61,8.89,45.38,,,7.333333,5.45,10.755556,0.366889,4.91358,85.448522
US_TN_47077,2020-02-02,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,,10.1,7.34,28.0,,10.1,33.04,,42.68,9.64,,9.372222,2.45,20.522222,0.0254,1.08642,55.639372
US_TN_47077,2020-02-03,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,9.8,6.27,9.4,20.38,9.01,11.36,41.14,7.84,43.49,7.84,6.66,14.411111,9.444444,21.861111,0.0,4.5,51.417898
US_TN_47077,2020-02-04,ChIJf-CcMLdyfIgRRO4LXQOrBKI,Q495031,geoId/47077,US,United States of America,TN,Tennessee,47077,Henderson County,US,USA,2,,,,,,,27851,13595,14256,3367,3583,3231,3365,3483,3974,3488,2217,1143,1847627,35.65,-88.39,1362,73.233333,,,,,5.76,14.03,,18.71,11.51,12.59,32.02,,39.22,8.28,6.12,16.116667,12.738889,18.844444,0.127,12.691358,80.846724
