location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48053,2020-04-25,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,14,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-15,1,-21,-24,,2.73,5.28,9.46,6.55,21.29,7.64,5.64,,,6.0,5.28,3.46,3.28,10.01,,3.28,4.73,4.55,6.73,2.55,2.91,4.37,3.82,4.0,4.37,4.55,2.91,3.28,23.29,5.82,2.91,11.83,2.91,2.55,,4.18,37.12,5.64,11.46,2.55,4.73,3.82,2.73,,,,4.18,21.227778,13.894444,31.316667,0.0,,7.395062,40.92143
US_TX_48053,2020-04-26,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,14,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-9,2,0,-32,,4.3,3.94,9.68,3.23,20.43,4.66,6.09,2.87,,4.66,6.09,2.87,3.23,13.09,3.05,5.74,,3.23,8.24,5.92,3.94,3.76,6.09,4.66,3.76,7.71,4.12,5.92,31.37,4.84,3.05,10.04,4.12,,5.74,5.2,38.54,3.58,8.24,2.69,8.96,4.3,3.94,,2.69,3.58,5.02,19.05,10.122222,28.366667,0.0,,8.512346,50.863909
US_TX_48053,2020-04-27,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,1,0,15,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-13,-6,,-31,11,3.92,,7.02,3.75,19.09,6.2,5.88,2.29,,7.51,5.22,2.45,4.41,8.65,4.08,4.24,,4.24,11.1,3.59,2.45,5.38,4.89,6.53,5.38,6.53,5.71,6.85,23.66,5.06,3.75,10.77,3.26,4.89,5.55,4.57,38.35,5.55,9.46,3.59,5.22,5.38,3.92,,3.26,2.77,3.75,22.561111,16.172222,30.122222,0.0,,12.58642,53.21383
US_TX_48053,2020-04-28,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,15,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-16,-5,,-33,7,3.21,4.56,8.78,5.23,20.09,8.78,6.08,2.36,,5.91,3.71,3.04,2.36,8.1,,4.22,3.38,5.07,9.12,4.56,,3.71,4.05,6.25,4.39,4.05,5.07,7.6,25.66,2.7,4.73,11.65,4.05,2.7,3.21,6.58,38.66,5.57,10.3,3.21,7.93,6.75,5.4,,2.36,4.39,3.04,25.161111,19.822222,32.505556,0.0,,18.845679,67.832016
US_TX_48053,2020-04-29,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,1,0,16,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-13,-6,,-31,13,2.86,3.54,9.94,4.71,17.68,11.11,8.92,2.36,3.54,7.24,3.54,3.54,2.86,9.43,3.87,5.39,3.2,3.54,10.78,3.2,3.7,4.04,4.21,4.88,6.9,3.03,4.38,5.89,27.28,5.22,3.37,9.77,,3.03,4.04,5.39,40.08,3.03,10.27,3.2,5.56,3.03,4.21,3.2,2.69,2.53,2.86,23.666667,16.455556,30.161111,12.7,,13.950617,54.515874
US_TX_48053,2020-04-30,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,3,0,19,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-10,-1,,-33,11,3.94,3.94,7.53,4.45,16.43,6.85,5.82,3.6,,4.28,5.65,2.4,2.4,8.73,2.74,4.28,4.79,5.82,8.9,,,5.48,7.53,3.77,5.82,4.11,4.28,8.22,22.42,5.65,4.62,7.53,3.25,5.48,2.57,5.82,33.72,2.91,7.7,3.77,7.7,6.68,3.77,,,,,19.855556,10.35,29.472222,3.0734,,6.469136,42.216483
US_TX_48053,2020-05-01,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,19,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-12,1,-9,-32,11,2.92,3.43,8.41,3.26,14.76,6.52,7.04,,2.57,3.95,2.92,4.29,,8.92,,3.43,2.75,4.12,7.89,4.63,,5.32,5.83,5.15,3.6,3.78,5.15,5.49,22.83,5.49,2.57,9.44,,4.12,4.98,4.98,37.59,2.92,7.38,,6.18,4.63,3.6,2.92,3.26,4.12,3.43,22.561111,15.144444,30.466667,0.0,,10.493827,46.532152
US_TX_48053,2020-05-02,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,1,0,20,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-9,6,-12,-22,,2.96,4.26,8.14,4.81,13.88,6.66,7.03,,3.15,4.63,2.96,2.59,,10.18,,4.07,,5.18,4.63,4.44,2.78,4.81,,,,3.33,,6.11,25.73,5.92,4.44,10.37,2.59,3.89,3.33,5.74,34.43,3.7,9.07,2.96,7.4,2.78,6.11,3.15,2.78,3.33,2.78,24.183333,17.644444,32.227778,0.0,,16.814815,63.347274
US_TX_48053,2020-05-03,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,-1,0,19,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-3,-3,11,-22,,3.07,6.13,9.02,4.15,16.6,6.32,5.59,,,3.97,3.25,,,8.84,3.79,5.23,3.43,3.61,9.2,5.59,,2.89,3.79,3.97,4.87,4.69,3.43,7.4,27.42,3.79,,14.79,,3.25,5.41,3.07,42.04,4.33,10.1,2.89,5.95,2.89,2.89,3.43,,6.13,3.07,25.533333,18.761111,33.083333,0.0,,18.962963,66.728144
US_TX_48053,2020-05-04,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,4,0,23,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-7,-4,,-29,9,2.5,4.0,8.67,5.0,15.67,8.0,5.17,4.17,,6.0,3.5,2.33,2.83,10.67,3.17,5.33,2.83,5.33,8.0,4.17,,5.33,3.5,3.83,3.67,3.5,3.5,4.33,28.67,7.17,,11.0,3.5,5.17,5.0,7.0,43.17,4.0,11.0,4.0,6.67,4.0,6.17,4.67,2.5,2.5,3.33,26.611111,20.422222,34.627778,0.0,,18.462963,60.788979
US_TX_48053,2020-05-05,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,1,0,24,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-10,-1,,-30,11,4.09,5.28,9.37,3.4,16.86,8.0,7.15,4.77,3.06,6.98,3.4,2.38,3.92,7.15,3.58,4.6,,2.72,10.56,2.38,5.11,5.79,8.85,2.72,3.06,2.9,4.09,9.88,25.54,7.15,3.75,11.58,2.55,5.79,5.79,5.62,34.05,3.92,10.39,,5.62,4.77,5.11,2.55,,,4.09,24.461111,18.866667,32.033333,0.028222,,16.851852,62.571083
US_TX_48053,2020-05-06,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,24,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-5,4,,-28,10,3.58,,10.41,4.78,13.82,7.51,4.95,3.58,2.73,4.61,4.61,2.56,,6.32,2.56,3.24,,4.44,7.51,6.83,2.9,3.92,6.66,3.41,3.41,3.24,3.75,8.7,20.99,5.97,4.1,11.78,2.73,2.73,4.1,3.92,35.84,5.97,7.17,3.24,7.34,4.1,3.75,,3.75,2.56,2.73,20.977778,13.555556,28.244444,0.0254,,7.555556,42.065129
US_TX_48053,2020-05-07,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,24,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-8,1,,-32,11,4.3,4.13,9.8,3.61,15.99,7.22,5.85,,2.41,6.19,4.64,3.95,3.1,7.22,3.95,5.5,3.1,4.64,8.6,5.67,4.13,3.95,4.81,4.99,4.3,3.1,2.92,8.08,25.1,4.47,3.1,6.71,,3.95,,4.81,38.0,4.13,9.63,3.1,6.02,3.95,2.92,,3.78,,,21.061111,13.411111,27.922222,0.0,,10.993827,52.749789
US_TX_48053,2020-05-08,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,1,0,25,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-10,9,-14,-31,10,2.44,3.65,9.23,4.0,15.49,5.74,6.62,3.48,,6.27,4.18,2.44,2.79,6.44,,3.13,3.83,5.57,8.18,3.48,2.61,2.96,5.74,4.0,4.53,5.22,4.18,7.14,20.71,7.49,,8.7,,4.53,5.22,3.83,36.9,5.22,6.79,,5.22,3.31,,,2.79,3.13,2.44,23.894444,20.877778,26.622222,0.0,,16.697531,64.116057
US_TX_48053,2020-05-09,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,1,0,26,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,1,18,-12,-22,,,5.69,8.35,4.74,17.83,4.74,6.26,,,4.93,3.6,2.85,2.85,8.54,,3.42,3.42,3.42,9.11,2.66,,,4.36,3.42,5.12,2.85,4.74,5.5,22.95,4.74,,13.28,,3.6,5.31,8.35,39.27,5.31,10.24,,4.17,4.55,,,,,3.79,17.611111,12.372222,24.583333,0.0,,8.932099,56.729776
US_TX_48053,2020-05-10,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,26,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,4,16,23,-23,,3.03,5.5,11.75,4.55,19.52,7.96,7.2,,3.41,3.98,3.79,3.03,,6.63,7.39,,3.6,4.93,5.5,3.41,3.03,3.22,5.5,3.98,5.31,4.74,,5.5,21.79,5.5,,14.02,,4.36,4.17,4.36,41.88,7.2,11.56,,7.39,,3.22,,,2.65,4.93,18.266667,10.3,25.961111,0.0,,8.666667,53.599903
US_TX_48053,2020-05-11,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,26,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-1,-3,,-27,9,3.08,4.45,7.87,5.82,15.9,6.5,5.99,3.42,,7.35,3.25,3.42,,7.53,3.76,3.76,,5.99,13.17,4.79,2.56,4.96,5.99,3.93,5.47,2.91,3.42,5.3,24.8,7.35,4.11,9.06,,3.25,3.08,4.45,40.87,4.28,9.41,2.91,5.82,8.72,4.79,,3.25,4.96,3.42,20.888889,13.866667,27.655556,0.0,,10.506173,51.359746
US_TX_48053,2020-05-12,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,2,0,28,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-11,1,,-31,13,2.51,4.35,12.56,4.52,12.73,6.03,7.03,2.68,,5.02,4.52,2.85,2.85,8.71,5.36,3.85,3.02,4.35,8.54,3.68,2.85,4.19,5.19,,5.02,5.36,3.52,8.88,27.8,5.53,2.85,10.72,2.68,6.36,7.2,3.18,38.52,5.36,11.05,3.02,6.2,4.86,3.35,,,2.68,4.02,21.627778,18.711111,25.994444,1.524,,17.851852,78.744962
US_TX_48053,2020-05-13,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,28,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-4,4,,-27,9,,3.64,7.8,5.54,15.07,6.76,7.8,,,8.49,3.64,2.95,2.95,8.32,3.64,2.77,,5.2,7.62,2.6,3.29,3.98,3.81,6.41,3.29,5.2,3.29,9.53,25.47,6.41,2.43,11.61,2.95,2.6,6.58,6.06,39.85,4.16,7.45,3.12,7.62,4.16,4.16,,,4.5,2.43,21.827778,17.716667,29.894444,9.398,,18.395062,80.438337
US_TX_48053,2020-05-14,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,28,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-5,1,,-30,9,,3.48,6.62,5.05,14.99,7.49,6.1,2.61,,5.23,4.01,2.79,3.83,8.02,3.14,4.01,,5.58,9.06,,3.14,6.62,8.54,4.36,4.71,3.14,,6.45,26.14,6.1,3.48,12.89,2.61,3.31,6.8,3.66,38.69,5.92,10.46,3.31,5.05,3.14,5.58,2.79,2.79,,2.79,25.555556,20.733333,31.766667,0.4064,,19.04321,67.079405
US_TX_48053,2020-05-15,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,28,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-7,-2,-1,-29,9,2.95,3.47,9.19,4.86,13.18,6.94,5.2,3.12,2.6,5.2,3.64,4.86,3.64,10.58,4.51,3.82,,,8.15,2.95,,4.34,5.55,2.77,5.55,2.95,3.99,6.25,24.29,5.72,,12.14,2.95,2.43,3.3,3.64,35.39,3.47,6.76,3.47,6.42,5.03,3.99,,,4.51,3.3,25.877778,22.172222,31.705556,0.0,,20.030864,69.866054
US_TX_48053,2020-05-16,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,28,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-6,3,-5,-17,,,5.45,7.89,3.95,13.72,6.77,7.14,,,9.77,4.51,2.82,,9.21,3.57,3.19,4.51,4.13,6.77,5.64,,5.83,4.89,3.76,6.01,4.89,3.38,5.45,21.42,4.7,3.38,8.08,,3.95,3.76,3.57,40.97,2.82,9.4,2.63,4.51,3.57,5.83,,3.19,3.57,4.32,20.6,15.822222,29.333333,26.4668,,16.833333,79.156194
US_TX_48053,2020-05-17,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,28,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,7,5,35,-15,,,6.72,10.09,4.3,18.12,7.66,7.28,,,6.35,3.74,3.92,2.62,9.71,4.86,5.04,,,9.53,,,3.92,4.11,3.92,5.6,4.86,4.11,4.48,21.67,5.6,4.48,14.57,2.99,3.17,5.6,4.86,40.34,3.92,12.14,,9.34,4.11,4.3,,3.36,3.36,5.42,22.85,17.25,30.938889,5.1054,,15.104938,61.619304
US_TX_48053,2020-05-18,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,28,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,0,-2,,-26,8,3.77,4.79,10.96,5.31,14.72,8.04,10.78,2.4,3.08,5.65,5.31,,3.25,6.33,4.79,3.94,3.25,5.31,7.7,5.82,,3.42,4.96,4.62,5.48,4.45,3.25,6.5,23.45,7.7,3.08,14.89,5.13,4.79,7.19,5.65,47.93,4.11,11.98,3.94,6.5,4.11,5.31,,3.77,3.08,,25.538889,17.6,33.988889,0.0,,16.222222,56.517972
US_TX_48053,2020-05-19,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,28,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-4,0,,-28,9,2.65,6.7,11.99,6.53,12.52,7.41,11.64,,2.47,4.94,4.06,5.12,2.82,7.41,3.17,3.88,4.59,4.59,7.94,4.59,,5.47,3.88,4.41,4.76,3.53,3.17,10.23,25.22,7.05,4.76,10.23,3.7,3.7,2.47,10.76,47.45,3.53,7.41,,5.82,5.29,4.23,,,4.41,,27.927778,20.361111,36.111111,0.0,,18.320988,55.977073
US_TX_48053,2020-05-20,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,28,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,0,3,,-26,8,4.08,5.14,8.86,3.37,14.17,6.38,6.02,,3.9,4.96,4.96,4.25,3.54,6.2,5.32,2.66,4.25,3.54,7.97,3.72,,4.43,4.61,3.54,4.61,2.48,2.48,6.02,22.14,4.78,,9.21,3.01,5.85,4.08,5.49,40.39,4.25,10.45,,5.67,4.25,3.54,,,4.08,2.66,27.794444,21.777778,34.188889,0.0,,20.876543,66.189557
US_TX_48053,2020-05-21,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,1,0,29,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,2,7,,-30,7,3.07,3.98,9.59,,14.83,6.51,6.15,4.34,3.07,6.33,4.7,3.8,2.89,6.51,3.8,2.53,3.98,3.62,8.5,3.62,3.8,4.34,3.62,3.07,5.06,3.98,4.7,5.06,19.53,6.33,,10.31,3.25,3.62,,6.15,40.69,5.42,10.13,2.53,5.79,6.51,3.62,,2.89,2.89,2.71,26.388889,20.25,32.488889,0.3556,,20.197531,68.590358
US_TX_48053,2020-05-22,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,29,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,0,16,31,-28,7,4.12,3.58,6.62,4.48,13.96,7.88,6.98,2.86,,7.34,4.3,2.86,2.51,5.91,3.04,,3.04,4.3,7.34,4.48,2.69,3.94,5.01,2.69,4.66,3.94,,7.88,22.02,5.37,5.19,13.25,,4.48,3.22,6.27,41.36,4.12,10.38,,4.66,5.37,5.19,2.51,4.48,,3.04,26.883333,19.522222,33.455556,0.903111,,20.481481,67.611552
US_TX_48053,2020-05-23,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,29,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,7,19,68,-12,,2.77,3.51,9.24,5.36,15.72,5.36,8.69,,3.33,4.07,4.44,,,9.24,4.81,4.62,4.07,5.92,5.73,,,4.81,2.77,2.96,5.73,3.51,3.88,4.99,19.97,6.1,,13.5,2.59,2.77,2.96,4.44,36.79,4.99,12.94,3.14,7.4,2.96,3.7,3.7,,,,27.627778,23.455556,32.711111,0.5842,,21.376543,68.413487
US_TX_48053,2020-05-24,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,29,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,14,15,,-16,,,5.71,7.5,6.25,13.21,6.96,7.32,,,5.18,,4.28,,8.39,3.57,4.28,4.64,4.11,6.25,3.93,3.93,3.57,3.21,2.68,,6.43,,5.0,19.1,5.18,,14.64,3.21,2.68,,5.36,39.27,4.11,12.85,,6.78,3.21,3.93,2.5,2.86,3.39,3.93,26.461111,22.138889,32.672222,0.127,,20.018519,67.981525
US_TX_48053,2020-05-25,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,29,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,0,-9,,-63,,4.76,3.18,9.88,2.65,13.76,6.17,7.41,,,9.17,4.06,4.23,3.88,6.53,2.82,5.12,3.35,4.23,6.0,3.53,,4.76,5.12,3.0,5.12,3.88,3.0,7.23,21.0,5.29,,15.88,4.94,3.35,4.23,4.59,40.23,5.29,10.06,2.47,5.65,3.35,3.71,2.47,2.47,3.18,,20.561111,17.405556,27.077778,25.9842,,17.487654,82.242369
US_TX_48053,2020-05-26,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,0,0,29,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,2,2,,-26,9,7.06,4.41,8.82,5.82,16.05,6.0,6.35,,2.82,7.23,3.53,2.82,,9.17,3.35,,2.47,5.47,9.88,3.88,,3.53,4.94,5.65,2.65,3.35,3.53,8.29,23.29,4.76,4.41,13.59,2.65,4.23,6.35,5.12,39.17,4.76,9.88,3.18,6.7,7.41,2.65,2.82,,4.06,2.82,22.011111,17.505556,27.705556,4.0132,,15.82716,67.792315
US_TX_48053,2020-05-27,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,1,0,30,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,-3,2,,-24,9,3.25,,9.02,3.79,12.81,7.94,5.95,,,5.77,,3.43,3.97,7.39,3.07,3.25,,4.69,10.1,5.95,,4.69,5.95,2.52,5.23,5.23,3.25,8.12,22.73,3.97,2.89,14.07,,3.97,6.31,3.61,41.48,3.43,10.46,2.89,6.13,4.15,4.69,3.07,2.52,,,22.338889,15.861111,31.622222,1.0414,,15.141975,64.098664
US_TX_48053,2020-05-28,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,2,0,32,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,4,3,,-28,8,3.94,4.65,10.56,4.47,13.78,8.05,7.88,3.4,4.47,5.01,2.51,3.04,3.22,7.34,3.58,4.12,,5.55,14.5,3.76,2.86,3.04,3.94,3.76,5.19,3.04,,6.98,23.81,6.98,5.19,12.35,3.4,4.83,5.01,5.73,39.38,4.3,9.49,3.4,7.16,5.91,3.94,4.83,,3.58,,21.561111,16.744444,29.8,4.7244,,18.191358,80.961587
US_TX_48053,2020-05-29,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,3,0,35,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,3,11,,-24,7,3.14,5.73,7.4,4.25,16.64,8.32,7.95,3.14,,6.47,4.07,3.7,2.59,5.55,4.44,3.7,2.96,4.07,12.02,,,,4.99,4.44,3.33,4.44,2.96,7.4,22.93,5.55,2.96,11.65,4.44,3.7,4.07,4.44,41.05,4.07,10.91,3.14,5.55,7.77,3.88,3.7,,2.96,,23.377778,18.655556,30.05,0.7366,,17.314815,68.79341
US_TX_48053,2020-05-30,ChIJu3CdUe3nWoYRn2lOf9s_7bk,Q108784,geoId/48053,US,United States of America,TX,Texas,48053,Burnet County,US,USA,2,1,0,36,0,,,46600,22805,23795,5373,5732,5018,5011,5168,6581,6922,4498,2297,1836962,30.78,-98.18,2644,78.5875,5,12,55,-1,,4.42,4.42,12.89,6.92,18.08,7.12,5.19,,,6.73,4.23,,,4.81,3.27,3.08,,3.65,8.46,4.04,,2.88,,4.42,4.42,4.42,2.69,5.77,17.89,6.92,3.08,13.08,,,4.62,4.62,38.28,5.39,8.85,3.08,8.85,6.16,7.12,,,2.88,2.88,23.755556,17.305556,29.894444,0.0,,14.191358,55.14754
