location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12079,2020-07-17,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,8,0,423,4,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,1,-27,14.16,12.13,,27.64,,45.84,28.061728,22.648148,33.802469,2.483556,22.277778,71.518968
US_FL_12079,2020-07-18,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,8,0,431,4,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,15,-10,13.5,,,22.5,14.25,59.25,28.222222,23.277778,33.888889,0.0,22.458333,71.848582
US_FL_12079,2020-07-19,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,13,0,444,4,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,9,-29,,17.45,12.57,34.91,10.47,38.4,28.271605,22.851852,34.148148,0.028222,22.326389,71.167345
US_FL_12079,2020-07-20,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,7,0,451,4,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,5,-25,14.65,10.83,,31.22,9.56,29.31,29.006173,23.314815,34.592593,0.0,22.631944,68.758312
US_FL_12079,2020-07-21,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,26,0,477,4,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,5,-27,10.81,,14.87,24.32,,38.52,28.345679,23.382716,34.425926,1.016,22.541667,71.216599
US_FL_12079,2020-07-22,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,15,0,492,4,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,3,-27,10.57,9.91,10.57,21.79,15.19,34.34,26.117284,22.117284,33.95679,8.418286,22.0625,79.240349
US_FL_12079,2020-07-23,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,12,1,504,5,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,14,-26,11.71,14.96,,20.81,,45.52,26.117284,22.839506,32.82716,2.201333,23.041667,84.143226
US_FL_12079,2020-07-24,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,10,0,514,5,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,4,-29,13.42,13.42,,26.13,,45.9,26.395062,22.401235,33.067901,3.894667,22.361111,79.664335
US_FL_12079,2020-07-25,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,5,1,519,6,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,18,-13,15.59,,,26.72,14.1,40.83,27.012346,22.876543,32.987654,0.804333,22.527778,77.277382
US_FL_12079,2020-07-26,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,7,0,526,6,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,20,-28,14.51,13.13,,33.86,,44.23,27.104938,22.660494,33.216049,3.410857,22.375,75.948985
US_FL_12079,2020-07-27,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,27,0,553,6,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,3,-27,,,13.51,32.0,,52.62,26.981481,22.666667,33.074074,5.1435,22.8125,78.864993
US_FL_12079,2020-07-28,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,7,0,560,6,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,5,-30,14.35,17.08,10.25,22.54,11.61,47.82,25.925926,22.777778,31.438272,10.837333,23.430556,87.040326
US_FL_12079,2020-07-29,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,4,0,564,6,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,4,-27,,10.89,,27.23,12.93,46.96,25.703704,23.049383,30.858025,8.974667,22.979167,85.488697
US_FL_12079,2020-07-30,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,19,1,583,7,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,12,-26,12.68,13.34,12.01,24.02,,53.37,27.152778,24.243056,32.173611,4.191,23.769841,82.995686
US_FL_12079,2020-07-31,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,21,0,604,7,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,4,-26,10.91,13.64,,23.19,,43.64,27.703704,23.975309,32.833333,5.842,23.708333,79.649759
US_FL_12079,2020-08-01,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,14,0,618,7,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,23,-19,,,12.98,33.17,18.75,49.04,28.135802,23.691358,33.08642,1.439333,23.25,75.352677
US_FL_12079,2020-08-02,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,25,0,643,7,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,3,-29,13.17,,21.21,28.53,13.9,44.62,28.216049,22.62963,34.685185,0.0,22.5,71.669722
US_FL_12079,2020-08-03,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,12,1,655,8,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,5,-29,,15.59,14.29,27.93,,48.06,28.419753,23.123457,34.246914,0.0,22.868056,72.879162
US_FL_12079,2020-08-04,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,6,0,661,8,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,10,-26,11.63,,,21.32,10.98,34.88,28.358025,23.493827,34.283951,0.072571,23.284722,74.832326
US_FL_12079,2020-08-05,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,2,0,663,8,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,7,-30,13.43,14.07,12.15,27.5,10.23,48.6,28.037037,23.04321,33.82716,1.741714,22.902778,74.626636
US_FL_12079,2020-08-06,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,12,0,675,8,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,12,-24,16.41,19.14,,23.24,,53.32,27.487654,23.209877,33.524691,0.79375,22.986111,77.624186
US_FL_12079,2020-08-07,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,11,0,686,8,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,6,-25,12.89,,,29.86,10.86,45.47,26.746914,22.950617,31.993827,5.87375,23.069444,81.256297
US_FL_12079,2020-08-08,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,14,0,700,8,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,15,-14,,,,18.0,,35.99,27.506173,22.993827,33.166667,0.790222,23.138889,77.867906
US_FL_12079,2020-08-09,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,0,0,700,8,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,12,-24,19.61,,,24.51,14.71,39.22,27.845679,23.104938,33.851852,2.836333,23.131944,76.447079
US_FL_12079,2020-08-10,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,8,0,708,8,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,7,-24,13.14,9.86,15.11,22.34,,45.33,27.444444,23.308642,33.234568,0.211667,23.222222,78.548688
US_FL_12079,2020-08-11,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,2,0,710,8,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,10,-23,16.11,,14.82,36.74,14.82,34.81,26.233333,22.677778,32.877778,5.757333,22.962963,83.34029
US_FL_12079,2020-08-12,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,22,0,732,8,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,-2,-29,15.6,,10.4,29.89,13.65,51.34,25.95,21.816667,32.338889,12.403667,22.364198,80.473355
US_FL_12079,2020-08-13,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,6,1,738,9,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,12,-25,14.43,,11.68,30.24,11.0,44.67,27.333333,23.033333,32.694444,0.580571,23.074074,78.178878
US_FL_12079,2020-08-14,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,10,1,748,10,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,5,-27,11.26,10.56,,18.3,13.38,52.8,26.65,23.333333,31.377778,1.185333,23.339506,82.902751
US_FL_12079,2020-08-15,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,6,0,754,10,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,19,-13,11.21,,,20.17,,33.62,27.67284,23.753086,31.938272,0.296333,23.277778,77.899271
US_FL_12079,2020-08-16,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,9,1,763,11,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,13,-25,11.16,,20.09,23.06,11.16,48.35,27.858025,23.666667,33.407407,0.0,22.902778,75.136204
US_FL_12079,2020-08-17,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,3,0,766,11,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,25.18,,13.25,33.13,,32.47,28.141975,23.395062,33.666667,0.0,22.965278,74.055533
US_FL_12079,2020-08-18,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,6,1,772,12,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,16.57,,12.59,28.5,14.58,43.08,27.462963,22.716049,33.339506,0.0,22.631944,75.922264
US_FL_12079,2020-08-19,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,6,0,778,12,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,9.63,,13.48,28.9,11.56,35.96,26.388889,22.75,32.216667,11.260667,21.604938,75.587855
US_FL_12079,2020-08-20,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,4,0,782,12,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,15.41,12.84,,27.61,12.84,46.88,24.794444,21.383333,30.65,2.709333,21.487654,82.63467
US_FL_12079,2020-08-21,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,25,0,807,12,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,13.68,10.26,12.99,25.98,,38.98,24.766667,21.766667,29.066667,5.479143,21.462963,82.780902
US_FL_12079,2020-08-22,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,15,0,822,12,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,,,33.41,10.89,44.3,23.805556,21.911111,27.527778,4.021667,21.179012,87.531334
US_FL_12079,2020-08-23,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,8,0,830,12,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,14.07,,,29.55,,42.92,24.622222,22.177778,29.155556,3.894667,21.561728,85.143772
US_FL_12079,2020-08-24,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,2,0,832,12,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,9.65,12.23,12.87,27.03,,37.97,26.45,23.2,31.477778,11.303,23.314815,84.064081
US_FL_12079,2020-08-25,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,2,0,834,12,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,10.28,12.21,,21.84,9.64,41.76,27.072222,22.844444,33.266667,8.847667,23.395062,80.364007
US_FL_12079,2020-08-26,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,7,2,841,14,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,16.36,,14.55,24.24,11.52,44.85,28.705556,24.394444,33.588889,0.0,24.012346,76.232328
US_FL_12079,2020-08-27,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,3,0,844,14,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,14.86,,,31.51,,30.32,28.194444,24.538889,33.2,2.921,23.851852,78.165082
US_FL_12079,2020-08-28,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,8,0,852,14,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,9.38,,,26.4,,31.09,27.661111,24.194444,32.761111,0.056444,23.802469,80.664191
US_FL_12079,2020-08-29,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,8,0,860,14,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,12.65,,11.95,21.79,12.65,47.79,26.494444,23.905556,30.05,4.783667,23.771605,85.691095
US_FL_12079,2020-08-30,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,7,0,867,14,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,13.64,,,30.02,10.23,51.85,26.5,24.127778,31.144444,5.588,23.462963,83.644426
US_FL_12079,2020-08-31,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,1,0,868,14,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,13.12,13.12,22.81,8.55,43.92,26.822222,24.0,31.377778,5.969,23.5,82.47119
US_FL_12079,2020-09-01,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,9,1,877,15,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,11.63,,9.31,22.1,,37.81,27.116667,23.844444,32.411111,2.830286,23.919753,83.115131
US_FL_12079,2020-09-02,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,0,1,877,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,14.88,9.73,10.88,24.62,10.88,36.64,28.1,24.0,32.766667,0.225778,23.950617,78.640283
US_FL_12079,2020-09-03,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,10,0,887,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,10.38,,12.1,33.43,,45.53,28.203704,23.45679,33.462963,0.0,23.375,75.328472
US_FL_12079,2020-09-04,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,11,0,898,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,9.14,19.43,,22.86,11.43,32.0,28.432099,23.432099,34.475309,0.0,22.465278,70.628699
US_FL_12079,2020-09-05,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,9,0,907,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,,,,39.19,,39.19,28.518519,23.32716,35.067901,0.028222,22.4375,70.519999
US_FL_12079,2020-09-06,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,15,0,922,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,18.17,16.07,,27.95,,43.33,27.820988,22.802469,33.518519,0.0,22.326389,72.941259
US_FL_12079,2020-09-07,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,4,1,926,17,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,12.88,12.88,,31.18,12.88,44.06,26.290123,22.487654,32.154321,0.03175,21.729167,76.973766
US_FL_12079,2020-09-08,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,0,-1,926,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,22.18,9.67,,30.14,8.53,40.37,26.722222,22.711111,31.616667,0.762,21.759259,75.134044
US_FL_12079,2020-09-09,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,9,0,935,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,10.18,10.75,8.48,27.15,12.44,53.73,25.705556,22.194444,31.05,0.931333,21.734568,79.624768
US_FL_12079,2020-09-10,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,21,0,956,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,,,17.84,10.04,10.6,32.9,,49.63,26.683333,23.538889,32.144444,1.608667,23.32716,82.726133
US_FL_12079,2020-09-11,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,18,0,974,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,-7,-28,8.56,,10.27,26.83,,44.52,25.966667,23.477778,32.438889,6.307667,23.716049,87.675473
US_FL_12079,2020-09-12,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,7,0,981,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,-9,-20,12.26,10.81,13.7,30.28,,35.33,26.477778,23.766667,32.405556,2.116667,23.666667,85.2003
US_FL_12079,2020-09-13,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,7,0,988,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,1,-27,19.73,16.21,13.39,27.49,11.28,46.52,26.016667,23.766667,31.016667,4.572,23.228395,85.428058
US_FL_12079,2020-09-14,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,1,0,989,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,-11,-22,15.95,9.69,8.55,28.48,,44.44,25.744444,23.738889,29.927778,3.513667,23.41358,87.483609
US_FL_12079,2020-09-15,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,0,0,989,16,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,-10,-18,8.37,,13.39,27.33,8.37,40.72,25.222222,23.611111,28.177778,6.519333,23.450617,90.43231
US_FL_12079,2020-09-16,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,4,1,993,17,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,-24,-22,,10.12,16.86,26.41,8.99,42.71,24.172222,22.45,27.094444,14.816667,22.697531,92.67036
US_FL_12079,2020-09-17,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,2,1,995,18,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,-4,-17,10.61,,,20.64,8.85,44.81,25.833333,23.277778,28.533333,26.712333,23.018519,85.228522
US_FL_12079,2020-09-18,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,5,0,1000,18,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,-7,-17,,,9.93,18.69,8.76,31.55,24.422222,21.544444,28.65,2.3495,21.018519,82.2433
US_FL_12079,2020-09-19,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,1,0,1001,18,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,-3,-14,15.7,,,24.67,23.17,38.87,22.911111,20.988889,26.35,0.0,19.444444,81.671335
US_FL_12079,2020-09-20,ChIJXdNH1SMD7IgRpy7AgOTZCGk,Q494463,geoId/12079,US,United States of America,FL,Florida,12079,Madison County,US,USA,2,3,0,1004,18,,,18474,9847,8627,1946,1938,2448,2258,2344,2541,2561,1632,806,1210685,30.45,-83.47,1854,76.14,,,3,-19,11.77,10.38,,24.92,,37.38,19.627778,17.238889,23.266667,0.0,15.117284,76.10291
