location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46029,2020-01-01,ChIJoYmkWAEmzVIRnOjUHFacp9I,Q489075,geoId/46029,US,United States of America,SD,South Dakota,46029,Codington County,US,USA,2,,,,,,,28125,14131,13994,3718,3677,3561,3566,3162,3796,3313,1898,1434,1739801,44.98,-97.18,1857,82.471429,,,,,,5.14,6.57,5.71,8.57,4.0,5.71,6.86,,18.57,10.0,,25.99,5.14,,5.14,,5.71,,25.42,,5.43,,5.43,4.28,40.84,,8.86,6.86,,,-5.6875,-11.854167,0.923611,0.0,286.173333,-8.805556,79.086746
US_SD_46029,2020-01-02,ChIJoYmkWAEmzVIRnOjUHFacp9I,Q489075,geoId/46029,US,United States of America,SD,South Dakota,46029,Codington County,US,USA,2,,,,,,,28125,14131,13994,3718,3677,3561,3566,3162,3796,3313,1898,1434,1739801,44.98,-97.18,1857,82.471429,,,,,,,9.0,3.89,11.92,7.06,3.65,6.08,3.89,18.5,8.52,,9.49,3.65,4.87,3.41,4.38,,,23.61,7.3,8.03,3.89,3.65,5.11,33.1,,5.6,,,5.6,0.197531,-2.8125,2.388889,0.042333,286.173333,-1.981481,85.381287
US_SD_46029,2020-01-03,ChIJoYmkWAEmzVIRnOjUHFacp9I,Q489075,geoId/46029,US,United States of America,SD,South Dakota,46029,Codington County,US,USA,2,,,,,,,28125,14131,13994,3718,3677,3561,3566,3162,3796,3313,1898,1434,1739801,44.98,-97.18,1857,82.471429,,,,,,5.18,5.92,3.95,9.87,,,6.91,,19.98,8.14,4.44,5.18,,,4.69,4.69,3.7,4.19,23.69,,3.95,3.45,5.92,5.43,34.05,4.93,5.92,4.69,,8.14,-1.284722,-5.604167,1.611111,0.4445,270.086667,-2.708333,90.13829
US_SD_46029,2020-01-04,ChIJoYmkWAEmzVIRnOjUHFacp9I,Q489075,geoId/46029,US,United States of America,SD,South Dakota,46029,Codington County,US,USA,2,,,,,,,28125,14131,13994,3718,3677,3561,3566,3162,3796,3313,1898,1434,1739801,44.98,-97.18,1857,82.471429,,,,,,5.03,6.51,,9.17,4.44,4.73,5.92,,18.63,9.17,5.62,4.14,,,,,6.21,,20.41,,6.21,,5.92,,34.31,,4.73,4.14,,,-8.972222,-16.173611,-2.034722,1.124857,276.013333,-11.090278,84.683277
US_SD_46029,2020-01-05,ChIJoYmkWAEmzVIRnOjUHFacp9I,Q489075,geoId/46029,US,United States of America,SD,South Dakota,46029,Codington County,US,USA,2,,,,,,,28125,14131,13994,3718,3677,3561,3566,3162,3796,3313,1898,1434,1739801,44.98,-97.18,1857,82.471429,,,,,,5.84,6.67,7.23,9.45,,4.45,5.56,3.89,16.68,9.73,4.45,5.0,,5.28,,,,4.73,23.36,5.56,,6.12,4.45,4.17,36.98,,6.67,5.0,,4.45,0.333333,-5.3125,4.319444,0.0,339.513333,-3.833333,73.743848
US_SD_46029,2020-01-06,ChIJoYmkWAEmzVIRnOjUHFacp9I,Q489075,geoId/46029,US,United States of America,SD,South Dakota,46029,Codington County,US,USA,2,,,,,,,28125,14131,13994,3718,3677,3561,3566,3162,3796,3313,1898,1434,1739801,44.98,-97.18,1857,82.471429,,,,,,4.21,7.02,3.75,8.9,5.62,4.21,5.38,,17.79,7.02,,7.26,4.45,,,,3.98,6.32,21.07,3.51,5.85,,4.45,7.96,32.07,4.68,4.68,,,,-3.263889,-7.763889,2.3125,0.0,320.04,-6.833333,76.685761
US_SD_46029,2020-01-07,ChIJoYmkWAEmzVIRnOjUHFacp9I,Q489075,geoId/46029,US,United States of America,SD,South Dakota,46029,Codington County,US,USA,2,,,,,,,28125,14131,13994,3718,3677,3561,3566,3162,3796,3313,1898,1434,1739801,44.98,-97.18,1857,82.471429,,,,,,3.63,6.81,5.9,7.95,3.63,4.54,5.22,3.63,14.08,5.22,3.86,9.54,,6.36,3.41,3.18,5.9,6.36,24.75,4.32,6.59,,3.86,6.13,32.93,,4.77,4.32,,,-5.159722,-12.993056,0.305556,0.0,314.113333,-8.652778,76.566108
US_SD_46029,2020-01-08,ChIJoYmkWAEmzVIRnOjUHFacp9I,Q489075,geoId/46029,US,United States of America,SD,South Dakota,46029,Codington County,US,USA,2,,,,,,,28125,14131,13994,3718,3677,3561,3566,3162,3796,3313,1898,1434,1739801,44.98,-97.18,1857,82.471429,,,,,,,8.01,3.66,10.53,6.18,,5.26,3.43,20.14,11.67,4.12,8.47,,,,5.95,3.2,7.78,33.64,6.41,3.89,4.58,,5.49,31.12,,10.53,5.49,,,-15.881944,-21.298611,-10.916667,0.072571,287.02,-19.361111,74.644044
US_SD_46029,2020-01-09,ChIJoYmkWAEmzVIRnOjUHFacp9I,Q489075,geoId/46029,US,United States of America,SD,South Dakota,46029,Codington County,US,USA,2,,,,,,,28125,14131,13994,3718,3677,3561,3566,3162,3796,3313,1898,1434,1739801,44.98,-97.18,1857,82.471429,,,,,,3.41,5.23,6.14,11.14,5.46,3.41,4.55,,23.19,10.23,3.64,7.27,,3.18,5.0,,3.87,5.68,35.23,6.37,5.68,,5.91,5.0,34.33,3.41,8.87,6.14,,3.64,-7.388889,-12.916667,-3.618056,0.0,297.18,-10.215278,80.235688
US_SD_46029,2020-01-10,ChIJoYmkWAEmzVIRnOjUHFacp9I,Q489075,geoId/46029,US,United States of America,SD,South Dakota,46029,Codington County,US,USA,2,,,,,,,28125,14131,13994,3718,3677,3561,3566,3162,3796,3313,1898,1434,1739801,44.98,-97.18,1857,82.471429,,,,,,4.68,7.96,3.28,7.72,4.91,4.45,6.79,3.51,17.55,10.53,5.62,9.83,3.28,,5.38,4.45,6.79,,24.1,7.25,4.68,5.85,5.38,5.38,34.63,,5.62,3.28,4.91,3.51,-11.520833,-18.097222,-5.076389,0.0,297.18,-15.173611,74.394451
