location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19095,2020-01-01,ChIJiUrN7ZG75YcR5nJcopyn1Pc,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2,,,,,,,16133,8077,8056,2023,2081,1662,1861,1816,2515,2038,1170,967,1790340,41.686111,-92.066944,1521,79.85,,,,,9.61,,27.76,12.28,45.38,,-0.777778,-6.85,9.072222,0.0,-4.238889,77.584514
US_IA_19095,2020-01-02,ChIJiUrN7ZG75YcR5nJcopyn1Pc,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2,,,,,,,16133,8077,8056,2023,2081,1662,1861,1816,2515,2038,1170,967,1790340,41.686111,-92.066944,1521,79.85,,,,8.1,19.74,9.11,22.78,,37.97,10.12,5.588889,0.727778,10.122222,0.0,1.322222,74.227128
US_IA_19095,2020-01-03,ChIJiUrN7ZG75YcR5nJcopyn1Pc,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2,,,,,,,16133,8077,8056,2023,2081,1662,1861,1816,2515,2038,1170,967,1790340,41.686111,-92.066944,1521,79.85,,,,9.51,18.51,,26.52,,37.53,,1.338889,-0.1,4.95,0.0,-0.427778,88.233188
US_IA_19095,2020-01-04,ChIJiUrN7ZG75YcR5nJcopyn1Pc,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2,,,,,,,16133,8077,8056,2023,2081,1662,1861,1816,2515,2038,1170,967,1790340,41.686111,-92.066944,1521,79.85,,,,10.54,16.87,,24.78,10.02,50.61,11.6,-1.148148,-4.246914,1.611111,0.3556,-2.481481,90.819246
US_IA_19095,2020-01-05,ChIJiUrN7ZG75YcR5nJcopyn1Pc,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2,,,,,,,16133,8077,8056,2023,2081,1662,1861,1816,2515,2038,1170,967,1790340,41.686111,-92.066944,1521,79.85,,,,,14.48,,23.28,8.28,29.49,,1.555556,-4.666667,7.411111,0.0,-2.761111,73.393665
US_IA_19095,2020-01-06,ChIJiUrN7ZG75YcR5nJcopyn1Pc,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2,,,,,,,16133,8077,8056,2023,2081,1662,1861,1816,2515,2038,1170,967,1790340,41.686111,-92.066944,1521,79.85,,,,8.67,13.69,,21.45,,33.32,6.85,-0.766667,-5.988889,5.294444,0.0,-4.45,76.262568
US_IA_19095,2020-01-07,ChIJiUrN7ZG75YcR5nJcopyn1Pc,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2,,,,,,,16133,8077,8056,2023,2081,1662,1861,1816,2515,2038,1170,967,1790340,41.686111,-92.066944,1521,79.85,,,,,11.62,,23.24,,37.99,7.6,0.144444,-3.688889,4.366667,0.0,-4.583333,70.689202
US_IA_19095,2020-01-08,ChIJiUrN7ZG75YcR5nJcopyn1Pc,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2,,,,,,,16133,8077,8056,2023,2081,1662,1861,1816,2515,2038,1170,967,1790340,41.686111,-92.066944,1521,79.85,,,,8.54,13.93,9.89,30.11,,32.36,8.09,-5.516667,-10.427778,1.094444,0.0,-12.177778,59.551982
US_IA_19095,2020-01-09,ChIJiUrN7ZG75YcR5nJcopyn1Pc,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2,,,,,,,16133,8077,8056,2023,2081,1662,1861,1816,2515,2038,1170,967,1790340,41.686111,-92.066944,1521,79.85,,,,,14.66,,27.54,,26.21,7.11,4.083333,-5.433333,15.727778,0.0,-2.283333,63.322207
US_IA_19095,2020-01-10,ChIJiUrN7ZG75YcR5nJcopyn1Pc,Q486000,geoId/19095,US,United States of America,IA,Iowa,19095,Iowa County,US,USA,2,,,,,,,16133,8077,8056,2023,2081,1662,1861,1816,2515,2038,1170,967,1790340,41.686111,-92.066944,1521,79.85,,,,6.91,9.93,7.34,19.86,,25.91,8.21,-0.066667,-3.35,9.3,1.3335,-2.255556,85.343885
