location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MN_27039,2020-01-01,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,9.91,8.55,7.52,5.13,20.85,7.18,4.79,21.54,5.13,5.47,30.43,7.18,,-4.722222,-10.644444,2.3,0.0,78.74,-7.627778,80.162881
US_MN_27039,2020-01-02,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,7.2,5.95,11.89,4.69,18.15,5.63,4.38,22.85,5.01,6.88,41.31,7.2,,1.327778,-0.783333,2.222222,0.0,78.74,-0.805556,85.741963
US_MN_27039,2020-01-03,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,6.44,7.06,7.98,5.22,19.64,5.52,7.67,19.94,6.44,4.6,27.61,4.91,4.29,-0.4,-1.419753,0.858025,0.0,50.8,-1.988889,89.0847
US_MN_27039,2020-01-04,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,10.19,10.19,,,19.62,,,30.18,,12.45,35.84,6.79,,-3.433333,-5.6,0.1,0.042333,30.48,-5.216667,87.526011
US_MN_27039,2020-01-05,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,6.94,7.29,,5.21,15.97,9.03,6.59,22.56,,,25.69,6.59,,-1.138889,-4.788889,3.405556,0.0,30.48,-4.2,79.722755
US_MN_27039,2020-01-06,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,5.84,6.76,8.6,,16.89,9.22,,23.65,,,26.11,5.84,,-2.761111,-6.211111,1.877778,0.0,,-6.6,75.025145
US_MN_27039,2020-01-07,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,9.72,9.12,8.81,7.6,11.85,7.9,4.86,22.79,10.94,6.99,30.99,6.99,7.9,-2.905556,-7.538889,0.483333,0.0,,-5.177778,84.387103
US_MN_27039,2020-01-08,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,,8.94,,4.79,15.64,,5.42,32.23,,,32.87,9.26,5.42,-14.144444,-18.338889,-7.483333,0.0508,,-18.083333,72.105879
US_MN_27039,2020-01-09,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,8.46,6.58,13.15,6.58,17.23,4.38,5.64,26.0,5.33,,36.33,7.83,,-3.038889,-11.255556,4.55,0.0,30.48,-7.266667,72.710429
US_MN_27039,2020-01-10,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,6.45,7.06,6.75,4.91,13.51,6.14,6.14,23.94,5.53,5.22,26.09,,4.91,-5.266667,-8.65,-0.1,0.0,30.48,-7.927778,81.632415
US_MN_27039,2020-01-11,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,7.16,6.78,,,20.35,9.04,5.65,30.14,6.03,6.41,29.77,,6.41,-12.272222,-16.65,-8.538889,0.0,,-16.688889,69.723218
US_MN_27039,2020-01-12,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,8.09,9.55,6.62,,18.37,6.98,,29.4,,9.19,30.5,7.72,,-10.738889,-14.75,-4.938889,0.0,,-13.844444,78.006989
US_MN_27039,2020-01-13,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,5.12,7.23,9.94,4.82,17.46,6.93,9.64,25.59,6.62,,32.82,,,-5.922222,-11.488889,-2.827778,0.6985,,-7.455556,88.967123
US_MN_27039,2020-01-14,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,,9.81,5.83,4.6,15.64,6.44,,19.32,,,23.92,,,-2.338889,-8.377778,0.561111,1.143,30.48,-3.9,89.062603
US_MN_27039,2020-01-15,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,5.24,7.4,11.72,,16.04,7.4,7.71,20.97,,7.4,31.45,4.63,,-8.361111,-15.5,-5.472222,0.0,50.8,-10.205556,86.576783
US_MN_27039,2020-01-16,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,4.47,,8.34,,11.91,7.74,5.66,17.87,,,23.82,4.47,,-19.672222,-23.288889,-15.711111,0.0762,50.8,-23.538889,71.377837
US_MN_27039,2020-01-17,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,12.38,10.56,,,14.2,7.64,6.55,21.84,8.37,,31.67,5.46,,-14.027778,-19.35,-5.65,0.0,78.74,-17.833333,72.946456
US_MN_27039,2020-01-18,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,7.15,8.58,,5.72,18.95,5.36,,17.16,,6.79,32.18,,,-7.722222,-18.272222,-2.527778,2.370667,78.74,-9.2,89.169147
US_MN_27039,2020-01-19,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,5.64,8.46,5.29,7.05,14.09,,,17.97,5.29,5.64,35.23,5.99,5.64,-17.516667,-19.4,-14.366667,0.084667,180.34,-20.411111,78.154761
US_MN_27039,2020-01-20,ChIJL95tYbM994cRUxGpyeyKixM,Q113056,geoId/27039,US,United States of America,MN,Minnesota,27039,Dodge County,US,USA,2,,,,,,,20696,10369,10327,2841,3091,2239,2700,2729,2876,2218,1217,785,1797827,44.03,-92.86,1139,81.68,,,,,5.77,7.94,12.99,,19.48,,,24.53,5.77,8.3,33.55,8.66,,-15.233333,-18.361111,-11.333333,0.0,180.34,-17.644444,81.838453
