location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48055,2020-01-11,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,4.72,8.19,4.96,14.15,4.96,5.46,4.22,,13.16,6.21,10.43,3.72,5.96,6.45,,4.72,4.22,3.97,4.72,,4.47,22.84,6.21,7.2,,,4.22,42.95,4.22,6.7,5.21,,3.97,13.383333,7.811111,22.411111,13.2334,,7.022222,65.983443
US_TX_48055,2020-01-12,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,3.63,11.13,5.08,14.28,6.78,4.6,8.47,,10.65,6.29,8.47,,4.36,8.47,4.12,5.57,4.6,3.87,5.33,3.39,6.29,24.45,,7.5,6.29,,,35.58,3.63,8.23,,4.36,,7.416667,0.416667,17.061111,0.2286,,3.127778,74.308616
US_TX_48055,2020-01-13,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,3.97,4.52,3.61,13.73,9.39,,2.53,,10.12,,10.84,3.25,9.94,8.85,5.06,5.42,4.7,2.89,2.89,4.33,5.42,22.58,5.96,7.22,3.43,4.33,4.16,35.22,4.33,7.41,3.97,3.79,3.07,12.538889,9.372222,15.9,0.0,,11.2,91.616585
US_TX_48055,2020-01-14,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,4.51,8.84,2.63,14.48,7.9,4.14,4.14,,11.47,3.95,11.1,2.63,3.95,9.59,5.08,4.89,,5.08,,3.95,5.27,23.7,5.64,5.27,4.51,4.14,4.7,31.23,4.89,6.77,,3.39,4.51,16.838889,14.205556,23.9,0.9398,,16.011111,94.959462
US_TX_48055,2020-01-15,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,4.4,7.65,4.4,14.91,8.22,3.82,6.31,3.06,11.66,3.82,7.84,4.01,5.16,8.6,2.68,4.78,6.69,4.01,2.68,3.25,7.65,27.53,,2.87,3.25,3.44,,36.71,5.54,7.08,5.93,7.46,5.35,21.611111,18.111111,26.472222,0.2286,,19.072222,85.563496
US_TX_48055,2020-01-16,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,5.66,8.03,4.56,10.59,6.75,5.11,5.11,4.2,11.14,5.11,9.13,2.74,3.47,10.59,5.29,6.21,4.02,,4.75,3.65,6.21,26.65,6.75,7.3,2.92,5.11,5.11,29.94,3.65,12.78,4.93,6.39,4.2,18.744444,14.555556,23.394444,0.6096,,17.461111,92.330955
US_TX_48055,2020-01-17,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,2.42,6.93,3.46,11.78,6.93,5.54,5.71,,11.43,2.42,6.58,2.77,4.68,7.1,3.81,3.98,2.42,3.46,,3.46,5.37,23.73,5.89,3.29,3.46,4.16,6.06,34.46,3.81,6.75,4.5,3.64,3.98,14.8,12.383333,18.894444,6.2484,,13.844444,94.100554
US_TX_48055,2020-01-18,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,,9.64,4.58,12.53,7.23,4.34,7.95,3.62,11.81,,9.88,,5.06,5.3,5.06,4.82,3.86,3.62,6.75,5.06,4.82,20.96,7.23,7.71,5.06,,3.62,37.59,5.54,8.19,6.75,3.86,5.06,17.488889,14.327778,20.233333,2.5908,,14.55,83.033076
US_TX_48055,2020-01-19,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,5.09,5.81,5.09,11.38,10.17,6.54,5.33,,19.37,4.12,11.87,4.36,3.88,8.48,3.39,4.84,4.6,,,,8.23,23.49,3.88,7.99,,,4.84,30.27,,6.78,7.26,5.09,3.39,9.666667,3.944444,16.355556,0.4064,,-1.983333,44.340955
US_TX_48055,2020-01-20,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,7.04,11.9,4.86,17.0,7.28,4.86,5.34,6.07,13.84,4.13,14.57,,4.61,9.23,,6.31,7.28,4.13,,5.58,7.04,25.01,5.58,7.53,3.88,6.31,5.58,40.79,6.07,8.5,5.34,3.4,4.13,8.683333,3.022222,15.6,0.0,,-2.866667,44.350917
US_TX_48055,2020-01-21,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,3.39,9.42,4.15,16.02,3.77,,3.58,3.2,19.6,,11.31,2.83,5.09,8.1,3.58,5.09,6.03,,3.58,7.35,5.65,27.33,3.77,7.54,3.58,7.35,3.77,38.63,4.15,7.73,3.96,2.83,4.15,9.746914,3.932099,16.981481,0.0,,0.203704,51.654944
US_TX_48055,2020-01-22,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,5.53,6.26,,9.95,8.29,,5.53,4.42,17.14,2.95,11.61,,5.34,10.5,3.5,4.42,6.26,,4.97,7.55,7.37,28.93,5.53,5.71,5.34,6.45,5.16,33.35,2.58,6.82,5.34,7.92,3.5,11.277778,8.455556,14.588889,3.4798,,8.416667,82.642637
US_TX_48055,2020-01-23,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,4.67,8.37,4.28,11.68,5.65,4.09,5.45,3.7,21.22,2.73,10.12,2.92,5.45,7.79,7.2,,6.42,2.92,4.09,2.92,7.4,30.37,6.42,5.26,4.48,3.7,4.67,33.29,4.87,6.42,2.73,4.09,2.73,13.788889,8.783333,18.772222,13.4874,,11.1,84.020925
US_TX_48055,2020-01-24,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,,4.46,,12.09,7.44,2.79,5.58,3.53,25.29,2.6,7.25,,6.32,7.62,3.53,4.46,4.83,2.98,3.9,,5.76,34.21,5.39,6.14,3.16,,3.35,33.09,3.16,6.51,3.35,3.35,3.72,10.716667,3.583333,19.294444,0.0254,,4.283333,64.643559
US_TX_48055,2020-01-25,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,5.7,4.71,4.71,13.64,5.46,3.72,8.18,,23.8,,7.93,3.47,5.21,7.44,5.21,,,4.96,4.96,4.71,10.91,29.76,4.96,8.68,3.47,4.22,4.71,40.67,4.71,7.69,5.46,,3.97,11.511111,4.666667,19.366667,0.0,,5.377778,66.232872
US_TX_48055,2020-01-26,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,6.31,8.79,8.12,12.17,6.31,5.86,6.76,7.21,25.7,3.38,10.14,3.16,,9.69,4.28,5.41,5.18,3.83,5.18,4.06,5.86,33.81,4.73,4.51,3.83,3.83,3.38,35.16,,5.18,4.73,,,17.088889,10.372222,24.827778,0.5334,,12.35,73.758522
US_TX_48055,2020-01-27,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,5.11,5.87,3.41,14.58,8.52,4.92,,3.98,20.25,2.84,12.49,3.6,5.11,7.38,3.22,4.17,4.73,3.79,4.73,3.41,9.09,30.48,5.49,7.57,4.54,3.22,5.49,33.51,4.54,6.44,6.62,5.68,3.22,13.4,6.955556,21.627778,0.127,,9.638889,78.187182
US_TX_48055,2020-01-28,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,3.76,5.45,2.63,10.15,6.2,3.01,6.58,3.19,17.66,,9.21,2.63,3.19,9.21,3.01,4.51,5.45,3.19,,4.7,9.77,25.74,4.13,6.58,3.38,4.7,3.19,30.63,,6.01,4.7,4.32,5.83,15.027778,11.522222,22.166667,5.0546,,11.311111,78.602246
US_TX_48055,2020-01-29,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,4.38,7.81,4.19,10.86,5.71,4.95,4.38,3.62,24.0,4.95,8.57,3.05,2.86,7.81,,4.19,4.38,2.86,4.57,3.62,5.9,30.28,5.52,5.9,4.57,2.86,5.9,32.19,2.86,6.29,5.71,5.52,3.05,10.962963,6.345679,16.981481,1.439333,,3.228395,59.098848
US_TX_48055,2020-01-30,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,5.02,5.41,5.02,10.24,4.06,6.57,3.48,4.06,31.49,,11.2,,5.02,12.36,3.86,5.22,4.64,4.64,4.44,4.44,5.41,30.14,3.67,3.48,4.64,3.48,5.02,29.75,3.09,7.15,5.41,4.25,3.86,7.820988,5.148148,12.975309,0.0,,4.734568,80.976932
US_TX_48055,2020-01-31,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,5.18,6.47,2.59,12.58,6.29,4.62,3.88,,26.27,,6.47,3.14,,9.99,3.7,5.18,3.88,3.7,3.33,,5.36,32.19,3.14,4.81,3.33,,4.81,27.75,,6.29,5.36,3.7,4.81,9.761111,7.333333,15.816667,0.0508,,4.694444,70.870014
US_TX_48055,2020-02-01,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,5.78,9.8,,15.58,7.03,3.52,5.28,,21.1,,11.05,,,7.79,,4.52,6.28,4.27,5.53,,7.03,29.39,3.52,8.04,,4.52,4.77,34.17,,5.02,5.28,,4.77,10.894444,2.644444,22.511111,0.0,,1.461111,52.389516
US_TX_48055,2020-02-02,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,,10.2,6.64,13.76,5.46,,5.46,3.32,21.83,3.8,10.44,,5.46,5.93,4.27,3.32,6.41,,3.56,3.56,,30.84,3.56,6.41,,3.56,5.22,33.45,,6.17,5.46,3.8,,14.016667,4.561111,25.238889,0.0,,0.077778,38.712996
US_TX_48055,2020-02-03,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,5.01,7.8,2.79,13.0,7.43,3.71,5.2,3.16,21.17,3.34,12.44,2.97,4.46,5.57,2.97,4.46,3.71,,,5.01,3.53,25.26,5.39,8.17,4.09,3.34,4.09,37.14,3.53,5.39,6.31,4.46,2.79,17.155556,12.05,23.316667,0.0,,10.555556,65.24945
US_TX_48055,2020-02-04,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,4.66,6.71,,11.56,6.16,,4.48,3.54,15.85,,9.7,,6.34,6.71,3.73,5.78,5.59,2.98,4.29,4.48,8.95,30.59,3.17,6.9,3.92,4.48,5.78,31.7,4.48,3.73,6.71,3.73,,20.544444,15.433333,25.244444,0.0762,,16.866667,79.524521
US_TX_48055,2020-02-05,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,2.81,7.55,2.46,7.91,5.62,5.62,3.34,2.63,16.16,2.63,8.08,,4.04,6.68,4.57,2.81,2.99,4.22,2.63,3.51,4.74,21.79,3.69,4.22,2.46,3.34,2.46,31.62,3.34,5.62,4.22,2.63,5.27,6.972222,3.177778,17.155556,0.0762,,3.722222,80.04097
US_TX_48055,2020-02-06,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,6.09,5.54,2.95,9.23,9.23,4.24,3.51,4.43,15.13,4.43,8.86,2.58,4.43,7.01,4.06,4.61,3.32,3.88,,4.06,5.17,22.7,5.54,6.09,3.14,3.32,5.17,32.29,2.58,5.54,5.54,3.14,4.43,4.477778,-1.222222,13.066667,0.2032,,-3.422222,56.653641
US_TX_48055,2020-02-07,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,3.94,8.06,2.62,11.8,6.93,3.37,5.06,2.62,15.55,4.12,6.75,,5.25,5.62,8.06,3.56,4.87,2.62,3.19,3.56,6.56,25.11,4.68,5.25,3.0,3.94,,32.79,,6.56,3.94,4.87,3.19,9.516667,0.022222,23.594444,0.0254,,-2.555556,42.922748
US_TX_48055,2020-02-08,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,,4.57,,9.39,7.62,6.35,7.36,3.81,21.83,3.55,9.65,,3.55,,5.84,5.58,,4.32,3.81,5.58,7.11,29.7,4.32,4.57,4.06,,,33.0,5.58,7.36,7.36,,,12.927778,6.155556,21.866667,0.0,,3.611111,53.287639
US_TX_48055,2020-02-09,ChIJ-zyRzgNRQ4YRh6l-eDM-Wkw,Q26591,geoId/48055,US,United States of America,TX,Texas,48055,Caldwell County,US,USA,2,,,,,,,42328,21278,21050,5248,6290,6284,5479,5186,5382,4579,2488,1392,92017,29.84,-97.61,1418,77.9,,,,,,,5.84,6.77,3.27,14.95,5.61,4.44,3.97,,21.02,3.74,10.98,,3.27,4.67,3.97,4.67,7.01,3.27,5.61,5.84,6.54,25.0,5.14,8.18,5.37,5.14,6.77,37.61,,8.41,5.14,,3.97,18.872222,16.188889,22.883333,0.0,,16.855556,88.142272
