location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54093,2020-01-11,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,29.21,30.48,15.462963,9.506173,21.296296,0.225778,50.8,9.027778,64.571425
US_WV_54093,2020-01-12,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,27.31,28.83,12.462963,5.666667,20.58642,14.689667,,7.548611,70.785067
US_WV_54093,2020-01-13,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,19.08,29.81,5.148148,0.308642,12.438272,0.649111,,2.430556,83.830059
US_WV_54093,2020-01-14,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,,30.18,6.148148,1.259259,11.469136,1.524,,4.798611,91.688615
US_WV_54093,2020-01-15,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,,29.92,6.987654,0.469136,16.240741,1.735667,,3.694444,79.415032
US_WV_54093,2020-01-16,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,,27.11,7.604938,-0.271605,15.580247,1.397,,0.993056,62.079863
US_WV_54093,2020-01-17,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,29.97,24.42,-2.432099,-4.981481,-0.024691,0.471714,,-10.041667,54.499961
US_WV_54093,2020-01-18,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,17.68,28.08,-0.407407,-4.660494,6.506173,1.947333,,-4.652778,71.97996
US_WV_54093,2020-01-19,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,29.84,29.84,0.95679,-6.166667,8.938272,10.244667,,-3.465278,70.963917
US_WV_54093,2020-01-20,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,25.36,48.19,-7.308642,-9.450617,-4.17284,0.979714,,-12.354167,65.102099
US_WV_54093,2020-01-21,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,41.29,38.86,-6.753086,-10.944444,-2.419753,0.0635,30.48,-11.340278,67.392978
US_WV_54093,2020-01-22,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,24.96,22.33,-5.364198,-11.888889,5.222222,0.0,30.48,-11.104167,62.300415
US_WV_54093,2020-01-23,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,49.86,24.35,-0.820988,-7.895062,7.981481,0.0,,-8.729167,57.162456
US_WV_54093,2020-01-24,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,19.88,23.19,4.104938,0.296296,8.419753,0.0,,-2.208333,64.869612
US_WV_54093,2020-01-25,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,25.56,34.08,5.0,1.87037,10.265432,16.4592,,3.534722,88.272206
US_WV_54093,2020-01-26,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,38.02,48.71,1.135802,0.074074,4.67284,1.989667,,-1.743056,78.725196
US_WV_54093,2020-01-27,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,38.01,23.04,1.62963,0.092593,3.018519,0.616857,,-1.736111,76.087415
US_WV_54093,2020-01-28,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,43.6,36.34,0.814815,0.506944,3.041667,0.28575,,-2.166667,78.10351
US_WV_54093,2020-01-29,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,37.45,32.1,-0.191358,-2.024691,1.438272,0.60325,,-3.881944,73.936705
US_WV_54093,2020-01-30,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,42.95,20.86,-2.351852,-5.518519,1.067901,0.127,,-4.916667,80.586872
US_WV_54093,2020-01-31,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,33.38,21.46,1.617284,-2.425926,6.111111,0.211667,,-0.951389,81.785737
US_WV_54093,2020-02-01,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,20.0,34.45,2.012346,-0.802469,5.401235,0.508,,1.104167,92.538287
US_WV_54093,2020-02-02,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,22.48,31.74,4.555556,0.228395,13.131944,3.767667,,-0.611111,67.161344
US_WV_54093,2020-02-03,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,27.99,32.86,13.438272,5.432099,19.981481,0.366889,30.48,1.569444,43.660107
US_WV_54093,2020-02-04,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,31.27,37.06,13.388889,7.160494,17.648148,0.907143,,5.368056,57.420956
US_WV_54093,2020-02-05,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,30.14,48.22,5.660494,1.024691,14.271605,7.0612,,3.479167,86.755033
US_WV_54093,2020-02-06,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,21.13,36.39,6.833333,1.37037,11.722222,3.2004,,5.291667,91.412588
US_WV_54093,2020-02-07,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,54.68,39.06,2.901235,-2.45679,10.407407,10.668,,0.8125,85.057257
US_WV_54093,2020-02-08,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,27.71,49.13,-1.802469,-3.962963,1.746914,4.3688,,-5.583333,73.21674
US_WV_54093,2020-02-09,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,28.72,42.39,0.277778,-3.537037,6.345679,0.889,50.8,-3.069444,76.277354
US_WV_54093,2020-02-10,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,33.46,35.85,6.888889,1.530864,9.969136,3.7084,30.48,2.222222,71.156669
US_WV_54093,2020-02-11,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,30.79,38.18,7.796296,4.265432,10.0,18.0848,,6.895833,92.624394
US_WV_54093,2020-02-12,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,29.68,38.34,2.296296,-0.703704,6.907407,3.7084,,-1.166667,75.971337
US_WV_54093,2020-02-13,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,36.33,26.96,6.425926,0.345679,13.080247,6.4516,,4.638889,87.876035
US_WV_54093,2020-02-14,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,31.41,30.25,-2.197531,-6.185185,2.055556,4.868333,,-6.819444,68.780878
US_WV_54093,2020-02-15,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,19.72,48.2,-5.876543,-12.746914,3.87037,0.508,,-12.25,59.088747
US_WV_54093,2020-02-16,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,23.32,33.91,3.808642,-0.987654,11.290123,0.0,50.8,-5.854167,48.80989
US_WV_54093,2020-02-17,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,24.5,33.02,4.45679,-3.185185,11.097222,0.0,,-2.444444,59.753342
US_WV_54093,2020-02-18,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,24.6,36.31,8.253086,5.185185,12.308642,0.0,,0.805556,58.259548
US_WV_54093,2020-02-19,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,24.29,25.5,3.770833,-1.027778,10.138889,6.392333,,-2.253968,63.591849
US_WV_54093,2020-02-20,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,23.62,23.62,-1.067901,-4.487654,4.037037,0.0,,-8.25,57.247162
US_WV_54093,2020-02-21,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,-4,,25.28,35.18,-4.537037,-10.253086,1.814815,0.0,,-12.743056,51.056906
US_WV_54093,2020-02-22,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,31.05,29.81,-0.777778,-8.345679,8.728395,0.0,,-13.3125,37.196361
US_WV_54093,2020-02-23,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,29.25,50.86,2.339506,-6.061728,12.932099,0.0,,-11.180556,36.518577
US_WV_54093,2020-02-24,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,19.68,41.67,6.067901,-1.018519,13.117284,0.0,,-5.423611,43.297506
US_WV_54093,2020-02-25,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,,32.1,8.074074,4.17284,12.549383,2.667,,4.423611,76.194356
US_WV_54093,2020-02-26,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,46.65,,9.592593,5.820988,14.771605,2.06375,,7.118056,83.384018
US_WV_54093,2020-02-27,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,46.37,38.64,-0.91358,-4.740741,8.098765,11.387667,,-5.076389,71.006507
US_WV_54093,2020-02-28,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,-2,,30.02,34.11,-1.944444,-4.444444,1.530864,1.052286,50.8,-7.513889,63.922883
US_WV_54093,2020-02-29,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,41.3,25.03,-3.993827,-7.265432,-0.635802,1.100667,30.48,-10.756944,57.122438
US_WV_54093,2020-03-01,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,40.11,36.23,-0.469136,-7.425926,9.580247,0.169333,50.8,-10.909722,43.986789
US_WV_54093,2020-03-02,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,27.86,45.0,6.790123,-0.123457,14.166667,0.036286,,-2.4375,51.784602
US_WV_54093,2020-03-03,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,44.29,23.31,9.37037,4.592593,15.376543,5.672667,,7.493056,86.397808
US_WV_54093,2020-03-04,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,33.15,40.8,8.160494,2.641975,14.407407,5.950857,,-2.020833,47.638391
US_WV_54093,2020-03-05,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,34.7,43.7,6.197531,-2.037037,12.962963,0.0,,-3.298611,49.603356
US_WV_54093,2020-03-06,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,-15,,46.57,27.94,3.512346,-1.635802,10.333333,0.042333,,-2.138889,65.137953
US_WV_54093,2020-03-07,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,31.56,22.36,1.197531,-1.049383,5.549383,4.5212,,-4.173611,65.59098
US_WV_54093,2020-03-08,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,41.37,62.88,3.728395,-4.845679,16.888889,0.479778,50.8,-8.416667,39.696019
US_WV_54093,2020-03-09,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,54.44,28.52,10.858025,3.117284,19.54321,0.0,,-5.680556,31.410562
US_WV_54093,2020-03-10,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,55.14,28.16,12.5,7.679012,17.08642,0.4064,,4.229167,55.971946
US_WV_54093,2020-03-11,ChIJo3QxpgPGSogRbai4uB2m3-U,Q118743,geoId/54093,US,United States of America,WV,West Virginia,54093,Tucker County,US,USA,2,,,,,,,6992,3578,3414,583,674,713,713,840,1134,1099,819,417,1913128,39.1,-79.57,974,1091,77.6,,,62.03,48.11,8.04321,4.703704,12.728395,3.640667,,5.638889,83.795589
