location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31131,2020-01-01,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,14.76,11.95,37.94,,34.43,0.305556,-4.205556,8.466667,0.0,,-3.895833,73.206619
US_NE_31131,2020-01-02,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,,16.66,36.09,,39.56,2.8,-2.3,7.366667,0.0,,0.048611,81.440824
US_NE_31131,2020-01-03,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,10.26,28.73,23.94,,42.41,0.744444,-4.505556,6.005556,0.0,,-2.006944,81.493565
US_NE_31131,2020-01-04,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,10.7,23.54,31.38,13.55,49.92,-0.355556,-6.911111,6.877778,0.0,,-6.104167,64.965061
US_NE_31131,2020-01-05,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,13.77,16.67,25.37,10.87,34.06,5.244444,1.727778,8.661111,0.0,,-3.229167,54.680797
US_NE_31131,2020-01-06,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,,15.44,24.45,,39.25,-0.088889,-5.35,7.15,0.0,,-4.888889,69.566516
US_NE_31131,2020-01-07,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,,19.41,29.72,,46.1,1.672222,-4.294444,9.644444,0.0,,-3.673611,67.302365
US_NE_31131,2020-01-08,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,,18.2,33.97,,41.86,-0.883333,-5.955556,6.2,0.0,,-6.909722,63.591596
US_NE_31131,2020-01-09,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,,13.43,23.81,,34.19,6.216667,1.5,9.433333,0.0762,,-1.833333,55.766934
US_NE_31131,2020-01-10,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,,15.16,29.06,,30.96,-2.438889,-7.772222,4.333333,0.85725,78.74,-4.451389,85.659058
US_NE_31131,2020-01-11,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,13.48,23.41,18.45,,41.15,-10.166667,-14.461111,-4.888889,1.11125,78.74,-15.076389,66.938392
US_NE_31131,2020-01-12,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,12.49,25.68,34.7,,43.72,-8.477778,-12.727778,-2.805556,0.0,40.64,-10.5,83.741332
US_NE_31131,2020-01-13,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,10.72,22.64,26.81,,44.69,-2.205556,-5.133333,1.022222,0.550333,30.48,-2.722222,95.051713
US_NE_31131,2020-01-14,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,12.36,22.25,32.14,,44.5,-0.966667,-6.105556,1.405556,0.0508,30.48,-2.214286,89.366767
US_NE_31131,2020-01-15,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,11.12,20.4,38.94,,44.5,-2.122222,-9.261111,0.438889,0.0,,-4.229167,85.080635
US_NE_31131,2020-01-16,ChIJschIq1cwlIcRuFRrQDvYaz4,Q496031,geoId/31131,US,United States of America,NE,Nebraska,31131,Otoe County,US,USA,2,,,,,,,15956,7943,8013,2106,2096,1670,1838,1807,2277,1985,1209,968,1425445,40.65,-96.14,1603,78.8,,,,,,25.61,30.37,,38.11,-13.55,-17.205556,-8.516667,0.0,,-18.576389,65.65043
