location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28043,2020-01-01,ChIJTdSd54TLgYgR1rfb0JksgqQ,Q490869,geoId/28043,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2,,,,,,,21037,10007,11030,2704,2745,2719,2374,2563,2880,2610,1627,815,1833622,33.77,-89.8,449,73.28,,,,,,,16.0,7.11,22.22,,30.22,,5.6,0.661111,11.95,0.0,,-0.605556,64.614251
US_MS_28043,2020-01-02,ChIJTdSd54TLgYgR1rfb0JksgqQ,Q490869,geoId/28043,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2,,,,,,,21037,10007,11030,2704,2745,2719,2374,2563,2880,2610,1627,815,1833622,33.77,-89.8,449,73.28,,,,11.63,,5.63,10.13,,22.89,7.5,27.01,5.63,10.3,7.288889,14.072222,1.8796,,6.766667,79.276653
US_MS_28043,2020-01-03,ChIJTdSd54TLgYgR1rfb0JksgqQ,Q490869,geoId/28043,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2,,,,,,,21037,10007,11030,2704,2745,2719,2374,2563,2880,2610,1627,815,1833622,33.77,-89.8,449,73.28,,,,11.82,8.77,8.77,11.44,9.91,17.54,6.1,29.36,8.01,14.111111,12.066667,15.883333,24.2316,,12.805556,92.954784
US_MS_28043,2020-01-04,ChIJTdSd54TLgYgR1rfb0JksgqQ,Q490869,geoId/28043,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2,,,,,,,21037,10007,11030,2704,2745,2719,2374,2563,2880,2610,1627,815,1833622,33.77,-89.8,449,73.28,,,,7.7,11.12,6.42,8.55,9.41,13.69,13.26,28.23,,9.811111,4.627778,14.438889,2.54,,4.938889,72.079339
US_MS_28043,2020-01-05,ChIJTdSd54TLgYgR1rfb0JksgqQ,Q490869,geoId/28043,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2,,,,,,,21037,10007,11030,2704,2745,2719,2374,2563,2880,2610,1627,815,1833622,33.77,-89.8,449,73.28,,,,,,,11.56,7.28,21.42,,27.84,7.71,5.538889,-0.322222,16.2,0.0,,0.65,71.012825
US_MS_28043,2020-01-06,ChIJTdSd54TLgYgR1rfb0JksgqQ,Q490869,geoId/28043,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2,,,,,,,21037,10007,11030,2704,2745,2719,2374,2563,2880,2610,1627,815,1833622,33.77,-89.8,449,73.28,,,,7.12,8.24,6.37,11.61,8.24,19.85,,31.09,8.24,9.411111,2.694444,18.0,0.0,,5.644444,77.885765
US_MS_28043,2020-01-07,ChIJTdSd54TLgYgR1rfb0JksgqQ,Q490869,geoId/28043,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2,,,,,,,21037,10007,11030,2704,2745,2719,2374,2563,2880,2610,1627,815,1833622,33.77,-89.8,449,73.28,,,,5.54,9.12,,6.84,7.49,15.31,5.86,19.55,6.51,9.633333,3.422222,14.666667,0.028222,,2.666667,62.120483
US_MS_28043,2020-01-08,ChIJTdSd54TLgYgR1rfb0JksgqQ,Q490869,geoId/28043,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2,,,,,,,21037,10007,11030,2704,2745,2719,2374,2563,2880,2610,1627,815,1833622,33.77,-89.8,449,73.28,,,,5.8,5.48,,8.38,9.99,18.7,6.77,25.47,6.12,6.555556,-0.611111,16.716667,0.0,,-0.85,59.276566
US_MS_28043,2020-01-09,ChIJTdSd54TLgYgR1rfb0JksgqQ,Q490869,geoId/28043,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2,,,,,,,21037,10007,11030,2704,2745,2719,2374,2563,2880,2610,1627,815,1833622,33.77,-89.8,449,73.28,,,,4.57,,,7.01,11.89,18.6,6.1,24.09,7.93,10.277778,3.533333,18.25,0.0,,2.177778,57.37783
US_MS_28043,2020-01-10,ChIJTdSd54TLgYgR1rfb0JksgqQ,Q490869,geoId/28043,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2,,,,,,,21037,10007,11030,2704,2745,2719,2374,2563,2880,2610,1627,815,1833622,33.77,-89.8,449,73.28,,,,,6.51,,4.34,5.16,15.47,5.7,20.9,5.43,16.722222,14.822222,19.583333,0.0,,12.394444,76.175855
