location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48015,2020-08-08,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,230,3,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-12,-2,-12,,,7.04,12.59,7.41,10.74,,5.55,5.18,8.89,,5.18,,,19.99,12.59,11.11,,31.84,8.14,9.63,29.205556,23.155556,35.361111,0.0,23.005556,69.593368
US_TX_48015,2020-08-09,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,12,1,242,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-11,,-2,,,7.96,12.46,9.0,7.96,6.57,4.84,,5.19,,,6.23,11.07,22.84,5.19,13.84,9.0,36.68,10.03,7.61,29.405556,24.233333,35.355556,0.0,23.738889,71.883817
US_TX_48015,2020-08-10,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,7,0,249,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-16,-7,-29,,,9.13,15.64,9.45,4.89,,5.87,,11.73,7.17,,,9.45,37.48,6.52,13.36,5.21,41.72,8.8,5.54,29.494444,24.238889,35.855556,2.6162,23.616667,70.988669
US_TX_48015,2020-08-11,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,20,0,269,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-13,-8,-29,,,8.66,13.48,10.91,7.7,6.42,5.78,,9.31,7.38,4.81,,6.42,23.75,7.06,7.06,,38.19,7.06,8.02,30.055556,24.705556,36.561111,0.0,23.766667,69.356272
US_TX_48015,2020-08-12,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,18,0,287,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-7,0,-29,,4.85,6.15,9.7,6.15,4.53,7.12,4.53,,9.06,6.15,,,5.5,25.55,4.85,9.7,6.15,35.91,11.64,4.85,30.327778,24.983333,36.627778,0.0,23.677778,67.917292
US_TX_48015,2020-08-13,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,10,0,297,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-7,10,-30,,5.66,9.65,8.65,7.32,8.32,,9.98,4.99,5.99,6.32,10.32,,7.99,24.96,7.32,8.32,6.32,37.94,8.65,6.32,30.388889,24.827778,36.705556,0.0,23.305556,66.21233
US_TX_48015,2020-08-14,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,18,0,315,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-10,6,-31,,,7.26,8.58,7.59,4.95,4.95,5.28,,9.24,,,,4.95,24.41,6.6,5.61,5.94,37.27,,7.92,30.5,24.694444,37.433333,0.0762,22.894444,64.386179
US_TX_48015,2020-08-15,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,13,0,328,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-13,-2,-18,,,10.21,7.74,5.98,7.39,,8.45,5.98,10.91,,,5.98,,17.59,,7.39,,32.37,8.8,7.74,30.8,25.055556,37.916667,0.0,23.05,63.826619
US_TX_48015,2020-08-16,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,3,0,331,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-10,,-17,,6.54,6.17,14.52,7.26,9.08,7.99,6.9,,16.7,5.81,,,10.53,22.88,5.08,11.26,,38.12,8.71,8.35,31.033333,24.755556,38.15,0.0,22.683333,61.685484
US_TX_48015,2020-08-17,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,1,0,332,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,4.51,6.77,13.21,6.12,6.45,5.8,10.31,,15.15,,,4.51,,20.95,9.35,11.28,,36.74,9.67,5.16,29.266667,22.722222,35.988889,1.749778,20.355556,59.353039
US_TX_48015,2020-08-18,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,3,0,335,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,7.3,11.75,5.71,,5.71,7.62,,13.97,,4.76,,9.21,18.73,8.57,6.99,,34.92,,7.3,29.377778,22.294444,37.265432,0.0508,19.744444,56.619466
US_TX_48015,2020-08-19,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,9,0,344,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.51,4.28,9.79,9.79,6.42,9.18,9.18,4.59,10.71,5.81,4.28,,11.93,19.58,4.28,6.42,5.81,32.43,6.12,4.89,29.255556,21.683333,36.85,0.0,18.088889,51.538521
US_TX_48015,2020-08-20,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,8,0,352,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.36,5.06,10.42,6.25,,5.06,5.66,4.46,7.14,,,,9.82,18.16,7.74,7.44,,30.36,8.04,6.85,28.45,21.066667,36.355556,0.0,16.961111,50.465004
US_TX_48015,2020-08-21,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,16,0,368,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.45,8.18,7.87,6.96,6.06,5.45,8.78,,10.6,4.54,5.45,,6.96,23.01,5.45,4.84,4.84,39.67,5.45,6.36,28.45,22.15,36.141975,0.0,20.077778,61.389237
US_TX_48015,2020-08-22,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,3,0,371,4,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.05,,11.18,6.49,6.13,,7.21,,7.57,5.05,,,5.41,21.63,7.57,8.65,5.05,39.3,6.85,7.21,26.705556,22.272222,32.583333,2.2098,21.855556,74.890881
US_TX_48015,2020-08-23,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,20,1,391,5,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,,6.29,,4.89,,8.03,,7.33,,,,8.03,21.66,,9.43,5.94,34.23,4.89,7.33,27.161111,21.05,35.366667,2.921,20.05,65.40471
US_TX_48015,2020-08-24,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,7,0,398,5,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,5.11,8.23,7.95,5.67,7.38,6.81,5.11,8.8,,7.09,,9.08,21.28,6.81,6.53,,38.03,5.11,6.24,28.461111,22.661111,34.877778,0.0,20.822222,63.860136
US_TX_48015,2020-08-25,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,398,5,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,4.56,5.7,6.84,,,4.84,5.98,,8.54,,,,5.41,18.51,8.54,5.98,,27.63,5.98,4.84,29.355556,23.122222,37.244444,0.0,20.316667,58.793743
US_TX_48015,2020-08-26,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,3,0,401,5,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,5.38,9.69,4.3,7.0,7.26,5.38,3.77,9.69,,,6.46,8.88,16.14,7.26,,,27.71,5.11,,29.583333,25.855556,34.993827,0.169333,23.377778,69.483357
US_TX_48015,2020-08-27,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,401,5,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,4.52,5.58,10.1,7.71,6.11,6.11,6.91,,6.91,5.32,5.05,6.64,6.11,20.46,5.05,6.64,6.11,33.75,7.17,,29.016667,24.0,36.655556,1.143,22.516667,68.159328
US_TX_48015,2020-08-28,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,1,401,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,4.37,6.28,7.37,5.19,8.46,,4.92,,6.55,5.19,3.82,,6.83,20.48,8.46,8.19,4.1,27.58,4.92,5.74,31.222222,26.727778,38.116667,0.5334,24.283333,66.976468
US_TX_48015,2020-08-29,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,12,0,413,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,7.09,8.51,10.99,,,8.51,,,6.38,,5.32,,5.32,20.56,7.09,10.99,,42.54,6.74,,29.772222,24.45,37.494444,10.922,23.727778,70.32443
US_TX_48015,2020-08-30,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,4,0,417,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,6.93,8.66,8.66,9.7,4.85,4.85,5.54,,12.13,7.62,4.85,,8.32,27.38,5.2,11.09,5.54,31.54,9.01,7.97,30.416667,25.455556,36.955556,3.302,24.227778,69.924001
US_TX_48015,2020-08-31,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,417,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,5.76,7.68,12.34,,9.05,4.39,6.85,5.48,7.95,4.66,4.93,,8.22,22.21,7.13,5.21,6.58,44.42,9.05,6.58,31.05,26.705556,37.122222,1.0668,24.894444,70.035244
US_TX_48015,2020-09-01,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,1,0,418,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,3.9,10.04,12.27,8.65,6.14,4.74,6.97,,8.92,6.14,5.58,3.9,8.92,20.08,8.37,5.58,4.74,38.21,4.18,5.58,31.222222,27.555556,36.738889,0.0,25.155556,70.38245
US_TX_48015,2020-09-02,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,1,0,419,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,6.09,,15.52,4.99,7.2,,8.03,,8.31,6.93,,5.82,7.2,23.55,7.76,8.03,4.99,35.74,5.54,9.7,29.822222,25.7,35.411111,0.141111,24.15,71.844189
US_TX_48015,2020-09-03,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,419,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,3.87,3.87,14.38,,4.98,5.53,10.51,,7.19,4.15,5.81,,8.57,22.12,12.99,7.74,,35.94,7.19,4.7,28.861111,25.361111,33.777778,2.4638,24.155556,76.117046
US_TX_48015,2020-09-04,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,15,0,434,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,,7.79,7.51,7.23,4.73,5.29,3.9,8.62,4.73,,,7.23,17.25,4.73,7.23,,34.22,9.18,,26.7,23.261111,32.183333,9.7155,23.472222,82.833849
US_TX_48015,2020-09-05,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,6,0,440,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,8.49,7.38,16.98,,5.54,8.49,8.86,,9.97,5.17,5.17,,11.44,22.89,9.23,11.07,,44.29,11.07,,26.116667,23.077778,33.561111,13.43025,22.855556,82.561884
US_TX_48015,2020-09-06,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,1,0,441,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,10.65,11.01,11.75,6.61,,5.51,6.24,,6.97,6.61,,5.87,9.54,24.96,6.97,7.34,,34.88,10.28,8.08,26.65,22.311111,34.583333,5.503333,22.083333,76.174958
US_TX_48015,2020-09-07,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,1,0,442,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,7.56,6.87,14.78,,5.84,,6.53,,6.87,,5.5,,8.25,22.68,5.84,9.28,,40.2,6.53,5.5,27.105556,22.355556,34.044444,5.729111,22.466667,76.218677
US_TX_48015,2020-09-08,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,1,0,443,6,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,6.8,9.24,9.52,6.25,4.08,4.35,6.25,,11.15,7.07,,,5.71,21.75,7.07,7.61,7.88,39.15,4.35,5.71,26.722222,23.422222,31.111111,2.144889,23.388889,82.108024
US_TX_48015,2020-09-09,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,1,1,444,7,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,4.37,4.92,16.12,9.29,4.65,5.74,10.38,4.1,12.02,6.01,4.1,4.1,5.19,15.03,8.2,8.2,4.1,36.34,10.66,5.19,27.377778,24.466667,33.2,2.652889,23.9,81.509307
US_TX_48015,2020-09-10,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,444,7,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,,,,,,7.7,11.55,4.67,4.4,3.85,7.15,4.4,8.25,,3.85,,6.6,15.39,4.95,5.77,6.05,36.01,5.5,7.7,22.666667,18.005556,28.033333,16.397111,20.516667,87.862515
US_TX_48015,2020-09-11,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,12,0,456,7,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-12,0,-23,,,4.53,8.77,7.08,3.96,,8.21,,10.19,,,,5.66,16.13,7.36,6.79,6.51,26.89,,,23.433333,20.033333,31.011111,2.878667,19.722222,79.808568
US_TX_48015,2020-09-12,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,4,1,460,8,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-10,-2,-11,,6.17,7.26,18.89,,5.45,8.36,7.26,,9.44,,,5.08,6.9,14.53,6.9,12.35,,34.87,5.45,7.63,26.75,21.744444,33.666667,0.2032,21.694444,73.963167
US_TX_48015,2020-09-13,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,1,460,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-10,,-7,,6.58,5.89,11.08,11.43,8.66,4.85,5.89,5.19,12.47,5.89,,,,21.82,9.0,7.62,,40.86,6.93,5.89,27.666667,23.4,33.588889,1.0795,22.455556,73.487145
US_TX_48015,2020-09-14,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,460,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-10,-6,-18,,8.46,8.75,13.82,8.75,4.23,5.36,7.62,,7.9,5.64,,,5.08,25.96,7.9,7.33,5.92,34.7,10.44,5.92,26.594444,23.738889,31.972222,3.0226,23.305556,82.374312
US_TX_48015,2020-09-15,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,460,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-2,-3,-20,,,,12.13,8.55,6.62,6.89,8.55,6.34,8.27,4.14,3.86,4.14,8.27,22.06,8.82,4.14,4.96,39.71,7.45,4.41,27.588889,23.6,33.033333,0.8382,22.927778,76.06523
US_TX_48015,2020-09-16,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,7,0,467,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-8,-4,-21,,3.85,6.87,11.27,5.5,4.95,6.59,10.99,4.95,11.27,,4.95,,9.34,17.04,7.14,6.59,4.95,29.95,7.97,5.5,27.822222,23.316667,32.933333,0.987778,22.811111,74.427068
US_TX_48015,2020-09-17,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,14,0,481,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-7,-6,-22,,3.9,8.07,10.02,5.01,5.01,6.68,7.24,4.18,4.18,4.18,5.57,4.18,10.02,21.71,4.73,6.4,,31.46,6.4,7.24,27.255556,24.361111,32.027778,2.144889,22.877778,77.214339
US_TX_48015,2020-09-18,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,2,0,483,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-8,2,-21,,4.9,6.63,11.24,8.07,4.9,5.47,7.49,,10.08,6.63,,,5.47,21.32,8.07,5.19,6.63,35.15,4.03,,25.966667,22.538889,31.455556,0.66675,19.483333,67.73505
US_TX_48015,2020-09-19,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,1,0,484,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-11,5,-12,,,8.49,11.08,6.28,9.97,,6.28,,8.12,5.91,,,6.65,19.57,,5.54,7.02,35.08,5.17,,24.583333,19.955556,29.666667,0.0,17.05,63.110951
US_TX_48015,2020-09-20,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,7,0,491,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-11,,-15,,,9.16,11.87,5.76,5.43,5.43,7.8,6.44,5.76,8.14,,,8.48,20.01,9.83,7.46,9.16,37.3,5.76,9.16,22.177778,17.322222,28.444444,3.104444,16.438889,70.139727
US_TX_48015,2020-09-21,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,491,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-20,-15,-20,,,6.55,10.91,8.46,4.09,4.37,12.82,4.91,10.1,,3.82,,8.19,19.37,6.82,5.46,,33.56,4.64,,21.827778,20.588889,23.022222,19.021778,20.633333,93.05405
US_TX_48015,2020-09-22,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,-8,0,483,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-25,-15,-26,,6.38,7.17,9.3,6.64,4.78,6.91,7.17,,9.56,,5.05,3.72,8.23,20.99,6.11,7.17,6.91,36.66,9.03,5.05,22.633333,21.655556,24.233333,43.462222,22.179012,96.328294
US_TX_48015,2020-09-23,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,2,0,485,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-10,-3,-19,9,4.41,7.17,14.07,7.17,4.69,5.24,,,9.1,5.52,,6.07,10.21,20.41,6.34,9.1,6.9,35.03,,4.41,22.633333,20.488889,26.383333,34.798,21.033333,90.742846
US_TX_48015,2020-09-24,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,3,0,488,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-11,6,-19,7,4.74,7.53,12.0,6.14,4.46,5.58,4.46,,7.25,5.86,4.18,4.18,7.81,18.97,5.58,5.86,,35.43,5.86,5.86,22.105556,19.927778,24.755556,0.6858,19.022222,82.736378
US_TX_48015,2020-09-25,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,488,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-4,5,-21,7,4.09,7.6,14.9,7.6,5.26,7.3,,,9.06,,4.38,,8.18,23.96,,10.81,5.84,31.55,8.18,5.26,22.255556,16.783333,29.083333,0.0,18.194444,77.991071
US_TX_48015,2020-09-26,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,11,0,499,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-13,4,-18,,6.54,6.54,15.26,,,,9.09,,10.9,,,7.27,5.81,15.63,,6.54,,37.79,5.81,,23.305556,17.122222,31.116667,0.0,19.188889,77.828166
US_TX_48015,2020-09-27,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,499,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-12,,-12,,6.13,12.98,16.23,5.05,,,5.77,,7.93,,,,11.9,22.36,7.21,10.82,6.85,41.11,,7.93,26.788889,23.072222,32.822222,0.0,22.583333,77.895602
US_TX_48015,2020-09-28,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,499,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-10,-10,-19,5,5.7,9.41,15.11,8.27,3.99,7.41,4.56,,9.12,,4.56,5.42,8.27,16.82,5.13,8.55,,28.79,6.27,7.13,24.055556,18.544444,29.072222,0.4445,18.166667,70.129916
US_TX_48015,2020-09-29,ChIJUSh5paNEQYYR2cVjWHsuiVs,Q108386,geoId/48015,US,United States of America,TX,Texas,48015,Austin County,US,USA,2,0,0,499,9,,,29722,14719,15003,3877,4033,3347,3218,3432,4081,4018,2511,1205,1837755,29.88,-96.28,1700,78.866667,-8,0,-19,6,5.09,8.77,12.45,6.79,3.96,,6.22,,7.64,4.81,,,7.92,20.37,6.79,7.07,5.38,35.37,6.51,4.24,20.238889,11.944444,27.177778,0.4318,7.416667,43.674407
