location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_OH_39065,2020-05-07,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,26,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,-37,,,8.61,,5.66,6.64,5.41,,,4.92,,,8.36,,3.93,3.69,,,6.15,14.75,4.92,6.39,3.69,,4.67,23.85,4.43,5.9,4.18,4.67,,10.972222,2.55,19.277778,0.2794,-1.738889,41.677439
US_OH_39065,2020-05-08,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,27,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-18,,-35,,,8.7,,9.91,5.08,4.11,,3.38,7.01,,4.11,10.39,,,3.62,,,7.25,16.19,,6.77,4.59,5.8,6.77,27.07,4.59,6.77,4.59,5.56,3.87,9.333333,4.188889,16.977778,0.03175,0.322222,54.185865
US_OH_39065,2020-05-09,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,27,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,-29,,3.73,4.53,,6.13,8.53,,,,10.93,,,5.6,,,5.86,,3.73,,13.59,4.53,6.13,,,,22.12,,,4.0,3.73,,3.622222,-2.161111,11.338889,8.3312,-7.777778,43.853284
US_OH_39065,2020-05-10,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,28,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,-22,,,7.41,,9.79,5.02,5.29,,,6.88,,4.5,6.61,3.7,5.82,3.7,4.76,3.7,4.5,18.51,6.61,9.52,3.7,4.23,,28.82,,7.67,3.97,,,8.211111,0.683333,16.816667,1.87325,-1.35,51.370579
US_OH_39065,2020-05-11,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,28,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,-32,,4.32,7.92,,10.8,6.72,3.6,5.76,,6.96,,6.24,5.76,,,5.76,,,5.28,19.44,3.6,7.44,3.84,,5.28,25.68,,7.44,6.72,,,4.905556,2.005556,9.061111,13.36675,1.044444,76.389347
US_OH_39065,2020-05-12,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,28,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,-26,9,4.52,8.54,3.77,8.54,6.03,4.27,,3.77,6.28,,,8.54,5.28,5.53,7.54,3.52,,,16.58,,6.53,,4.27,5.28,26.88,,6.78,,3.52,,6.944444,-1.038889,14.75,1.128889,-1.127778,56.856982
US_OH_39065,2020-05-13,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,29,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,,,-29,8,3.94,,,5.51,4.73,,4.2,3.94,4.99,,5.25,6.04,4.2,4.2,7.09,4.2,4.2,4.2,19.96,5.78,8.14,3.94,,5.78,27.83,3.94,6.04,5.78,,,10.327778,-0.266667,18.772222,4.1402,-1.572222,43.927777
US_OH_39065,2020-05-14,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,30,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-3,,-30,10,,5.64,4.91,8.09,7.6,,,,6.87,,,10.79,,8.09,5.64,,,7.36,15.7,,5.4,,3.43,4.17,33.11,4.66,3.92,3.68,5.64,,15.616667,10.844444,23.944444,0.53975,9.055556,65.277671
US_OH_39065,2020-05-15,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,-1,0,29,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-13,,-31,,3.45,8.38,4.69,6.91,7.15,,7.89,,4.44,,4.19,7.15,,,4.69,,,4.69,17.51,3.7,7.15,3.95,3.45,7.4,33.05,,8.38,7.89,,4.69,18.783333,13.227778,23.444444,6.386286,14.839506,77.340335
US_OH_39065,2020-05-16,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,30,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-5,,-23,,5.83,7.58,,6.7,4.66,,,,4.37,,,6.41,,,4.08,,,6.7,15.16,,6.41,,4.08,4.66,24.77,4.08,7.0,5.54,4.37,,17.555556,12.4,24.25,18.457333,14.530864,82.265968
US_OH_39065,2020-05-17,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,30,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,4,,-21,,,5.04,,8.96,5.04,6.16,4.76,4.48,4.2,,,4.48,6.72,,5.6,,,,12.88,4.48,12.04,4.48,,,31.36,,9.24,5.04,,,19.488889,13.422222,26.194444,0.1905,13.794444,69.792169
US_OH_39065,2020-05-18,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,30,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,0,,-24,10,3.44,5.65,,5.41,5.41,6.14,4.92,,3.44,3.69,3.44,6.39,,,3.69,,,7.13,17.2,4.18,6.88,3.69,3.44,4.42,24.09,5.16,8.85,4.92,4.18,,19.116667,15.394444,24.422222,3.1115,16.401235,84.32396
US_OH_39065,2020-05-19,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,30,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-5,,-27,10,,6.22,,7.21,5.72,8.21,6.47,,4.73,,3.48,8.71,,,,3.48,5.22,4.73,17.41,,6.22,4.97,3.73,4.73,30.6,,6.22,6.72,,,15.738889,13.116667,18.627778,29.0195,14.62963,92.490777
US_OH_39065,2020-05-20,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,30,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-1,,-26,8,4.26,7.01,,7.52,5.51,6.26,4.26,,4.76,,,4.01,,6.51,4.76,4.76,3.51,4.01,16.03,3.51,7.77,,3.51,3.76,25.8,,8.02,3.51,,6.01,11.366667,8.594444,15.422222,6.567714,8.216049,80.521092
US_OH_39065,2020-05-21,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,3,0,33,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,1,,-28,8,,7.07,3.67,8.38,10.47,4.19,,3.93,5.5,,3.67,6.28,,3.93,11.52,,,4.71,20.68,5.24,3.93,5.24,,4.19,24.61,,6.02,3.67,,,13.666667,9.961111,16.711111,0.41275,10.722222,82.685095
US_OH_39065,2020-05-22,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,4,0,37,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-6,,-31,,,9.89,,11.02,5.65,5.09,5.09,,,,4.8,4.8,,4.52,5.93,,,5.65,16.39,4.52,7.06,4.24,4.52,5.09,33.06,,9.32,3.96,,,16.905556,13.011111,21.794444,1.806222,14.104938,82.941647
US_OH_39065,2020-05-23,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,38,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,1,,-25,,4.73,5.68,4.42,9.46,,8.83,,,5.68,,,6.0,,,4.73,,4.42,4.42,17.67,5.68,11.04,,6.31,,30.29,5.36,12.62,5.68,,5.36,18.638889,11.933333,26.338889,0.28575,14.622222,77.708682
US_OH_39065,2020-05-24,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,2,0,40,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,12,,-25,,4.39,7.52,,7.21,,,,5.96,4.39,,,6.58,,6.9,,,4.39,,14.42,4.39,10.03,,,,31.35,,10.97,10.97,,4.39,23.255556,14.544444,30.011111,0.127,17.522222,70.466828
US_OH_39065,2020-05-25,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,41,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-4,,-68,,,4.84,,11.67,6.26,,,,4.84,,7.12,7.69,,7.4,,,,,13.66,3.99,11.96,,4.27,4.27,27.05,,13.38,9.96,,,23.65,17.766667,30.294444,0.225778,17.883333,70.410594
US_OH_39065,2020-05-26,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,41,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,9,,-26,7,6.49,8.93,,10.82,4.6,5.68,9.47,4.06,4.87,4.06,3.79,3.79,,,,5.14,,5.95,22.99,4.33,15.69,3.79,,5.14,35.17,5.14,13.53,9.2,,,23.677778,17.794444,30.705556,4.5212,18.711111,74.053844
US_OH_39065,2020-05-27,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,41,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,0,,-24,6,6.28,7.91,,12.28,4.09,7.09,,,5.18,,,5.73,5.18,5.46,,,,4.91,16.64,7.09,12.55,,,5.18,29.74,4.64,10.64,4.64,,,24.022222,19.044444,29.544444,1.298222,17.1,65.573779
US_OH_39065,2020-05-28,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,42,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,7,,-23,6,4.12,8.24,,14.01,5.49,3.85,5.77,,6.04,,,6.87,,,4.12,6.04,3.85,4.39,20.6,6.32,10.99,,4.67,5.77,32.69,4.94,7.69,5.77,,,22.35,18.466667,27.05,0.79375,17.855556,75.989265
US_OH_39065,2020-05-29,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,3,0,45,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-10,,-23,10,,4.71,6.93,7.76,3.88,6.09,6.09,,6.09,,5.82,8.31,,,5.54,,,5.82,21.06,4.71,11.91,,,9.97,31.03,,3.88,6.65,4.43,,20.461111,17.333333,24.866667,0.66675,16.811111,79.90919
US_OH_39065,2020-05-30,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,15,0,60,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,0,,-16,,,5.02,,7.22,,,,,,,6.28,4.39,,,,,,4.39,16.32,,9.73,4.39,,,32.32,4.71,7.22,8.16,5.02,,17.172222,12.727778,22.288889,3.302,10.622222,65.611113
US_OH_39065,2020-05-31,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,61,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,6,,-12,,,5.49,,9.46,,5.19,,,,,4.88,5.49,,,4.88,,,,12.81,,10.68,,,,24.1,5.49,8.54,,,,14.383333,9.116667,20.0,0.127,5.288889,54.586882
US_OH_39065,2020-06-01,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,61,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,12,,-20,5,,4.95,,10.18,6.4,6.11,,4.37,4.66,,,8.44,,,4.66,4.37,,,22.7,,10.18,,,5.82,34.04,,7.86,4.95,,4.66,14.255556,5.65,22.377778,0.0,3.166667,47.588328
US_OH_39065,2020-06-02,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,61,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,10,,-20,5,,6.71,,12.25,,4.96,,,,,,5.25,,4.08,,,4.38,4.38,17.21,,9.92,,,4.67,38.51,4.96,8.75,4.96,,,22.438889,15.533333,31.1,0.0,9.855556,45.127034
US_OH_39065,2020-06-03,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,3,0,64,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,5,,-22,5,4.5,8.44,5.35,10.69,,3.94,4.78,4.78,4.5,,,9.0,3.94,,,,,4.5,18.01,7.88,12.94,,,7.03,33.76,5.91,9.85,7.03,,,25.794444,19.161111,30.605556,0.0762,14.161111,49.046669
US_OH_39065,2020-06-04,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,7,0,71,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-1,,-22,7,,4.46,,12.28,8.93,,6.42,,,4.74,,7.53,5.58,4.18,,3.91,,6.42,17.02,5.86,15.35,3.91,4.46,5.58,29.86,5.58,6.7,,,,22.866667,18.844444,29.033333,2.57175,17.938889,74.369604
US_OH_39065,2020-06-05,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,2,0,73,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-9,,-23,6,5.93,10.67,,14.82,5.04,4.45,,4.15,,,,6.22,,,,,,,16.89,4.15,16.0,,,,27.86,,13.63,6.82,6.82,,24.238889,18.733333,30.716667,4.9784,17.977778,68.604009
US_OH_39065,2020-06-06,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,73,0,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-1,,-22,,,6.09,6.09,13.78,,,4.81,,5.45,,,,,,,,,,16.34,,11.54,,,,30.76,,10.89,6.09,,,25.188889,19.483333,30.416667,0.0,15.066667,54.097017
US_OH_39065,2020-06-07,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,1,73,1,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,9,,-11,,,4.9,,15.61,4.59,6.43,,,,,,6.43,4.29,,,,,,18.98,4.29,14.08,,,,34.59,6.74,12.86,7.65,5.21,,20.688889,13.511111,28.283333,1.2192,9.25,48.468775
US_OH_39065,2020-06-08,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,3,2,76,3,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,9,,-21,4,4.27,4.84,,15.38,5.41,4.27,5.98,,5.7,,4.84,,,,4.27,,,4.56,14.81,,12.82,,,,30.19,5.41,11.11,,3.99,3.99,20.961111,13.661111,29.272222,0.0,8.183333,44.655877
US_OH_39065,2020-06-09,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,77,3,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,6,,-23,6,,,6.17,14.3,,5.61,,6.73,,3.93,,8.41,4.49,3.93,,,,3.93,20.48,,10.38,,,5.89,32.54,5.89,13.74,7.57,,,24.544444,15.505556,33.25,9.398,13.694444,51.372305
US_OH_39065,2020-06-10,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,78,3,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-3,,-22,6,,6.86,,13.99,7.95,4.66,,,6.58,,,6.58,5.49,6.31,,,,4.66,18.65,5.76,10.97,,,7.95,30.44,3.84,11.79,6.31,,,26.5,19.024691,32.722222,36.684857,21.191358,73.061158
US_OH_39065,2020-06-11,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,9,1,87,4,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,6,,-22,4,,7.31,4.39,7.9,5.85,4.68,6.73,,4.39,,,4.68,,,,,4.39,,21.06,4.68,8.19,6.14,4.97,,30.41,,7.9,,,,21.505556,15.555556,28.672222,9.8806,11.366667,52.905972
US_OH_39065,2020-06-12,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,87,4,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-8,,-24,4,4.12,4.12,5.0,8.82,5.88,5.0,4.41,,,,,6.17,4.7,,,,7.94,7.05,16.17,7.35,9.41,4.12,7.05,4.41,32.63,5.0,10.58,4.12,,5.29,21.027778,13.783333,27.122222,13.0556,8.394444,44.711955
US_OH_39065,2020-06-13,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,5,0,92,4,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-5,,-20,,4.73,6.3,4.41,11.35,6.62,8.19,5.67,,6.62,,,6.93,,,,,4.41,,17.02,6.93,13.55,,4.73,,39.71,5.04,8.82,,4.41,,17.361111,13.011111,25.383333,10.38225,11.177778,67.485399
US_OH_39065,2020-06-14,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,93,4,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,9,,-9,,5.1,6.3,,9.3,5.1,5.1,5.7,,4.5,,,5.4,,4.2,,,,4.8,18.3,4.8,15.3,4.8,,4.2,33.89,,13.5,5.7,,,15.405556,10.072222,21.811111,3.8608,5.138889,50.794264
US_OH_39065,2020-06-15,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,93,4,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,2,,-21,4,5.08,6.21,4.23,12.13,6.77,7.34,4.51,4.23,6.77,,5.64,8.18,,4.23,,,,8.75,22.29,6.21,9.6,,,6.77,28.78,,10.72,7.05,4.8,,17.155556,10.672222,24.6,4.5466,9.455556,61.044076
US_OH_39065,2020-06-16,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,94,4,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,3,,-20,4,,7.86,,9.54,8.98,,,,6.17,,4.21,7.01,,4.49,,5.33,,9.82,17.39,,10.94,,3.93,5.61,35.91,3.93,11.5,4.49,4.21,4.21,20.644444,12.444444,27.538889,2.3368,12.055556,58.180281
US_OH_39065,2020-06-17,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,2,0,96,4,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,0,,-21,3,,4.95,,13.68,,4.37,4.07,,5.24,,,11.06,,4.95,,,,8.44,17.17,4.37,12.22,,4.37,6.98,34.63,,11.35,,5.82,,21.427778,13.505556,27.966667,0.0762,11.311111,52.872199
US_OH_39065,2020-06-18,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,9,1,105,5,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,5,,-22,3,5.73,4.3,,14.9,,,5.16,6.02,6.3,,4.3,11.46,,5.73,,,,4.87,19.19,4.3,12.6,,7.45,,32.66,4.01,11.74,,,4.01,21.705556,15.105556,28.288889,0.0,13.472222,60.502541
US_OH_39065,2020-06-19,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,0,106,5,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,-5,,-22,4,,,,10.72,,4.77,,,5.66,,4.47,8.64,4.47,5.66,,5.06,,5.96,16.98,,10.43,,,4.77,32.17,5.36,8.34,6.55,,,22.1,15.694444,30.011111,4.487333,15.672222,68.096127
US_OH_39065,2020-06-20,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,1,5,107,10,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,3,,-11,,,8.29,5.42,11.48,7.33,,6.38,,,,5.42,8.29,,6.7,,,,7.65,16.58,,10.2,,,,31.57,6.38,11.48,6.38,,,24.838889,16.411111,32.494444,11.049,14.85,54.395565
US_OH_39065,2020-06-21,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,107,10,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,5,,-12,,5.1,5.1,,12.01,,,4.8,,5.7,,5.1,6.6,,4.5,,,,4.5,16.81,,11.11,,,6.3,33.02,,6.3,5.4,,,25.538889,18.422222,31.516667,14.63675,16.416667,57.319319
US_OH_39065,2020-06-22,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,107,10,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,2,,-22,5,4.1,7.93,,10.4,5.47,6.29,4.1,4.1,5.2,,,,,4.65,4.1,,,4.92,21.34,7.39,9.3,,,,30.92,3.83,12.86,6.29,8.48,,23.1,19.166667,29.727778,7.77875,18.4,75.31599
US_OH_39065,2020-06-23,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,0,107,10,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,3,,-21,5,6.45,10.94,,9.54,,4.21,5.05,,4.49,,5.05,7.01,3.93,5.05,,,,7.58,19.08,3.93,9.26,,,,40.41,,5.05,7.01,,,22.688889,19.466667,27.688889,23.622,17.866667,74.444239
US_OH_39065,2020-06-24,ChIJR2bcShJJOYgRmHK1GN1OfB4,Q490184,geoId/39065,US,United States of America,OH,Ohio,39065,Hardin County,US,USA,2,0,1,107,11,,,31329,15576,15753,3888,4729,5070,3310,3564,3932,3491,2159,1186,911267,40.66,-83.66,1219,77.6,1,,-20,3,,,4.88,10.92,6.32,4.88,4.02,,4.6,4.88,6.61,6.89,,4.6,,,,10.05,20.68,,12.07,6.89,,5.75,34.19,4.02,9.77,,4.02,,19.733333,15.333333,25.355556,6.1976,12.3,62.487803
