location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TN_47135,2020-01-01,ChIJ_THZynKUfIgRLxGoszNnggo,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2,,,,,,,7954,4000,3954,979,927,942,844,928,1058,1117,767,392,1847639,35.64,-87.87,1095,75.55,,,4.660494,-0.925926,11.925926,0.0,-3.381944,56.11027
US_TN_47135,2020-01-02,ChIJ_THZynKUfIgRLxGoszNnggo,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2,,,,,,,7954,4000,3954,979,927,942,844,928,1058,1117,767,392,1847639,35.64,-87.87,1095,75.55,,,9.604938,6.82716,12.024691,0.381,3.854167,67.426069
US_TN_47135,2020-01-03,ChIJ_THZynKUfIgRLxGoszNnggo,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2,,,,,,,7954,4000,3954,979,927,942,844,928,1058,1117,767,392,1847639,35.64,-87.87,1095,75.55,,,12.811111,11.383333,15.15,18.457333,12.382716,97.431557
US_TN_47135,2020-01-04,ChIJ_THZynKUfIgRLxGoszNnggo,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2,,,,,,,7954,4000,3954,979,927,942,844,928,1058,1117,767,392,1847639,35.64,-87.87,1095,75.55,,,7.911111,3.3,13.5,4.035778,5.080247,83.377731
US_TN_47135,2020-01-05,ChIJ_THZynKUfIgRLxGoszNnggo,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2,,,,,,,7954,4000,3954,979,927,942,844,928,1058,1117,767,392,1847639,35.64,-87.87,1095,75.55,,,4.030864,-2.296296,13.895062,0.987778,-1.034722,69.340731
US_TN_47135,2020-01-06,ChIJ_THZynKUfIgRLxGoszNnggo,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2,,,,,,,7954,4000,3954,979,927,942,844,928,1058,1117,767,392,1847639,35.64,-87.87,1095,75.55,,,6.088889,-0.755556,13.25,0.0,0.493827,68.096035
US_TN_47135,2020-01-07,ChIJ_THZynKUfIgRLxGoszNnggo,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2,,,,,,,7954,4000,3954,979,927,942,844,928,1058,1117,767,392,1847639,35.64,-87.87,1095,75.55,,,7.911111,2.033333,12.005556,0.0508,-0.574074,55.98864
US_TN_47135,2020-01-08,ChIJ_THZynKUfIgRLxGoszNnggo,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2,,,,,,,7954,4000,3954,979,927,942,844,928,1058,1117,767,392,1847639,35.64,-87.87,1095,75.55,,,5.894444,-0.811111,14.994444,0.0,-2.666667,54.049186
US_TN_47135,2020-01-09,ChIJ_THZynKUfIgRLxGoszNnggo,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2,,,,,,,7954,4000,3954,979,927,942,844,928,1058,1117,767,392,1847639,35.64,-87.87,1095,75.55,,,7.955556,1.5,16.055556,0.0,-1.58642,50.826295
US_TN_47135,2020-01-10,ChIJ_THZynKUfIgRLxGoszNnggo,Q501976,geoId/47135,US,United States of America,TN,Tennessee,47135,Perry County,US,USA,2,,,,,,,7954,4000,3954,979,927,942,844,928,1058,1117,767,392,1847639,35.64,-87.87,1095,75.55,,,16.222222,14.0,19.338889,0.0,8.882716,61.798816
