location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_CA_06005,2020-01-15,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,7.19,7.75,4.7,9.13,8.85,4.15,4.7,6.36,16.88,10.24,4.43,7.75,4.43,,9.96,,7.75,3.87,9.13,31.54,8.02,7.19,,,5.81,42.33,,11.34,4.98,6.36,4.7,3.858025,-0.925926,10.376543,0.0,-0.54321,73.654547
US_CA_06005,2020-01-16,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,,9.35,5.61,6.68,6.68,4.54,7.21,,13.89,8.81,,8.28,4.81,6.14,9.08,3.74,4.01,3.74,10.41,21.36,8.54,9.08,4.27,4.54,,32.58,3.74,8.01,4.54,5.07,,6.12963,1.796296,9.462963,0.0,1.796296,75.208516
US_CA_06005,2020-01-17,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,,8.21,5.75,10.13,7.39,7.39,4.11,,13.96,10.13,6.57,10.68,4.93,,4.65,,,,7.39,20.53,7.94,6.29,4.93,4.65,6.57,33.67,4.93,9.58,4.93,4.65,,4.17284,1.074074,8.87037,4.0005,2.17284,86.985881
US_CA_06005,2020-01-18,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,4.32,9.22,5.19,12.39,6.34,7.49,7.2,,18.15,4.61,,8.93,6.34,,9.51,5.47,,,6.92,23.92,10.95,6.92,,,4.03,40.63,4.61,6.63,8.36,5.47,,4.919753,0.91358,10.919753,0.09525,1.845679,80.972436
US_CA_06005,2020-01-19,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,5.53,10.78,6.91,13.27,8.85,,7.46,,20.18,10.23,7.46,9.95,4.42,,6.08,8.02,,,4.7,27.09,4.42,9.95,,,,40.63,4.7,10.23,8.02,4.7,4.42,5.833333,2.197531,11.685185,0.0,2.697531,81.333781
US_CA_06005,2020-01-20,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,6.88,9.09,,15.42,7.16,4.96,7.43,4.41,18.17,11.29,6.06,11.01,6.61,3.85,7.43,,8.53,3.85,7.43,22.02,8.81,4.41,5.78,,5.78,44.05,3.85,5.78,7.98,4.68,8.53,7.882716,4.030864,12.598765,0.0,2.765432,73.110306
US_CA_06005,2020-01-21,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,4.64,10.09,,9.27,9.0,8.18,8.73,4.09,17.18,11.45,7.64,10.36,,,,5.18,4.09,7.09,6.82,25.64,6.0,6.0,3.82,7.91,4.36,40.09,,7.64,6.0,4.09,5.18,8.450617,4.82716,13.197531,0.0,4.160494,74.954394
US_CA_06005,2020-01-22,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,7.34,10.33,5.44,10.06,8.97,7.07,9.51,,19.03,11.42,8.15,11.69,4.89,6.25,4.35,4.08,,4.89,8.15,28.27,7.61,4.89,4.62,8.7,4.62,44.31,,6.8,5.17,7.88,3.81,10.253086,6.845679,14.259259,0.254,8.104938,86.760456
US_CA_06005,2020-01-23,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,4.34,5.97,8.41,11.12,7.6,5.7,8.68,,23.06,15.74,4.07,11.67,6.24,5.97,5.16,,6.24,4.61,8.68,26.86,4.07,4.34,,4.34,4.34,44.77,7.05,5.43,7.33,5.16,6.78,8.320988,3.709877,13.993827,0.0,6.308642,87.23813
US_CA_06005,2020-01-24,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,5.95,9.92,5.95,12.19,6.52,6.8,7.65,,20.4,7.93,4.53,10.77,7.37,4.25,7.65,4.53,6.23,5.1,8.22,30.89,8.5,7.65,4.53,,5.38,39.39,5.67,6.8,4.25,7.08,4.82,10.537037,6.203704,16.222222,0.084667,7.907407,83.8723
US_CA_06005,2020-01-25,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,,8.27,6.43,11.02,7.96,5.51,6.12,4.9,28.78,8.27,5.82,10.1,7.66,,6.12,,4.9,9.19,9.19,33.07,5.51,8.57,10.41,4.9,5.51,41.64,5.82,10.41,6.12,,6.74,10.283951,5.962963,15.753086,0.056444,6.659722,79.698945
US_CA_06005,2020-01-26,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,4.41,9.36,4.96,9.36,9.09,6.88,,4.68,28.64,8.81,7.71,9.09,7.71,3.85,4.96,,4.13,,4.96,34.15,4.68,6.33,4.41,3.85,5.78,41.03,,4.13,7.99,,4.96,11.487654,7.993827,15.487654,0.689429,9.679012,88.808525
US_CA_06005,2020-01-27,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,4.41,5.51,4.96,10.47,11.84,7.71,6.06,4.68,26.16,9.91,6.61,8.54,5.51,4.41,8.81,,6.61,7.99,7.71,40.76,6.06,6.06,6.61,5.23,5.78,41.86,,5.51,3.86,4.68,6.06,9.462963,4.574074,15.5,1.044222,5.907407,78.504637
US_CA_06005,2020-01-28,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,3.85,7.7,6.6,11.54,7.97,6.87,7.15,4.12,23.36,12.92,5.22,10.72,6.05,6.87,5.5,,,,7.15,35.73,9.35,10.44,6.87,4.95,4.12,40.13,,6.32,4.12,6.32,3.85,9.17284,4.685185,14.641975,0.0,5.611111,79.349694
US_CA_06005,2020-01-29,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,5.16,8.89,,12.62,11.18,4.01,5.16,6.02,25.23,11.18,5.16,10.61,6.02,4.88,,4.88,4.01,5.74,9.18,31.83,5.74,5.74,5.45,6.31,8.89,39.0,5.16,10.61,5.74,7.46,7.17,8.425926,2.679012,15.561728,0.0,4.049383,74.40489
US_CA_06005,2020-01-30,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,4.21,10.52,4.51,14.73,6.91,8.42,,4.51,33.36,11.72,4.21,8.72,6.31,,5.71,5.71,,,6.61,38.47,6.91,9.02,,,,33.66,4.21,10.52,6.61,5.41,4.81,9.364198,3.858025,15.660494,0.0,4.820988,73.359976
US_CA_06005,2020-01-31,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,3.91,8.1,,12.02,8.38,4.47,6.15,4.19,34.37,9.5,4.75,5.59,,5.87,5.03,,4.47,4.19,8.94,35.21,5.87,,,5.87,,34.65,3.91,6.15,5.59,,,9.814815,4.839506,17.432099,0.0,6.345679,79.1824
US_CA_06005,2020-02-01,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,4.57,7.61,6.7,10.05,5.18,5.48,,8.83,27.41,8.53,,5.79,,,9.14,7.61,6.09,,6.09,36.55,8.83,8.53,,,6.7,35.02,,8.53,,,4.57,9.901235,4.191358,18.685185,0.0,5.62963,76.173689
US_CA_06005,2020-02-02,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,9.54,8.09,4.34,5.78,5.78,7.8,5.49,4.34,22.84,9.25,4.05,9.83,6.94,,4.62,4.91,,,,29.77,8.38,7.51,,4.62,,44.23,,4.91,8.67,4.62,,9.290123,4.277778,17.604938,0.0,3.790123,68.84496
US_CA_06005,2020-02-03,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,4.27,6.13,4.0,11.73,9.06,,9.33,,24.8,7.46,5.87,7.2,4.53,4.27,6.67,,,5.6,8.27,33.59,8.27,7.2,5.33,,3.73,33.86,,5.6,6.4,,,3.814815,-1.845679,10.382716,0.197556,-7.166667,45.156089
US_CA_06005,2020-02-04,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,4.46,7.52,5.01,10.3,9.19,4.46,7.52,,24.23,6.41,9.19,7.8,5.57,4.73,8.35,4.73,4.73,,8.63,35.37,6.41,10.03,6.68,,3.9,32.58,6.68,11.14,5.85,,,4.067901,-2.253086,10.419753,0.0,-11.932099,31.498957
US_CA_06005,2020-02-05,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,5.3,8.37,4.18,11.71,7.53,5.3,5.86,,18.41,8.37,4.74,7.81,5.58,5.86,,,5.3,3.9,7.81,32.08,8.09,11.44,7.25,6.42,6.42,32.08,5.86,8.93,6.69,,,4.740741,-1.382716,13.895062,0.0,-4.358025,52.270666
US_CA_06005,2020-02-06,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,7.54,5.59,4.75,6.43,10.34,,7.54,3.91,23.19,10.9,5.03,8.66,,6.99,6.15,,,4.47,10.06,30.74,5.31,7.82,4.47,,5.87,36.33,,8.1,4.19,6.71,,7.197531,0.012346,15.407407,0.0,-0.32716,59.102403
US_CA_06005,2020-02-07,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,5.59,6.99,,8.11,6.71,6.71,7.55,4.75,20.68,6.71,4.19,8.66,,4.75,8.94,6.15,5.31,4.19,6.99,29.07,,7.83,,4.47,5.59,31.02,4.19,6.15,7.83,4.75,5.31,8.228395,1.259259,17.185185,0.0,1.04321,60.777296
US_CA_06005,2020-02-08,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,,9.06,4.23,6.34,5.44,5.13,7.25,,20.54,5.13,5.74,11.18,,5.44,6.95,,,,9.06,34.43,7.55,8.15,4.83,,6.34,41.68,,8.46,6.95,,,9.487654,2.32716,16.851852,0.0,1.722222,59.457988
US_CA_06005,2020-02-09,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,5.97,7.96,4.27,8.53,7.11,7.39,6.54,5.69,21.33,8.82,,8.53,4.27,5.69,,,7.11,4.55,7.11,27.87,7.11,10.24,,4.27,4.83,38.11,5.12,10.52,5.97,5.12,,9.339506,3.098765,16.098765,0.0,-3.703704,40.224588
US_CA_06005,2020-02-10,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,4.58,6.29,5.72,12.01,6.29,6.0,4.86,,22.88,13.73,5.43,6.86,6.0,,7.15,,7.15,,6.58,32.03,8.01,6.86,5.15,4.29,6.86,36.6,5.15,7.43,5.43,4.0,5.43,9.641975,1.561728,19.388889,0.0,-6.358025,33.006252
US_CA_06005,2020-02-11,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,6.32,9.89,4.12,13.18,10.44,4.94,4.67,,26.36,14.28,4.67,7.42,4.12,7.42,7.42,4.94,4.12,4.94,9.61,30.21,10.99,7.42,4.39,,5.22,41.47,5.49,5.77,5.49,6.32,4.39,10.432099,1.530864,19.666667,0.0,-2.907407,41.768468
US_CA_06005,2020-02-12,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,5.19,8.75,4.37,12.3,7.93,6.29,6.56,,17.77,8.2,6.29,12.85,5.47,5.47,7.65,,5.19,5.19,9.57,28.16,5.47,,6.01,5.47,5.47,34.17,3.83,5.47,6.56,5.74,5.74,9.62963,2.018519,18.469136,0.0,0.462963,53.350786
US_CA_06005,2020-02-13,ChIJo-0fEllAmoAReviEN7sDX08,Q156177,geoId/06005,US,United States of America,CA,California,06005,Amador County,US,USA,2,,,,,,,38529,20744,17785,3147,3333,3696,4281,4620,5952,6784,4549,2167,396490,38.44,-120.66,1566,79.2,,,,,,6.13,5.85,4.18,10.31,4.74,5.58,9.76,5.02,23.69,6.97,6.41,10.03,,7.25,4.74,6.13,4.74,6.69,13.38,34.56,6.97,5.3,,6.41,,46.55,,7.53,,4.18,4.46,9.438272,2.716049,17.314815,0.0,1.17284,56.832517
