location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31031,2020-01-11,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-11.866667,-19.566667,-1.783333,0.653143,,-15.660494,72.700408
US_NE_31031,2020-01-12,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-5.227778,-12.116667,3.722222,0.0,30.48,-10.080247,68.951741
US_NE_31031,2020-01-13,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-1.188889,-10.211111,6.611111,0.0,30.48,-7.302469,63.840532
US_NE_31031,2020-01-14,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-4.155556,-11.122222,5.433333,0.0,30.48,-8.987654,69.917144
US_NE_31031,2020-01-15,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-9.227778,-15.461111,-0.005556,0.03175,30.48,-13.012346,74.46257
US_NE_31031,2020-01-16,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-9.505556,-16.727778,0.277778,0.0,30.48,-14.901235,65.069111
US_NE_31031,2020-01-17,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-2.85,-6.944444,1.994444,0.4318,30.48,-6.790123,73.067646
US_NE_31031,2020-01-18,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-5.744444,-11.927778,3.2,0.907143,30.48,-11.783951,62.87689
US_NE_31031,2020-01-19,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-8.055556,-14.744444,2.005556,0.0,50.8,-13.679012,66.015898
US_NE_31031,2020-01-20,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-8.188889,-15.288889,1.761111,0.0,50.8,-13.018519,70.835219
US_NE_31031,2020-01-21,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-2.794444,-7.566667,4.344444,0.0,50.8,-7.320988,70.116319
US_NE_31031,2020-01-22,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,1.772222,-4.088889,8.294444,0.084667,50.8,-2.283951,74.611439
US_NE_31031,2020-01-23,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,0.394444,-3.827778,6.822222,2.12725,30.48,-2.666667,80.057908
US_NE_31031,2020-01-24,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-2.583333,-7.2,3.911111,0.3302,30.48,-5.5,81.282884
US_NE_31031,2020-01-25,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,0.288889,-8.094444,9.044444,0.0,30.48,-3.876543,75.173221
US_NE_31031,2020-01-26,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,2.15,-4.211111,9.405556,0.0,30.48,-2.691358,71.069993
US_NE_31031,2020-01-27,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-0.55,-3.872222,6.222222,0.0,30.48,-3.030864,82.599381
US_NE_31031,2020-01-28,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,0.794444,-2.438889,4.822222,1.197429,30.48,-1.555556,84.078627
US_NE_31031,2020-01-29,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-1.427778,-7.011111,5.922222,0.762,30.48,-4.302469,81.788566
US_NE_31031,2020-01-30,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,0.211111,-5.994444,6.788889,0.028222,30.48,-2.901235,80.04734
US_NE_31031,2020-01-31,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,0.133333,-6.216667,6.694444,0.254,,-4.938272,68.199189
US_NE_31031,2020-02-01,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,4.344444,-3.816667,13.872222,0.0,,-2.493827,61.276583
US_NE_31031,2020-02-02,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,8.027778,0.95,15.25,0.0,,-2.925926,47.930387
US_NE_31031,2020-02-03,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-1.761111,-4.883333,6.272222,0.0,,-6.901235,67.401375
US_NE_31031,2020-02-04,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-6.216667,-8.894444,-1.566667,0.15875,,-10.339506,71.637615
US_NE_31031,2020-02-05,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-7.477778,-12.605556,-1.055556,0.282222,,-12.030864,68.740736
US_NE_31031,2020-02-06,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-4.194444,-10.722222,3.788889,0.036286,,-9.111111,68.050282
US_NE_31031,2020-02-07,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-2.655556,-8.044444,2.122222,0.254,,-5.765432,79.252679
US_NE_31031,2020-02-08,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-1.994444,-9.038889,9.877778,0.0762,,-6.462963,71.629473
US_NE_31031,2020-02-09,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-0.183333,-7.183333,8.588889,0.028222,,-4.740741,71.23346
US_NE_31031,2020-02-10,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-2.361111,-7.361111,4.788889,0.0,,-7.783951,65.939986
US_NE_31031,2020-02-11,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-3.066667,-10.066667,5.972222,0.0,,-9.858025,59.039064
US_NE_31031,2020-02-12,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-1.761111,-11.755556,5.016667,0.0,,-7.91358,62.674496
US_NE_31031,2020-02-13,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-12.488889,-17.444444,-2.827778,0.0762,,-17.37037,67.102363
US_NE_31031,2020-02-14,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-2.638889,-12.211111,11.277778,0.0,,-9.753086,57.263717
US_NE_31031,2020-02-15,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,2.066667,-6.605556,11.155556,0.0762,,-6.296296,53.790123
US_NE_31031,2020-02-16,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,1.505556,-6.205556,10.633333,0.0,,-6.802469,54.753256
US_NE_31031,2020-02-17,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,1.466667,-4.622222,9.327778,0.28575,,-3.080247,72.519475
US_NE_31031,2020-02-18,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-4.211111,-10.888889,4.272222,1.4986,,-7.709877,77.662324
US_NE_31031,2020-02-19,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-7.927778,-12.883333,-1.072222,0.056444,,-10.746914,79.891472
US_NE_31031,2020-02-20,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-9.594444,-17.666667,2.522222,0.677333,,-14.32716,68.915357
US_NE_31031,2020-02-21,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-1.011111,-10.955556,11.555556,0.0,99.06,-10.080247,51.001445
US_NE_31031,2020-02-22,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,3.864198,-3.728395,14.444444,0.0,,-7.215278,45.442368
US_NE_31031,2020-02-23,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,3.188889,-4.733333,12.866667,0.0,,-5.32716,54.619068
US_NE_31031,2020-02-24,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,0.755556,-5.344444,8.65,0.0,,-4.345679,68.602415
US_NE_31031,2020-02-25,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-2.3,-4.838889,4.966667,1.241778,,-5.074074,80.224995
US_NE_31031,2020-02-26,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-6.794444,-16.1,1.272222,0.649111,30.48,-10.580247,73.637889
US_NE_31031,2020-02-27,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,0.005556,-4.727778,4.994444,0.0,40.64,-4.154321,73.015707
US_NE_31031,2020-02-28,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,2.211111,-3.866667,10.822222,0.381,,-4.425926,61.089658
US_NE_31031,2020-02-29,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,5.25,-3.4,16.838889,0.0,,-4.216049,50.819879
US_NE_31031,2020-03-01,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,4.211111,-3.116667,14.005556,0.0,,-3.660494,57.480716
US_NE_31031,2020-03-02,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,0.805556,-5.816667,9.45,0.028222,,-5.530864,62.200216
US_NE_31031,2020-03-03,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,4.061111,-4.5,14.044444,0.0254,,-4.567901,53.216359
US_NE_31031,2020-03-04,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,5.761111,-3.2,18.733333,0.0254,,-3.283951,52.128135
US_NE_31031,2020-03-05,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,5.172222,-2.75,17.544444,0.28575,,-5.407407,46.152589
US_NE_31031,2020-03-06,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,4.527778,-4.844444,18.783951,0.0,,-6.574074,44.651627
US_NE_31031,2020-03-07,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,11.122222,-1.094444,23.783333,0.0,,-3.111111,37.081407
US_NE_31031,2020-03-08,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,10.388889,1.055556,23.555556,0.0,,-0.493827,47.648142
US_NE_31031,2020-03-09,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,2.55,-2.044444,12.685185,1.1938,,-1.567901,73.838251
US_NE_31031,2020-03-10,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,4.766667,-2.816667,14.155556,0.7874,,-0.234568,71.353904
US_NE_31031,2020-03-11,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,7.266667,-3.05,20.944444,0.2286,,-3.302469,47.556443
US_NE_31031,2020-03-12,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,7.138889,-1.266667,20.094444,0.0,,-2.549383,50.523333
US_NE_31031,2020-03-13,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-0.911111,-6.694444,5.366667,0.34925,,-6.617284,66.014284
US_NE_31031,2020-03-14,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-1.066667,-2.905556,1.172222,2.427111,,-2.728395,87.38116
US_NE_31031,2020-03-15,ChIJ-6ryQSy3eYcRmlMy7yYHnzg,Q490769,geoId/31031,US,United States of America,NE,Nebraska,31031,Cherry County,US,USA,2,,,,,,,5790,2945,2845,764,682,591,676,634,769,776,521,377,1425403,42.54,-101.12,15565,78.5,,,-0.494444,-2.283333,2.316667,0.4826,50.8,-2.685185,83.66234
