location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47079,2020-01-01,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,9.85,7.3,12.41,,5.84,5.84,24.82,16.42,9.85,12.04,8.03,5.11,,5.11,,8.03,36.13,9.12,8.39,,,51.46,6.2,10.58,7.66,5.11,6.93,4.432099,-1.104938,11.833333,0.0,,-3.234568,57.631828
US_TN_47079,2020-01-02,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,,11.69,12.36,10.02,7.01,8.35,20.7,15.7,5.01,11.02,,5.34,4.67,7.35,8.02,11.69,30.05,12.02,10.69,4.67,,56.77,7.01,7.35,5.68,,7.01,9.246914,5.925926,11.802469,2.032,,3.345679,66.711779
US_TN_47079,2020-01-03,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,,8.67,12.34,6.67,7.33,6.0,27.0,12.34,6.0,11.67,9.67,8.0,5.33,6.0,8.34,10.0,40.01,8.0,11.34,6.33,6.33,45.34,6.33,10.0,10.34,5.33,10.34,12.155556,10.472222,13.777778,15.522222,,11.855556,98.063349
US_TN_47079,2020-01-04,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,,12.49,11.42,5.35,,6.07,21.41,14.63,,11.78,5.35,7.49,,9.28,,7.85,27.48,6.07,9.28,,7.49,44.6,,8.56,,5.71,7.49,5.688889,2.605556,11.644444,3.217333,,3.127778,83.709014
US_TN_47079,2020-01-05,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,6.93,13.87,13.14,8.39,7.66,7.66,26.28,16.79,7.66,9.49,5.84,8.76,6.2,,,13.14,28.83,6.93,8.39,,,50.37,,6.93,,5.47,5.11,4.024691,-2.067901,13.783951,0.141111,,-0.592593,71.949763
US_TN_47079,2020-01-06,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,,9.5,13.76,11.14,8.85,8.52,21.95,9.83,5.24,9.83,5.24,,4.59,5.57,9.5,8.19,35.06,7.86,8.85,4.91,6.55,46.52,,6.55,5.57,,7.21,5.733333,-1.322222,11.566667,0.0,,-0.722222,63.468204
US_TN_47079,2020-01-07,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,6.5,14.63,16.25,7.8,6.5,7.8,19.18,8.13,6.5,13.65,,6.5,7.8,8.78,5.53,10.73,35.43,9.43,10.08,,9.43,53.3,7.15,8.45,8.78,10.73,6.83,6.144444,-0.338889,10.888889,0.0,,-2.383333,54.546462
US_TN_47079,2020-01-08,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,,10.37,17.18,6.16,9.4,7.78,21.71,8.1,,12.96,4.86,6.16,5.83,6.81,7.45,9.72,35.65,9.4,12.64,4.54,7.45,51.53,5.83,13.94,5.51,5.18,6.16,5.933333,-0.511111,13.427778,0.0,,-2.688889,53.977427
US_TN_47079,2020-01-09,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,5.78,14.12,8.34,9.62,6.1,8.02,28.55,15.08,,12.19,5.78,5.78,9.62,5.13,6.1,8.66,40.1,9.3,9.3,8.34,9.3,46.52,8.34,11.55,,6.74,7.7,9.161111,3.7,15.277778,0.0,,-1.394444,47.680373
US_TN_47079,2020-01-10,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,5.21,9.2,13.5,5.52,7.05,6.75,14.11,5.83,5.21,12.58,5.52,5.52,,8.59,5.21,11.96,37.42,12.58,10.43,4.6,7.98,47.24,7.67,6.13,5.52,7.05,5.21,15.733333,12.788889,18.244444,0.508,,9.661111,67.589173
US_TN_47079,2020-01-11,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,6.03,9.58,15.61,7.81,8.16,7.45,16.68,11.0,7.81,9.22,4.97,,6.03,,,8.52,31.93,8.52,9.58,6.03,5.32,44.35,7.1,7.1,,,6.74,14.294444,5.316667,19.2,20.912667,,12.927778,91.565461
US_TN_47079,2020-01-12,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,6.44,7.87,9.3,6.44,10.73,,21.45,13.59,6.08,17.16,5.36,7.51,,,7.15,7.51,29.68,5.72,11.44,6.44,6.08,51.13,8.58,8.22,6.44,6.79,5.36,4.0,2.127778,6.177778,19.868444,,2.233333,88.341823
US_TN_47079,2020-01-13,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,,7.92,19.01,10.46,9.51,7.61,17.11,10.46,5.39,12.68,6.34,5.39,5.39,5.07,6.34,12.04,32.64,11.72,9.19,6.97,5.7,49.12,7.61,8.56,5.07,5.39,6.34,4.7,1.155556,9.85,0.0,,2.866667,88.070818
US_TN_47079,2020-01-14,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,10.03,14.73,12.22,6.58,13.79,,19.43,12.85,5.33,19.75,6.9,7.52,9.72,,,10.66,33.85,8.78,5.64,,,52.97,6.9,9.4,7.84,10.03,6.9,9.488889,6.25,14.366667,4.233333,,8.027778,90.663881
US_TN_47079,2020-01-15,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,4.69,7.5,14.06,8.12,8.12,5.31,15.62,10.62,5.62,11.56,6.56,5.62,5.0,6.56,5.62,13.44,35.31,5.31,10.94,,4.38,44.69,8.12,11.87,8.44,5.62,10.31,13.638889,8.322222,18.838889,0.1905,,12.988889,95.893225
US_TN_47079,2020-01-16,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,4.8,8.0,19.2,11.84,5.76,6.72,14.4,9.92,10.56,12.48,6.72,5.44,,7.04,5.76,11.52,37.12,8.64,,5.44,8.96,42.88,4.8,8.32,,6.08,8.96,7.566667,1.888889,14.588889,1.8034,,3.916667,77.820737
US_TN_47079,2020-01-17,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,6.91,7.85,11.62,4.4,6.59,5.34,15.7,6.59,10.99,11.62,,5.34,6.59,4.4,,10.05,30.46,9.74,9.74,7.22,6.28,42.09,4.4,9.42,5.34,6.28,5.97,1.427778,-0.822222,5.527778,0.0,,-4.688889,63.830965
US_TN_47079,2020-01-18,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,5.04,12.24,19.44,7.92,7.2,8.64,13.68,10.44,8.28,9.0,,6.12,6.12,5.4,6.12,9.36,28.8,7.56,7.56,,9.0,54.72,6.48,12.6,8.64,7.56,5.4,11.088889,4.2,16.15,1.665111,,4.566667,64.202764
US_TN_47079,2020-01-19,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,7.85,8.93,7.14,7.85,8.57,10.71,11.43,8.57,,12.85,5.0,5.71,5.36,7.5,6.78,7.85,27.49,8.93,8.57,,6.07,49.98,10.0,6.43,6.78,,,0.655556,-3.05,9.55,2.5654,,-9.216667,47.639233
US_TN_47079,2020-01-20,ChIJlz_ADCKge4gR7ml-JqDr9GI,Q489007,geoId/47079,US,United States of America,TN,Tennessee,47079,Henry County,US,USA,2,,,,,,,32380,15685,16695,3487,3838,3433,3409,3749,4743,4695,3356,1670,1847628,36.33,-88.3,1537,73.366667,,,,,5.73,11.79,15.49,7.41,6.06,7.07,19.54,9.77,5.05,13.47,6.4,5.39,6.74,6.4,8.08,13.81,37.05,7.75,12.46,4.72,5.39,58.27,,9.43,10.11,12.46,9.77,-5.566667,-7.255556,-2.672222,0.0,,-10.105556,70.387703
