location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AK_02016,2020-01-01,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,-1.513889,-3.125,0.0,0.127,-5.5,76.184131
US_AK_02016,2020-01-02,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,-2.083333,-3.347222,-0.638889,0.0,-6.694444,71.568126
US_AK_02016,2020-01-03,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,-3.277778,-5.555556,-1.208333,0.0,-6.972222,79.834269
US_AK_02016,2020-01-04,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,-0.722222,-4.222222,1.916667,0.0,-3.75,81.568277
US_AK_02016,2020-01-05,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,-0.555556,-2.291667,2.041667,0.762,-3.777778,81.762273
US_AK_02016,2020-01-06,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,-1.041667,-4.527778,2.291667,0.0,-5.916667,72.334094
US_AK_02016,2020-01-07,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,2.055556,-0.722222,3.722222,1.778,0.527778,90.688497
US_AK_02016,2020-01-08,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,4.166667,0.916667,5.972222,2.3495,1.416667,84.237191
US_AK_02016,2020-01-09,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,3.916667,2.375,5.916667,1.778,0.388889,79.019432
US_AK_02016,2020-01-10,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,4.888889,2.375,7.875,10.6045,2.027778,81.734613
US_AK_02016,2020-01-11,ChIJI9ivbI1Pg1cRg8d4nlGjGVU,Q185533,geoId/02016,US,United States of America,AK,Alaska,02016,Aleutians West,US,USA,2,,,,,,,5729,3795,1934,359,400,951,957,1149,1146,622,118,27,2605254,52.16298,-174.28505,270,14116,77.75,3.166667,0.638889,6.013889,2.0955,-0.5,78.449269
